representative	grouped_terms	genes
peroxisome	peroxisome;microbody	DHRS4;MUL1;ACSL3;DDO;PXMP2;ABCD3;ECI2;TMEM135;ACOX2;CRYM;ACAA1;IDH2;EHHADH;HMGCL;ACSL1;DNM1L;LONP2;IDI1;GDAP1;NUDT17;ACSL6;VWA8;PEX11A;FNDC5;ABCD2;HSD17B4;MARF1;NUDT7;PIK3C3;PEX12;PRDX5;CAT;GNPAT;ACOT2;EPHX2;NUDT19;CROT;PEX19;ACOX1;ATAD1;MTARC2;USP30;CCDC33;PXMP4;PHYH;CRAT;ECH1;ISOC1;RIDA;NBR1;SOD1;ACOXL;TTC1;MFF;PEX7;IDH1;PEX13;PEX1;HSDL2;IDE;ACBD5;NUDT12;SCP2;HACL1;GSTK1;PEX3;PEX2;AMACR
organic acid catabolic process	organic acid catabolic process;carboxylic acid catabolic process	ECI1;QPRT;CYP4F12;PGD;CPT2;ILVBL;FAAH;SLC16A1;BDH2;ACADS;IRS1;DDO;ABCD3;ECI2;PPARA;ACOX2;CRYM;ACAA1;ETFDH;EHHADH;HMGCL;ETFB;IVD;GCDH;BCKDHA;GOT1;LONP2;GNPDA1;KYAT3;GNPDA2;ACAD10;BCKDHB;DBT;AIG1;AFMID;ACAA2;ETFA;ALDH6A1;ABCD2;HSD17B4;SESN2;LDHD;ETFBKMT;ADHFE1;DLST;TST;NUDT7;DECR1;MTRR;MCCC1;HADHA;ACAD8;GCSH;ECHS1;GSTZ1;ACADSB;MCCC2;HOGA1;ACAT1;NUDT19;CROT;PCCA;ACOX1;HADHB;HIBADH;ACADM;DLD;PRODH;PCCB;GOT2;PHYH;CRAT;ECH1;QDPR;GLYATL2;CPT1B;MTLN;ECHDC1;FTCD;RIDA;ACADVL;CARNMT1;HADH;ACOXL;HYKK;NUDT8;PEX7;GLUD1;PEX13;MCEE;AUH;AASDHPPT;SCP2;ALDH5A1;HACL1;PEX2;HIBCH;GPT2;AMACR
extracellular structure organization	extracellular structure organization;extracellular matrix organization;external encapsulating structure organization	ELF3;VWA1;COL17A1;IBSP;ZNF469;TEX14;IMPG2;ADAMTS4;MMP3;COMP;MMP17;FKBP10;SOX9;COL4A1;COL1A1;ITGB3;EMILIN1;RUNX1;MMP24;TGFB1;COL4A2;ADTRP;LOX;COL8A2;SH3PXD2B;LRP1;COL8A1;PLOD3;PXDN;COL18A1;SCX;IL6;COLGALT1;FURIN;NFKB2;AEBP1;MAD2L2;ADAMTS9;ADAMTSL2;MMP8;ADAM8;MMP19;FOXF2;ADAMTS14;RXFP1;ANXA2;MATN1;LOXL2;PDGFRA;BMP1;ADAMTS12;WDR72;SMAD3;ABI3BP;COL3A1;ADAMTS2;FAP;FOXF1;LOXL4;BCL3;COL5A2;FMOD;ADAMTS8;COL6A1;MELTF;SERPINH1;TNFRSF1A;COL12A1;COL4A4;COL5A1;COL1A2;HAS1;TGFB2;EXT1;CCDC80;ABL1;SERPINB5;PHLDB1;POMT2;LOXL1;VPS33B;TLL1;FSCN1;PTX3;ADAM15;NOTCH1;OLFML2B;ERO1A;SPINT2;MMP14;ELN;LOXL3;ENG;LAMA1;COL2A1;P3H4;TNFRSF1B;HPSE2;HMCN1;MYO1E;TNXB;FOXC1;DDR1;CYP1B1;TGFBR1;SPOCK2;HAS3;KLK5;COL16A1;POSTN;ADAMTSL1;MMP9;RIC8A;MMP2;PAPLN;ANGPTL7;NPNT;PRSS1;CRISPLD2;SULF2;ADAMTS10;GREM1;DPT;FBLN5;ATXN1L;FKRP;HAS2;PRSS2;COL4A3;ADAMTSL5;SPINT1;COL9A2;SULF1;NID1;CTSK;SLC2A10;PLG;CCN1;TNR;RECK;FOXC2;ADAMTS6;SMOC2;RIC1;COL23A1;TNF;COL4A5;NID2;GAS6;TIE1;LUM;B4GALT1
chemotaxis	chemotaxis;taxis	IL1B;EDN2;CXCL1;CXCL8;SLAMF1;CCL8;LBP;CXCL3;CCL19;TNFSF14;SAA1;TREM1;CCR7;FOSL1;CYP19A1;CXCL5;IL12A;CCL3;EPHA2;CXCL6;SCRIB;TPBG;PLXNA3;PGF;ITGB3;ARTN;F2RL1;SEMA3B;TGFB1;EDN3;LOX;PROK2;IL6R;CXCL10;SERPINE1;ARHGEF5;PLEC;S100A7;THBS1;PLAUR;CCL3L3;IL6;IL17RC;NBL1;HGF;TNFAIP6;FGF10;CCL2;CSF3R;ADAM8;PIP5K1C;CCL20;TYMP;PDGFRA;SMAD3;S100A8;SEMA7A;VCAM1;HSD3B7;CMTM5;TGFB2;CMTM1;CORO1B;PDGFB;FES;HSPB1;SEMA3F;S100A12;CCL4;RHOG;FGFR1;ADGRA2;RPS19;THBS4;PLP2;PPM1F;ADGRE2;CMTM3;UNC5C;PLXNB3;PTPRJ;FFAR2;NOTCH1;HRAS;CCL18;FGF2;S100A4;ZNF580;BCAR1;CREB3;PTAFR;TNFRSF11A;PPIB;CX3CL1;CKLF;RIN3;S100A9;CCR10;PREX1;RARRES2;SEMA6B;ARRB2;NINJ1;PDGFRB;PRKD1;TUBB2B;RPL13A;RAB13;XCR1;ROBO1;SLC8B1;SEMA4A;RAC3;ARHGEF16;GPR18;LTB4R2;PADI2;NRP2;SEMA4F;CH25H;LPAR1;SLIT1;ENPP2;CMTM7;MMP2;CSF1;ANGPT2;IL17RA;CMTM2;TSC2;FGF18;CMKLR1;CCL24;EFNB2;CALCA;GREM1;TIAM1;FLT1;SEMA4C;CRK;CXCL12;EGR3;P2RX4;AGER;LYN;CCL23;PLA2G7;ITGA1;L1CAM;PLA2G1B;STAP1;TRPM2;EDN1;BMP4;PLAU;PRKD2;PLEKHG5;C5AR1;GPSM3;PPIA;CCN1;SCG2;STX4;TRPM4;CXCL2;LGALS9;RAC2;NOD2;SMOC2;CCL13;CCN3;PRKCD;FPR2;LSP1;KDR;CHGA;C5AR2;GAS6
signaling receptor regulator activity	signaling receptor regulator activity;receptor ligand activity;signaling receptor activator activity	CSF3;IL1B;EDN2;CXCL1;CXCL8;CCL8;CXCL3;CCL19;TNFSF14;LYPD1;TIMP1;VGF;ERFE;EBI3;GDF15;CXCL5;IL12A;TTR;CCL3;CXCL6;CCK;IGF2;CLCF1;PGF;LEP;OSGIN1;ARTN;DKKL1;CD70;NPPC;SEMA3B;NPPB;TGFB1;LIF;EDN3;IL1RN;NTF4;LEFTY1;GDF6;ADIPOQ;CXCL10;LY6H;PTHLH;PXDN;BMP8A;IGF1;OSM;CCL3L3;IL6;CALCB;NBL1;IL24;IL25;HGF;EFEMP1;FGF10;CCL2;DKK1;CCL20;TYMP;FST;TNFSF15;BMP1;HAMP;NMB;MRAP2;CSPG5;TNFSF18;SEMA7A;GNRH1;TGFB3;QRFP;SLURP1;CMTM5;CD320;FKBP1A;OXT;TGFB2;CMTM1;PDGFB;SEMA3F;STC1;FBN1;CCL4;CGB7;UCN;THBS4;BGLAP;CLEC11A;CMTM3;PENK;C1QTNF12;IL32;WNT16;CCL18;FGF2;S100A4;WNT9A;ENG;CDC42EP2;IL17D;CX3CL1;CKLF;TAFA1;TNFSF9;SEMA6B;ADM2;DGKQ;BDNF;INHBB;GHRL;SEMA4A;MTRNR2L4;SPP1;NDP;SLURP2;INHBA;GDF7;WNT2B;SEMA4F;LILRB4;PCSK9;NGF;CMTM7;MACC1;FGF17;GREM2;METRN;CSF1;WFIKKN1;CMTM2;CRLF1;GFER;FGF18;CCL24;CALCA;GMFG;GREM1;GH1;SEMA4C;TNFSF13B;CXCL12;BMP8B;GAL;INHA;GDF11;CNTF;CCL23;WNT9B;ANGPTL8;LEFTY2;IL18BP;NRG4;PDE4D;TMEM35A;PRRT1
fatty acid catabolic process	fatty acid catabolic process;monocarboxylic acid catabolic process	ECI1;CYP4F12;CPT2;ILVBL;FAAH;BDH2;ACADS;IRS1;ABCD3;ECI2;PPARA;ACOX2;ACAA1;ETFDH;EHHADH;ETFB;IVD;GCDH;LONP2;ACAD10;AIG1;ACAA2;ETFA;ABCD2;HSD17B4;SESN2;ETFBKMT;NUDT7;DECR1;HADHA;ECHS1;ACAT1;NUDT19;CROT;PCCA;ACOX1;HADHB;ACADM;PCCB;PHYH;CRAT;ECH1;GLYATL2;CPT1B;MTLN;ECHDC1;ACADVL;HADH;ACOXL;NUDT8;PEX7;PEX13;MCEE;AUH;SCP2;HACL1;PEX2;AMACR;PGD;SLC16A1;LDHD;HOGA1
cellular response to lipopolysaccharide	cellular response to lipopolysaccharide;cellular response to molecule of bacterial origin;cellular response to biotic stimulus	CSF3;IL1B;CXCL1;CXCL8;LILRB1;LBP;LY96;CXCL3;TNFAIP3;IRAK2;MAP2K3;CXCL5;MMP3;CXCL6;TICAM1;SBNO2;UPF1;LILRB2;PLSCR3;TRIM5;CXCL10;SERPINE1;GIT1;SRC;BCR;SIRPA;IRAK1;IL6;IL24;CCL2;MMP8;RIPK2;AXL;NFKBIZ;ARID5A;ZC3H12A;NOS3;LDOC1;RARA;ABL1;TLR2;TICAM2;IRAK3;CACTIN;VIM;SCARB1;TNIP2;PTAFR;HAVCR2;LILRA2;CX3CL1;TNFRSF1B;NFKBIA;RELA;MYD88;TBXA2R;DEFA5;NFKB1;NFKBIB;PABPN1;SPON2;NOS2;HCK;NLRP3;BCL10;TRIB1;SLC7A5;CD68;MMP9;IRF3;TRIM41;KMO;GFER;CEBPE;TLR1;CDK4;LYN;PLSCR4;NFKBIL1;EIF2AK3;MUS81;RBM14;NOTCH2;NOTCH1;TP53;SLX4
purine ribonucleotide biosynthetic process	purine ribonucleotide biosynthetic process;ribonucleotide biosynthetic process;ribose phosphate biosynthetic process;purine nucleotide biosynthetic process;purine-containing compound biosynthetic process;nucleotide biosynthetic process;nucleoside phosphate biosynthetic process	MPC2;NDUFB11;ACSS2;PRKAG2;PINK1;PDK2;NME5;PDK1;DLAT;ADK;ACSL3;PANK1;ATP5MG;NDUFA13;NDUFA12;ACSS1;NDUFAB1;PARP1;PPARA;NDUFV1;HPRT1;NDUFC2;PDHA1;NDUFB10;STOML2;NME6;ACSL1;GCDH;ATP5MC2;ATP5MJ;ATP5F1B;ATP5MF;NDUFA8;NDUFC1;PPCS;ACSL6;NDUFA10;NDUFB8;NDUFS5;NDUFA7;AK3;NDUFA3;AK4;ATP5MC3;PANK4;PDHX;ATP5F1A;NDUFS3;ATP5PB;NDUFB6;NDUFS2;MMUT;NDUFV2;NDUFB3;GUCY1A1;NDUFS4;NDUFA6;SDHA;ATP5ME;PDHB;NDUFB9;SDHC;ATP5PD;NDUFA1;NDUFA9;ACAT1;ATP5F1C;NDUFV3;SDHD;DLD;NDUFB4;NDUFB1;COX11;NDUFB2;HSD17B12;SDHB;NDUFS1;NDUFB5;ATP5PO;ATP5F1E;NDUFA2;ATP5MK;ATPSCKMT;PDK3;DMAC2L;NDUFA5;ATP5PF;CTPS2;CMPK1;RFK;UPRT;DCK;DHODH;PRPSAP1;NMNAT1;QPRT;NAMPT;AFMID;NUDT12;NMNAT3;NADK2;NMNAT2;ADAL;MTAP;PRTFDC1;AK8;ME1;DUT;AK9;RRM1;AK6;RRM2B
ribonucleotide metabolic process	ribonucleotide metabolic process;purine nucleotide metabolic process;ribose phosphate metabolic process;purine ribonucleotide metabolic process	MPC2;FIGNL1;NDUFB11;NMNAT1;PDE4A;ACSS2;PRKAG2;ATP1A2;PINK1;PDK2;NME5;BPNT1;ACSM6;PDK1;GPI;DLAT;ADK;PFKM;MPP1;CTPS2;SULT1A4;ACSL3;PANK1;ATP5MG;PRKAA2;BPGM;NDUFA13;NDUFA12;ACSS1;PDE4B;NDUFAB1;PARP1;PFKFB2;P2RX7;PPARA;NDUFV1;ENPP1;HPRT1;NDUFC2;PDHA1;ACSM1;NDUFB10;PRKACA;STOML2;MYH7;DHTKD1;CMPK1;OLA1;NME6;ACSL1;DNM1L;GCDH;PGM1;ABCC6;RFK;PPP2CA;ATP5MC2;ATP5MJ;ATP5F1B;EP300;ATP5MF;NDUFA8;NDUFC1;PPCS;ACSL6;NDUFA10;NDUFB8;NDUFS5;NDUFA7;AK3;NDUFA3;AK4;PSEN1;KAT2B;OPA1;HSD17B4;ATP5MC3;UPRT;SUCLG1;HINT1;DLST;PANK4;PDHX;PRKAG1;ATP5F1A;NDUFS3;NUDT7;ATP5PB;NDUFB6;SUCLG2;NDUFS2;NT5C1A;MMUT;NDUFV2;HMGCS1;NDUFB3;GUCY1A1;NDUFS4;NDUFA6;SDHA;ATP5ME;PDHB;NDUFB9;MCCC2;SDHC;DCK;ACOT2;ATP5PD;NDUFA1;NDUFA9;ACAT1;NUDT19;CROT;ATP5F1C;NDUFV3;MFN1;SDHD;RHOQ;DLD;NUDT4;PARG;NDUFB4;NDUFB1;COX11;NDUFB2;HSD17B12;SDHB;NDUFS1;NDUFB5;SUCLA2;SULT1A1;ATP5PO;NUDT9;ATP5F1E;NDUFA2;ATP5MK;CLPX;ATPSCKMT;DHODH;NUDT3;PDK3;ATP5IF1;GDA;DMAC2L;NUDT8;NDUFA5;MCEE;ATP5PF;ACSM5;TJP2;OXSM;RNASEH2B;NUDT4B;ENTPD5;ALDH1L1;QPRT;PGD;GMPR;MDH1B;GPD2;ME1;NUDT13;IDH2;FHIT;NAMPT;GPD1L;NUDT17;AFMID;MDH1;LDHB;DERA;NNT;IDH1;PRPSAP1;NUDT12;ME2;NMNAT3;NADK2;NMNAT2;STAT3;ATP1B1;NUDT14;GUCY1B1;MYH8;ADSS1;OGDH
organellar small ribosomal subunit	organellar small ribosomal subunit;mitochondrial small ribosomal subunit	MRPS14;MRPS24;MRPS17;MRPS5;MRPS12;MRPS7;CHCHD1;MRPS11;MRPL42;MRPS26;MRPS27;MRPS18C;MRPS10;MRPS15;MRPS25;MRPS9;MRPS18B;MRPS31;MRPS22;MRPS33;PTCD3;MRPS35;MRPS16;MRPS28;MRPS21;DAP3;MRPS6
proton-transporting ATP synthase complex	proton-transporting ATP synthase complex;mitochondrial proton-transporting ATP synthase complex	PPIF;ATP5MG;ATP5MC2;ATP5MJ;ATP5F1B;ATP5MF;ATP5MC3;ATP5F1A;ATP5PB;ATP5ME;ATP5PD;ATP5F1C;ATP5PO;ATP5F1E;ATP5MK;DMAC2L;ATP5PF
ATP metabolic process	ATP metabolic process;purine ribonucleoside triphosphate metabolic process;purine nucleoside triphosphate metabolic process;ribonucleoside triphosphate metabolic process;nucleoside triphosphate metabolic process	STAT3;ATP1B1;MYH8;OGDH;FIGNL1;NDUFB11;NMNAT1;PRKAG2;ATP1A2;PINK1;GPI;PFKM;ATP5MG;PRKAA2;BPGM;NDUFA13;NDUFA12;NDUFAB1;PARP1;PFKFB2;P2RX7;PPARA;NDUFV1;ENPP1;NDUFC2;NDUFB10;PRKACA;STOML2;MYH7;DHTKD1;OLA1;DNM1L;PGM1;ABCC6;PPP2CA;ATP5MC2;ATP5MJ;ATP5F1B;EP300;ATP5MF;NDUFA8;NDUFC1;NDUFA10;NDUFB8;NDUFS5;NDUFA7;NDUFA3;AK4;PSEN1;KAT2B;ATP5MC3;PRKAG1;ATP5F1A;NDUFS3;ATP5PB;NDUFB6;NDUFS2;NDUFV2;NDUFB3;NDUFS4;NDUFA6;SDHA;ATP5ME;NDUFB9;SDHC;ATP5PD;NDUFA1;NDUFA9;ATP5F1C;NDUFV3;SDHD;PARG;NDUFB4;NDUFB1;COX11;NDUFB2;SDHB;NDUFS1;NDUFB5;ATP5PO;ATP5F1E;NDUFA2;ATP5MK;CLPX;ATPSCKMT;ATP5IF1;DMAC2L;NDUFA5;ATP5PF;NME5;NME6;AK3;OPA1;MFN1;RHOQ;ADK;CTPS2;DUT;RRM2B
fatty acid beta-oxidation	fatty acid beta-oxidation;fatty acid oxidation;lipid oxidation	ECI1;CPT2;BDH2;ACADS;IRS1;ABCD3;ECI2;PPARA;ACOX2;ACAA1;ETFDH;EHHADH;ETFB;IVD;GCDH;LONP2;ACAD10;ACAA2;ETFA;ABCD2;HSD17B4;SESN2;ETFBKMT;DECR1;HADHA;ECHS1;ACAT1;CROT;ACOX1;HADHB;ACADM;CRAT;ECH1;CPT1B;MTLN;ECHDC1;ACADVL;HADH;ACOXL;PEX7;AUH;SCP2;PEX2;AMACR;PRKAG2;ILVBL;ACSM1;FABP3;PHYH;ADH5;PEX13;FMO4;SIRT4;HACL1
interleukin-6 production	interleukin-6 production;regulation of interleukin-6 production	IL1B;SLAMF1;LBP;TNFAIP3;TICAM1;SPHK2;LEP;IL1RAP;F2RL1;LILRB2;TGFB1;IL6R;IL1RL2;MAPK13;SIRPA;IL6;IL17RC;LILRA5;TMEM106A;CEBPB;HGF;RIPK2;CYBA;NMB;ARID5A;ZC3H12A;NOD1;TWIST1;UCN;F2R;TLR2;IRAK3;POU2F2;SYT11;PTAFR;ELF4;IL17D;HAVCR2;LILRA2;CX3CL1;CD200;RELA;MYD88;ARRB2;UNC93B1;SPON2;NOS2;GHRL;BCL10;SIGLEC16;NLRP12;LILRB4;IL17RA;BANK1;TLR1;AGER;IL27RA;ARRB1;HYAL2;POU2AF1;MAVS;TNFSF4;LGALS9;NOD2;TLR6;TNF;IL33;INAVA;C5AR2;GAS6;HLA-B;TREM2;TLR4;SCIMP;TYROBP;PYCARD;TRPV4;AKIRIN2;C1QTNF4;ARHGEF2;PTPN6;PLCG2;INPP5D
