representative	grouped_terms	genes
NADH dehydrogenase activity	NADH dehydrogenase activity;NADH dehydrogenase (ubiquinone) activity	NDUFA3;NDUFB7;NQO1;NDUFS7;ENOX1;NDUFV1;AIFM1;NDUFA7;NDUFA1;NDUFA5;NDUFS2;NDUFA2;NDUFB2;NDUFS6;NDUFB10;NDUFA8;NDUFA10;NDUFS1;NDUFA4;NDUFC1;NDUFV3;NDUFB1;NDUFB3;NDUFB5;NDUFB4;NDUFB8;NDUFC2;NDUFA6;NDUFS3;NDUFB6;NDUFB9;NDUFV2;NDUFA9;NDUFS5;NDUFA12;NDUFS4
ATP biosynthetic process	ATP biosynthetic process;purine nucleoside triphosphate biosynthetic process;purine ribonucleoside triphosphate biosynthetic process	PPARA;NDUFA3;NDUFB7;NDUFS7;PINK1;NDUFB11;NDUFA13;ALDOA;ATP5MG;NDUFV1;ATP5ME;NDUFA7;NDUFA1;SDHD;SLC25A13;NDUFA5;NDUFS2;ATP5F1B;NDUFA2;NDUFB2;NDUFS6;NDUFB10;ATP5F1A;NDUFA8;NDUFA10;NDUFAB1;SDHA;NDUFS1;NDUFC1;NDUFV3;NDUFB1;NDUFB3;PRKAG2;ATP5PD;NDUFB5;ATP5MC2;ATP5MJ;NDUFB4;ATP5MC3;STOML2;ATP5PB;ATP5PF;SDHB;NDUFB8;NDUFC2;NDUFA6;SDHC;ATP5MC1;ATP5MF;COX11;PARP1;VCP;NDUFS3;NDUFB6;ATP5F1E;NDUFB9;NDUFV2;NDUFA9;NDUFS5;NDUFA12;ATP5MK;ATP5F1C;ATP5PO;DMAC2L;NDUFS4;NME1;NME7;NME6;NME5;ADK
rRNA processing	rRNA processing;rRNA metabolic process	EXOSC1;NSUN3;NSUN5P2;DDX54;MAK16;RPS16;EIF4A3;GEMIN4;POP5;RRP36;DDX52;FBL;RIOK3;NAT10;DDX21;NOLC1;ERI2;TRMT2B;BRIX1;EXOSC8;FCF1;RPUSD2;UTP14A;MRTO4;NOP58;HEATR1;METTL18;KAT2B;IMP4;UTP23;CHD7;PIN4;EIF6;MPHOSPH6;RPS17;NOL10;RRP12;PIH1D2;UTP25;ZNHIT3;RPL7L1;PWP1;SDE2;UTP4;XRN2;EXOSC10;NOP14;METTL15P1;DDX10;PWP2;RPS27;ERI3;NOP10;RPL35A;UTP3;TFB2M;RSL1D1;DROSHA;RPL10A;METTL15;C1D;RPS8;RPS21;MTERF4;NHP2;MRM2;DDX18;NAF1;ESF1;RIOK2;BMS1;MPHOSPH10;WDR43;NIFK;RPF2;TRMT61B;UTP15;POP7;RPP30;UTP20;ZCCHC4;DIMT1;WDR12;RPL7A;PRKDC;NOP9;RRS1;SBDS;YTHDF2;SRFBP1;BUD23;WBP11;TSR1;EBNA1BP2;GTPBP4;DKC1;RPS6;RPF1;RPS7;POP4;RPL11;TFB1M;GTF2H5;NOL11;WDR3;PA2G4;METTL5;EMG1;DCAF13;RRP15;MTREX;SNU13;KRR1;RPL14;RPL27;RPS14;NOL7;RBFA;FRG1;UTP11;RPL5;RPL7;RPS25;RPS24;EXOSC9;RPL26;IPPK;POLR1G;SPIN1;GTF3C3;GTF3C2;POLR1E;GTF3C4;POLR1B;MTOR;DIS3L;SMARCA4;GTF3A;MACROH2A1;NCL;POLR1F;MACROH2A2;GTF3C6
organellar small ribosomal subunit	organellar small ribosomal subunit;mitochondrial small ribosomal subunit	MRPS5;MRPS12;CHCHD1;MRPS25;MRPS24;MRPS7;MRPS17;MRPS9;MRPL42;PTCD3;MRPS21;MRPS27;MRPS11;MRPS14;MRPS15;MRPS33;MRPS35;MRPS18A;MRPS18B;MRPS22;MRPS31;MRPS16;MRPS10;MRPS28;MRPS18C;DAP3
translation factor activity, RNA binding	translation factor activity, RNA binding;translation regulator activity, nucleic acid binding;translation regulator activity	EIF1;EEF1A2;EEF2;EIF2B1;EIF6;EIF3A;EIF3C;EIF1B;EIF2D;EIF4E3;TUFM;EIF4G1;EIF4G3;MTIF2;DHX29;COPS5;EIF2S1;HBS1L;ABCF1;EIF4G2;EIF2S3;EIF2S2;EIF4B;TSFM;EIF3J;EIF4H;EIF2B3;EEF1G;MTIF3;EIF2A;EIF3D;GSPT1;EFL1;EIF5A;EIF3L;EIF5B;MRPL58;EIF3K;DENR;EIF3I;EIF4E;GFM1;EIF1AX;EIF3F;GSPT2;EIF3H;EIF4E2;EIF3E;EIF3M;EIF2S3B;MCTS1;EEF1B2;PAIP2;PAIP2B;LARP1;PAIP1;DHFR;ETF1;NHLRC1;RACK1;CNBP;SERBP1;NHLRC3;RPL10;RPS14
protein-RNA complex assembly	protein-RNA complex assembly;protein-RNA complex organization	RPSA;MRPS7;EIF3A;PIH1D2;ZNHIT3;MDN1;PRPF6;EIF3C;SNRPD1;PWP2;PRMT5;RPS27;EIF2D;COIL;SLU7;DDX28;NOPCHAP1;PUF60;DDX20;MRPL20;PRPF19;CELF2;DDX42;SRPK1;USP4;AAR2;MRM2;DDX46;DHX29;SNRPG;CDC73;NAF1;SNRPB2;EIF2S3;ATR;EIF2S2;PRKRA;RPF2;EIF3J;SCAF11;CRNKL1;SNRPD3;NUFIP1;TAF9;SNRPC;SF3B3;SNRPF;DDX1;RPLP0;STRAP;SRPK2;PRKDC;RRS1;EIF3D;SNRPGP15;USP39;CPSF6;GEMIN2;EIF3L;RAMAC;SNRNP200;DHX9;HTATSF1;EIF3K;FASTKD2;DENR;EIF3I;RPL38;PRPF8;RPL11;EIF3F;ERAL1;SF3B6;EIF3H;PRPF18;CLNS1A;SNU13;EIF3E;GEMIN5;RPL6;EIF3M;RPL10;WDR77;XRCC5;EIF2S3B;RPS14;MCTS1;SNRPE;RPL23A;NUDT21;RPL5;DHX8;VCP
nucleoid	nucleoid;mitochondrial nucleoid	MTERF2;TFB2M;GRSF1;TUFM;DDX28;ATP5F1B;TEFM;VDAC1;FASTKD5;HADHB;SUPV3L1;PRORP;POLDIP2;HSPA9;LRPPRC;HSD17B10;VDAC2;TRMT10C;HADHA;ELAC2;ACADVL;CLPX;FASTKD2;TFAM;TFB1M;SSBP1
proteasome complex	proteasome complex;endopeptidase complex	PSME4;PSME1;PSME2;PSMD3;UBR1;PSMC3;UBQLN1;UBE3A;PSMC5;PSMA7;ECPAS;PSMD4;PSMD12;PSMD8;PSMD11;PSMC1;PSMD9;RAD23A;PSMD7;PSMD13;PSMD1;PSMB6;RAD23B;PSMB5;PSMD6;PSMD14;PSMB2;PSMB3;VCP;TXNL1;UCHL5;PSME3;PSMA1;PSMD2;USP14;PSMB7;PSMA6;PSMC4;PSMA2;PSMC2;PSMA5;PSMC6;PSMF1;PSMA4;PSMB1;PSMA3;PSMB4;PIGT;PIGK;CRADD;PIGS;PIGU;CAPNS1
purine ribonucleotide biosynthetic process	purine ribonucleotide biosynthetic process;ribose phosphate biosynthetic process;ribonucleotide biosynthetic process;purine-containing compound biosynthetic process;purine nucleotide biosynthetic process;nucleoside phosphate biosynthetic process;nucleotide biosynthetic process	NDUFA13;ALDOA;PDK1;PDK2;ADCY6;MMUT;ACSS2;NME1;DCAKD;HACD1;NME7;ATP5MG;NDUFV1;NME6;DLAT;MTHFD1;ACSL3;ATP5ME;GUCY1A1;NME5;NDUFA7;PDHX;NDUFA1;GUCY1B1;SDHD;SLC25A13;NDUFA5;NDUFS2;ATP5F1B;AK3;NDUFA2;NDUFB2;NDUFS6;NDUFB10;ATP5F1A;MPC2;NDUFA8;NDUFA10;NDUFAB1;SDHA;ACSL4;NDUFS1;ACAT1;NDUFC1;NDUFV3;NDUFB1;NDUFB3;PRKAG2;ATP5PD;NDUFB5;ATP5MC2;ATP5MJ;NDUFB4;PDHA1;ATP5MC3;STOML2;ATP5PB;ATP5PF;SDHB;NDUFB8;NDUFC2;HSD17B12;NDUFA6;PPAT;PDHB;SDHC;ATIC;ATP5MC1;ATP5MF;DLD;COX11;PANK4;PARP1;VCP;PPCS;NDUFS3;PAICS;NDUFB6;ATP5F1E;NDUFB9;AK2;NDUFV2;GART;NDUFA9;NDUFS5;ADK;HPRT1;NDUFA12;ELOVL6;ATP5MK;ATP5F1C;GMPS;ATP5PO;DMAC2L;NDUFS4;ADSL;RFK;PRPSAP1;UPRT;CMPK1;PRPS1;PRPSAP2;DHODH;NADK2;ADAL;NMNAT3;NMRK2;NUDT12;NAMPT;ADA2;RRM2B;GARS1;KARS1;RRM1;AK6
peroxisome	peroxisome;microbody	MLYCD;PXMP4;IMPDH2;EHHADH;CRYM;FAR1;CROT;MYO5A;RIDA;TRIM37;GDAP1;PEX11A;ACSL6;PXMP2;ACSL1;NUDT19;IDH1;ALDH3A2;SYT7;ACOT8;ACOX1;EPHX2;DDO;PXT1;PEX11B;SOD1;HMGCL;NUDT7;AOC1;PEX14;ECI2;PNPLA8;USP30;ACSL3;VWA8;PHYH;DHRS4L1;ACOT2;CRAT;ACBD5;ACOX3;ACAA1;HSD17B4;ACSL4;MPV17L;IDH2;AGPS;CAT;HSDL2;NBR1;NUDT12;DHRS7B;DHRS4;PRDX5;GNPAT;IDE;TTC1;GRHPR;ATAD1;PEX19;MUL1;PEX1;AMACR;ISOC1;ECH1;PEX5;PEX7;PEX10;MFF;PIK3C3;SCP2;ABCD3;HMGCR;MPV17;PEX13;GSTK1;HACL1;LONP2;PEX3;DNM1L;IDI1;PEX2
sarcomere	sarcomere;myofibril;contractile fiber	ILK;ANK1;ANK3;HOMER1;LRRC39;KAT2B;MYOT;KLHL41;MTM1;SCN1A;LDB3;HRC;MYH7;ASB2;TRIM32;JPH2;RYR1;FHOD3;ALDOA;NEBL;CAB39;ANK2;RYR2;TCAP;JPH1;ITGB1BP2;TMOD1;MYO18B;SMPX;CMYA5;MYBPC3;MYL9;SLC8A1;MYOM1;LMOD3;LRRC10;SYNE1;CASQ1;PDE4B;NEXN;SORBS2;PPP1R12B;PPP3CB;ARF1;ADPRHL1;TNNC1;CRYAB;MYL7;FLNC;TNNT2;ANKRD1;FBXL22;NRAP;FHL2;DCTN4;ACTA1;ATP2B4;CALM1;ACTC1;GGPS1;MYPN;TTN;MYOZ2;ACTN2;CASQ2;KRT8;CACNA1C;CAVIN4;XIRP2;NBR1;MYL3;PDLIM5;HABP4;FERMT2;TPM2;PGM5;SYNPO2L;SYNPO2;CSRP3;PPP2R5A;TPM1;PSMA6;MYL12A;PYROXD1;FBXO22;RPL15;CFL2;ANKRD2;GLRX3;CAPZB;MYL12B;CALM3;FRG1;SRI;CALM2;MYL4;PDE4DIP;DAG1;SDC4;SCO1;VCL;KCNJ8;GJA1
RNA splicing, via transesterification reactions	RNA splicing, via transesterification reactions;RNA splicing, via transesterification reactions with bulged adenosine as nucleophile;mRNA splicing, via spliceosome	PPIL1;SDE2;HNRNPA2B1;CTNNBL1;PRPF6;EXOSC10;U2AF1;SNRPD1;DHX8;ESRP2;PRMT5;PRPF40B;DCPS;SYNCRIP;MFAP1;RBPMS2;RBFOX2;COIL;ZMAT2;SLU7;AQR;IK;RBM24;HNRNPA1;PUF60;EFTUD2;NSRP1;DDX20;PRPF19;CELF2;DDX42;SRPK1;USP4;WBP4;AAR2;LSM1;CWC27;DDX46;SNRNP25;SNRPG;HNRNPUL1;RBMX;NPM1;QKI;PRPF40A;CDC40;PRPF4;RBM3;SNRPB2;SAP18;MPHOSPH10;SNRNP27;C1QBP;MAGOH;DHX15;DYRK1A;SCAF11;CRNKL1;SNRPD3;SNRPC;SF3B3;SNRPF;MAGOHB;DDX1;STRAP;SRPK2;LARP7;PPIL3;NCBP2;SNRPGP15;USP39;UBL5;GEMIN2;ZCRB1;SNRNP200;NCL;DHX9;HTATSF1;GPKOW;SMU1;CWC15;PRPF8;CDC5L;SON;SF3B6;RNPC3;MTREX;PRPF18;HNRNPR;CLNS1A;SNU13;LSM5;SNW1;GEMIN5;KHDRBS1;LSM3;HNRNPK;WDR77;PLRG1;SNRPE;FRG1
receptor ligand activity	receptor ligand activity;signaling receptor activator activity;signaling receptor regulator activity	GDF15;SCG2;CXCL11;ARTN;GKN1;STC1;CXCL10;TTR;CSF3;PENK;FGF17;TNFSF14;LEP;INHBB;PGF;HSPA1A;IL17D;NPFF;IL11;TGFB3;TAFA5;CCL19;CCL18;GNRH1;IGF2;PROK1;CCK;THBS4;NBL1;MDK;IL32;EDN2;REG1A;TYMP;OSGIN1;HGF;GFER;CCN3;IGF1;PSPN;LEFTY1;NMB;LIF;TNFSF4;IL24;BGLAP;MIA;C1QTNF12;OXT;IL1RN;LTA;WNT9B;WNT2B;HAMP;EFEMP1;FGF22;ANGPTL8;PTHLH;BMP1;CD70;CXCL1;NRG4;SEMA3F;CCL3L3;GREM1;TGFB1;QRFP;SEMA6B;BMP8A;CGB7;CSF1;CXCL14;DLL4;TNFSF15;CMTM3;INHBA;CMTM1;TNFSF9;ADM2;BMP10;CCL13;CCL3;VGF;BMP4;SEMA3B;METRN;MANF;SEMA4F;FLRT2;CLEC11A;WNT10A;F2;OGN;CXCL3;SLURP1;CMTM7;C1QTNF4;SEMA4C;THPO;FLT3LG;WNT16;SECTM1;PTN;SEMA4A;TAFA1;SEMA3D;TNFSF12;ADM;CSPG5;GDF3;LEFTY2;EBI3;CXCL8;FGF13;TRH;IL6;GAS6;LHB;F2RL2;GH1;EDN3;CRLF1;CX3CL1;SEMA3E;TNF;CD320;CMTM2;LTB;GDF10;WNT6;IFNG;MSTN;ERFE;ENHO;INHBE;VEGFC;PDGFB;FGF10;WNT5B;NDP;UCN;NTS;TNFSF13;PDGFD;ADIPOQ;REG3A;CDC42EP2;TNFSF13B;NTF4;MACC1;TIMP1;IL1B;INSL3;GHRL;CCL8;THNSL2;CKLF;AMH;GDF5;BMP8B;CXCL9;KL;CXCL6;CCL14;INS;IL16;CXCL16;CCL11;FGF11;EDN1;BMP6;DLL1;GREM2;STC2;FAM3B;NGF;S100A4;CNTF;PF4;CALCA;CCL16;JAG2;CXCL2;IL18;PDGFA;CCL27;VEGFA;OSM;NPY;ANGPTL3;WNT9A;BTC;VEGFD;GDF7;INHBC;PRL;DGKQ;ENG;PRRT1;MRAP2;MTRNR2L8;LYPD1;MTRNR2L6;PXDN;FST;WFIKKN1;TMEM35A;LY6H;MTRNR2L10;MTRNR2L1;IL18BP;DKKL1;LY6E;MTRNR2L3
purine ribonucleoside triphosphate metabolic process	purine ribonucleoside triphosphate metabolic process;purine nucleoside triphosphate metabolic process;nucleoside triphosphate metabolic process;ribonucleoside triphosphate metabolic process;ATP metabolic process	JMJD8;AK1;PPARA;NDUFA3;EP300;NDUFB7;PRKAA1;PGK1;NDUFS7;AK4;HK1;PINK1;NDUFB11;KAT2B;MYH7;EIF6;NDUFA13;ALDOA;ALDOC;NCOR1;PGM1;GPI;RPTOR;NME1;PFKM;NME7;ATP5MG;NDUFV1;NME6;ATP5IF1;PRKAG1;MTOR;PKM;ATP5ME;NME5;NDUFA7;PGAM1;LDHA;NDUFA1;ATP1B1;SDHD;SLC25A13;NDUFA5;NDUFS2;ATP5F1B;AK3;NDUFA2;NDUFB2;GAPDH;NDUFS6;BPGM;NDUFB10;ATP5F1A;NDUFA8;NDUFA10;NDUFAB1;SDHA;NDUFS1;OPA1;HIF1A;TPI1;NDUFC1;NDUFV3;MFN1;NDUFB1;NDUFB3;PRKAG2;ATP5PD;NDUFB5;RHOQ;ATP5MC2;ATP5MJ;NDUFB4;ATP5MC3;RAN;STOML2;ATP5PB;ATP5PF;SDHB;NDUFB8;NDUFC2;NDUFA6;SDHC;ATP5MC1;ATP5MF;PFKP;COX11;OGDH;EFL1;PARP1;VCP;OLA1;NDUFS3;NDUFB6;ATP5F1E;NDUFB9;CLPX;AK2;NDUFV2;NDUFA9;NDUFS5;PARG;NDUFA12;ATP5MK;ATP5F1C;PPP2CA;ATP5PO;PRKACA;DMAC2L;NDUFS4;DNM1L;NUDT15;ADK;ENTPD3;RRM2B;DCTPP1
