representative	grouped_terms	genes
mitochondrial translation	mitochondrial translation;mitochondrial gene expression	PTCD1;QRSL1;MRPL2;MRPL30;YARS2;TUFM;MRPS11;CHCHD1;ALKBH1;MRPL21;TSFM;MRPL40;MRPL15;METTL8;MRPL27;MRPL42;MRPL20;WARS2;GARS1;MRPS5;TRMT10C;GFM1;CDK5RAP1;MRPL37;MRPS23;FASTKD2;MRPS16;MRPL48;MRPL3;MRPS35;MRPL14;RARS2;MRPL33;RPUSD3;MRPL47;MRPS31;C1QBP;RMND1;MRPS10;MRPL58;MRPS18A;SARS2;MRPS18B;MRPL16;MRPL22;TACO1;MRPL1;LARS2;MRPS18C;LRPPRC;MALSU1;MRPL9;MRPS28;DAP3;MRPS14;MTIF2;MRPL45;GFM2;MRPL46;MRPS22;MRPL51;MRPL44;IARS2;MRPL19;GATB;MRPL39;MRPL13;MRPS33;DARS2;MTIF3;MRPS9;MTERF3;PNPT1;MTERF1;ELAC2;TFB2M;HSD17B10;TEFM;PRORP;FASTKD5;TRMT61B
nuclear chromosome segregation	nuclear chromosome segregation;chromosome segregation	TERF1;POLDIP2;EHMT2;RB1;M1AP;DCAF13;KNSTRN;DCTN2;PRAP1;NSL1;CCNE2;MAJIN;TACC3;PPP2R1A;RAB11A;ACTR3;ACTR2;ANAPC1;KASH5;MAP1S;RIOK2;ECT2;STAG1;CHMP5;DDB1;PSMC3IP;CENPI;SKA2;SMC1A;INCENP;ZW10;NCAPD2;MLH1;TOP2B;RAN;CHMP4B;BAZ1B;SMARCA5;SPDL1;ESPL1;KIF22;BCCIP;CDC42;SHOC1;BAG6;CHMP2A;DSN1;CENPK;DMC1;MAP3K20;NUSAP1;MAEL;SMC2;PSMG2;CUL3;NSMCE2;KPNB1;TPX2;SMC4;KIF18A;KNL1;BECN1;CHMP3;NCAPG2;KIF14;HECW2;NEK2;TRIP13;DYNC1LI1;TUBG1;TEX15;ACTL6A;RHOA;HASPIN;PLK1;BIRC5;NUF2;RMI2;WASHC5;IK;DYNC1H1;FANCD2;SMARCE1;CDT1;SKA3;RACGAP1;SMARCB1;KAT5;DRG1;KIF2C;MAD2L1;SGO1;KIF11;CENPE;ZWINT;SPC25;CCNB2;UBE2C;KIF23;SPC24;CDCA8;SKA1;PRC1;ASPM;TTK;CDK1;SMC3;KIF18B;DLGAP5;NDC80;BRD7;CDCA5;CDC23;BUB1B;PTTG1;CCNB1;TOP2A;NCAPH;CENPF;UHRF1;BUB1;KIFC1;AURKB;NCAPG;KIF4A;CCNE1;MYBL2;CDC20;ABRAXAS2;CENPL;CENPW;CSNK2A1;CENPH;BEX4;OIP5;NDE1;RAD18;CENPS;MIS18A;ESCO2;ERCC2;STIL;CIAO2A;USP9X;DIAPH3;SLC25A5;GPSM2;CENPU;HAUS1;TUBB;ITGB3BP;SGO2;CENPM;HJURP;NUP37;CDCA2;MKI67
aerobic respiration	aerobic respiration;cellular respiration;energy derivation by oxidation of organic compounds	SLC25A33;HIF1A;NDUFB9;NDUFB10;UQCR10;ACO1;OGDH;ACLY;NDUFV2;NDUFV3;AK4;BLOC1S1;ATP5ME;NDUFB6;UQCC2;CHCHD2;COX6A1;ATPSCKMT;NDUFAB1;COX6B1;ATP5PD;MACROH2A1;ATP5MG;IDH2;COX7B;ATP5F1E;COX7A2;NDUFC1;CAT;NDUFA1;COX8A;COX4I1;COX7C;COA6;ATP5PO;IDE;UQCRB;DNAJC30;NDUFC2;COX5A;PANK2;NDUFB5;PARK7;BID;TEFM;FH;UQCRH;DLAT;ARL2;IDH3B;NDUFA12;NDUFB3;ATP5MF;NDUFS3;NDUFA4;NDUFS5;ADSL;SDHC;SUCLA2;NDUFB4;IDH1;ATP5F1C;NDUFA6;PINK1;ATP5PF;SDHA;UQCRC1;VCP;NDUFA8;SDHB;UQCRFS1P1;SUCLG1;MTFR2;GHITM;FXN;PDHB;IDH3G;STOML2;ACO2;RHOA;DLD;NDUFA9;ATP5PB;NDUFS2;NDUFS1;NDUFAF1;UQCRFS1;MSH2;ATP5F1B;PDHA1;ATP5F1A;NDUFS4;MDH1;COX15;UQCRHL;CDK1;TNF;UQCRC2;DNAJC15;CCNB1;CHCHD4;GPD1;AIFM2;NOS2;PIK3CA;PNPT1;SLC25A13;CYP1A2;VPS54;ETFB;ETFRF1;CISD1;ETFDH;ETFA;PHLDA2;MT3;UGP2;NR1D1;PTGES3;GFPT2;IL6ST;PRKAG3;PPP1CC;PFKM;ADGRF5;PHKA1;PPP1R2;ADGRF1;PHKB;RUBCNL;GAA;MTOR;ACADM;PCDH12;TP53;PPP1R3A;LEP;KL
regulation of mitotic nuclear division	regulation of mitotic nuclear division;regulation of nuclear division	EGF;TOM1L1;INCENP;BTC;ZW10;PRMT5;SPDL1;ESPL1;CDC42;CHEK1;SPHK1;NUSAP1;EREG;PSMG2;CUL3;NSMCE2;KNL1;MTBP;NEK2;TRIP13;IL1B;DYNC1LI1;HASPIN;PLK1;BIRC5;NUF2;IK;FBXO43;MAD2L1;ZWINT;SPC25;PKMYT1;UBE2C;SPC24;CDCA8;TTK;TNF;DLGAP5;CDCA2;NDC80;CDC23;BUB1B;CCNB1;CENPF;BUB1;MKI67;AURKB;CDC25C;CDC20;LIF;RAD51AP1
mitotic cell cycle checkpoint signaling	mitotic cell cycle checkpoint signaling;cell cycle checkpoint signaling;negative regulation of cell cycle phase transition;negative regulation of cell cycle process;negative regulation of cell cycle	CHEK1;SYF2;MAP3K20;NBN;PSMG2;MUC1;SETMAR;KNL1;RPA2;RAD9B;TRIP13;TP53;BRCC3;DYNC1LI1;HASPIN;PLK1;TICRR;DTL;BIRC5;NUF2;RPL26;IK;MSH2;FANCD2;MAD2L1;EME1;NAE1;BLM;ZWINT;SPC25;SPC24;CDCA8;TTK;GTSE1;CDK1;E2F7;ORC1;TAOK3;NDC80;CLSPN;BUB1B;CCNB1;CENPF;BUB1;AURKB;CDC20;DTX3L;FBXO6;CDC5L;E2F1;WDR76;CDT1;RAD51;CDC45;RNASEH2B;RHNO1;BAZ1B;CASP2;SMARCA5;BABAM1;CCNF;GPR132;SPDL1;ESPL1;CDC73;NPM1;TTI2;RFPL1;CHMP2A;GPNMB;KLF4;LIF;NUBP1;GFI1B;MTBP;NEK2;HLA-G;FBXO43;PKMYT1;BRD7;E2F8;HTRA2;GMNN;NUDT6;BTG3;TAF6;FZD3;TGFB1;MAPK12;TNF
nuclear division	nuclear division;organelle fission	FOXJ2;ABRAXAS2;HSPA2;TERF1;POLDIP2;SLX4;EHMT2;RB1;M1AP;DCAF13;KNSTRN;DCTN2;PRAP1;NSL1;CCNE2;MAJIN;EPS8;OBSL1;PPP2R1A;UBE2S;KIF20B;RAB11A;BRME1;ACTR3;ACTR2;KASH5;EGF;STAG1;CHMP5;DDB1;PSMC3IP;TOM1L1;SPIRE1;CENPI;SKA2;SMC1A;INCENP;BTC;ZW10;ING2;NCAPD2;MLH1;PSMD13;TOP2B;RAN;CHMP4B;NDE1;NSFL1C;BAZ1B;PRMT5;SMARCA5;ZNF541;CENPS;SPDL1;ESPL1;KIF22;BCCIP;CDC42;SHOC1;USP16;BAG6;CHMP2A;UBB;CHEK1;CENPK;SPHK1;DMC1;LIF;NUSAP1;MAEL;EREG;SMC2;PSMG2;CUL3;NSMCE2;KPNB1;TPX2;SMC4;KIF18A;KNL1;BECN1;CHMP3;MTBP;NCAPG2;KIF14;NEK2;TRIP13;IL1B;DYNC1LI1;TUBG1;TEX15;RHOA;TESMIN;HASPIN;PLK1;BIRC5;NUF2;MARF1;WASHC5;IK;FANCA;FANCD2;CDT1;RAD51C;SKA3;RACGAP1;RAD51;KAT5;FBXO43;DRG1;KIF2C;MAD2L1;EME1;SGO1;KIF11;CENPE;ZWINT;SPC25;RAD54L;PKMYT1;CCNB2;UBE2C;KIF23;RAD51AP1;SPC24;CDCA8;SKA1;PRC1;ASPM;TTK;CDK1;TNF;SMC3;KIF18B;DLGAP5;CDCA2;NDC80;CDCA5;CDC23;BUB1B;ANLN;TDRKH;PTTG1;CCNB1;TOP2A;NCAPH;CENPF;UHRF1;BUB1;MKI67;KIFC1;AURKB;NCAPG;CDC25C;KIF4A;CCNE1;MYBL2;CDC20;GDAP1;MCU;OPA1;RALA;PEX11B;PINK1;AP3B1;MTFR2;KDR;MFF;UCP2;PPARG;VPS35
purine ribonucleotide biosynthetic process	purine ribonucleotide biosynthetic process;ribose phosphate biosynthetic process;ribonucleotide biosynthetic process;purine-containing compound biosynthetic process;purine nucleotide biosynthetic process;nucleoside phosphate biosynthetic process;nucleotide biosynthetic process	AK2;PDHX;NDUFA10;PPAT;ATP5MJ;NDUFB9;NDUFB10;GCDH;ELOVL3;ACSS2;ACLY;NDUFV2;NDUFV3;PDK2;COX11;AK4;NME6;ELOVL6;ELOVL1;ATP5ME;NDUFB6;NME1;ATPSCKMT;NDUFAB1;ATP5PD;GUCY2C;TREM2;MLYCD;ATP6V1A;SLC25A13;PARP1;ATP5MG;ATP5MK;TMSB4X;ATP5F1E;NDUFC1;ATIC;ENO1;NDUFA1;ATP5MC3;AMPD1;NME7;COASY;DMAC2L;ACACA;NPPB;AK3;LDHC;ADCY4;IMPDH1;GART;ATP5MC2;MPC2;ATP5PO;DNAJC30;NDUFC2;ALDOA;PANK2;NME5;ACOT7;NDUFB5;MMUT;ADCY7;SLC27A2;DLAT;ELOVL2;NDUFA12;NDUFB3;ATP5MF;NDUFS3;ACSL5;NDUFS5;ADSL;ADA;SDHC;MTHFD1;NDUFB4;ATP5F1C;NDUFA6;PINK1;ATP5PF;SDHA;VCP;NDUFA8;SDHB;PDHB;STOML2;DLD;TECR;NDUFA9;ATP5PB;NDUFS2;GMPS;NDUFS1;ADCY8;TGFB1;ACAT1;ATP5F1B;PDHA1;ATP5F1A;PPCS;PPT1;NDUFS4;LIPA;PAICS;PAPSS1;AMPD3;PYGL;PRPS1;DCK;PRPS2;G6PD;NOS2;PARP9;NMRK2;NT5E;IDO1;PRTFDC1;NOS3;ADA2;AK7;GARS1;KARS1;ME1;TYMS;TK1;RRM1;RRM2
kinetochore	kinetochore;condensed chromosome, centromeric region	CENPL;CENPW;TP53BP1;KNSTRN;DCTN1;DCTN2;NSL1;DCTN4;DYNLL1;CENPH;PAFAH1B1;CHMP5;CENPI;SKA2;SEPTIN6;SMC1A;INCENP;ZW10;CHMP4B;NDE1;SEPTIN7;CENPS;SEC13;SPDL1;KIF22;CHMP2A;NUP133;DSN1;CENPK;SUMO3;KIF18A;KNL1;ERCC6L;CHMP3;MTBP;NEK2;DYNC1LI1;PSEN1;ACTL6A;CENPU;PLK1;BIRC5;NUF2;CBX5;ITGB3BP;SMARCE1;CDT1;SKA3;SMARCB1;KAT5;KIF2C;MAD2L1;SGO1;CENPE;ZWINT;SPC25;SGO2;CENPM;HJURP;SPC24;SKA1;TTK;NUP37;NDC80;BRD7;BUB1B;CCNB1;CENPF;BUB1;AURKB;CDC20;NCAPD2;CENPA;NCAPG
ribosomal subunit	ribosomal subunit;ribosome	MRPL35;MRPL36;RPS25;MRPS30;RPL31;MRPS6;RPL19;MRPL17;RPS6;RPS4Y1;ZCCHC17;MRPS27;RPL37;RSL1D1;RPL38;RPS26;RPS24;RPL29;MRPL2;MRPL30;RPL11;RPS13;MRPS11;CHCHD1;MRPL21;MRPL40;RPL39;MRPL15;MRPL27;RPL21;MRPL42;MRPL20;RPS11;RPL4;RPL36A;MRPS5;UBA52;EIF2D;RPL23A;RPL5;MRPL37;MRPS23;RPL22;RPL32;RPL15;MRPS16;MCTS1;RPL23;MRPL48;DHX29;MRPL3;NPM1;MRPS35;MRPL14;RPS3A;MRPL33;RPL7;EIF2A;MRPL47;MRPS31;RPS23;RPL30;RPS4X;MRPS10;MRPL58;MRPS18A;MRPS18B;MRPL16;MRPL22;MRPL1;MRPS18C;MRPL9;MRPS28;DAP3;MRPS14;RPL3L;MRPL45;RPL26;MRPL46;MRPS22;MRPL51;RPL39L;MRPL44;RPL26L1;MRPL19;MRPL39;MRPL13;RPL36AL;MRPS33;MRPS9;EIF2AK4;EEF2;MT3;ABCE1;GSPT1;DNAJC21;APEX1;SRP68;PNPT1;EIF4G1;HBS1L;EIF2AK2;USP10;EEF1A1;FXR1;PSMA6;ELAVL4
regulation of mitotic cell cycle phase transition	regulation of mitotic cell cycle phase transition;regulation of cell cycle phase transition	GPR132;SPDL1;CDK7;ESPL1;CDC73;BID;RFPL1;ERCC2;STIL;GPNMB;KLF4;TMEM14B;CHEK1;SYF2;MAP3K20;NBN;PSMG2;MUC1;CUL3;NSMCE2;KNL1;ECD;PSME1;RPA2;GFI1B;PLRG1;MTBP;KIF14;ANKRD17;HECW2;STOX1;TRIP13;TP53;BRCC3;DYNC1LI1;CDKN2C;ACTL6A;CPSF3;HASPIN;PLK1;TICRR;CDC25A;E2F1;DTL;BIRC5;NUF2;RPL26;IK;PTPN6;MTA3;SMARCE1;RAD51C;SMARCB1;AIF1;RNASEH2B;MNAT1;MAD2L1;NAE1;BLM;CENPE;ZWINT;SPC25;PKMYT1;UBE2C;SPC24;CDCA8;RRM1;TTK;GTSE1;CDK1;E2F7;ORC1;DLGAP5;TAOK3;NDC80;BRD7;CDCA5;CLSPN;CDC23;BUB1B;ANLN;CCNB1;CENPF;BUB1;AURKB;CDC25C;CCNE1;RRM2;CDC20;NPM1;TTI2;SETMAR;DTX3L;RAD9B;PAF1;FBXO6;CDC5L;MSH2;WDR76;FANCD2;CDT1;RAD51;CDC45;EME1;RHNO1
lymphocyte proliferation	lymphocyte proliferation;mononuclear cell proliferation;leukocyte proliferation	FLT3;RC3H2;CD19;INPP5D;BTN2A2;IDO1;DHPS;GAPT;IL2RA;TLR4;NFATC2;TLR9;IL18;ZP3;SCGB1A1;MS4A1;CR2;CD6;VSIR;CR1;PLCL2;SLC39A10;FOXJ1;LILRB2;TWSG1;GLMN;IL6;CD40;LILRB1;PRDX2;TNFRSF13B;MYD88;SPN;TNFSF9;IL12RB1;HLA-DRB1;EBI3;TNFRSF13C;MPL;BID;HLA-DMB;CD80;GPNMB;HLA-DPB1;HAVCR2;CD22;CD209;DOCK8;HHLA2;VSIG4;HLA-A;VCAM1;ADA;CLEC4G;CD70;PIK3CG;HLA-DPA1;PSMB10;DOCK2;HELLS;PYCARD;NCSTN;FCGR2B;SASH3;TP53;IL1B;LEP;HLA-G;RAC2;CORO1A;TNFSF18;LGALS9;CD74;LILRB4;IL4I1;BTK;PRKCD;NCKAP1L;PDCD1LG2;PTPN6;CD300A;TYROBP;CD180;FCGR3A;LST1;LIPA;SYK;CD86;MZB1;AIF1;ELF4;VAV3;DLG5;BST1;CCR2;CD79A;CSF1;ACE;MSN;TREM2;BAX;GSTP1;CTNNB1;CLC;MAPK3;BST2;CCL8;CSF2RB;PTK2;NMB;IL33;CLU;CSF1R
immune response-regulating cell surface receptor signaling pathway	immune response-regulating cell surface receptor signaling pathway;immune response-activating cell surface receptor signaling pathway	KLHL6;TREM2;PIK3CA;BAX;EIF2B1;PIK3AP1;PLD2;YES1;APPL2;NFKB1;IGLC6;RC3H2;IKBKG;CD19;INPP5D;BTN2A2;TLR4;BTLA;ACOD1;NFATC2;MOG;EIF2B3;RAB29;PRKCE;BTN2A3P;CD3G;BPIFB1;MS4A1;FYB1;CMTM3;LIMK1;CR2;CR1;PLCL2;SLC39A10;LILRB2;CD40;LILRB1;FGR;MYD88;C3AR1;IFI35;MYO1G;TAX1BP1;HLA-DRB1;SLC39A6;PIK3CD;IGHA2;NFAM1;LY96;BAG6;HLA-DPB1;SCIMP;THEMIS2;TRAC;LILRA4;CD22;CLEC7A;IGHD;CD3D;PTK2;HHLA2;NMI;HLA-A;ADA;HLA-DQB1;FCER2;LAPTM5;PAK1;FCGR1A;HCK;ITGAM;CMKLR1;IGLC7;FCGR2B;CYBA;CD47;IGHA1;C3;KCNN4;PRKCB;HLA-G;VAV1;PSEN1;STOML2;FCER1A;LILRB4;LCP2;SQSTM1;BTK;FPR3;PRKCD;NCKAP1L;CD79B;PTPN6;TLR1;IGHM;CD300A;TYROBP;FCER1G;FCGR3A;LIPA;SYK;LILRA2;IGHG1;IGHG3;VAV3;IGKC;FCHO1;MICB;FCN1;IGLC3;CD200R1;LTF;CD79A;IGLC1;IGHG2
