representative	grouped_terms	genes
L-amino acid catabolic process	L-amino acid catabolic process;proteinogenic amino acid catabolic process	KYAT3;PRODH;ARG2;GLDC;GPT2;AASS;GOT2;GLUD1;GCSH;SDSL;QDPR
mitochondrial respiratory chain complex I	mitochondrial respiratory chain complex I;NADH dehydrogenase complex;respiratory chain complex I	NDUFB5;NDUFB9;NDUFB8;NDUFS7;NDUFS5;FOXRED1;NDUFA11;NDUFS4;NDUFS8;NDUFB7;NDUFA13;NDUFB11;NDUFC1;NDUFAB1;NDUFA7;NDUFS2;NDUFA2;NDUFV2;NDUFB6;NDUFV1;NDUFC2;NDUFB4;NDUFA4;NDUFB1
RNA processing	RNA processing;ncRNA processing	TRMT1;THG1L;RPUSD4;TRMT5;TRUB2;PUSL1;METTL15;MTO1;PLD6;PUS1;FASTKD5;GTPBP3;MTFMT;MTERF4;TRMU;MRM2;NSUN3;TDRKH;ALKBH1;TRNT1;YBEY;PTCD2;METTL4
ATP synthesis coupled electron transport	ATP synthesis coupled electron transport;mitochondrial ATP synthesis coupled electron transport;aerobic electron transport chain;respiratory electron transport chain	NDUFB5;NDUFB9;NDUFB8;DNAJC15;SDHB;NDUFS7;COQ9;DLD;NDUFS5;UQCRQ;NDUFS4;NDUFS8;NDUFB7;COX6A1;NDUFC1;NDUFAB1;PARK7;COX4I1;NDUFA7;NDUFS2;COX7A2;NDUFA2;NDUFV2;NDUFB6;COX6C;UQCRC1;NDUFV1;NDUFC2;COX5A;CYC1;NDUFB4;UQCRC2;NDUFA4;PINK1;NDUFB1;COX4I2;DGUOK;UQCR11;NDUFB10;NDUFA1;COX5B;NDUFA9;UQCRFS1;COX8A;ETFRF1;SLC25A18;SLC25A13;SLC25A22;ETFDH;ETFB
mitochondrial respirasome	mitochondrial respirasome;respirasome;respiratory chain complex	NDUFB5;NDUFB9;NDUFB8;SDHB;NDUFS7;NDUFS5;FOXRED1;NDUFA11;C15orf48;UQCRQ;NDUFS4;NDUFS8;NDUFB7;NDUFA13;NDUFB11;COX6A1;NNT;NDUFC1;NDUFAB1;COX4I1;NDUFA7;NDUFS2;COX7A2;NDUFA2;NDUFV2;NDUFB6;COX6C;UQCRC1;NDUFV1;NDUFC2;COX5A;CYC1;NDUFB4;UQCRC2;NDUFA4;NDUFB1;COX4I2;UQCR11;NDUFB10;NDUFA1;COX5B;NDUFA9;UQCRFS1;COX8A;C2orf69;TTC19
glucose metabolic process	glucose metabolic process;hexose metabolic process	PDHB;BCKDK;SLC25A11;ACACB;SLC25A10;PDK4;SLC25A13;DCXR;PDK1;SLC25A1;DLAT
oxidoreduction-driven active transmembrane transporter activity	oxidoreduction-driven active transmembrane transporter activity;primary active transmembrane transporter activity	NDUFB5;NDUFB9;NDUFB8;NDUFS7;NDUFS5;NDUFS4;NDUFS8;NDUFB7;NDUFC1;COX4I1;NDUFA7;NDUFS2;NDUFA2;NDUFV2;NDUFB6;UQCRC1;NDUFV1;NDUFC2;COX5A;CYC1;NDUFB4;NDUFA4;NDUFB1;COX4I2;NDUFB10;NDUFA1;COX5B;NDUFA9;UQCRFS1;COX8A;ABCB7;ATP5F1B;ABCB8
macromolecule biosynthetic process	macromolecule biosynthetic process;gene expression	MRPL52;CARS2;PCBD2;FASTK;METTL17;MTRF1;MTIF3;TSTD1;PISD;ABCD2;MAVS;LARS2;TARS2;HADHB;TSFM;PDE12;MRM3;MUL1;PTRH2;DNLZ;MRPL50;SOD1;AARS2;MRPL11;MRPS5;RCC1L;HSPD1;TRMT1;THG1L;RPUSD4;YARS2;POLG;TRMT5;MRPL48;ANGEL2;HARS2;TRUB2;PUSL1;METTL15;ISCA2;MRPS25;MTO1;UNG;NARS2;GFER;TRIAP1;MRPS2;PLD6;FKBP10;MRPS35;OMA1;PUS1;ARL2;FASTKD5;MRPS27;HSPE1;EARS2;MTG2;ARMCX3;LIG3;CHCHD1;XPNPEP3;LIPT1;BCL2;GTPBP3;NGRN;SLC25A37;MRPL49;MTFMT;LYRM7;CASP3;MTERF4;MRPL18;TRMU;MRPL10;MRM2;TEFM;MRPL42;TOMM70;GATC;MRPS14;MTRES1;TWNK;NSUN3;TDRKH;ALKBH1;MPV17L2;TRNT1;YBEY;POLG2;MTRFR;GRPEL2;PTCD2;HTATIP2;SIRT4;HTRA2;PARS2;MTERF1;METTL4
organic anion transport	organic anion transport;organic acid transport;carboxylic acid transport	SLC25A15;KMO;SLC25A4;SLC25A11;SLC25A16;ACACB;SLC25A10;GOT2;SLC25A18;SLC25A13;MPC2;SLC25A21;SLC25A1;ACSL1;SLC25A25;SLC25A22;SFXN2;CROT;SLC25A5;ABAT;FIS1;SLC25A32
proton transmembrane transporter activity	proton transmembrane transporter activity;proton transmembrane transport	SLC25A4;DMAC2L;ATP5PF;SLC25A18;ATP5MC3;SLC25A13;ATP5PB;ATP5F1C;ATP5F1A;SLC25A3;ATP5F1D;NNT;SLC25A22;ATP5PD;COX4I1;SLC25A5;UQCRC1;ATP5PO;COX5A;CYC1;COX4I2;ATP5MG;ATP5MC1;ATP5F1B;COX5B;UQCRFS1;COX8A;ATP5MF;COX17;NDUFS7;ANTKMT;PHB2;NDUFA4
negative regulation of cell cycle	negative regulation of cell cycle;regulation of cell cycle	ANGEL2;TRIAP1;DNA2;BCL2;CASP3;NME6;HTRA2;BAX
proton-transporting two-sector ATPase complex	proton-transporting two-sector ATPase complex;proton-transporting ATP synthase complex;ATPase complex;mitochondrial proton-transporting ATP synthase complex	DMAC2L;ATP5PF;ATP5MC3;ATP5PB;ATP5F1C;ATP5F1A;ATP5F1D;ATP5PD;ATP5PO;ATP5MK;ATP5MG;ATP5MC1;ATP5F1B;ATP5MF
