representative	grouped_terms	genes
regulation of sister chromatid segregation	regulation of sister chromatid segregation;metaphase/anaphase transition of cell cycle;regulation of metaphase/anaphase transition of cell cycle;metaphase/anaphase transition of mitotic cell cycle;regulation of mitotic metaphase/anaphase transition	MAD1L1;MAD2L1BP;ANAPC15;ANAPC11;SPDL1;ARID2;INCENP;CHFR;BCL7C;TACC3;MAD2L1;DPF2;ACTB;HASPIN;CENPE;SPC25;MAD2L2;BUB1;SMARCA4;DLGAP5;LCMT1;PLK1;NDC80;ZWINT;TTK;NUF2;CCNB1;PHF10;SMARCD1;TRIP13;BIRC5;CENPF;CDK1;AURKB;SPC24;BUB1B;CDC20;CDCA8;UBE2C;BCL7A
negative regulation of cell cycle	negative regulation of cell cycle;negative regulation of cell cycle process;negative regulation of cell cycle phase transition;cell cycle checkpoint signaling	MAD1L1;IPO7;CCAR2;ATRIP;MAD2L1BP;ANAPC15;SCRIB;NME6;TIPIN;SMARCA5;SPDL1;DAB2IP;NPM1;MACROH2A1;RPS6KA2;TSPYL2;BAZ1B;INCENP;TP53BP1;CHFR;DOT1L;USP28;CCND1;NAA10;FOXN3;TOM1L2;CDK6;LILRB1;NABP2;CTDSP2;TAOK2;MAD2L1;CHEK1;RPA2;KANK2;FBXO43;TPRA1;BMP2;E2F7;FANCD2;HASPIN;KLF4;IER3;DTL;WDR76;FBXO7;NEK2;ABL1;HLA-G;SPC25;NPPC;TICRR;WAPL;MAD2L2;SOX2;BUB1;CTNNB1;LCMT1;RHNO1;PLK1;GNB1L;NDC80;ZWINT;TTK;NUF2;E2F1;CCNB1;NLE1;E2F8;FZR1;CDT1;PPP1R10;TRIP13;BIRC5;CENPF;EME1;CDK1;TNF;CDC45;EME2;ORC1;CCNF;AURKB;RAD51;CLSPN;SPC24;EZH2;BUB1B;H2AX;LIF;GTSE1;CDC20;PKMYT1;CDCA8;GPER1;BLM;HTRA2;IL10;PPP1R13B;CEBPA;INHBA;SIPA1
rRNA processing	rRNA processing;rRNA metabolic process	ERI1;RPL10A;PRKDC;DDX54;DIMT1;NIFK;PES1;RPL27;EXOSC3;NOP2;BMS1;PWP2;RRS1;UTP18;NOP10;TBL3;RPL5;NOL9;NOB1;DCAF13;RRP36;WBP11;RPS25;BOP1;NOL7;RPL7A;PA2G4;TRMT112;DKC1;MPHOSPH6;RPL14;RRP12;UTP4;DDX27;REXO4;DHX37;WDR3;WDR74;FTSJ3;NSUN4;RPL35;RPL7;RPL35A;RSL1D1;RPL11;NSUN5;EMG1;GTPBP4;RPS14;USP36;DDX49;RPP25;NOP56;TSR1;DDX10;GAR1;EXOSC7;PWP1;PDCD11;RPS7;UTP11;TFB1M;ISG20;RRP9;MRTO4;BYSL;DDX52;EIF6;RPS16;RPS17;SNU13;FDXACB1;WDR46;RRP7A;SLX9;NHP2;FBL;MRM2;NOP9;RPS27;EIF4A3;EXOSC4;WDR55;TSR3;RPS15;RPS21;LYAR;RPUSD1;NPM3;CHD7;NAF1;RRP1B;ERN2;TCOF1;GTF3C2;MTOR;NCL;GTF3C1;MARS1;POLR1E;POLR1D;MACROH2A1;POLR1G;DDX11;IPPK;SMARCA4
regulation of protein modification by small protein conjugation or removal	regulation of protein modification by small protein conjugation or removal;regulation of post-translational protein modification;regulation of protein ubiquitination	RNF111;UBXN2A;MINAR1;RPL23;RPL5;RPS3;CAMLG;UBE2N;CDK5;AMER1;TNIP1;NSMCE3;KDM1A;BIRC3;COPS6;PPIA;ISG15;RASD2;PAXIP1;INAVA;HUWE1;DAXX;SAE1;GSK3B;VPS28;BAG5;RPL11;AXIN1;NPM1;UBXN1;GTPBP4;AIMP2;CHFR;LAPTM5;RPS7;HDAC4;UBE2L3;MAD2L1;TRIM21;COPS9;SPSB4;DCUN1D5;GSK3A;UBA2;TCF25;PINX1;MAPK9;MTA1;GPS2;HIF1A;RIPK2;TOLLIP;MUL1;ABL1;STUB1;FANCI;BEX2;COPS8;MAD2L2;BEX1;PTTG1IP;PHF23;CTNNB1;ARRB2;RELA;PLK1;FZR1;SPHK1;HDAC3;TSPYL5;ARRDC4;N4BP1;TRIB3;UBE2S;UBE2I;LIMK1;CDC20;TGFBR1;CENPX;SMAD7;UBE2C;ARRB1;RASSF5
negative regulation of phosphate metabolic process	negative regulation of phosphate metabolic process;negative regulation of phosphorus metabolic process	MICAL1;PDCD4;SPRED2;PPP2CA;ADAR;LPCAT1;PRKDC;RGS2;YWHAB;RABGEF1;MEN1;PLEK;GRB10;AKT1;PARP14;PPP1R15A;STYXL1;CRKL;AIDA;RTRAF;ACTN3;ITGB1BP1;PKIB;PAX6;CDA;MFHAS1;PRKCZ;IPO5;PTPRO;SPINK1;PRKAR1B;PRKAR2A;SIRT1;GPD1L;PPIA;RASIP1;SIRT6;QARS1;SMO;PARP1;CALM1;CORO1C;IPO7;IBTK;SH3GL2;PPP2R1A;MASTL;GSK3B;PRKACA;GNAQ;PTPN1;GSTP1;SIRT2;MAPK8IP1;NCKAP1L;NCK2;DAB2IP;YWHAG;NPM1;MACROH2A1;SIRPA;NLRP12;CIB1;PPEF2;PDPK1;BAK1;RACK1;PWP1;LYN;BDKRB2;DUSP6;SMCR8;NPPA;HDAC4;IFNG;CTDSP2;DUSP3;DBNDD1;PTPN6;CD300A;VPS25;CAMK2N2;CDKN2C;CALM2;CEP85;DUSP7;BMP2;IER3;CADM1;ADARB1;CAMK2N1;CADM4;IL1B;WARS1;PBK;CBL;HYAL2;ABL1;PKN1;ANKLE2;NF2;TESK1;PRKCD;ARRB2;PLK1;LILRB4;UBASH3B;ADIPOQ;PPARG;CHMP6;BOD1;DKK1;CBFA2T3;CALM3;DVL1;DGKQ;PARD6A;PPM1E;TNF;TRIB3;SFN;GPRC5A;LRP5;FKBP1A;PDGFB;PDGFA;SERPINB3;SMAD7;PTPRJ;PPM1F;HEG1;GIT1;INHBA;UCHL1;EPHB2;GSK3A
natural killer cell mediated immunity	natural killer cell mediated immunity;natural killer cell mediated cytotoxicity	CD226;PVR;TGFB1;LEP;GFER;ARL8B;MICA;NCR3;NKG7;KLRC1;GZMB;KIR2DL4;HLA-B;STAT5B;VAV1;CRK;SH2D1B;NCR1;LILRB1;PTPN6;HAVCR2;CD160;SERPINB9;CADM1;PIK3R6;CORO1A;HLA-G;TUBB4B;ARRB2;TUBB;ULBP3;LGALS9;RNF19B;RAET1E;CEBPG;ULBP1;SERPINB4;PLEKHM2;ULBP2;RAET1G
negative regulation of phosphorylation	negative regulation of phosphorylation;negative regulation of protein phosphorylation	IPO5;PTPRO;SPINK1;PRKAR1B;PRKAR2A;SIRT1;GPD1L;PPIA;RASIP1;QARS1;SMO;CALM1;CORO1C;IPO7;IBTK;SH3GL2;PPP2R1A;GNAQ;PTPN1;GSTP1;SIRT2;MAPK8IP1;NCK2;DAB2IP;YWHAG;NPM1;MACROH2A1;SIRPA;NLRP12;CIB1;PPEF2;PDPK1;BAK1;RACK1;PWP1;LYN;BDKRB2;DUSP6;SMCR8;NPPA;IFNG;CTDSP2;DUSP3;DBNDD1;PTPN6;CD300A;VPS25;CAMK2N2;CDKN2C;CALM2;CEP85;DUSP7;BMP2;CADM1;ADARB1;CAMK2N1;CADM4;IL1B;WARS1;PBK;CBL;HYAL2;ABL1;PKN1;ANKLE2;NF2;TESK1;PRKCD;ARRB2;PLK1;LILRB4;UBASH3B;ADIPOQ;PPARG;CHMP6;DKK1;CALM3;DVL1;DGKQ;PARD6A;PPM1E;TRIB3;SFN;GPRC5A;LRP5;SERPINB3;SMAD7;PTPRJ;PPM1F;HEG1;INHBA;UCHL1;EPHB2
liver development	liver development;hepaticobiliary system development	CCDC40;PHF2;TAF10;IHH;PKD1;E2F7;CADM1;UPF2;DNAAF1;TYMS;ONECUT2;JARID2;TBX3;RELA;RPS15;ELK1;RARA;E2F8;UGT1A7;HNF1B;MDK;GLI1;ADA;SLC7A5;CSNK2A2;TNF;CEBPG;EZH2;NPC1;UCP2;IL10;WNT1;CEBPA;IL6;AURKA;ITGA2;SOX17
lysosomal membrane	lysosomal membrane;lytic vacuole membrane;vacuolar membrane	ENPEP;RRAGD;NKG7;ATP6V0D2;PIP4P1;LPCAT1;TLR9;CLCN7;KXD1;EEF1A1;PRCP;GNB2;SLC48A1;MAGT1;ATP6V0A2;ATP6V1A;STARD3NL;ATP11B;SURF4;VLDLR;ATP6V1B2;UBA1;VPS39;TMEM179B;PSAP;MTOR;RAB37;SLC17A9;WDR41;ATP6AP1;CD68;PI4K2A;ITM2C;MPEG1;NPRL3;DDOST;FPR1;NFAM1;NEU1;SLC35F6;WDR59;AP1S1;CPNE1;KLC2;ATP6V1E1;CHMP4A;HLA-DOB;BORCS8;CHMP7;SLC30A3;DAGLB;BLOC1S1;SLC36A4;TLR8;SLC11A1;HPS6;BRI3;CTNS;RAB5C;MARCHF2;MCOLN1;GNAQ;SPPL2A;CLTA;GNAI3;AP1S3;RPTOR;TMEM74;LAMTOR1;LRRC8E;DAB2;TMEM150C;TPCN2;PIGR;C3AR1;TECPR1;GLMP;RNASEK;BORCS6;LAPTM5;ATP10B;LYN;SLC26A11;TOM1;SLC15A3;P2RX4;HLA-DRB5;M6PR;BLOC1S2;SLC2A8;TFEB;SLC30A2;RMC1;CHMP4B;CHMP1B;STARD3;DNAJC5;TMEM9;PLD3;CHMP1A;CDIP1;TMEM63A;B4GALT1;TMEM163;ABCA3;SLC3A2;CKAP4;VTI1B;AP3D1;ATP6V0B;GNB1;PLA2G4E;LRRC8A;AP2M1;ATP6V0C;AP1B1;DRAM1;CD63;SLC38A7;RAB3D;MMD;LITAF;ANXA2;GNA11;GPR137;SLC39A8;UBA52;ATP6V1F;TMBIM1;HPSE;SLC66A1;ABCD1;SESN2;TCIRG1;AP2S1;AP5B1;CCZ1;UBXN6;ATP13A2;CHMP6;ARL8A;ECE1;ACP2;SLC7A5;PGAP6;MLST8;VASN;VPS18;ACP3;NPC1;SLC2A6;PLEKHM2;AP2A2;MFSD12;LAMP3;ARRB1;YWHAB;SH3GLB1;VPS4A;TEX264;RUBCNL;ATP6V1G2;MAP1LC3C;MAP1LC3B;ULK1;MAP1LC3B2;JMY
meiotic cell cycle process	meiotic cell cycle process;meiotic nuclear division	PRDM7;OOEP;DCAF13;MAJIN;SLX4;NCAPH2;RAD51D;BTBD18;ACTR3;NCAPD2;EHMT2;SUN1;SPIRE1;PPP2R1A;MASTL;CKS2;SIRT2;GPR3;TEX15;STAG3;RPS6KA2;ING2;FOXJ2;INCENP;CHFR;TDRD12;FANCA;PSMC3IP;HSF2BP;FBXO43;PTTG2;MYH9;CCNE2;RAD51AP1;KLHDC3;FANCD2;NPPC;DNMT3L;KIF18A;PLK1;SYCE1L;NDC80;ZWINT;TTK;NUF2;CDC25A;FZR1;CDC25C;TOP2A;ASPM;P3H4;TRIP13;TUBG1;CCNB2;EME1;SGO1;SPIRE2;MSX1;EME2;NCAPH;BCL2L11;RAD51;LIF;PTTG1;CDC20;PKMYT1;MEIOB;CENPX;RAD54L;AURKA;CCNE1
negative regulation of transferase activity	negative regulation of transferase activity;negative regulation of protein kinase activity;negative regulation of kinase activity	IPO5;PTPRO;PRKAR1B;PRKAR2A;SIRT1;PPIA;RASIP1;CERS1;QARS1;CORO1C;IPO7;GSK3B;GNAQ;PTPN1;GSTP1;MAPK8IP1;BAG5;PHPT1;DAB2IP;RPL11;YWHAG;NPM1;MACROH2A1;PDPK1;LYN;SMCR8;RPS7;NPPA;IFNG;DUSP3;DBNDD1;MAD2L1;CD300A;VPS25;CAMK2N2;GSK3A;CEP85;DUSP7;BMP2;PINX1;ADARB1;CAMK2N1;IL1B;WARS1;CBL;HYAL2;ABL1;MAD2L2;TESK1;PRKCD;PLK1;LILRB4;UBASH3B;ADIPOQ;PPARG;CHMP6;PPM1E;TRIB3;PIF1;SFN;LIMK1;GPRC5A;LRP5;SERPINB3;SMAD7;PTPRJ;PPM1F;HEG1;UCHL1;EPHB2
peptidyl-tyrosine modification	peptidyl-tyrosine modification;peptidyl-tyrosine phosphorylation;regulation of peptidyl-tyrosine phosphorylation	SYK;AREG;TNK2;LYN;FGF10;IFNG;IGF1R;PTPN6;CD300A;VPS25;YES1;CADM4;RIPK2;CBL;HYAL2;HDAC2;ABL1;TPST2;AATK;CLCF1;NF2;PRKCD;ALK;LILRA5;LILRB4;GH1;ARHGEF2;ADIPOQ;TMEM102;CHMP6;HBEGF;JAK1;DGKQ;EHD4;PTK2;IL23A;TNF;HES5;MLST8;ITGA5;LIF;GPRC5A;PDGFB;PDGFA;DDR1;PTPRJ;LRP4;IL11;CSF3;IL6;IL13;LRP8;ITGB3;EPHB2;IL24
type II interferon production	type II interferon production;regulation of type II interferon production	CD276;ISG15;ARID5A;TLR8;SLC11A1;HRAS;SCRIB;SIRPA;LAPTM5;PDE4B;FADD;TXK;LILRB1;CYRIB;HAVCR2;CD160;CD47;IL1B;RIPK2;CCR7;ABL1;SASH3;LTA;LGALS9C;RARA;LILRB4;LGALS9;IRF8;SLC7A5;IL23A;TNF;CEBPG;IL10;NLRP6;ZFPM1;INHBA;SCGB1A1
vesicle-mediated transport in synapse	vesicle-mediated transport in synapse;synaptic vesicle cycle	TBC1D24;NLGN3;SLC17A7;STX1A;BSN;SH3GL1;ATP6V1A;ATP6V1B2;SNPH;CANX;ATP6AP1;CDK5;VAMP2;NSG1;CSPG5;ARF6;CASK;P2RY4;DNM2;AMPH;PRKAR1B;ATP6V1G2;SNCB;ATP6V1E1;CPLX4;SYP;TH;SH3GL2;SNAP91;SCRIB;DNM1;AAK1;AP3S2;PLD2;ARHGDIA;RAB8A;SYT4;RIMS1;ACTG1;SYNJ1;UNC13B;TOR1A;SNAP47;BTBD9;RAP1BL;PIP5K1C;DNAJC5;ACTB;CPLX1;AP3D1;AP2M1;FBXO45;SYN3;SYNJ2;ATP6V1F;RALA;GIT2;STX2;SV2A;CTNNB1;SYN1;ATP2A2;CDK5R1;AP2S1;SNAP25;BIN1;DVL1;DGKQ;RAB3B;DOC2B;PCDH17;SV2B;VPS18;AP2A2;SLC2A4;GIT1;ITGB3;ARC;ITSN1;GAK;TPRG1L
positive regulation of mitochondrial membrane permeability	positive regulation of mitochondrial membrane permeability;positive regulation of membrane permeability;mitochondrial outer membrane permeabilization involved in programmed cell death;positive regulation of mitochondrial membrane permeability involved in apoptotic process;mitochondrial outer membrane permeabilization;regulation of mitochondrial membrane permeability involved in apoptotic process	SLC35F6;SLC25A5;GSK3B;BAK1;SLC9A1;BLOC1S2;RTL10;GSK3A;SLC25A6;IER3;MUL1;MPV17L;BID;TMEM102;PPIF;VDAC2;BCL2L11;HIP1R;FZD9;LAPTM5;NAIF1
