representative	grouped_terms	genes
blood coagulation	blood coagulation;coagulation;hemostasis	IL6ST;MMRN1;F8;COMP;F3;F5;HPS5;F9;CPB2;DGKG;PEAR1;TLR4;TBXA2R;LNPK;P2RY12;DGKI;PROS1;F2RL1;C1QTNF1;PAPSS2;PROZ;F10;F2;F2R;SERPINF2;VWF;SERPING1;AXL;GGCX;PDGFRA;GATA1;AP3B1;FGB;GP6;SAA1;RAP2B;JMJD1C;SERPINC1;NFE2L2;AK3;FGA;FGG;MAPK14;P2RY1;FGL1;SERPINA1;CD36;GAS6;GP9;GP5;PIK3CA;CTSG;F11;CAV1;SVEP1;SERPINA10;FOXA2;APOH;STXBP3;F13A1;PRDX2;TFPI;ILK;CELA2A;SRF;F13B;PSEN1
fatty acid oxidation	fatty acid oxidation;lipid oxidation	PRKAA1;LONP2;HSD17B4;FMO2;PPARGC1A;HAO2;CPT1A;ETFDH;CPT1B;ACAT2;HADHA;IRS2;AUH;HACL1;ABCB11;PEX13;PLIN5;CROT;ECHDC1;PEX7;ETFA;HSD17B10;ETFB;HADHB;MAPK14;SCP2;ADH5;SLC27A2;ECHDC2;ACACB;MFSD2A;ACOT8;CNR1;ACADM;KLHL25;CPT2;HAO1;ETFBKMT;GCDH;ADH7;ACAD11;FABP1;ACAA2;DECR1;FMO4;DECR2;ACSM1;PRKAG2;PEX2;BDH2;FABP3;ACAA1;ALDH1L2;ACADL;SLC25A17;ALOX5
BMP signaling pathway	BMP signaling pathway;response to BMP;cellular response to BMP stimulus	TMEM100;PCSK6;COMP;EGR1;USP15;SPART;BMPR2;ACVR2A;BMP6;ELAPOR2;FSTL1;SKOR1;CHRD;USP9X;TBX20;BMP10;RBPJ;SMURF1;SMPD3;TWSG1;FSTL5;SULF1;BMP5;LRP2;ENG;USP9Y;CRIM1;SMAD5;NEO1;BMPER;NOG;GDF2;HFE;TGFBR3;GPC3;NOTCH2;KDR;FSTL4;BMPR1B;FBN1;HIVEP1
cellular response to corticosteroid stimulus	cellular response to corticosteroid stimulus;cellular response to glucocorticoid stimulus	KLF9;SCNN1A;FLT3;CYP1B1;FOXO3;SMYD3;ZFP36;ZFP36L2;FAM107A;SERPINF1;EGFR;ZFP36L1;MYOD1;AIFM1;PCK1;ASS1;USP8;CFLAR;NR3C1;ATP5F1A;CASP9;AKR1C3;SCNN1B;FECH
rRNA processing	rRNA processing;rRNA metabolic process	ERI3;PPAN;EXOSC8;PES1;URB1;PA2G4;ZNHIT3;FDXACB1;DDX27;FTSJ3;TSR1;PWP2;NOL6;PELP1;EXOSC1;METTL18;USP36;RPS6;RPL10A;POP7;BOP1;UTP14A;DDX52;RPL26;NOL8;METTL16;UTP4;NOP53;PWP1;EMG1;NIFK;EXOSC3;RRP8;RIOK1;DDX56;EIF6;NVL;DDX10;NHP2;RPL5;RRP1;NOL7;FBL;DCAF13;NSUN5P2;UTP11;MTERF4;RPUSD2;RPP38;RPL27;EXOSC7;METTL25B;EBNA1BP2;ERI1;RPUSD4;BMS1;DKC1;MRM1;EXOSC6;GTPBP4;WDR55;FCF1;FBLL1;RPS8;BYSL;WDR74;EIF4A3;RSL1D1;RRP36;NSUN5;RPL11;RPL7A;NOLC1;RPL7;NOP56;RPS28;DDX51;WDR46;DDX49;NOP2;SLX9;RRP9;DHX37;EXOSC2;RPP25;RPL14;RPS21;RPL35A;RPS19;TENT4B;RPS25;GEMIN4;CHD7;ISG20;MRM2;UTP6;EXOSC4;TRMT112;RPS7;YBEY;RRP12;RPS16;NOL9;RPL35;SNU13;PDCD11;RPS14;NSUN5P1;KRI1;MRTO4;TFB1M;GAR1;SIRT7;RPS15;RPUSD1;TSR3;RPS17;NPM3;RPS27;RRP7A;LYAR;NAF1;REXO4;RRP1B;MACROH2A2;ZCCHC7;GTF3C1;MARS1;DEDD2;GTF3C5;SMARCA4;TCOF1;SLFN13;IPPK;GTF3C4;GTF3C2;POLR1G;DDX11
regulation of tube diameter	regulation of tube diameter;blood vessel diameter maintenance;regulation of tube size	COMP;CHRM3;ITGA1;BMPR2;TBXA2R;SCPEP1;ITGA9;AVPR1A;EGFR;ADM;F2RL1;ADRB1;GCLM;AGTR1;SLC8A1;F2R;SERPINF2;NPR1;EDNRB;ASIC2;AGT;TBXAS1;FGB;ADRA1A;GCLC;KLF2;HTR2B;FGA;ARHGAP42;FGG;PIK3C2A;P2RY1;ITGA4;UTS2B;ZDHHC21;KCNMA1;CAV1;MMP2;ADD3;SCNN1B;SVEP1;CYSLTR1;DBH;GPX1;HBB;ROCK2;TRPM4;CBS;RHOA;DOCK5;ROCK1;FAAH;KCNMB4;SOD3
peroxisome	peroxisome;microbody	NUDT12;DEPP1;LONP2;NUDT7;HSD17B4;MYO5A;ACOT2;HAO2;ACSL4;PEX1;PEX3;MARF1;SYT7;SERHL2;VWA8;DHRS7B;HACL1;PEX13;BAAT;CROT;ACOT4;PEX7;IDE;MGST1;AOC1;PEX11B;SCP2;ACSL1;SLC27A2;PEX19;PIPOX;DDO;PIK3C3;PLAAT3;ACOT6;ACOT8;RIDA;IDH2;HAO1;PAOX;LACC1;AGXT;ACAD11;FABP1;ISOC1;DECR2;STING1;FAR1;ATAD1;PEX2;HSDL2;ACAA1;PEX16;ACBD5;PEX11A;SLC25A17;PXMP4;GRHPR;FIS1;CD33;PECR;SOD1;ABCD3
response to nutrient levels	response to nutrient levels;response to extracellular stimulus	POMC;FOXO1;GDF15;SLC38A2;WNK4;TSHB;ASL;CYP1B1;FOXO3;NFKBIZ;CCL28;PRKAA1;SPP1;FAS;F5;DSC2;ZFP36;ABCA1;VPS41;FAM107A;ATF3;BMPR2;CYP8B1;TBXA2R;FKBP1B;AGL;MDM2;PPARGC1A;EGFR;ADM;DNAJC15;WRN;NR1H4;ADRB1;CPT1A;RNF152;BNIP3;GCLM;LDLR;NNT;BCAS3;FNIP1;NTRK1;LIPA;NCOA1;SLC25A25;FGF23;MYOD1;PRKD1;EIF2AK4;RRAGB;KICS2;OGG1;HFE;BNIP2;GCLC;FLCN;EIF2AK1;PIK3R4;C2;NFE2L2;AOC1;A2M;MAPK14;PLIN2;SHANK2;BCL2;TYMS;PCK1;MAP3K5;ASS1;FOLR2;GAS6;IGFBP2;KAT5;PENK;TRPV4;PAGE4;STAT1;HTR4;KLF10;ACSL1;GABARAPL1;TMEM126B;BRIP1;BECN1;FBP1;AKR1C3;SCNN1B;PIK3C3;GHRL;MT3;ATG7;FOXA2;ACACB;TSC2;SRF;TSC1;ULK3;ZC3H12A;PAX2;MFSD2A;PICK1;TFRC;SESN1;GPX1;BCKDHB;PCSK1N;CLPS;GNAI2;PIM1;PROX1;CYBB;EIF4G1;AQP3;CNR1;ACADM;RRAGA;AVPR1A;AXL;ITGA4;PTPRC;ASGR1
primary lysosome	primary lysosome;azurophil granule	GUSB;ARG1;AGA;HEXB;VNN1;MANBA;PRDX6;STX7;C3;ADA2;STOM;CTSA;CPNE3;ABCA13;LYZ;CPPED1;CYB5R3;GLIPR1;RNASE2;NHLRC3;MAN2B1;HEXA;FUCA1;FUCA2;MGST1;NCSTN;IRAG2;SERPINA3;C3AR1;CTSC;HLA-H;NPC2;GRN;CTSG;RNASET2;ORM2;PSEN1;GCA;NFAM1;GLB1;DEFA3;PRSS2;SNAP29;ACTR2;PRCP;MNDA;GDI2;STX3;GAA;GM2A;FPR1;STK11IP;PSMD1;VAMP7
glutathione biosynthetic process	glutathione biosynthetic process;nonribosomal peptide biosynthetic process	SLC1A1;GGT1;GGT5;GCLM;GSS;GCLC;NFE2L2;CHAC2;AASDH
cellular response to carbohydrate stimulus	cellular response to carbohydrate stimulus;cellular response to monosaccharide stimulus;cellular response to hexose stimulus	SYBU;ZBTB20;FOXO3;PRKAA1;ANO1;CPB2;FKBP1B;SERPINF1;ERN1;NR1D1;NR1H4;PDE8B;GCLM;GPLD1;ADCY5;CLEC7A;ZFP36L1;ABCC8;CALCRL;IRS2;ZBED6;SIN3A;RAF1;GCLC;CFTR;SRI;SLC12A6;BAIAP3;SLC2A5;OPRK1;MPC2;PCK1;ENY2;PIM3;GAS6;KAT5;NCF1;PRKCE;PIK3CA;PTPRN2;CLTRN;FBP1;GHRL;FOXA2;SMAD2;SRF;CMA1;PAX2;GPX1;HLA-DRB1;SLC39A14;NOX4;TRPM4;XBP1
detoxification of copper ion	detoxification of copper ion;stress response to copper ion	ATP7A;MT1M;MT1B;MT1X;MT1H;MT1E;MT1G;MT1DP;MT3;MT1F;MT1A;MT2A;PARK7
