representative	grouped_terms	genes
aerobic respiration	aerobic respiration;energy derivation by oxidation of organic compounds;cellular respiration;oxidative phosphorylation;generation of precursor metabolites and energy	UQCR10;CHCHD2;CAT;ATP5PD;NDUFB3;NDUFA1;COX10;COX7B;NDUFB10;NDUFB6;ACLY;UQCRB;COX4I1;UQCRQ;CYC1;NDUFAB1;COX7A2;NDUFA12;IDH3B;STOML2;COX6C;COX5A;NDUFA4;NDUFAF1;NDUFB9;COX7C;SDHA;FH;UQCRFS1;NDUFB5;NDUFA8;FXN;GHITM;ATP5PO;DLD;UQCRC1;ACO2;DLAT;NDUFC1;NDUFA9;NDUFS2;PDHA1;ATP5F1C;COX15;ATP5F1B;SDHB;ATP5PB;ATP5F1A;NDUFS5;NDUFB4;SUCLG1;DNAJC30;PDHB;ATP5PF;NDUFS4;UQCRC2;DNAJC15;ETFDH;CISD1;SLC25A13;ACADM;PNPT1;ETFA;ETFRF1;COX11;CROT;ALDH2;HMGCS2;ACACB;ALDH1L1;SLC25A4
pyrimidine-containing compound metabolic process	pyrimidine-containing compound metabolic process;pyrimidine nucleotide metabolic process	TK2;DHODH;DUT;NT5M;DTYMK;NME4;SLC25A19;OGG1;NME6;NME3;UNG
regulation of transport	regulation of transport;regulation of localization	MAVS;NIPSNAP2;SLC8B1;ISCU;PNKD;BAD;NAXE;ANTKMT;SYNJ2BP;COA8;BCL2;PREPL;PRELID1;TSPO;MCU;DMPK;GOLPH3;BAK1;PPIF;BAX;BOK;SEPTIN4;LYPLA1;LETMD1;MUL1;SIRT3;ATPSCKMT;YRDC;CRY1;SLC25A6;SLC25A23;BCL2L1;LETM1;HTRA2;TOMM70
organellar large ribosomal subunit	organellar large ribosomal subunit;mitochondrial large ribosomal subunit;large ribosomal subunit	MRPL30;MRPL24;MRPL47;MRPL21;MRPL3;MRPL32;MRPL9;MRPL58;MRPL27;MRPS30;MRPL2;MRPL48;MRPL20;MRPS18A;MRPL51;MRPL13;MRPL1;MRPL16;MRPL40;MRPL44;MRPL19;MRPL15;MRPL22;MRPL46;MRPL14;MRPL39
signal transduction in absence of ligand	signal transduction in absence of ligand;extrinsic apoptotic signaling pathway in absence of ligand	BCL2L2;BAD;BCL2;BAK1;BAX;BOK;BCL2L11;BCL2L1;BCL2L10;BCL2A1;HTRA2
proton channel activity	proton channel activity;proton-transporting ATP synthase activity, rotational mechanism	ATP5PO;ATP5F1C;ATP5F1B;ATP5PB;ATP5F1A;ATP5PF
cell death	cell death;programmed cell death	PPM1K;BCL2L2;FASTK;RTL10;DHRS2;MTCH1;BAD;PYCR1;MUTYH;DELE1;RMDN3;CASP9;COA8;BCL2;FKBP8;PRELID1;GFER;TSPO;PGAM5;DMPK;GOLPH3;BAK1;OGG1;ATAD3A;GPX1;NME6;PPIF;BIK;BAX;BOK;NME3;RFK;BCL2L11;BCL2L1;SEPTIN4;HTATIP2;CASP3;CYCS;UNG;DIABLO;MUL1;SPG7;BCL2L10;BCL2A1;HTRA2;TOMM70;GLS2;PRODH;SLC25A6;BID;STYXL1;TRIAP1;GLRX2;RHOT2;FHIT;BBC3;SIRT5;NUDT2;SPHK2;GPX4;ALKBH7;SIRT4;SLC25A27
thioester biosynthetic process	thioester biosynthetic process;acyl-CoA biosynthetic process	PDHX;GCDH;ACAT1;PDK1;ACLY;ACSL6;ACACB;ACSL1;PDK4;MPC2;DLD;DLAT;PDHA1;MMUT;PDHB
proton-transporting two-sector ATPase complex	proton-transporting two-sector ATPase complex;proton-transporting ATP synthase complex;ATPase complex;mitochondrial proton-transporting ATP synthase complex	ATP5MC3;ATP5MK;ATP5PO;ATP5F1C;ATP5F1B;ATP5PB;ATP5F1A;ATP5PF;DMAC2L
regulation of membrane potential	regulation of membrane potential;regulation of mitochondrial membrane potential	RTL10;SLC8B1;BAD;PYCR1;BCL2;PRELID1;ABCD1;TSPO;DMPK;BAK1;PANK2;PPIF;BAX;BOK;BCL2L1
cholesterol metabolic process	cholesterol metabolic process;sterol metabolic process	ACADL;CAT;ACLY;HMGCS2;CYP11B2;IDI1;ACAA2;FDPS;CYP11B1;STAR
sex differentiation	sex differentiation;reproductive structure development;reproductive system development;gonad development;development of primary sexual characteristics	BCL2L2;BCL2;BAK1;BIK;BAX;BOK;BCL2L11;BCL2L1;CASP3
regulation of molecular function	regulation of molecular function;regulation of catalytic activity;positive regulation of catalytic activity	CYP27B1;MAVS;MTCH1;NIPSNAP2;ISCU;BAD;ANTKMT;ECSIT;CASP9;COA8;BCL2;PRELID1;BAK1;GPX1;PPIF;BAX;BOK;RFK;HSPE1;CYCS;POLG2;DIABLO;MUL1;SIRT3;BCL2L10;ATPSCKMT;HTRA2;BID;STYXL1;TRIAP1
positive regulation of molecular function	positive regulation of molecular function;positive regulation of catalytic activity	CYP27B1;MAVS;MTCH1;NIPSNAP2;ISCU;BAD;ANTKMT;CASP9;COA8;PRELID1;BAK1;BAX;BOK;RFK;HSPE1;CYCS;POLG2;DIABLO;MUL1;SIRT3;BCL2L10;ATPSCKMT;HTRA2;BID
cellular response to abiotic stimulus	cellular response to abiotic stimulus;cellular response to environmental stimulus	BAD;CASP9;SLC25A23;TSPO;EFHD1;BAK1;BAX;BCL2L1;CASP3;LETM1;CRY1;TRIAP1
NADH dehydrogenase activity	NADH dehydrogenase activity;NADH dehydrogenase (ubiquinone) activity;NADH dehydrogenase (quinone) activity	NDUFB3;NDUFA1;NDUFB10;NDUFB6;NDUFA12;NDUFA4;NDUFB9;AIFM1;NDUFB5;NDUFA8;NDUFC1;NDUFA9;NDUFS2;NDUFS5;NDUFB4;NDUFS4
RNA binding	RNA binding;nucleic acid binding	SUPV3L1;FASTKD5;MRPL24;RARS2;MRPL21;MRPL3;RPUSD3;MRPL32;MRPL9;MRPS23;C1QBP;TST;MRPL27;KARS1;DARS2;MRPS30;MRPL2;MRPL20;GOT2;PNPT1;HSD17B10;HSPA9;HADHB;SLC25A5;TFB1M;MRPS18A;MRPS18C;DDX28;KYAT3;FARS2;FASN;MRPL13;MRPL1;MRPL16;MRPL40;DAP3;MRPL44;ATP5F1C;TDRKH;ACAA2;MRPS28;IMMT;MRPL15;ATP5F1A;FASTKD2;MRPL22;DUS2;LACTB2;LRPPRC;SUCLG1;FDPS;MRPS31;MRPS9;MTIF2;MRPL14;MRPL39;TACO1;MRPL58;AIFM1;MTERF3;MTIF3;METTL5
