representative	grouped_terms	genes
cell-substrate junction	cell-substrate junction;focal adhesion	TRIOBP;SVIL;SORBS1;ARF1;SH3KBP1;PPFIA1;FERMT2;HCK;MAP4K4;MDC1;PPP1CC;CHP1;RRAS2;LMLN;FLOT2;CAPN1;SDC4;RPL22;ACTC1;TLN1;ARPC2;SSH2;JAK2;RPL7A;RPS8;DLC1;PPP1R12A;ERBIN;JAK1;ITGAV;CYFIP1;PPIB;DNM2;FLII;PPFIBP1;SCARB2;LMO7;ITGB7;CD59;RPS17;HSPA9;P4HB;ACTR3;SRP68;ARPC3;SORBS2;IGF2R;PI4KA;FOCAD;DST;CASK;RPLP0;RPLP2;XIRP2;TNC;LAMTOR3;RPLP1;LIMD1;CDH2;RPL4;ADAM10;CAV1;YWHAE;ABCB4;PRUNE1;PALLD;YWHAZ;PCBP2;RPL6;ALCAM;ATP6V0A2;ARL14EP;EZR;TNS3;CORO1C;CNN1;RPL37A;RHOA;MAPRE1;YWHAB;CLASP1;FHL1;TNS1;NRP1;PACSIN2;SLC4A2;FAT1;CDC42;BCAR3;RPL19;ADAM9;RPS29;GDI2;PPIA;RALA;NEXN;SYNE2;SNAP23;RAB10;RPL38;RPL23;RPS13;RPS3A;RPL27;ITGB2;KRAS;CLASP2;RDX;CLTC;HYOU1;PTK2;MAPK1;RPS7;PGM5;G3BP1;RPL5;ARHGAP31;LCP1;PTPRC;CDH13;RPS14;RPL7;PRKAR2A;NCKAP1;CALR;PDPK1;SYNPO2;RAC1;ITGA3;HSP90B1;RPL31;RPL9;DAG1;RPS18;PDCD6IP;FHL2;PHLDB2;CPNE3;YWHAQ;DOCK7;HNRNPK;CAV2;CAT;TLN2;TADA1;PDIA3;MAP2K1;HSPA5;AHNAK;ACTR2;PEAK1;ZFYVE21;ARHGAP24;LPP;GJA1;RPL30;CTNNA1;USP33;DMD;ITGB1;RSU1;FZD1;KLF11;ITGA2;RPS4X
ubiquitin-like protein transferase activity	ubiquitin-like protein transferase activity;ubiquitin-protein transferase activity;aminoacyltransferase activity	SH3RF2;FBXL22;RBX1;UBR4;ATG16L1;MARCHF4;NEDD4L;KCMF1;PRKN;UBE2O;RCHY1;RNF185;RBBP6;UBE3C;FANCL;FBXO4;TRIM37;UBE2Z;PPP1R11;UBE3D;PRPF19;WWP1;PEX12;ATG3;LMO7;RNF39;UHRF2;TAF1;ZMIZ1;UBR5;TRIM35;TRIM32;UBA3;UBE2N;FBXO21;NFX1;HERC2P3;FBXO30;FBXO40;RMND5A;LNX2;ASB1;MED12;MARCHF8;UBE2E1;RNF139;CBLL1;RNF181;RNF180;RPGR;RSPRY1;ZNRF3;COP1;RNF121;UBE4B;SUMO2;UBE2K;FBXO25;CUL4A;ARIH2;NSMCE2;UBE2H;CCNB1IP1;TRIP12;CUL3;MED6;CDC42;CNOT4;FBXL5;GID4;TRIM44;RNF41;NT5C2;XIAP;UBR1;MARCHF7;RNF20;VPS11;RNF6;MKRN1;RNF169;HLTF;CCAR1;CUL2;FBXL3;UBR3;CUL5;PDZRN3;RNF168;RC3H2;MED7;BIRC7;TRIM2;UBE3A;UBR7;RNF11;ATG5;BIRC2;ZNRF2;TRIM24;PIAS1;RNF38;ZFP91;PEX2;MED21;FBXO22;UBR2;KLHL20;ITCH;KIAA1586;MARCHF6;FBXW2;UBE2G2;BRAP;HERC2;UBE2E3;MIB1;RNF111;RNFT1;G2E3;HECW1;TRIM23;FBXO11;PIAS2;RNF2;HERC1;CDC23;HUWE1;TRIM13;PCGF5;FBXO3;LTN1;UFL1;RNF13;HECTD1;MYCBP2;MED1;PJA2;HECW2;HERC3;UBE4A;RABGEF1;TRIM55;FBXO9;WDSUB1;SHPRH;TRIM33;FBXW8;OBI1;BIRC6;RNF216;ATE1
SWI/SNF superfamily-type complex	SWI/SNF superfamily-type complex;ATPase complex	BRD9;PHF10;NFRKB;RBBP7;SMARCD3;ARID1A;C17orf49;ACTR8;SMARCC1;MBD2;SMARCC2;UCHL5;ARID1B;MCRS1;CHRAC1;SF3B1;BRD7;SMARCA4;INO80;SMARCB1;KAT5;SMARCA5;ARID2;ING3;ACTR6;SUZ12;SMARCE1;PBRM1;YY1;ANP32E;BICRAL;RSF1;POLE3;SMARCA2;HDAC2;DEK;BAZ1B;RB1;SRCAP;RBBP4;BPTF;TRRAP;ACTL6A;ATP6V1E1;ATP6V1H;ATP6V0A2;ATP6AP2;ATP6V1A;VPS4B;TMEM199
RNA polymerase core enzyme binding	RNA polymerase core enzyme binding;RNA polymerase II complex binding;RNA polymerase binding	SPTY2D1;ERCC5;NCOA3;HNRNPU;GTF2B;RPRD1A;WDR43;PAF1;ESRRB;SMYD2;PCIF1;URI1;RPAP2;ZNF326;UVSSA;WAC;ERBB2;RPRD2;ELP2;ELP4;CTR9;DHX9;AGO1;CDC73;SCAF8;PPIB;TCERG1;YTHDC2;PKN2
positive regulation of telomere maintenance via telomere lengthening	positive regulation of telomere maintenance via telomere lengthening;positive regulation of telomere maintenance via telomerase	FBXO4;CCT4;CCT3;CCT8;MAPKAPK5;CCT7;HNRNPA2B1;CCT6A;ATM;TNKS;TCP1;CCT5;DHX36;MAPK1;XRCC5;NAF1;ATR;PRKCQ;NEK7;DKC1;CCT2;POT1;PARN;PKIB
mitotic sister chromatid segregation	mitotic sister chromatid segregation;mitotic nuclear division	MIS12;KIF3B;SPICE1;SPC25;NCAPD2;KATNB1;RRS1;MAP10;RAN;DRG1;BCCIP;HNRNPU;CHMP2A;AKAP8;SKA2;RMDN1;SEH1L;ZW10;BECN1;WAPL;KNSTRN;CDK5RAP2;NCAPD3;PSMG2;ABRAXAS1;ANAPC7;DYNC1LI1;NSMCE2;IK;RHOA;MAPRE1;CLASP1;CEP192;CUL3;CHMP7;PIBF1;MZT1;TTN;INO80;TUBG1;ATM;CEP97;KAT5;SMARCA5;CHMP2B;CLASP2;KPNB1;RAD21;ANAPC5;DIS3L2;MAP9;VPS4B;NCAPG2;ARHGEF10;NIPBL;PRICKLE1;PCID2;SMC2;CDC23;ABRAXAS2;SPDL1;RAB11A;NSL1;BAZ1B;STAG2;INCENP;RB1;GOLGA2;APC;CHAMP1;TPR;SMC4;STAG1;SMC3;LSM14A;SMC1A;OBSL1;RPL24;UBXN2B;CCDC8;REEP3;EREG;NFIA;NSFL1C;SPAST;CDC42;NME6;USP16;CAV2;BROX;KIF20B;PHIP
telomere maintenance via telomerase	telomere maintenance via telomerase;telomere maintenance via telomere lengthening;RNA-templated DNA biosynthetic process;regulation of telomere maintenance via telomere lengthening;regulation of telomere maintenance via telomerase	PTGES3;FBXO4;CCT4;CCT3;CCT8;WRAP53;MRE11;GAR1;HNRNPU;NAT10;TERF2;MAPKAPK5;CCT7;TERF1;CCT6A;ATM;EXOSC10;TNKS;TCP1;CCT5;MAPK1;XRCC5;NAF1;ATR;PRKCQ;NEK7;RAD50;DKC1;CCT2;XRN1;RPA1;POT1;SMG6;PARN;RFC1;PKIB;PARP1;HNRNPA2B1;DHX36;ERCC4;POLQ
GTPase binding	GTPase binding;small GTPase binding	PICALM;TRIOBP;USP6NL;RIN2;ATP6AP1;RAB7A;NCF2;BNIP3;CCDC186;OCRL;DVL3;GCC1;ATG16L1;RGPD8;IPO7;KIF3B;TNPO3;RBSN;SH3BP4;RAB11FIP2;UNC13B;ECT2;HPS6;DOCK5;SYTL3;CDKL5;BICD2;XPO1;CYFIP1;RAB29;YBX3;EXOC8;TMEM127;BECN1;CAV1;NUTF2;EVI5;PAK2;RAPGEF6;RAB11FIP1;FGD4;CDC42SE2;MTSS2;GOLGA4;RAP1A;CYFIP2;CORO1C;XPO5;ABI2;ERC1;KIF3A;RAB11FIP4;WDR44;SYTL1;RGP1;IPO11;YBX1;RNF41;GDI2;DENND1B;RABGAP1;GAS8;KPNB1;RAB3IP;IARS1;BICDL1;RAB8A;CHML;AP3M1;IPO5;GCC2;LCP1;ROCK2;DENND5A;DOCK2;EXOC5;TNPO1;NCKAP1;MYO1C;SORL1;DENND5B;DNM1L;EPRS1;RAB3GAP2;RALBP1;AIMP1;DOCK7;DEPDC5;EXOC2;XPO4;AP1G1;PIH1D2;MYO5A;ATP7A;ANKFY1;EXPH5;ALS2;RASA1;GAPVD1;FGD6;CHM;ROCK1;MYCBP2;XPOT;RAB3GAP1;STRIP1;IPO9;XPO7;PKN2;GOLGA5;USP33;TRIP11;CSE1L;RABGEF1;ANKRD27;GGA2;DAAM1;RAPGEF4;IPO8;RHOH;MAPKAP1;DMXL2
organelle fission	organelle fission;nuclear division	MIS12;PPARG;KIF3B;SPICE1;PRKN;SPC25;PDE3A;TMEM135;NCAPD2;OBSL1;KATNB1;RRS1;RPL24;UBXN2B;MAP10;RAD1;RAN;DRG1;CCDC8;GDAP1;DDB1;C9orf78;BCCIP;MRE11;ACTR3;REEP3;MAEL;MYBL1;HNRNPU;CHMP2A;DCAF13;OPA1;AKAP8;SKA2;EREG;RMDN1;SEH1L;ZW10;BECN1;WAPL;KNSTRN;CDK5RAP2;AGO4;NCAPD3;PSMG2;ABRAXAS1;FOXJ2;ANAPC7;NFIA;NSFL1C;MLH3;DYNC1LI1;CORO1C;NSMCE2;IK;TERF1;RHOA;MAPRE1;SPAST;CCNB1IP1;CLASP1;CEP192;CUL3;CHMP7;PIBF1;MZT1;TTN;CDC42;ORC4;NME6;TDRKH;INO80;TUBG1;RALA;ATM;FIGNL1;CEP97;KAT5;WNT4;SMARCA5;MLH1;CHMP2B;WASHC5;CLASP2;KPNB1;USP16;RAD21;ANAPC5;SPIRE1;DIS3L2;MAP9;VPS4B;NCAPG2;UBR2;CALR;AP3B1;RMI1;ARHGEF10;NIPBL;PRICKLE1;ZSCAN21;DNM1L;RAD50;RALBP1;FOXJ3;SLC25A46;PCID2;CAV2;SMC2;SUN1;CDC23;ABRAXAS2;ERCC4;MTFR1;SPDL1;IHO1;FANCM;ACTR2;RAB11A;BROX;NSL1;KIF20B;RPS6KA2;NDC1;BAZ1B;MARF1;STAG2;INCENP;VPS35;RB1;GOLGA2;TOP2B;APC;CHAMP1;DDHD2;TPR;SMC4;PHIP;SYCP3;STAG1;SMC3;LSM14A;SMC1A
telomere maintenance	telomere maintenance;telomere organization	PTGES3;FBXO4;CCT4;CCT3;PARP1;HNRNPD;XRCC6;CCT8;WRAP53;NFRKB;MRE11;SMG1;GAR1;HNRNPU;NAT10;ZNF827;ACTR8;TERF2;UCHL5;MAPKAPK5;CCT7;TFIP11;NSMCE2;MCRS1;TERF1;WRN;FEN1;SLF2;INO80;NSMCE3;HNRNPA2B1;CCT6A;ATM;RIF1;EXOSC10;TNKS;TCP1;CCT5;DHX36;MAPK1;XRCC5;NAF1;PCNA;ATR;PRKCQ;YLPM1;NEK7;RAD50;DKC1;CCT2;YY1;SLF1;XRN1;ERCC4;RPA1;POT1;SMG6;NBN;USP7;ATRX;PARN;PRKDC;RFC1;ACTL6A;PKIB;H3-3A;H3-3B;HAT1
post-transcriptional gene silencing	post-transcriptional gene silencing;regulatory ncRNA-mediated post-transcriptional gene silencing;miRNA-mediated post-transcriptional gene silencing	EIF4G1;RAN;STAU1;EIF4ENIF1;MAEL;CNOT6;CNOT8;FOCAD;LIMD1;AGO4;DGCR8;MIR29B2CHG;XPO5;ZC3H10;ZMPSTE24;MIR17HG;TNRC6A;CLP1;EIF4E2;NCBP2;OIP5-AS1;DDX6;TRUB1;NCBP1;TNRC6B;CNOT1;ELAVL1;CNOT7;PUM2;CELF1;GIGYF2;DHX9;AGO1;TSN;TSNAX;PUM1;MIR133A1HG;HELZ;XIST
acetyltransferase complex	acetyltransferase complex;protein acetyltransferase complex;histone acetyltransferase complex	KANSL3;MEAF6;SGF29;RUVBL1;DLD;KAT8;JADE1;KAT14;POTEF;YEATS4;POTEJ;NAA30;TAF9;POTEKP;KANSL2;NAA16;KAT7;TAF9B;TAF7;HCFC1;TAF6;TAF4;NAA10;TADA2B;TAF2;KAT6A;NAA50;TADA2A;MCRS1;CREBBP;NAA15;BRPF3;NAA25;ENY2;KANSL1;MORF4L1;NAA20;MBIP;DR1;KAT5;ING3;NAA35;SUPT20H;KAT6B;TADA1;POLE3;SF3B3;PHF20;ZZZ3;EPC1;EPC2;EP300;TRRAP;ACTL6A
maintenance of cell number	maintenance of cell number;stem cell population maintenance	ZNF706;MED17;HDAC1;TUBA3C;EOMES;ARID4B;SAP30;YAP1;SS18;METTL3;ZNF322;FANCC;RBPJ;LSM1;SETD6;BRD9;PHF10;NKAP;TBX3;EIF4ENIF1;RBBP7;NCOA3;ARID1A;WDR43;MED12;PAF1;ESRRB;CDH2;SMARCC1;FOXO3;BRMS1L;PADI4;PROX1;CUL4A;HOOK3;EIF4E;MED6;RAF1;SMARCA4;FZD7;SMARCB1;DDX6;MED7;RIF1;DIS3L2;CNOT1;MED21;SAV1;ELAVL1;SMARCE1;NIPBL;LIG4;TUT4;KDM4C;BMPR1A;PCM1;CTR9;KDM3A;MED14;ZC3H13;BICRAL;RTF1;SMARCA2;WDR47;HDAC2;METTL14;SIN3A;NODAL;SUDS3;REST;CDC73;SAP30L;SAP130;RBBP4;MCPH1;ACTL6A;SMC3;SMC1A
secretory granule lumen	secretory granule lumen;cytoplasmic vesicle lumen;vesicle lumen	BIN2;PSMD6;SERPINI1;SCCPDH;PROS1;SERPINA1;FUCA1;DSN1;LRG1;COTL1;ALDOC;PSMA2;DYNLT1;HPSE;FAF2;FRK;IDH1;APOA1;PLAC8;CEP290;CSNK2B;DPP7;PSMD1;ALOX5;GLB1;PRDX6;XRCC6;ARMC8;CCT8;PSMB1;PRKCD;CYFIP1;VWF;VTI1B;AGL;HK3;TUBB4B;RNASE2;ERP44;PA2G4;PSMA5;PGAM1;PSMD14;BPI;CFP;CRACR2A;S100A12;CRISP3;PSMC2;SPTAN1;ILF2;A2M;TGFB2;TUBB;LCN2;EPX;DERA;VPS13A;CAND1;GDI2;S100A9;PPIA;F8;HMGB1;SRP14;GNS;APP;S100A8;KPNB1;PSMD2;MMP8;ARG1;PGLYRP1;MAPK1;DEFA4;ACLY;XRCC5;DYNC1H1;PRTN3;DOCK2;ACTR10;MMRN1;MNDA;ATG7;PYGB;AZU1;LYZ;CCT2;MPO;RNASE3;CAT;HUWE1;CHI3L1;ACTR2;FAM3C;ROCK1;PAFAH1B2;TCN1;NHLRC2;ELANE;RETN;DNAJC3;AOC1;DEFA3;F5;FUCA2;MAPK14;SLPI;HP;DDX3X;BACE1
