representative	grouped_terms	genes
nucleoid	nucleoid;mitochondrial nucleoid	TEFM;POLRMT;LONP1;TRMT10C;POLDIP2;TUFM;DHX30;ELAC2;ATP5F1B;POLG;ATAD3A;SUPV3L1;CLPX;HSPA9;ACADVL;SSBP1;VDAC1;DDX28;LRPPRC;GRSF1;PRORP;VDAC2;HADHB;FASTKD5;SLC25A5;FASTKD2;DBT;HADHA;HSD17B10
nucleoside triphosphate biosynthetic process	nucleoside triphosphate biosynthetic process;purine ribonucleoside triphosphate biosynthetic process;purine nucleoside triphosphate biosynthetic process;ATP biosynthetic process;ribonucleoside triphosphate biosynthetic process	ATP5MC1;ATP5ME;NDUFB4;PRKAG2;NDUFAB1;PPARGC1A;NDUFB3;ENO1;ATP5MJ;UCK2;NDUFC1;ATP5PO;SDHD;NDUFA11;NDUFB10;ATPSCKMT;ATP5PD;ATP5F1E;NDUFS8;SDHB;ATP5MF;NME1;ATP5F1C;NDUFB5;NDUFA13;NDUFS5;NDUFA1;NDUFS7;NDUFB11;NDUFS3;DMAC2L;NDUFB6;NDUFA8;NDUFS2;NDUFA6;ATP5MG;NDUFC2;NDUFS6;ATP5PB;AK1;SDHC;ATP5F1A;VPS9D1;SDHA;NDUFV1;ALDOA;NDUFA10;SPHK2;ATP5MC2;COX11;ATP5MC3;NDUFA5;NDUFS1;NDUFA9;FLCN;NME9;NDUFB9;ADK;NDUFV3;NDUFA12;AK3;PARP1;VCP;ATP5F1B;STOML2;PINK1;NME6;AK4;NDUFS4;ATP6V0C;PPARA;NDUFB8;ATP6V1A;NDUFB7;ATP5PF
mitochondrial respirasome	mitochondrial respirasome;respirasome;respiratory chain complex	NDUFB2;COX7A1;NDUFV2;COX7B;NDUFB8;NDUFB7;COX7A2;COX6C;COX5B;UQCR10;NDUFB4;NDUFAB1;NDUFB3;COX7A2L;UQCRB;COX4I1;NDUFC1;SDHD;NDUFA11;NDUFB10;NDUFS8;SDHB;COX7C;NDUFB5;COX6B1;UQCRC1;NDUFA13;NDUFS5;NDUFA1;NDUFS7;NDUFB11;NDUFS3;NDUFB6;NDUFA8;NDUFS2;NDUFA6;NDUFC2;CYC1;FOXRED1;NDUFS6;COX5A;SDHC;SDHA;NDUFV1;NDUFA4;UQCRH;NDUFA10;UQCRC2;COX6A1;NDUFA5;NDUFS1;NDUFA9;NDUFB9;NNT;BCS1L;NDUFV3;NDUFA12;UQCRFS1;DMAC1;COX8A;COX15;NDUFS4;STMP1;RAB5IF;UQCRHL;C15orf48;COA6;HIGD2A;UQCR11;NDUFA7;C2orf69;TTC19;CYCS;HIGD1A
taxis	taxis;chemotaxis	SCG2;CALCA;CCL8;CHGA;CXCL14;CXCL6;CCL19;GREM1;KIT;CXCL8;SLAMF1;ENPP2;PGF;HGF;IL6;CCR10;CXCL3;NRP2;PTN;VCAM1;BST1;RARRES2;NBL1;CXCL1;PLAU;SEMA3E;IL34;ITGA1;ACKR3;PLEKHG5;VEGFC;PPM1F;SEMA6A;ARTN;SLIT2;PDGFRB;LSP1;ROBO1;ARHGEF16;CX3CL1;SEMA3B;EFNB2;CCL23;TPBG;NRP1;DOCK4;IL1B;TNFAIP6;BMP4;PRSS56;IL16;FGF2;FLRT2;SEMA6B;CMTM3;CXCL2;FGF16;ANOS1;CCN3;SLIT1;NRG3;CCL28;PDGFD;TMSB4X;SEMA7A;SMOC2;ARHGEF5;FLRT3;NOTCH1;ADGRA2;CCL2;MMP2;SEMA3G;TUBB2B;MDK;ECSCR;NTF3;STX3;FES;CYP7B1;PIP5K1C;ROBO3;PIK3CG;PRKD2;CKLF;CXCL10;SLIT3;EPHA2;CCL4;AMOT;PLA2G7;CXCL11;CTSG;MAPK3;ANXA1;GPR18;AGER;SUCNR1;FLT1;SEMA3D;PRKD1;CD74;CCL5;PTPN2;CH25H;KLRK1;SEMA3F;SLC8B1;NOVA2;RIN3;HSD3B7;MSTN;CMTM8;SEMA4C;GDNF;CORO1B;PLAUR;DEFB1;SWAP70;TGFB1;ANGPT2;THBS4;XCL1;SMAD3;CX3CR1;PLA2G1B;S1PR1;LPAR1;STAP1;CXCL12;ACKR4;VAV3;CCRL2;RAB13;PDGFRA;LGALS9;C5;WNT3;CCL24;CCL16;AGTR1;CMTM7;LOX;HRG;MOSPD2;TNFRSF11A;XCL2;P2RX4;ROBO2;SEMA5B;CXCL16;PDGFB;LYN;CSF1;ANGPT1;CMTM1;VEGFA;CYP19A1;ACKR2;KDR;UNC5C;CXCR4;ITGB3;DPP4;MMP28;IL12A;EGR3;NUP85;JAML;CMKLR1;MCU;CCL3;LBP;PLA2G6
proteasome complex	proteasome complex;endopeptidase complex;peptidase complex	PSMA3;UBR1;PSMD12;TXNL1;PSMC4;PSMA4;PSMB3;PSMD13;PSMA5;PSMA1;PSMB2;PSMC6;RAD23B;PRICKLE1;ECPAS;UCHL5;HSPB1;PSMB1;UBE3C;PSMD6;VCP;PSMD4;PSMA2;USP14;PSMB6;PSMB5;PSME4;RAD23A;UBQLN1;PSMF1;PSME3;PSMA6;ADRM1;PSMC5;PSMB7;PSMC3;UBE3A;PSMC2;PSMD8;PSMD7;PSMA7;PSMD9;PSMC1;PSMD14;PSMD11;PSMD3;PSMD1;PSMD2;SPCS3;USP22;PIGK;SPCS1;SUPT20H;COLEC10;CAPNS1;AFG3L2;TADA2B;TAF6L;TAF6;SF3B3;PIGU;TADA1;CAPN1;PIGT;F3;CRADD;PIGS
external encapsulating structure organization	external encapsulating structure organization;extracellular structure organization;extracellular matrix organization	SFRP2;ELF3;GREM1;ANGPTL7;FBLN1;IL6;HAS1;TLL2;NDNF;FERMT1;PAPLN;COL9A3;COL28A1;COL24A1;COL15A1;SLC39A8;CYP1B1;CST3;HAS3;LUM;ADAMTS9;ANTXR1;COL11A2;CTSK;TNXB;ABL1;ECM2;FLRT2;COL6A1;CRISPLD2;RECK;HRNR;SPOCK2;EGFLAM;WT1;MATN4;APBB2;FOXC2;TCF15;BMP1;ITGA8;MFAP4;BCL3;SULF2;DDR2;MATN2;COMP;FOXF1;SMOC2;ADAMTSL3;NOTCH1;FSCN1;TMPRSS6;MMP2;NFKB2;COL9A1;MYO1E;COL4A4;COL9A2;SH3PXD2B;TNFRSF1B;LOXL2;TGFBI;COL12A1;ADAMTS1;ADAMTS4;CTSG;CMA1;ADAMTS12;COLGALT1;MMP14;FMOD;TGFBR1;MMP3;RAMP2;CARMIL2;TGM1;MMP17;TPSAB1;TIE1;COL14A1;COL5A3;LOXL3;ERO1A;COL4A3;PLG;PXDN;ABI3BP;TGFB1;GFOD2;SMAD3;HMCN1;SULF1;VWA1;COL8A2;ENG;FBLN5;SLC2A10;CCDC80;EXT1;OLFML2B;ADAMTS10;ADAM15;PPARG;RUNX1;ADAMTSL1;COL4A1;WDR72;FOXC1;PDGFRA;KAZALD1;IBSP;COL27A1;LAMB1;SPINT1;EFEMP2;AGT;NPHP3;MIA;COL22A1;LOX;ADAMTS16;PBXIP1;ADTRP;PHLDB1;COLGALT2;BMP2;CRTAP;LAMC1;TNFRSF1A;AEBP1;RIC1;MMP19;ITGB3;DPP4;MMP16;MMP28;COL16A1;SMPD3;LAMA1;MPZL3;IMPG1;FAP;ZNF469;COL4A5
purine ribonucleotide biosynthetic process	purine ribonucleotide biosynthetic process;ribonucleotide biosynthetic process;ribose phosphate biosynthetic process;purine nucleotide biosynthetic process;nucleotide biosynthetic process;nucleoside phosphate biosynthetic process;purine-containing compound biosynthetic process	ATP5ME;NDUFB4;PRKAG2;NDUFAB1;PPARGC1A;NDUFB3;ENO1;ATP5MJ;ACOT7;TECR;ACSL4;NDUFC1;HACD2;ATP5PO;SDHD;NDUFA11;NDUFB10;COASY;ATPSCKMT;ATP5PD;ATP5F1E;NDUFS8;GUCY2C;SDHB;ATP5MF;NME1;ATP5F1C;NDUFB5;NDUFA13;NDUFS5;NDUFA1;NDUFS7;PDK1;GCDH;NDUFB11;NDUFS3;MPC2;DMAC2L;NDUFB6;AK2;PDHB;NDUFA8;NDUFS2;NDUFA6;ATP5MG;NDUFC2;PFAS;NDUFS6;ATP5PB;AK1;PAICS;SDHC;ATP5F1A;VPS9D1;SDHA;NDUFV1;HSD17B12;ALDOA;ACSS2;NDUFA10;PDHX;SPHK2;PANK4;PDHA1;ATP5MC2;COX11;ATP5MC3;NDUFA5;NDUFS1;AMPD3;NDUFA9;FLCN;ADCY5;NME9;NDUFB9;PDK4;ACAT1;ADK;NDUFV3;NDUFA12;AK3;PARP1;VCP;ATP5F1B;MLYCD;STOML2;ACSL1;PINK1;GART;ACACA;ATIC;NME6;MTHFD1;AK4;DLD;PDK2;ACACB;NDUFS4;PANK1;DCAKD;MMUT;ADCY9;ADCY6;DLAT;ELOVL6;ATP6V0C;ADSL;HACD1;PPARA;UCK2;UPRT;DHODH;PRPSAP2;G6PD;PRPS1;SLC22A13;MTHFD2L;NMNAT1;NUDT12;NADK2;FLAD1;SHMT1;ME1;AK9;KARS1;RRM1;ADAL
tRNA aminoacylation	tRNA aminoacylation;aminoacyl-tRNA ligase activity;tRNA aminoacylation for protein translation;ligase activity, forming carbon-oxygen bonds;amino acid activation	EARS2;QRSL1;AARSD1;QARS1;RARS1;VARS1;MARS1;TARS2;FARS2;TARS1;IARS1;PARS2;KARS1;AARS1;NARS1;LARS1;IARS2;SARS1;EPRS1;CARS2;DARS2;LRRC47;FARSB;TARS3;FARSA;MARS2;HARS1;LARS2;AASDH
Z disc	Z disc;I band	MYL9;PARVB;ACTN1;PLEC;LDB3;MYO18B;KRT8;NRAP;MYH7;JUP;HRC;ATP2B4;PDLIM3;CSRP3;MYPN;C10orf71;ACTN2;SYNE2;SYNC;TCAP;SCN1A;FHOD3;TRIM63;TRIM54;CAB39;KCNE1;PARVA;KY;BAG3;HOMER1;DNAJB4;DST;JPH1;UNC45B;PDLIM5;DNAJB6;HSPB1;DES;ASB2;CAV3;STUB1;PPP3CB;ITGB1BP2;SYNPO2L;XIRP2;NEBL;RYR2;FLNC;ANK2;CASQ2;CRYAB;SORBS2;PPP1R12B;MYOZ2;ANK3;PPP2R5A;SCN5A;PGM5;CAVIN4;CFL2;GLRX3;MYH6;SLC2A1;CACNA1C;TTN;JPH2;OBSL1;OBSCN;CASQ1;SYNPO2;SLC8A1;MYOT;DMD;FHL2;NEXN;PALLD;NOS1AP;MTM1;ALDOA;ACTC1;KLHL40
aerobic electron transport chain	aerobic electron transport chain;ATP synthesis coupled electron transport;respiratory electron transport chain;mitochondrial ATP synthesis coupled electron transport	UQCR11;NDUFA7;NDUFB2;COX7A1;NDUFV2;COX7B;NDUFB8;NDUFB7;COX7A2;COX6C;COX5B;UQCR10;NDUFB4;NDUFAB1;NDUFB3;COX7A2L;UQCRB;COX4I1;NDUFC1;SDHD;NDUFB10;CYCS;NDUFS8;SDHB;COX7C;NDUFB5;COX6B1;UQCRC1;NDUFS5;NDUFA1;NDUFS7;SLC25A51;NDUFS3;NDUFB6;NDUFA8;NDUFS2;NDUFA6;NDUFC2;CYC1;NDUFS6;COX5A;SDHC;SDHA;NDUFV1;NDUFA4;UQCRH;NDUFA10;AFG1L;UQCRC2;COQ9;PARK7;COX6A1;NDUFA5;NDUFS1;NDUFA9;NDUFB9;NDUFV3;UQCRFS1;PINK1;COX8A;DLD;COX15;NDUFS4;DNAJC15;UQCRHL;GPD1;ETFRF1;PPARGC1A;MYBBP1A;GPD2;PLEC;GHITM;SLC25A18;ETFA;NDUFA12;CHCHD2;ETFDH;SLC25A12;ETFB;AIFM2;COA6
