representative	grouped_terms	genes
nucleocytoplasmic transport	nucleocytoplasmic transport;nuclear transport	NUP160;CHP1;UPF2;YWHAE;ABCE1;NUP133;HSPA9;THOC3;MCM3AP;NPM1;NEDD4;XPO4;RGPD3;NDC1;PKD1;FYTTD1;FBXO22;NUP88;IPO5;RIOK2;FGF9;ANKLE1;NCBP3;GLE1;DDX39A;RBM8A;THOC2;MAVS;STK3;SEC13;PSEN1;RPAIN;RANBP6;NUP210;NXF5;DHX9;PTPN11;RAN;NOP9;UFM1;STYX;AKT1;SIRT7;TARDBP;AHCYL1;SMG7;ANP32A;UBR5;KHDRBS1;MED1;CHTOP;WASHC4;IPO9;FAM53A;NUTF2;NUP107;NUP58;KPNB1;RBM33;MAGOHB;HNRNPA2B1;SMG6;BARD1;PPP1R12A;PCID2;APPL1;RBM15B;IPO7;ATF2;SPRN;RGPD2;EIF4E;WNK1;XPO7;XPO5;ECT2;PIK3R1;TPR;PTPN14;PHAX;SFN;EFCAB7;GSK3B;GLI3;RSRC1;UHMK1;NUP62;NUP43;NF1;TNPO1;ZC3H11A;KCNQ3;CSE1L;ELAVL1;ATXN1;TNPO3;SSB;MAPK14;FMR1;GCKR;ZC3H11B;NEMF;BAG3;IPO8;MDM2;NCBP1;LEP;YTHDC1;NUP62CL;SMG1;CALR;XPOT;RANGAP1;PRICKLE1;HSP90AA1;XPO1
regulation of protein localization to chromosome, telomeric region	regulation of protein localization to chromosome, telomeric region;regulation of establishment of protein localization to chromosome;regulation of establishment of protein localization to telomere;positive regulation of establishment of protein localization to telomere	WRAP53;CCT8;DKC1;TERF1;TCP1;CCT5;CCT6A;CCT2;CCT3;MACROH2A1;CCT4
melanosome	melanosome;pigment granule	ANXA6;CTSB;SYPL1;RAB17;YWHAE;GANAB;PRDX1;DCT;MFSD12;ATP6V1G2;YWHAB;PPIB;RAB2A;CLTC;YWHAZ;DNAJC5;GNA13;SND1;SEC22B;TYRP1;ATP7A;TPP1;RAN;ERP29;RAB5A;PDCD6IP;HSPA8;SLC45A2;SLC2A1;TMED10;TMEM33;TFRC;RPN1;MYO5A;RAB38;ATP1A1;CALU;P4HB;ITGB1;HSP90AB1;CAPG;SLC1A4;PDIA3;CCT4;CANX;FASN;ANKRD27;PDIA6;SLC3A2;HSP90AA1;HSPA5;HSP90B1;PDIA4
ubiquitin-protein transferase activity	ubiquitin-protein transferase activity;aminoacyltransferase activity;ubiquitin-like protein transferase activity	BRCA1;RNF126;MYLIP;UBE2B;CBL;MEX3C;FBXL6;ARIH2;HECW1;UBE4B;LMO7;SIAH1;RC3H1;CDC23;UBE2A;MKRN2;ASB1;RNFT2;RNF103;TRIM32;TAF1;UBE3D;UBE2J2;UBE2N;UBE2E1;PEX12;UBR3;HLTF;RNF213;ANKIB1;NEDD4;TRIM37;CUL4A;HERC3;MED7;TRIP12;CUL2;MYCBP2;TRIM56;RNF11;FBXO22;CUL3;ZNRF3;UBR1;RMND5A;NEDD4L;UBE2T;VPS11;TRIM14;PDZRN3;VHL;COP1;NFX1;TRAF7;NEURL1;RNFT1;TRIM24;UBE3C;RCHY1;BCOR;UBE2K;WDSUB1;TRIM55;MKRN1;HERC2;CCNB1IP1;IRF2BPL;MEFV;BIRC6;HECTD1;UBR7;TRIM13;LTN1;RNF20;MARCHF11;NCCRP1;PJA1;KLHL9;UBR5;HERC5;MED1;TRIM59;ZFP91;MED21;UBE3A;ITCH;MED17;BIRC2;MED8;HUWE1;RNF217;UBE2W;UBE2Z;LONRF2;SHPRH;FBXL3;RNF38;BARD1;UBE2D1;RABGEF1;HACE1;MARCHF6;TRIM27;GID4;XIAP;RNF121;PCGF5;ASB4;CDC42;UBE2D3;BIRC7;RBBP6;FBXO3;RNF150;MAGEL2;RNF216;RNF214;TRIM36;TRIM44;SYVN1;FBXL14;UBE2H;FANCL;RC3H2;RLIM;RNF2;FBXO30;TRIM23;MARCHF3;PJA2;DZIP3;TRIM2;TRIM61;LNX2;BRAP;CUL5;OBI1;UBR2;UBE4A;G2E3;RNF6;CNOT4;CBLL1;FBXO11;MIB1;MSL2;RNF111;SIAH2;DTL;TOPORS;MDM2;TRAF6;RNF223;RNF19B;FBXO9;RNF168;ZNRF2;FBXW8;TRIM33;TRIM25;NEURL3;RNF169;HERC4;TRIM26;UHRF1;TRAF2;PIAS4;HDAC4;KCMF1;PIAS1;ATG16L1;TGM2;RANBP2;PIAS2;GGT6;UBA3;ATG12;QPCTL;ATE1;ATG3;ATG5;KIAA1586;TGM1;UFL1;TGM3
DNA geometric change	DNA geometric change;DNA conformation change;DNA duplex unwinding	DHX30;MRE11;XRCC5;DDX11;ASCC1;HELB;TOP2A;DNA2;RUVBL1;RFC3;HFM1;HMGB2;BRIP1;MCM7;POT1;DHX36;MCM3;ASCC3;CHTF8;RECQL;DHX9;POLQ;RFC2;RUVBL2;WRNIP1;HNRNPA2B1;ZRANB3;RFC5;RAD50;MCM2;NBN;CDC45;G3BP1;GINS2;GINS4;MCM4;GINS1;SETX;MCM8;PURA;RFC4;NAV2;DDX3X;TOP2B
establishment of RNA localization	establishment of RNA localization;nucleic acid transport;RNA transport;mRNA transport	SEH1L;NXT2;NUP155;NUP188;POLDIP3;SETD2;RANBP2;LRPPRC;NUP153;NUP160;UPF2;NUP133;THOC3;MCM3AP;IGF2BP2;TOMM20;NDC1;PARP11;FYTTD1;PEG10;NUP88;NCBP3;GLE1;DDX39A;RBM8A;THOC2;RBFOX1;SENP2;SEC13;ATXN2;BICD2;NUP210;NXF5;DHX9;RAN;SMG7;KHDRBS1;CHTOP;NUTF2;NUP107;FXR1;NUP58;KPNB1;RBM33;MAGOHB;CETN3;HNRNPA2B1;KHSRP;YBX1;SMG6;PCID2;RBM15B;MRPL18;EIF4E;WNK1;XPO5;TERF1;TPR;SLBP;PHAX;QKI;NUP62;NUP43;TNKS;ZC3H11A;G3BP2;SSB;FMR1;ZC3H11B;NCBP1;YTHDC1;ATM;SMG1;XPOT;XPO1
kinetochore	kinetochore;condensed chromosome, centromeric region	NUP160;SS18L1;ACTL6A;KNTC1;CSNK1A1;NUP133;SMARCB1;DYNC1LI1;NDC80;KANSL1;PHF10;MIS12;SMARCE1;DCTN4;BUB3;SEC13;ERCC6L;PSEN1;FBXW11;CENPM;CENPQ;PAFAH1B1;CLASP1;CBX5;ZWINT;SPAG5;CHAMP1;CHMP4C;CFDP1;CCNB1;DYNC1LI2;PBRM1;NUDCD2;CENPL;DCTN5;CENPI;NUP107;CENPF;GPATCH11;TP53BP1;PPP1R12A;INCENP;CDT1;NSL1;CENPK;TPR;TTK;HNRNPU;ARID2;CLASP2;DYNLL1;CDC20;FBXO28;KNSTRN;NUP43;CENPU;LRWD1;BUB1;KIF18A;SMARCC1;SGO2;APC;SPDL1;PHF6;TEX14;RANGAP1;SUGT1;XPO1;SMC1A;NCAPG;CBX3;ATRX
regulation of type I interferon production	regulation of type I interferon production;type I interferon production	HAVCR2;DHX36;ATG12;TRIM56;CUL3;POLR3B;POLR3A;MAVS;STAT1;RIPK2;TLR8;PPM1B;DHX9;PTPN11;POLR3C;NMB;POLR3D;ITCH;TLR9;ZBTB20;POLR3G;TLR7;TRIM27;XIAP;G3BP1;RIOK3;MORC3;ATG5;RNF216;POLA1;ZC3HAV1;IRF8;TRAF6;CGAS;LILRB1;TICAM2;HSPD1;HSP90AA1;DDX3X
organelle fission	organelle fission;nuclear division	STAT2;ZW10;HFM1;NCAPH;MARF1;CDC23;MAD2L1;M1AP;MEIOC;PLK1;SPIRE2;KIF23;RACGAP1;CEP192;PGAM5;TTN;HASPIN;MAEL;CUL7;KNTC1;BRIP1;MZT1;MTFP1;WASHC5;CDCA2;NFIA;SHOC1;P3H4;DYNC1LI1;NDC1;DRG1;KMT5A;AKAP8;PPP2R2D;NDC80;IK;MIS12;CUL3;OPA1;ANKLE1;MEIOB;RALBP1;ACTR2;RAD21;BUB3;SMC2;TDRKH;TEX12;BCCIP;DDHD2;NCAPG2;ACTR3;MYBL1;CLASP1;RAN;TMEM135;L3MBTL1;CCNB1IP1;ZWINT;SPAG5;NCAPG;PRMT5;LSM14A;CHAMP1;NME6;SIRT7;MCU;CHMP4C;CCDC8;CCNB2;CCNB1;KIF14;CENPI;TPX2;CENPF;SMPD3;KPNB1;TRIP13;DNM1L;INS;MTFR1;TOP2B;RB1;UBB;RAD50;ORC4;ASPM;PCID2;INCENP;MLH1;STAG2;BAZ1B;TUBG1;CDT1;CDC42;SPIRE1;TERF1;NSL1;CHEK1;GOLGA2;PDE3A;RAD51AP1;CENPK;KIF3B;TPR;EME1;MAP9;SLC25A46;SMC3;TTK;SYCE3;PTTG1;GDAP1;HNRNPU;ABRAXAS1;CLASP2;UCP2;CDC20;RMI1;BTBD18;KNSTRN;NUP62;NIPBL;VPS35;FIGNL1;BUB1;BNIP3;TOM1L1;NUDC;MAP10;CCNE2;UBR2;BROX;IHO1;KIF18A;UBXN2B;FOXJ2;SYCP3;STAG1;ERCC4;ABRAXAS2;RCC1;MSH4;SMC4;PHIP;KIF2A;ANLN;HSPA1B;BRCA2;CDC14B;APC;SPDL1;HSPA1A;RALA;ATM;FOXJ3;KIF20B;TDRD12;FANCA;TEX14;CEP97;CALR;UHRF1;PRICKLE1;SMC1A
positive regulation of mRNA metabolic process	positive regulation of mRNA metabolic process;positive regulation of mRNA catabolic process;RNA destabilization	CNOT1;DHX36;TRA2A;RBM24;TUT4;EXOSC8;SAMD4A;YTHDF1;FTO;CNOT7;ZC3H12D;DIS3;DHX9;PRMT5;CNOT3;TARDBP;THRAP3;METTL14;SYNCRIP;ROCK2;NOCT;FXR1;GIGYF2;PAN2;KHSRP;PUM1;YBX1;PUM2;MLH1;PDE12;CAPRIN1;NCL;AGO2;HNRNPU;QKI;NT5C3B;RC3H2;YTHDF3;PATL1;ELAVL1;METTL16;CNOT10;CPEB3;TNRC6B;ROCK1;CNOT4;ZC3HAV1;PNLDC1;CNOT6;CDC73;CELF1;RBMXL1;DCP1A;NCBP1;PLEKHN1;TENT4B
methylated histone binding	methylated histone binding;methylation-dependent protein binding	CDYL2;MSL3;KDM5A;ZZZ3;SPIN2B;SETD5;ZMYND11;NCAPG2;CBX5;L3MBTL1;CBX1;TP53BP1;KDM4A;PYGO1;CDYL;KDM4C;MORC3;FAM156A;FAM156B;PWWP2A;LRWD1;SUZ12;BPTF;FMR1;CBX3;ATRX;MPHOSPH8;ZMYND8;CHD5;MSH6;SPIN1;UHRF1;PHF20L1
structural constituent of ribosome	structural constituent of ribosome;ribosomal subunit	RPS4Y1;RPS27L;RPS26;MRPL11;MRPS25;RPL29;RPS20;RPL34;MRPS12;MRPL43;RPS11;RPL35A;MRPL28;RPS9;MRPL23;RPS27;RPL3;MRPL41;MRPL4;MRPS21;MRPS24;RPL12;RPS25;RPL22;RPL24;DAP3;MRPL24;RPL10;NDUFA7;UBA52;FAU;MRPL55;RPL27A;MRPL46;RPL23;RPL32;RPS12;RPS13;RPL18;MRPS15;MRPL16;MRPL17;RPL9;MRPL52;MRPL12;RPL10A;RPL37;RPS10;RPS29;RPL28;RPL31;RPS16;MRPS18A;RPS15;RPL4;MRPS11;IMP3;RPLP2;RPL11;RPS28;RPS14;RPL39;RPL19;MRPL10;MRPL33;RPL13A;RPS8;EIF2D;NSUN4;ZCCHC17;MCTS1;AURKAIP1;MRPL40;MTERF4;MRPS26;MRPL38;GADD45GIP1;CHCHD1
positive regulation of telomerase RNA localization to Cajal body	positive regulation of telomerase RNA localization to Cajal body;RNA localization to Cajal body;telomerase RNA localization to Cajal body;telomerase RNA localization;RNA localization to nucleus	CCT7;NAF1;SHQ1;RUVBL2;CCT8;DKC1;TCP1;CCT5;CCT6A;CCT2;CCT3;CCT4;WRAP53
protein acetyltransferase complex	protein acetyltransferase complex;acetyltransferase complex	TADA2A;RUVBL1;MBIP;MBTD1;EP300;WDR5;YEATS4;ACTL6A;CREBBP;POTEJ;USP22;TAF2;MORF4L1;POTEE;DR1;KANSL1;PHF20L1;MSL3;TRRAP;JADE3;NAA15;MAP3K7;ZZZ3;KAT7;KAT6B;NAA25;JADE2;SF3B3;PHF20;NAA30;TAF5;TAF6;POTEF;RUVBL2;NAA35;BRD8;EP400;OGT;ATF2;EPC2;NAA50;TAF4;KANSL1L;SUPT20H;TAF9B;POLE3;KANSL2;MORF4L2;MSL2;TADA1;HCFC1;SUPT3H;NAA10;NAA16
response to BMP	response to BMP;cellular response to BMP stimulus;BMP signaling pathway	USP9Y;COMP;GPC3;RGMA;CCN1;PCSK6;SFRP2;GATA3;EGR1;CHRDL1;HEYL;CHRD;HES1;BMP7;HTRA3;ZNF423;CDH5;BMP2;MAPK3;FKBP8;ACVRL1;FST;SOX9;NBL1;ENG;BMP6;BMPER;SFRP4;FSTL4;BMP5;HFE;BMP10;GREM1;RGMB;KDR;HTRA1
serine family amino acid biosynthetic process	serine family amino acid biosynthetic process;L-serine metabolic process	SEPHS2;CBS;PSPH;AGXT;SHMT2;PSAT1
