ID	Description_mouse	NES_mouse	padj_mouse	Description_human	NES_human	padj_human	pattern
GO:0008219	NA	NA	NA	cell death	1.67697518940841	0.0115644575858459	human_specific
GO:0035384	NA	NA	NA	thioester biosynthetic process	-1.92554187030134	0.0116922561929391	human_specific
GO:0140097	NA	NA	NA	catalytic activity, acting on DNA	1.92727735843532	0.0119883129883559	human_specific
GO:0016301	NA	NA	NA	kinase activity	1.84470753401808	0.0119883129883559	human_specific
GO:0016469	NA	NA	NA	proton-transporting two-sector ATPase complex	-2.02122404607673	0.0125163059397202	human_specific
GO:0006120	NA	NA	NA	mitochondrial electron transport, NADH to ubiquinone	-1.85284821442427	0.0162174547886887	human_specific
GO:0003954	NA	NA	NA	NADH dehydrogenase activity	-1.91501763019081	0.0164448118135694	human_specific
GO:0008203	NA	NA	NA	cholesterol metabolic process	-1.9841218336887	0.0166294536853	human_specific
GO:0016772	NA	NA	NA	transferase activity, transferring phosphorus-containing groups	1.79997054944515	0.0166294536853	human_specific
GO:0015078	NA	NA	NA	proton transmembrane transporter activity	-1.86762787943052	0.0180993086965339	human_specific
GO:0007548	NA	NA	NA	sex differentiation	1.96539791053284	0.0187093412135799	human_specific
GO:0009132	NA	NA	NA	nucleoside diphosphate metabolic process	1.94379497187471	0.0215607969048298	human_specific
GO:0009055	NA	NA	NA	electron transfer activity	-1.64969152041692	0.0257939869998968	human_specific
GO:0006099	NA	NA	NA	tricarboxylic acid cycle	-1.89388555580947	0.0264039985295396	human_specific
GO:0071214	NA	NA	NA	cellular response to abiotic stimulus	1.88655688547632	0.0281735556492514	human_specific
GO:0010959	NA	NA	NA	regulation of metal ion transport	1.93769658725666	0.0284773006155499	human_specific
GO:0006915	NA	NA	NA	apoptotic process	1.59911836201786	0.031158640930521	human_specific
GO:0005216	NA	NA	NA	monoatomic ion channel activity	-1.88193028270329	0.0315336758045788	human_specific
GO:0006284	NA	NA	NA	base-excision repair	1.86094672613145	0.0322237699956803	human_specific
GO:0006261	NA	NA	NA	DNA-templated DNA replication	1.89804804114715	0.0332327591009774	human_specific
GO:1902531	NA	NA	NA	regulation of intracellular signal transduction	1.69362436377021	0.0353356733896177	human_specific
GO:0005759	NA	NA	NA	mitochondrial matrix	-1.34884026723437	0.0371821781988232	human_specific
GO:0023052	NA	NA	NA	signaling	1.50968995509028	0.0378907962925579	human_specific
GO:0045597	NA	NA	NA	positive regulation of cell differentiation	1.83021593629947	0.0393741086075024	human_specific
GO:0097190	NA	NA	NA	apoptotic signaling pathway	1.66110412743073	0.0393741086075024	human_specific
GO:0048583	NA	NA	NA	regulation of response to stimulus	1.61004966298642	0.0426184429931534	human_specific
