representative	grouped_terms	genes
transporter complex	transporter complex;transmembrane transporter complex	SHISA6;SCN9A;BEST4;KCNC3;NDUFA8;HVCN1;ATP6V0D1;TRPC6;SNAP25;CACNA1S;VWC2L;KCNJ5;CACNG8;CHP1;MICU3;ATP11A;KCNJ6;TIMM9;GABRE;KCNJ11;GRID2;GPR89A;SCN5A;NDUFAB1;FOXRED1;NDUFS2;ATP8B2;CACNA1E;CYC1;CACNA1I;KCNIP1;NDUFB3;CATSPER3;CLCN7;NDUFV1;KCNV2;NDUFB6;KCNK2;KCNH3;CATSPER1;GABRD;CLIC3;ABCC8;DPP10;NOX1;CACNB4;DLG2;PKD1;DMAC2;CNGA4;GABRB3;CLIC1;TTYH3;CHRNA4;SCNN1A;NDUFC1;ATP1A4;TTYH1;KCNMB4;STX1A;KCNK7;DLG4;KCNJ12;ABCD4;SLC17A7;GRIN2C;LRRC8C;SCN2B;CACNA1G;SCN10A;KCNJ14;OLFM3;NDUFV3;NDUFB9;CHRNB2;LRRC8B;ANO2;GPR89B;KCNQ1;STAC3;RYR1;BEST3;NDUFA7;CLCNKA;SCN3B;SHISA7;NDUFS4;ATP8B1;KCNMB2;UQCRFS1P1;UQCRHL;NDUFS3;CNGA1;GRIN3B;GABRR2;NDUFS6;CHRNE;NDUFS5;TIMM13;FXYD1;NDUFA6;KCNE1;PEX14;CALM3;ATP1A1;KCND2;GABRA4;FKBP1A;NDUFB10;NDUFB1;UQCR10;RYR3;UQCRH;UQCRQ;CNGB1;ABHD12;KCNAB1;TIMM8B;NDUFA12;ATP8B3;NDUFS7;SMDT1;GABRG1;NDUFB2;GABRB2;DMAC1;ATP6V1F;SCNN1B;CACNA1C;NDUFB4;CHRNB1;NDUFA2;NDUFS8;CACNB1;NDUFB8;NDUFA4;NDUFA3;MCUB;SCNN1G;NDUFA1;PORCN;TIMM10;ATP10A;ERGIC3;KCNA4;ATP6V0C;KCNQ4;KCNMB1;KCNQ3;CACNG1;GABRA5;NDUFB7;NDUFC2;NDUFA11;HTR3A;UQCR11;KCNK4;CNIH2;KCNJ9;GABRG2;SLC2A1;CLIC2;NDUFB11;DPP6;NDUFA13;LRRC38;ATP2A1;CACNG2;ATP6V0B;GRIA2;CACNG7;GRIN2B;UNC80;GABRA1;TRPC3;KCNQ2;KCNK13;GRIN1
respiratory electron transport chain	respiratory electron transport chain;ATP synthesis coupled electron transport;mitochondrial ATP synthesis coupled electron transport;electron transport chain;aerobic electron transport chain	NDUFAB1;NDUFS2;SDHB;CYC1;COX6A2;NDUFB3;ETFA;NDUFV1;NDUFB6;TAFAZZIN;NDUFC1;COA6;PLEC;AIFM2;NDUFV3;NDUFB9;COX6C;NDUFA7;NDUFS4;UQCRFS1P1;UQCRHL;NDUFS3;NDUFS6;COX5A;NDUFS5;NDUFA6;CCNB1;GPD1;NDUFB10;NDUFB1;UQCR10;SCO2;UQCRH;UQCRQ;COX4I1;NDUFA12;NDUFS7;COX7C;NDUFB2;CDK1;ETFB;COX7A1;NDUFB4;NDUFA2;NDUFS8;SLC25A18;COX7B;NDUFB8;NDUFA4;NDUFA3;NDUFA1;DGUOK;COX7A2;NDUFB7;NDUFC2;UQCR11;PARK7;COX5B;COX6B1;CHCHD2;COX8A;COX6A1;SNCA;PPARGC1A;NDOR1;P4HA2;AKR1B1;AOC2;IDH3B;FDX2;SURF1;CYBA;POR;GFUS;IDO1
X chromosome	X chromosome;sex-chromosome dosage compensation;sex chromosome	MACROH2A1;XIST
protein-RNA complex assembly	protein-RNA complex assembly;protein-RNA complex organization	SRPK2;SNRPC;PTBP2;RNU4-2;SRSF12;AGO2;EIF3D;TRAF7;XAB2;EIF3CL;GEMIN2;SF3B6;EIF3I;DDX39B;ZNHIT3;RPL11;EIF3F;RPL6;RPLP0;SNU13;SNRPGP15;LSM4;RPS27;RPSA;SNRPG;EIF6;RUVBL2;EIF3K;RPL13A;LSM2;SNRPA1;RPL10;SF3A2;EIF3G;RPS19;GEMIN8;MRPL20;SF3B5;RPL38;RPLP0P6;RPL23A;RPS14;TXNL4A;RPS5;CELF3;CELF5;RPS15;PIH1D1;SNRPD2;RPS28;ZRSR2;EIF2S3;ZFAND1;DNAJC17
organellar large ribosomal subunit	organellar large ribosomal subunit;mitochondrial large ribosomal subunit	MRPL22;MRPL4;MRPL58;MRPL40;MRPL28;MRPL18;MRPL27;MRPL32;MRPL34;MRPL36;MRPL37;MRPL48;MRPL51;MRPL12;MRPL41;MRPL43;MRPL21;MRPL9;MRPL38;MRPL2;MRPL11;MRPL55;MRPL57;MRPL14;GADD45GIP1;MRPL20;MRPL17;MRPL52;MRPS18A;MRPL54
synaptic vesicle membrane	synaptic vesicle membrane;exocytic vesicle membrane	STX1A;UNC13B;SLC17A7;ATP6V1E1;SLC35G2;SYN1;BCL2L1;SLC18A3;SYPL2;RAB3B;BSN;CLTA;SYNGR3;MCTP1;SYNGR1;ATP6V1F;RAB3C;SYT6;SYNGR2;SLC30A3;ATP6AP1;SLC4A8;ATP6V0A1;CLTB;ATP6V0C;TMEM163;ATP6V1G2;UNC13A;SYN2;RAB11B;SLC6A17;SYT9;AMPH;SNCA;SYT1;GAD2;RPH3A;SYT5
fibrinolysis	fibrinolysis;negative regulation of blood coagulation;negative regulation of hemostasis	SERPINB2;PLG;F2;FGB;FGG;FGA;APOH;CPB2;HRG;KLKB1;F12;PLAU;F11;THBD;PROS1;THBS1;KRT1;KNG1;PROC;APOE
negative regulation of sterol transport	negative regulation of sterol transport;negative regulation of cholesterol transport	APOC3;APOC2;NFKB1;APOA2;APOC1;ABCG8
mitochondrial proton-transporting ATP synthase complex	mitochondrial proton-transporting ATP synthase complex;proton-transporting ATP synthase complex	ATP5MC3;ATP5MC1;ATP5MG;ATP5PO;ATP5PD;ATP5MK;ATP5MJ;ATP5F1D;ATP5ME;ATP5F1EP2;ATP5MF;ATP5MC2;ATP5F1E
NADH dehydrogenase complex assembly	NADH dehydrogenase complex assembly;mitochondrial respiratory chain complex I assembly	ECSIT;NDUFAB1;FOXRED1;NDUFS2;OXA1L;NDUFB3;NDUFB6;TMEM126A;TAFAZZIN;DMAC2;NDUFC1;NDUFB9;NDUFAF8;NDUFS4;NDUFS3;NDUFS5;NDUFA6;NDUFB10;NDUFB1;NDUFAF2;NDUFA12;NDUFS7;NDUFAF3;NDUFB2;DMAC1;NDUFB4;NDUFA2;NDUFS8;NDUFB8;NDUFA3;NDUFA1;NDUFB7;NDUFC2;NDUFA11;NDUFB11;NDUFA13
lymphocyte mediated immunity	lymphocyte mediated immunity;leukocyte mediated immunity	KDM5D;IGHV4-39;HPX;IGLC1;C9;IGHV1-3;IGHV6-1;IGHG1;IGHV3-23;C4BPA;IL6;IGHV4-59;IGHV4-4;IL1B;IGHV4-28;IGHV4-34;IGHM;CR2;IGHV2-70D;TNFSF13;IGKC;IGHV2-5;SLAMF1;HFE;CD1C;IGHE;NLRP3;CD19;IGHV1-24;IGHV4-31;KLRC1;C5;CCR6;IGHV3-33;IGHV1-18;C4BPB;IGHV3-13;FZD5;IGHV3-49;CD1E;CLNK;CR1;SUSD4;CD1B;IGHG2;LAG3;IL10;SHLD3;F2;PTGDR
histone demethylase activity	histone demethylase activity;protein demethylase activity;demethylase activity	KDM5D;UTY
purine ribonucleotide metabolic process	purine ribonucleotide metabolic process;ribose phosphate metabolic process;ribonucleotide metabolic process	GALK1;NDUFAB1;PGAM1;GCDH;NDUFS2;PDK2;GTPBP1;TPST2;SDHB;NCOR1;PMVK;STOML2;NDUFB3;NUDT8;GIMAP7;NDUFV1;NDUFB6;LDHA;NUDT2;ACSS2;MCEE;PDE8B;FOXK2;TAFAZZIN;ACOT2;GUCY1A2;CACNB4;DLG2;GAPDH;PANK2;VNN1;INSR;NADK;NDUFC1;ENTPD4;SIRT6;RORA;MLYCD;ALDOA;ADCY3;ADCY2;ATP5MC3;NUDT11;SLC2A6;RAN;ACOT1;ELOVL3;TJP2;ACSL1;NDUFV3;ELOVL2;NDUFB9;UCP2;SLC25A1;NUDT18;FLCN;PDK4;NDUFA7;NUPR1;PFKL;MLST8;NDUFS4;ENO1;NDUFS3;ATP5MC1;NDUFS6;ATP5MG;TECR;ATP5PO;NME1;IMPDH2;NDUFS5;NDUFA6;ACTN3;ELOVL1;ATP5PD;ADSL;ADCY10;IMPDH1;GPD1;NDUFB10;NDUFB1;GCK;OGT;NPPB;DIP2A;ATP5MK;ACOT9;ACOT4;SLC4A1;NDUFA12;ENO3;NDUFS7;ATP5MJ;TPI1;NT5C;ACOT7;NDUFB2;NME9;HINT1;GLYAT;APRT;ATP5F1D;PDE8A;MLXIPL;PRKAG2;AK2;NDUFB4;GUK1;ATP5ME;NDUFA2;NDUFS8;HACD1;DGAT2;NDUFB8;PDK1;NDUFA3;DLG1;NDUFA1;ATP5F1EP2;ATP5MF;MVD;EIF6;HK2;ANTKMT;NPPA;ATP6V0C;ATP5MC2;ATP5F1E;NDUFB7;JMJD8;FOXK1;NDUFC2;NDUFA11;FIS1;PFKP;NDUFB11;NME2;NDUFA13;TSPO;DGAT1;ENO2;HMGCS2;ARL2;PDE2A;PFKFB1;SNCA;PPARGC1A;NME2P1;UPP1;RPE;NUDT14;UCK2;PRPSAP1;PYGL;TALDO1
postsynaptic specialization	postsynaptic specialization;asymmetric synapse;neuron to neuron synapse	CDK5;SLITRK1;DLG4;GRIN2C;CABP1;PRKCZ;RTN3;PDLIM5;GAP43;SYN1;DLGAP4;SEMA4F;CHRNB2;RTN1;HOMER1;NLGN4X;SHANK2;HOMER3;BCR;LRFN1;IGSF9B;ARF1;SHISA7;BNIP3;GRIN3B;PHB2;INSYN2A;GSG1L;SEMA4B;ATP1A1;KCND2;NLGN2;GABRA4;GRM3;BSN;ADGRA1;KALRN;HIP1R;LHFPL4;CHRM1;RPL7;GABRB2;LRRC4B;PRKCG;RPL12;ABHD17A;CACNA1C;CHRNB1;RHEB;BAALC;RPL6;LIN7B;BAIAP2;DLGAP1;NEURL1;CLSTN3;TNIK;RPLP0;DLG1;SORCS2;RPS27;ADD2;GRIP2;TANC1;SAMD14;LRRTM2;RPS13;GPER1;RPS25;PRR7;GABRA5;SH3GL3;NCS1;NSMF;DLGAP3;DBNL;RPS19;RPL14;CNIH2;SYN2;RPS18;GNG3;CAPZB;RPL30;RPL38;SLC8A3;CTNND2;RPS3;LRRTM3;RPS14;CACNG2;GRIA2;SHANK1;CACNG7;GRIN2B;RPL8;SH2D5;MAPK8IP2;PSD;GRIN1;AKAP5;ITGB1;GRID2IP;ADORA1;DLG5;SLC4A8;C1QL1;P2RX3;SLC39A3;PRKAR1B;SLC30A3;RAPGEF4;SYT9;SYT1
miRNA binding	miRNA binding;regulatory RNA binding	ELAVL1;XIST
