representative	grouped_terms	genes
purine nucleoside triphosphate biosynthetic process	purine nucleoside triphosphate biosynthetic process;purine ribonucleoside triphosphate biosynthetic process;ribonucleoside triphosphate biosynthetic process	NDUFS4;IMPDH2;ATP5PD;NDUFV3;NME6;NME7;NDUFA12;NDUFA9;COX11;NDUFB11;ATP5ME;NDUFA5;NDUFA7;SDHA;ATP5F1A;NDUFB10;NDUFB7;ATP5MJ;NDUFB5;NDUFS5;STOML2;NUDT2;ADK;ATP5F1D;ATP5F1EP2;ATP5PB;NDUFA3;ATP6V0C;NDUFB9;SDHD;ATP5PO;VCP;NDUFA2;ATP5PF;VPS9D1;PINK1;NDUFA1;SDHC;ATP5MG;UQCC3;ATP5MK;ATP5F1E;NDUFC1;NDUFA13;ATP5MF;ATP5MC1;ATP5F1B;ATP5MC2;NDUFS8;NDUFAB1;NDUFS7;NDUFV2;NDUFV1;NDUFA6;NDUFB1;NDUFS6;NDUFB3;ATP5F1C;NDUFB8;ATP5MC3;NDUFA8;ALDOA;NME5;NDUFB4;NDUFS2;NDUFB6;NME1;NDUFA11;PARP1;DNAJC30;NME4;NDUFB2;DMAC2L;NDUFC2;CTPS1
NADH dehydrogenase (ubiquinone) activity	NADH dehydrogenase (ubiquinone) activity;NADH dehydrogenase activity;NADH dehydrogenase (quinone) activity;oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor;NAD(P)H dehydrogenase (quinone) activity;oxidoreductase activity, acting on NAD(P)H	NDUFA10;NDUFS4;NDUFV3;NDUFA12;NDUFA9;NDUFA5;NDUFA7;NDUFB10;NDUFB7;NDUFB5;NDUFS5;NDUFA3;NDUFB9;NDUFA2;NDUFA1;NDUFC1;NDUFS8;NDUFS7;NDUFV2;NDUFV1;NDUFA6;NDUFB1;NDUFS6;NDUFB3;NDUFB8;NDUFA8;NDUFB4;NDUFS2;NDUFB6;NDUFA4;NDUFB2;NDUFC2;NDUFS1;NQO1;ENOX1;AIFM1;AKR1C2;CBR4;CRYZ;DHRS4;CYB5R3;MICAL2;NNT;COX15;AIFM3;RNLS
organellar small ribosomal subunit	organellar small ribosomal subunit;mitochondrial small ribosomal subunit;small ribosomal subunit	MRPS23;MRPS18C;MRPS21;MRPS18B;MRPS14;MRPS25;MRPS7;MRPS22;MRPS6;MRPS5;MRPS35;MRPS15;MRPS18A;MRPS11;MRPS26;MRPS12;MRPS28;MRPS33;MRPS9;MRPS2;CHCHD1;AURKAIP1;MRPS27;MRPS24;DAP3;MRPS34;MRPS16;MRPS10;MRPS17;RPS2;DHX29;NPM1
purine ribonucleotide biosynthetic process	purine ribonucleotide biosynthetic process;ribonucleotide biosynthetic process;ribose phosphate biosynthetic process;purine nucleotide biosynthetic process;purine-containing compound biosynthetic process;nucleotide biosynthetic process;nucleoside phosphate biosynthetic process	NME6;NME7;NDUFA12;NDUFA9;COX11;NDUFB11;ADSL;ELOVL3;ATP5ME;AK3;GMPS;APRT;NDUFA5;PDHX;NDUFA7;PPAT;SDHA;ADCY6;ATP5F1A;NDUFB10;NDUFB7;PPCS;AK5;ATP5MJ;NDUFB5;NDUFS5;STOML2;NUDT2;ACSL6;ADK;ATP5F1D;ATP5F1EP2;AK2;DCAKD;ATP5PB;NDUFA3;ATP6V0C;ADCY5;NDUFB9;SDHD;ATP5PO;VCP;NDUFA2;ACSS2;ATP5PF;VPS9D1;PINK1;ACSL3;NDUFA1;PPT2;GUCY2D;SDHC;ATP5MG;PDHB;UQCC3;ATP5MK;ATP5F1E;NDUFC1;NDUFA13;ATP5MF;ATP5MC1;ATP5F1B;ATP5MC2;NDUFS8;NDUFAB1;NDUFS7;ATIC;NDUFV2;ACAT1;PDHA1;NDUFV1;NDUFA6;NDUFB1;NDUFS6;NDUFB3;ATP5F1C;NDUFB8;NPPC;AK1;ATP5MC3;NDUFA8;ELOVL5;ALDOA;NME5;HPRT1;PANK4;ADSS1;NDUFB4;PAICS;ELOVL6;TECR;GART;NDUFS2;NDUFB6;NME1;NDUFA11;PARP1;ADCY9;DNAJC30;PFAS;NME4;MPC2;AMPD3;ACACA;NDUFB2;DMAC2L;NDUFC2;ACSS1;ACSL4;RFK;CTPS1;NDUFV3;PRPS1;NMNAT2;SLC4A7;NAMPT;NMNAT1;NMNAT3;QPRT;ADA2;ADAL;GARS1;AK9;ME1;FLAD1;KARS1
mitochondrial intermembrane space	mitochondrial intermembrane space;organelle envelope lumen	HTRA2;UQCC2;PRELID2;MICU1;IMMT;NLN;TRAP1;TIMM10B;CHCHD7;PRELID3B;AIFM1;NDUFB7;CHCHD4;THOP1;REXO2;NDUFS5;CMC4;STOML2;AK2;OMA1;TIMM8B;SUOX;PRELID1;PINK1;SIRT5;HAX1;TIMM23;TIMM8A;CHCHD5;PARK7;TRIAP1;CYCS;CHCHD10;FBXL4;STMP1;NDUFA8;PNPT1;SOD1;COA4;CLPB;MICU2;TIMM13;CHCHD2;NME4;COA6;SDHAF3;TIMM29;COX17;STAR;HSD3B2;AGK;THEM4;BCHE;OPA1;NDUFS1;CIAPIN1;PTGES;TUBB;IGF2R;PLAAT1
lymphocyte mediated immunity	lymphocyte mediated immunity;leukocyte mediated immunity	IGHM;IGHV4-59;IGHV1-3;CD19;IGHG1;IGKC;IGHV5-51;IGHV3-23;IGHG3;IGHG2;IGHV3-74;IGLC1;IGHV1-69D;IGHV4-39;IGHV1-18;IGHV3-7;IGHV3-64D;IGHA1;IGHV2-5;IGHA2;IGHV1-69;CD70;IGLC2;SERPING1;IGHV1-69-2;IGHV7-4-1;IGLC3;IGHV3-48;IGHV3-11;IGHV3-49;IGHG4;AICDA;IGHV6-1;IGHV3-15;IGHV3-21;IGHV3-53;C1R;C1S;IGHV3-20;IGHV2-70D;HLA-E;IGHV4-61;IGHV5-10-1;IGHV4-34;CFI;KLRD1;IGHV3-33;IGHV2-70;RFTN1;C1RL;CR2;RNF168;C2;IGHD;IL20RB;RIPK3;HLA-C;SWAP70;CRTAM;NFKBIZ;IGLC7;CD27;IGHV4-4;SLAMF7;IGHV3-30;EMP2;CLU;GZMM;INPP5D;ARG1;IGHV3-64;LAG3;LAMP1;IGHV4-28;C3;SLAMF6;IGHV3-43;CD1C;ATAD5;MICB;IGHV3-73;SPN;IGHV4-31;TNF;IGHV3-66;BATF;AHR;TRAF6;NCR1;GAPT;UNC93B1;CD2;CLC;SLA2;C4BPA;CD74;TBX21;TGFB1;LTA;IGHV1-24;IGHV2-26;IL18RAP;CTSH;STAT5B;MR1;ZBTB1;LYST;KLRB1;HLA-DRA;BCL6;SVEP1;CD96;IL7R;CD1D;IL27RA;BTK;NCR3;IL13RA2;KMT5B;CCR6;STAT6;TCIRG1;VAV1;PTPRC;KLRK1;MYD88;FCMR;GNL1;SH2D1B;FCGR3B;SMAD7;KDM5D;F2RL1;IRAK4;CCL3;ANXA3;GAB2;STXBP1;KMT2E;DNASE1L3;TLR9;RAB44;F2;STAP1;TLR4;RAC2;PLA2G3;CD177;BST2;NDST2;PIK3CD;GATA2;ELANE;FGR;STXBP3
translation factor activity, RNA binding	translation factor activity, RNA binding;translation regulator activity, nucleic acid binding;translation regulator activity	MTIF2;GSPT2;ETF1;EIF1AY;DHX29;ABCF1;EIF3L;EIF6;EIF3K;EIF4E3;EIF4G3;EIF3M;EIF3I;EFL1;EIF4E;EIF4H;EIF2S2;EIF1AX;EIF2S1;GFM1;EIF3H;EIF1B;MTRFR;EIF2B3;EIF2B2;EIF5AL1;MRPL58;EIF3B;EIF4G1;TUFM;MTRF1L;EIF4G2;EIF3J;EIF4E2;EEF2;EIF2S3B;TSFM;GSPT1;EIF5A;EEF1A2;MTIF3;GCN1;DENR;COPS5;EEFSEC;HBS1L;EEF2K;LARP1;PAIP1;PAIP2B;DHFR;PAIP2;IGF2BP2;FXR2;IGF2BP3;AIRE;NHLRC1;SERBP1;FXR1;IFRD2
ATP metabolic process	ATP metabolic process;ribonucleoside triphosphate metabolic process;purine ribonucleoside triphosphate metabolic process;purine nucleoside triphosphate metabolic process;nucleoside triphosphate metabolic process	NDUFS4;MLXIPL;RPTOR;MLST8;OGDH;ATP5PD;MTOR;GALK1;TPI1;NDUFV3;TIGAR;NDUFA12;MYH6;PFKM;NDUFA9;HK1;EIF6;COX11;DNM1L;NDUFB11;GCK;ATP5ME;NDUFA5;BEND3;NDUFA7;SDHA;ATP5F1A;NDUFB10;NDUFB7;AK5;PGK1;ATP5MJ;PRKACA;NDUFB5;NDUFS5;STOML2;NUDT2;ATP5F1D;ATP5F1EP2;AK2;ATP5PB;NDUFA3;PFKP;ATP6V0C;HIF1A;NDUFB9;PRKAG1;SDHD;ATP5PO;VCP;NDUFA2;ATP5PF;VPS9D1;PINK1;NDUFA1;FIS1;GPI;SDHC;ATP5MG;UQCC3;ATP5MK;ATP5F1E;NDUFC1;NDUFA13;ATP5MF;ATP1B1;ATP5MC1;ATP5F1B;ATP5MC2;NDUFS8;NDUFAB1;NDUFS7;PKM;NDUFV2;GAPDH;NDUFV1;NDUFA6;NDUFB1;NDUFS6;BPGM;NDUFB3;ATP5F1C;NDUFB8;AK1;ATP5MC3;NDUFA8;ALDOA;NMNAT1;NDUFB4;BAD;NDUFS2;NDUFB6;PGM1;NDUFA11;PARP1;PPP2CA;JMJD8;ALDOC;DNAJC30;OLA1;OGDHL;NDUFB2;ATP5IF1;ABCC6;DMAC2L;FOXK2;NDUFC2;IMPDH2;NME6;NME7;ENTPD4;AK3;ENTPD7;CTPS1;EFL1;NME5;NME1;RHOQ;NME4;RAN;NUDT15;ADK;ENTPD3;DCTPP1
peroxisome	peroxisome;microbody	GDAP1;IMPDH2;PIK3C3;PEX12;PAOX;PEX11G;DDO;PNPLA8;HSDL2;HSD17B4;DNM1L;CRAT;PECR;ALDH3A2;ACSL6;TMEM35A;ACOT2;ACOXL;PHYH;EPHX2;MAP2K2;PLAAT3;ACSL3;IDE;FIS1;DHRS7B;ABCD2;EHHADH;MVK;GRHPR;IDH2;PXMP2;PEX11A;NUDT7;LONP2;PEX19;PEX10;PEX7;LACC1;SOD1;PEX14;VWA8;ACOX1;NUDT19;ECI2;GSTK1;MFF;NUDT17;ABCD1;ACAA1;TTC1;AMACR;GNPAT;DHRS4;PMVK;STING1;PEX5;PRDX5;PEX13;SERHL2;FNDC5;ISOC1;SYT7;ACOT8;ACOT4;ABCD3;ACSL4
immune response-activating cell surface receptor signaling pathway	immune response-activating cell surface receptor signaling pathway;immune response-regulating cell surface receptor signaling pathway	IGHM;MS4A1;CD79A;CD19;IGHG1;IGKC;BLK;IGHG3;IGHG2;CD79B;IGLC1;IGHA1;IGHA2;F2RL1;FCRL3;IGLC3;PLCG1;IGHG4;BCL2;NR1D1;CARD11;CMKLR1;CMTM3;IRAK4;KLRD1;LPXN;ICOSLG;CACNB3;RFTN1;CR2;RC3H1;BTNL3;IGHD;PRKD2;VAV3;NFKBIZ;FOXP1;BTNL9;IGLC7;PSEN1;TLR6;LAX1;INPP5D;CTLA4;IKBKB;HLA-DPB1;C3;NFKBIA;PELI1;STAP1;LCK;MICB;ELF1;TLR4;TRAF6;THEMIS;CD8B;BANK1;TLR1;CD247;ITK;SLA2;CD3D;CD3E;NAGLU;NFKBID;SKAP1;LIPA;TRBC2;FYN;IRF3;TRBC1;BAX;TESPA1;BTK;CACNB4;THEMIS2;NCR3;PIK3CD;BTN1A1;ADA;PRKCH;TLR5;PIK3CA;VAV1;PTPRC;PTPRJ;FGR;APPL2;KLRK1;MYD88;CD22;BTNL8;PVRIG;LY96;FCMR;UBASH3A;FCHO1;ZAP70;TBK1;GBP1;BTN2A3P;COLEC11;BTN2A1;PAK3;BTN2A2;SH2D1A;HLA-DRB1;BTN3A1;BCL10;LAT;TNFAIP3;TMIGD2;RELA;KLRC3;CD300A;BTLA;KIR2DL1;MAP3K1;FER;MAPK8
rRNA processing	rRNA processing;rRNA metabolic process	PES1;UTP11;SHQ1;UTP6;FDXACB1;RPUSD2;BRIX1;RPS16;NOP14;EXOSC5;WDR43;WDR18;NOP2;RRP1B;EXOSC6;FRG1;WDR46;NOP58;URB1;MRM2;DDX52;EXOSC2;EXOSC1;SRFBP1;NIFK;KRR1;UTP3;KRI1;UTP14A;RPUSD1;HEATR1;DIMT1;FCF1;PPAN;MAK16;SLX9;POP5;PIH1D2;NOP56;GTPBP4;RPF2;PIN4;BMS1;TRMT2B;RRP8;RRS1;POP4;EIF6;RPL7L1;RSL1D1;NOL7;RIOK2;RPUSD4;NOC4L;TFB2M;GAR1;PRKDC;NOL6;C1D;WDR12;TRMT61B;RRP9;DDX54;TSR2;RPF1;BYSL;CHD7;NOP9;EMG1;DKC1;NVL;RRP15;WDR3;IMP4;DDX49;ERI3;DCAF13;NSUN5;POP7;TSR1;UTP4;NOL10;DDX21;REXO4;TBL3;MTREX;RRP12;DHX37;MRM3;DDX10;UTP20;RPP30;MRTO4;LYAR;MRM1;PDCD11;NOLC1;NHP2;RBM34;TSR3;EXOSC3;BOP1;BUD23;PA2G4;RPP40;SNU13;EXOSC4;NOP10;EBNA1BP2;GTF2H5;RRP7A;METTL5;TFB1M;DDX11;MAPT;MACROH2A1;POLR1F;MTOR;POLR1D;MACROH2A2;TAF1B;DIS3L;NCL;MARS1;GTF3C4;ERN2;POLR1E;TRIR;GTF3C5;POLR2E;GTF3C6;SMARCA4;TCOF1;POLR1G;GTF3A
purine ribonucleotide metabolic process	purine ribonucleotide metabolic process;ribonucleotide metabolic process;ribose phosphate metabolic process	OGDH;ATP5PD;MTOR;GALK1;NUDT9;TPI1;FITM2;NDUFV3;TIGAR;DLST;NME6;HSD17B4;NME7;NDUFA12;MYH6;PFKM;NDUFA9;PDE4B;HK1;ENTPD4;EIF6;COX11;DNM1L;HMGCS1;NDUFB11;ADSL;GCK;ELOVL3;ATP5ME;AK3;GMPS;APRT;NDUFA5;PDE8B;PDHX;BEND3;NDUFA7;PPAT;SDHA;ADCY6;ATP5F1A;NDUFB10;NDUFB7;PPCS;AK5;PGK1;ENTPD7;ATP5MJ;PRKACA;NDUFB5;GPAM;NDUFS5;STOML2;NUDT2;ACSL6;ADK;ATP5F1D;ATP5F1EP2;AK2;DCAKD;SUCLG1;ATP5PB;ACSF2;NDUFA3;PFKP;ATP6V0C;ADCY5;ACOT2;HIF1A;NDUFB9;PRKAG1;SDHD;EFL1;ATP5PO;ACSM2B;VCP;NDUFA2;ACSS2;ATP5PF;VPS9D1;PINK1;ACSL3;NDUFA1;FIS1;PPT2;GUCY2D;GPI;SDHC;MVK;ATP5MG;PDHB;UQCC3;ATP5MK;ATP5F1E;NDUFC1;NDUFA13;ACOT11;MPP1;NUDT3;ATP5MF;NUDT8;ATP1B1;ATP5MC1;ATP5F1B;ATP5MC2;NDUFS8;NDUFAB1;NDUFS7;NUDT7;ATIC;PKM;NDUFV2;ACAT1;PDHA1;GAPDH;NDUFV1;NDUFA6;NDUFB1;NDUFS6;BPGM;NDUFB3;ATP5F1C;NT5C1A;NDUFB8;NPPC;AK1;ATP5MC3;NDUFA8;ELOVL5;ALDOA;NME5;HPRT1;NMNAT1;PANK4;ADSS1;NDUFB4;NUDT19;PAICS;ELOVL6;BAD;GDA;ABCD1;TECR;GART;NDUFS2;NDUFB6;PGM1;NME1;NDUFA11;PARP1;PPP2CA;JMJD8;RHOQ;ALDOC;ADCY9;DNAJC30;PFAS;NME4;MPC2;RAN;OLA1;PMVK;AMPD3;ACACA;NUDT4;OGDHL;HINT1;NDUFB2;ATP5IF1;ABCC6;DMAC2L;FOXK2;NDUFC2;ACSS1;ACOT8;ACOT4;DLG2;ACSL4;RFK;DPYS;CTPS1;RNASEH2B;PRPS1;NUDT14
