representative	grouped_terms	genes
proton motive force-driven ATP synthesis	proton motive force-driven ATP synthesis;proton motive force-driven mitochondrial ATP synthesis;ATP biosynthetic process;purine ribonucleoside triphosphate biosynthetic process;purine nucleoside triphosphate biosynthetic process;ribonucleoside triphosphate biosynthetic process;nucleoside triphosphate biosynthetic process	NDUFS6;NDUFS4;ATP5PD;NDUFA3;ATP5F1E;NDUFB8;NDUFA13;NDUFV1;ATP5ME;ATP5MG;ATP5MJ;NDUFA9;ATP5PO;STOML2;NDUFS1;NDUFB4;NDUFB1;NDUFA1;NDUFC1;NDUFA8;NDUFA12;ATP5PF;ATP5F1A;ATP5MK;NDUFS5;NDUFAB1;NDUFV2;ATP5MC2;ATP5MF;ATP5MGL;NDUFA6;NDUFB3;ATP6V1A;ATP5F1B;ATP5F1C;ATP5MC1;ATP5PB;NDUFA5;NDUFB2;NDUFB6;ATP5MC3;DNAJC30;SDHD;NDUFB5;NDUFS2;SDHC;NDUFC2;ATP5F1EP2;NDUFB10;NDUFA11;NDUFB9;NME2P1;ALDOA;IMPDH2;VCP;NME4;NME6;PINK1;NME1;NUDT2;NME5;COX11;NME7;PARP1;DMAC2L;ADK;CTPS1;CTPS2;AK1;AK3
organellar large ribosomal subunit	organellar large ribosomal subunit;mitochondrial large ribosomal subunit;large ribosomal subunit	MRPL14;MRPL51;MRPL20;MRPL50;MRPL43;MRPL58;MRPL57;MRPL17;MRPL47;MRPL28;MRPL15;MRPS30;MRPL9;MRPL36;MRPL16;MRPL24;MRPS18A;MRPL19;MRPL37;MRPL13;MRPL1;MRPL45;MRPL35;MRPL39;MRPL10;MRPL44;MRPL49;MRPL48;MRPL3;MRPL30;RSL1D1;NHP2;RPL26L1;SNU13;RPL7L1;NPM1;RPLP0P6
peroxisome	peroxisome;microbody	IDH1;ACOT2;RIDA;IMPDH2;ABCD1;MGAT4A;IDH2;PEX12;PEX11B;NUDT12;PEX14;NBR1;LONP2;SOD1;AOC1;DHRS4L1;EPHX2;ACAA1;GSTK1;PEX2;PEX10;PXMP2;PXMP4;CAT;PHYH;ABCD2;TTC1;ACBD5;HSDL2;PMVK;PLAAT3;ECI2;ATAD1;PRDX5;ACSL6;CROT;ACOT8;PAOX;SCP2;PEX7;DHRS4;PEX19;PEX3;DDO;HSD17B4;PNPLA8;HACL1;DHRS7B;TRIM37;DNM1L;MFF;ALDH3A2;SERHL2;ACSL3;NUDT7;EHHADH;LACC1;FAR2;AGPS;TMEM35A;PEX11G;NUDT17;IDE;ACOXL;ACOX1;PEX11A;VWA8;GNPAT;PEX5;PIK3C3;AMACR;STING1;FNDC5;GDAP1;ACOT4;ISOC1;SYT7;NUDT19;PEX13;ACSL4;ABCD3
platelet alpha granule lumen	platelet alpha granule lumen;platelet alpha granule	PLG;FGB;ORM1;ALB;FGG;FGA;AHSG;HRG;ORM2;SERPINA1;PF4;KNG1;SERPING1;PPBP;VEGFD;LEFTY2;PDGFA;TGFB1;VEGFC;VEGFB;TMSB4X;CLU;GAS6;FERMT3;GTPBP2;TREML1;STXBP1;CD9;SYTL4;SELP
hemostasis	hemostasis;blood coagulation;coagulation	SERPINC1;PLG;F2;FGB;FGG;FGA;APOH;FGL1;HRG;CPB2;F2RL1;PROC;TREML1;F2R;NFE2;SERPINA1;PF4;C4BPB;TUBB1;KNG1;USF1;VAV3;SERPING1;HPS4;ALOX12;HBB;SLC4A1;P2RX1;STXBP1;PDIA2;PDGFA;SERPINA10;ADTRP;COMP;ADORA2A;CD9;SAA1;DGKZ;F12;VAV1;SERPINB2;SCUBE1;HGFAC;PLEK;ADRA2B;ADAMTS18;ZNF385A;FAP;GP6;KLKB1;GAS6;FERMT3;HPSE;SELP;DGKD;ST3GAL4
aerobic respiration	aerobic respiration;cellular respiration	AFG1L;NDUFB8;COQ9;NDUFA13;DLST;NDUFV1;MLXIPL;MDH1;COX4I1;SLC25A14;IDH1;ATP5ME;ATP5MG;VCP;ABCD1;IDH2;NDUFA9;PPIF;ATP5PO;IDH3B;STOML2;SUCLG1;NDUFS1;NDUFB4;DHTKD1;NDUFB1;COX5A;NDUFA1;NDUFC1;NDUFA8;OXA1L;COX8A;NNT;PINK1;SUCLG2;NDUFA12;COX6B1;PARK7;COX10;ATP5PF;DLAT;ATP5F1A;NDUFS5;COX7A2L;NDUFAB1;NDUFV2;CAT;ATP5MF;FXN;UQCRB;UQCRFS1;UQCRH;NDUFA6;COX7C;ADSL;NDUFB3;UQCRHL;ATP5F1B;ATP5F1C;NIPSNAP2;MDH2;C2orf69;UQCRC2;IDH3A;CHCHD2;COX6C;MDH1B;CDK1;DNAJC15;FH;COX7B;NDUFA4;ATP5PB;DLD;PDHA1;NDUFA5;NDUFB2;NDUFB6;NDUFAF1;ACO1;CS;OGDHL;DNAJC30;GHITM;SDHD;NDUFB5;SUCLA2;COA6;TEFM;NDUFS2;SDHC;IREB2;PDHB;CYCS;IDE;CCNB1;MSH2;SLC25A23;HIF1A;COX15;SLC25A51;NDUFC2;ATP5F1EP2;ETFB;CHCHD5;SLC25A18;SOD2;IFNLR1;GPD2;ETFDH;SDHAF4;NR4A3;PNPT1;ETFA;CISD1;ETFRF1;LYRM7;OPN3
humoral immune response mediated by circulating immunoglobulin	humoral immune response mediated by circulating immunoglobulin;complement activation, classical pathway	IGHM;IGHG1;C9;HPX;C4BPA;IGHA1;IGHG2;IGHA2;IGHG3;C4BPB;SERPING1;LTA;C1R;CR2;C1RL;CLU;IGHG4;C1S;TNF;NOD2;C2;NCR3LG1
vesicle lumen	vesicle lumen;cytoplasmic vesicle lumen;secretory granule lumen	PLG;FGB;ORM1;ALB;FGG;FGA;APOH;TTR;AHSG;HRG;ORM2;PADI2;ARG1;GSN;CDA;TF;SERPINA1;PENK;PF4;CHIT1;KNG1;APOA1;SERPING1;FGR;SERPINB3;S100A12;PPBP;CRISP3;VEGFD;GHDC;HP;ECM1;OSCAR;GUSB;LEFTY2;BIN2;CXCL1;PLAC8;HSPA6;STK11IP;PDGFA;ARHGAP45;TGFB1;S100P;CLEC3B;PFKL;MNDA;VEGFC;DPP7;VAT1;MMP8;ARSA;VEGFB;ARHGAP9;CFP;GHRL;S100A8;IST1;PYCARD;ELANE;TMSB4X;QPCT;PGLYRP1;CLU;ADA;DBNL;S100A9;GAS6;DEFA3;FERMT3;HPSE;GTPBP2;APAF1;DEFA4;HEXB;TIMP2;AZU1;TIMP3;CEP290;FASLG;FTL;PYGL
purine ribonucleotide biosynthetic process	purine ribonucleotide biosynthetic process;ribose phosphate biosynthetic process;ribonucleotide biosynthetic process;purine nucleotide biosynthetic process;purine-containing compound biosynthetic process;nucleoside phosphate biosynthetic process;nucleotide biosynthetic process	NDUFB8;TECR;AK2;NDUFA13;NDUFV1;PAPSS1;HACD2;ALDOA;ATP5ME;ACSS2;IMPDH2;ATP5MG;VCP;ATP5MJ;NDUFA9;ATP5PO;STOML2;NME4;NDUFS1;NDUFB4;PANK4;NDUFB1;NDUFA1;NDUFC1;NDUFA8;AK5;PDK3;HACD1;NME6;PINK1;NDUFA12;HSD17B12;ADSS1;ATP5PF;DLAT;NME1;ATP5F1A;ATP5MK;NDUFS5;NDUFAB1;NDUFV2;ATP5MC2;ACAT1;PANK1;ATP5MF;DCAKD;ATP5MGL;NDUFA6;ADSL;NDUFB3;PFAS;PPT2;ATP6V1A;PDHX;ATP5F1B;ATP5F1C;ATP5MC1;ACSL6;ACACA;ATP5PB;DLD;PDHA1;NDUFA5;NDUFB2;NDUFB6;MPC2;ATP5MC3;ACSS1;DNAJC30;AK3;SDHD;NDUFB5;ELOVL5;NUDT2;ADK;NDUFS2;NME5;ACSL3;SDHC;HPRT1;COX11;PDHB;ADCY9;GMPS;ADCY1;PPCS;NME7;PAICS;AMPD3;PARP1;NDUFC2;ATP5F1EP2;GART;PPAT;NPPC;DMAC2L;GUCY2D;ACSL4;UPRT;CTPS2;PRPS2;PRPS1;RFK;AFMID;NUDT12;GUCA1A;RD3;NAMPT;QPRT;SLC4A7;NMNAT1;NMNAT3;NMNAT2;NADK2;ADAL;ADA2;FLAD1;ME1;RRM2;RRM1;KARS1;AK9
defense response to virus	defense response to virus;response to virus	F2RL1;APOBEC3A;APOBEC3H;MX2;CXCL10;TRIM22;SLFN11;HERC5;IFIT1B;RNF185;AICDA;BCL2;TLR9;IRF7;NCBP3;IRF1;BCL2L1;NLRP1;MORC3;PRF1;TRIM27;DDX56;GBP3;SLFN13;OASL;BST2;ITGAX;TRAF6;IFI27;TRIM5;ATG12;GBP2;HCFC2;IFITM1;RNF135;OAS1;PMAIP1;MX1;AIM2;IFIT3;ZDHHC11;SHFL;PYCARD;IRF3;ADARB1;IFI6;GBP1;GBP5;UAP1;ISG15;STAT2;ISG20;APOBEC3D;CASP1;DEFA3;CXCL9;MICB;SPN;TNF;PARP9;UNC93B1;ARMC5;TRIM38;RELA;DDX17;AZU1;IL23A;LYST;IFNE;ZBP1;TRIM52;MLKL;TANK;IRF9;DHX58;IFNGR2;TRAF3IP1;TRIM25;HYAL2;NMB;BNIP3L;HSP90AA1;TRIM11;MID2;BNIP3;ZDHHC1;PTPRC;OAS3;CGAS;USP20;MYD88;ZC3H12A;POLR3D;TRIM65;ZNFX1;RIPK3;TICAM1;IFIT2;NLRC5;IL1B;PML;DHX16;OAS2;MICA;TRIM34;TLR7;NCK1;ZC3HAV1;TRIM28;IL27;ZNF175;ATG16L1;RSAD2;MOV10;TNFAIP3;SPON2;POU2AF1;PENK;TBX21;CCL8;FGR;YJU2B;CXCR4;BAX;POU2F2;TYK2;CCL5;CREBZF;IKBKB;VWCE;IVNS1ABP;CLU;GSDME;AUP1;PIM2;LGALS9;APOB;CCL4;IRAK3;MAPK11;IFI44;SAP30BP;BATF3;ATF2
transporter complex	transporter complex;transmembrane transporter complex	NDUFAB1;NDUFV2;GABRA4;ATP1B3;CACNG6;CACNA2D1;GABRG1;ATP6V1D;AKAP6;KCNA5;OSTM1;KCNJ3;UQCRB;UQCRFS1;UQCRH;ATP1B2;GRIA2;GRIN2B;NDUFA6;CATSPER1;BEST4;AMIGO1;ATP6V1H;NDUFB3;CLIC5;ATP6V1A;UQCRHL;GABRQ;ABCC8;KCNG2;KCNB1;CACNG8;UQCRC2;KCNAB1;CHRNA1;CACNA1A;TRPC6;HCN4;ATP10B;KCNS1;KCNQ1;DLG3;KCNS2;FKBP1A;NDUFA4;CHP1;GRIK4;CHRNB2;CHRNA5;NDUFA5;NDUFB2;NDUFB6;SCN3A;NDUFAF1;BEST3;GRIN3A;KCNMB1;CNGA1;DMAC1;MICU1;GRIN1;CACNA1D;CLCN2;SCNN1B;NDUFB5;PKD1L1;CLIC6;ATP1B1;NDUFS2;GRIK5;ERGIC2;CLCNKB;CACNA2D3;GABRA5;SNAP25;KCNA7;NALCN;CHRNB1;ANO6;CALM2;CACNA1I;OLFM3;KCNQ5;CALM1;PLN;CHRNA7;KCNC3;KCNK1;MICU2;GABRB1;MCU;GRIK2;CATSPERB;WDR93;KCNIP2;LRRC8C;KCNJ5;NDUFC2;ATP11A;GLRB;CHRND;GABRG2;LRRC8E;CNGB3;HCN1;CACNA2D2;KCNA2;SUMO1;KCNE5;CNTNAP2;KCNK12;KCNH7;ATP1A1;PEX13;HVCN1;KCNF1;CHRNA3;GABRB3;SHISA7;KCNA3;KCNJ12;CLIC4;TRPC4;CALM3;ATP8A2;DLG2;CHRNB4;HTR3A;ATP6V0D1;KCNH3;PTPA;NDUFS5
response to lipopolysaccharide	response to lipopolysaccharide;response to molecule of bacterial origin	EPO;F2R;BMP6;MMP9;CXCL10;PENK;PF4;TNIP3;NOS1;CARD16;AICDA;NUGGC;PPBP;TLR9;NFKBIL1;CNR2;MMP3;CXCL1;LTA;PCK1;GBP3;IL1A;STAP1;LITAF;NR1D1;MAPK3;OTUD5;TRAF6;TRIM5;MMP8;GBP2;GIT1;UPF1;ACP5;S100A8;CXCL13;PYCARD;NR1H4;ELANE;MAP2K7;IRF3;IRAK2;PLSCR4;FOXP1;WDR83;NFKBIZ;GBP5;S100A9;RARA;CASP1;DEFA3;SELE;SELP;GJB2;CXCL9;KLRK1;TNF;PTGIR;NOD2;SELENOS;CDK4;DEFA4;C2;LGALS9;HMGCS2;RELA;ATP4B;TLR4;CYP1A1;PF4V1;FASLG;TICAM2;CMPK2;DEFA6;REN;IRAK4;PELI1;DEFA5;CCR7;CSF2RB;VIM;CACTIN;SHPK;SLPI;ARID5A;CASP7;CXCL3;AKAP8;NFKBIA;NAGLU;IRAK3;MYD88;CASP9;ZC3H12A;IL10RA;GCH1;CEBPB;HCK;PTGFR;BDKRB1;SIGIRR;DAB2IP;TICAM1;ALPL;LOXL1;CX3CR1;LTF;LY96;IL1B;CD14;MPO;RPS6KB1;PABPN1;CPS1;DIO2;LILRA2;PDCD4;GSTP1;PLSCR3;ABL1;ZFP36;TNFAIP3;SPON2;MALT1;NFKBIB;CD180;CXCL2;S100A7;TH;SMAD6;JAK2;IFNAR1;AXL;CD96;MAPK8;CASP8;TSPO;NFKB2;CARD8;TLR2;TRIM41;FOS;PCK2;BTK;RPL13A;CXCL11;PDCD1LG2;CSF3;TLR10;TLR6;SSC5D;TLR1;AHR;DEFB124;FCGR2B
mononuclear cell differentiation	mononuclear cell differentiation;lymphocyte differentiation	POU2AF1;APCS;F2RL1;MS4A1;CD79A;CD19;CD79B;FCRL3;PAX5;ADGRG3;IHH;CRTAM;HLX;TBX21;BMP4;AICDA;VSIR;TNFSF9;SYVN1;BCL2;WNT4;TLR9;BATF;IRF7;FNIP1;EOMES;PIK3CD;IRF1;NCAPH2;RORA;DCLRE1C;CARD11;PCK1;ADAM8;TCIRG1;IL1A;IL2RG;DOCK11;TGFB1;TSC1;LAG3;VNN1;MT1G;TRAF6;BAX;CSF1;FZD8;LY9;SLAMF1;NOTCH2;ZNF683;SMARCD1;RC3H1;CR2;NFKBID;LFNG;PIK3R6;VAV1;CLEC4D;CTSK;BRD2;RUNX2;AQP8;FOXP1;RHOH;GPS2;NFKBIZ;DCSTAMP;PGLYRP1;KMT2A;DLL4;LEF1;ADA;PIR;RARA;KAT2A;GAS6;LYL1;BCL6;FBXO7;GLI2;EGR1;SPN;NFATC1;ACIN1;ZAP70;LY6D;IL15RA;RAG1;LGALS9;ARMC5;INPP5D;ATM;RUNX3;IL23A;BATF2;MFNG;LMBR1L;SHB;STAT6;NFAM1;IFNE;VEGFA;THEMIS;PDP2;CD4;CCR7;SLC4A2;CLEC4E;LCK;ITFG2;AGER;IL7;FUT7;GLI3;METTL3;SASH3;PTPRC;BLNK;RBPJ;ZC3H12A;CEBPB;CBFB;SEMA4A;SMAD7;CCR6;CMTM7;RIPK3;STAT4;SOCS1;NTRK1;FOXO3;CDH17;ITPKB;IL34;ZBTB16;CD83;ZFP36L2;IL1B;BATF3;SART1;SPI1;ANXA1;ATF2;CD2;SYK;JUNB;PREX1;PTPN6;PTPRJ;GPR68;IL27;TCF3;RSAD2;ABL1;PRTN3;CD3E;RUNX1;SLAMF6;MALT1;CD3D;IL18;IRF4;ATP7A;ZMIZ1;GPR89B;SMARCB1;SPINK5;IL12RB1;TMEM98;ITGA4;ACTB;SMARCD2;PPP2R3C;USP44;BCL3;TCF7;CD27;DOCK2;KLRC1;AXL;ZBTB1;PLA2G2D;PSEN1;MYH9;CD1D;IFI16;MR1;ZC3H8;LILRB4;FOS;ARID2;FCGR2B;IL4R;MMP14;ID2;FASN;HDAC4;BTK;MERTK;JAK3;PKNOX1
