representative	grouped_terms	genes
regulation of hydrolase activity	regulation of hydrolase activity;regulation of peptidase activity;regulation of endopeptidase activity;positive regulation of peptidase activity;regulation of cysteine-type endopeptidase activity;positive regulation of endopeptidase activity;regulation of cysteine-type endopeptidase activity involved in apoptotic process;positive regulation of hydrolase activity;positive regulation of cysteine-type endopeptidase activity;positive regulation of cysteine-type endopeptidase activity involved in apoptotic process;regulation of proteolysis;positive regulation of proteolysis	BOK;BBC3;BAX;BID;STYXL1;GPX1;BAD;MTCH1;BAK1;HSPD1;FABP1;CASP8;PMAIP1;PRELID1;HSPE1;ARL2;HTRA2;FIS1;CASP9;AURKAIP1
regulation of programmed cell death	regulation of programmed cell death;regulation of apoptotic process;cell death;programmed cell death;apoptotic process	SPHK2;BOK;BBC3;PYCR1;GFER;BAX;BID;STYXL1;HTATIP2;MUTYH;GPX1;FKBP8;BCL2A1;BAD;SLC25A6;BCL2L11;BCL2L2;MTCH1;BAK1;TSPO;HSPD1;FABP1;MCL1;BCL2;ATAD3A;ADCY10;CASP8;PMAIP1;SLC25A27;BNIP3L;PRELID1;GPAM;BCL2L1;OGG1;GOLPH3;CASP3;HTRA2;FIS1;CASP9;AIFM3;NME3;FASTK;COA8;RHOT2;SPG7;RTL10
NADH dehydrogenase activity	NADH dehydrogenase activity;NADH dehydrogenase (ubiquinone) activity;NADH dehydrogenase (quinone) activity;mitochondrial respiratory chain complex I;NADH dehydrogenase complex;respiratory chain complex I;NAD(P)H dehydrogenase (quinone) activity;oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor;oxidoreductase activity, acting on NAD(P)H	NDUFV1;NDUFV3;NDUFB8;NDUFA10;NDUFA1;NDUFB1;NDUFS2;NDUFC1;NDUFA8;AIFM1;NDUFA4;NDUFA5;NDUFS5;NDUFB3;NDUFB4;NDUFB5;NDUFB9;NDUFV2;NDUFA12;NDUFB6;NDUFA9;NDUFS4;FOXRED1;NDUFAF1;DMAC1;NDUFAB1;CRYZ;COX15;NNT
blood vessel development	blood vessel development;vasculature development;circulatory system development	SPHK2;FKBP10;BAX;HTATIP2;GPX1;PDE2A;BAK1;COMT;PANK2;CASP8;TAFAZZIN
signaling	signaling;cell communication;signal transduction	SPHK2;BOK;BBC3;PYCR1;GFER;MAVS;AGXT;BAX;BID;STYXL1;SLC8B1;FASTK;GPX1;SLC25A22;FKBP8;BCL2A1;BAD;SLC25A6;PDE2A;GLS;BCL2L11;BCL2L2;MTCH1;BAK1;TSPO;HSPD1;MCL1;COA8;BCL2;ADCY10;CYP27B1;COMT;CASP8;KMO;PMAIP1;BNIP3L;PRELID1;CEP89;PICK1;RHOT2;BCL2L1;MCU;CRY1;PDK3;AKAP10;GOLPH3;CASP3;HTRA2;FIS1;CASP9;RTL10
organelle inner membrane	organelle inner membrane;mitochondrial inner membrane	MRPS9;COQ9;NDUFAF4;ATP5MJ;TIMM8B;NDUFAF1;NDUFC1;NDUFA8;COX6C;COX5A;AIFM1;COQ6;MRS2;MRPL24;STOML2;MRPS27;DNAJC15;CRLS1;SLC25A15;TIMM17A;DMAC1;NDUFA4;AFG3L2;UQCRH;ATP5MK;ATP5MF;HCCS;SDHD;TRAP1;ATP5F1B;NDUFAB1;NDUFA5;SLC25A4;NNT;MPC1;MRPL44;CHDH;CYCS;GUF1;UQCRB;NDUFS5;OPA1;COX10;MRPL46;CLPX;ATP5PD;UQCRC2;ATP5MC1;ATP5F1A;SDHA;COX20;PPIF;CHCHD3;HSPA9;MTX2;COX7A2;MRPL3;SAMM50;COX11;ACADVL;ATP5PF;UQCRC1;NDUFB3;NDUFB4;APOO;MRPS31;HIGD1A;HADHB;OXA1L;TMEM65;MRPS30;LRPPRC;UQCRFS1;GRPEL1;NDUFB5;TIMM23;SLC25A23;COX7C;MICU1;MRPS33;NDUFB9;ALAS1;NDUFV2;SDHB;ATP5MC3;MRPL58;NDUFA12;COX7B;IMMT;MRPL19;NDUFAF6;MRPS35;SDHC;PMPCB;ATP5PB;FECH;HADHA;COQ3;MRPL35;NDUFB6;ABCB7;MRPL33;TMEM177;MRPL47;MRPL16;COQ7;MRPL1;MAIP1;NDUFA9;MRPL15;SLC25A3;MRPL30;DMAC2L;ATP5PO;MRPS10;MRPS22;ATP5F1C;TIMM8A;MRPS16;MRPS18C;MICU2;MRPS28;NDUFS4;DAP3;MRPL39
regulation of catalytic activity	regulation of catalytic activity;regulation of molecular function	SPHK2;BOK;BBC3;PIF1;BAX;BID;STYXL1;ANTKMT;GPX1;BAD;POLG2;MTCH1;BAK1;HSPD1;FABP1;COA8;CYP27B1;CASP8;PMAIP1;PRELID1;HSPE1;ARL2;HTRA2;FIS1;CASP9;MAVS;BCL2
cellular response to chemical stimulus	cellular response to chemical stimulus;response to chemical	SPHK2;AKR1B10;BOK;PYCR1;GFER;MGARP;MAVS;BAX;ABCD1;FASN;GUK1;GLYAT;SLC8B1;GPX1;BAD;CYP11B1;PDE2A;BCL2L11;BCL2L2;BAK1;TSPO;HSPD1;FABP1;ABCB6;MGST1;BCL2;ADCY10;CYP27B1;COMT;CASP8;KMO;PMAIP1;BNIP3L;PICK1;BCL2L1;OGG1;MCU;CRY1;PDK3;SLC25A14;GOLPH3;CBR3;UCP3;CASP3;HTRA2;EFHD1;FAM210B;CASP9;LETM1;CPS1;MPST;DTYMK;MCL1;COA8;DUT;SLC25A25;D2HGDH;GPAM;HSPE1;DNAJC4;SHMT2;NOCT
oxidoreduction-driven active transmembrane transporter activity	oxidoreduction-driven active transmembrane transporter activity;primary active transmembrane transporter activity	NDUFC2;CYC1;NDUFV1;NDUFV3;NDUFB8;COX4I1;COX5B;NDUFA10;NDUFA1;NDUFB1;NDUFS2;COX15;COX8A;NDUFC1;NDUFA8;COX5A;NDUFA4;UQCRH;NDUFA5;NDUFS5;UQCRC1;NDUFB3;NDUFB4;UQCRFS1;NDUFB5;NDUFB9;NDUFV2;NDUFA12;COX7B;NDUFB6;NDUFA9;NDUFS4;TOMM20;ATP5F1B;ABCD3;ABCB7
regulation of neuron apoptotic process	regulation of neuron apoptotic process;neuron apoptotic process	BOK;PYCR1;BAX;BCL2L11;MCL1;BCL2;ADCY10;CASP8;SLC25A27;BCL2L1;CASP3;HTRA2;CASP9;BID;GPX1
system development	system development;multicellular organism development;anatomical structure development;developmental process	SPHK2;BOK;GFER;SCO2;MGARP;FKBP10;BAX;MPST;ABCD1;STYXL1;HTATIP2;GPX1;FKBP8;BAD;PDE2A;BCL2L11;BCL2L2;MIGA2;MTCH1;BAK1;TSPO;HSPD1;ABCB6;TAFAZZIN;BCL2;DHX30;DUT;ADCY10;SLC25A25;COMT;PANK2;CASP8;PICK1;BCL2L1;COQ8B;SPG7;CASP3;HTRA2;EFHD1;CASP9;MTHFD1L;CPS1;BLOC1S1;POLG2;CYP27B1;PRELID1;SLC25A34;FAM210B;NOCT;ALAS2;PDP2;FASN;SLC25A38;DTYMK;SLC25A27;MCU;FIS1;SDHAF2;MCL1;GPAM;HSPE1
proton-transporting two-sector ATPase complex, proton-transporting domain	proton-transporting two-sector ATPase complex, proton-transporting domain;proton-transporting ATP synthase complex, coupling factor F(o)	ATP5MF;ATP5PD;ATP5MC1;ATP5PF;ATP5MC3;ATP5PB;DMAC2L;ATP5PO
intrinsic apoptotic signaling pathway in response to DNA damage	intrinsic apoptotic signaling pathway in response to DNA damage;signal transduction in absence of ligand;extrinsic apoptotic signaling pathway in absence of ligand	BOK;BAX;BID;BCL2A1;BAD;BCL2L11;BCL2L2;BAK1;MCL1;BCL2;BCL2L1;HTRA2;CASP9
positive regulation of apoptotic signaling pathway	positive regulation of apoptotic signaling pathway;positive regulation of intrinsic apoptotic signaling pathway	BOK;BBC3;BAX;BID;STYXL1;BAD;BCL2L11;MCL1;ADCY10;PMAIP1;HTRA2;FIS1;SEPTIN4
regulation of intrinsic apoptotic signaling pathway	regulation of intrinsic apoptotic signaling pathway;regulation of apoptotic signaling pathway	BOK;BBC3;PYCR1;BAX;BID;STYXL1;GPX1;BAD;BCL2L11;BCL2L2;MCL1;BCL2;ADCY10;PMAIP1;BCL2L1;HTRA2;FIS1;SLC25A6;BAK1;PRELID1
positive regulation of catalytic activity	positive regulation of catalytic activity;positive regulation of molecular function	BOK;BBC3;BAX;BID;ANTKMT;BAD;POLG2;MTCH1;BAK1;HSPD1;COA8;CYP27B1;CASP8;PMAIP1;PRELID1;HSPE1;HTRA2;FIS1;CASP9;MAVS
negative regulation of cellular process	negative regulation of cellular process;negative regulation of biological process	SPHK2;BOK;PYCR1;PC;GFER;MGARP;PIF1;MAVS;BAX;ABCD1;BID;STYXL1;HTATIP2;SLC8B1;MUTYH;FASTK;GPX1;FKBP8;BCL2A1;SLC25A6;PDE2A;BCL2L2;BAK1;TSPO;HSPD1;FABP1;MCL1;GPAT2;COA8;BCL2;ATAD3A;ADCY10;CYP27B1;CASP8;SLC25A27;BNIP3L;PRELID1;PICK1;GPAM;BCL2L1;METTL4;OGG1;CRY1;GOLPH3;SHMT2;CASP3;HTRA2;FIS1;ACADL;NOCT;LETM1;ANGEL2;AURKAIP1;SDHAF2;DNA2;ARL2
leukocyte activation	leukocyte activation;cell activation;lymphocyte activation;T cell activation	SPHK2;BAX;PDP2;BID;BAD;BAK1;HSPD1;BCL2;CASP8;PRELID1;GPAM;CASP3
proton channel activity	proton channel activity;proton-transporting ATP synthase activity, rotational mechanism;monoatomic cation channel activity	ATP5MF;ATP5F1B;ATP5PD;ATP5F1A;ATP5PF;ATP5PB;ATP5PO;ATP5F1C
regulation of mitochondrial membrane permeability	regulation of mitochondrial membrane permeability;regulation of membrane permeability	BOK;BAX;BID;BAD;SLC25A6;BCL2L11;BCL2L2;BAK1;BCL2;PMAIP1;BNIP3L;RHOT2;BCL2L1;SPG7;RTL10
regulation of membrane potential	regulation of membrane potential;regulation of mitochondrial membrane potential	BOK;PYCR1;BAX;ABCD1;BID;SLC8B1;BAD;BAK1;TSPO;BCL2;ADCY10;PANK2;PMAIP1;SLC25A27;BNIP3L;PRELID1;BCL2L1
ribonucleoprotein complex	ribonucleoprotein complex;ribosomal subunit;organellar ribosome;mitochondrial ribosome;ribosome	MRPS31;MRPS30;LRPPRC;MRPS33;TRMT10C;MRPL58;MRPL19;MRPS35;MRPL35;MRPL33;SLIRP;MRPL47;MRPL16;MRPL1;MRPL15;MRPL30;MRPS10;MRPS22;MRPS16;MRPS18C;MRPS28;DAP3;MRPL39
negative regulation of programmed cell death	negative regulation of programmed cell death;negative regulation of apoptotic process	BOK;PYCR1;GFER;BAX;BID;HTATIP2;MUTYH;GPX1;FKBP8;BCL2A1;SLC25A6;BCL2L2;BAK1;HSPD1;FABP1;MCL1;BCL2;ATAD3A;CASP8;SLC25A27;BNIP3L;PRELID1;GPAM;BCL2L1;OGG1;GOLPH3;HTRA2
positive regulation of cellular process	positive regulation of cellular process;positive regulation of biological process	SPHK2;BOK;BBC3;GFER;MGARP;MAVS;BAX;ABCD1;BID;STYXL1;HTATIP2;ANTKMT;GPX1;SLC25A37;FKBP8;BCL2A1;BAD;POLG2;PDE2A;BCL2L11;MTCH1;BAK1;TSPO;HSPD1;FABP1;MCL1;TAFAZZIN;COA8;BCL2;ADCY10;CYP27B1;STAR;TSTD1;CASP8;KMO;PMAIP1;SLC25A27;BNIP3L;PRELID1;PICK1;GPAM;BCL2L1;MCU;CRY1;ARL2;RCC1L;GOLPH3;DCXR;SHMT2;CASP3;HTRA2;FAM210B;STOM;FIS1;CASP9;NOCT;ANGEL2;HSPE1;LETMD1;ACADL;AURKAIP1;SFXN5;DNA2;SEPTIN4
tube morphogenesis	tube morphogenesis;tube development	FKBP10;BAX;HTATIP2;GPX1;BCL2L11;BAK1;BCL2;PANK2;CASP8;CASP3;MTHFD1L;FKBP8;CPS1
biological process involved in interspecies interaction between organisms	biological process involved in interspecies interaction between organisms;response to biotic stimulus;response to external biotic stimulus;response to other organism	PC;GFER;MAVS;BAX;FASN;GPX1;BAK1;TSPO;HSPD1;CA5B;BCL2;ATAD3A;CYP27B1;CASP8;KMO;PMAIP1;BNIP3L;GPAM;BCL2L1;SHMT2;CASP3;STOM;CASP9;NOCT;CPS1;C15orf48
leukocyte differentiation	leukocyte differentiation;mononuclear cell differentiation	BAX;PDP2;FASN;BAD;BAK1;BCL2;CASP8;PRELID1
organonitrogen compound biosynthetic process	organonitrogen compound biosynthetic process;cellular nitrogen compound biosynthetic process	MRPL24;STOML2;MRPS27;METTL5;ALDH9A1;AK3;SLC25A15;PDHX;DBI;ATP5MK;ATP5MF;SDHD;TRAP1;ATP5F1B;NDUFAB1;NDUFA5;MRPL44;CHDH;GUF1;NDUFS5;COX10;PCBD2;FARS2;MRPL46;ATP5PD;TMLHE;ATP5MC1;FXN;ALDH7A1;GOT2;ATP5F1A;PARS2;SDHA;MTIF3;ACAT1;MRPL3;TSFM;COX11;ATP5PF;NDUFB3;NDUFB4;CHPT1;MRPS31;MRPS30;LRPPRC;ACADM;NDUFB5;SUCLA2;IARS2;MRPS33;TRMT10C;NDUFB9;ALAS1;NDUFV2;PDHA1;SDHB;ATP5MC3;MRPL58;NDUFA12;MRPL19;MRPS35;SDHC;ATP5PB;FECH;DLD;MRPL35;NDUFB6;ABCB7;PDHB;MRPL33;MRPL47;MRPL16;MRPL1;FASTKD2;NDUFA9;MARS2;GFM1;MRPL15;MRPL30;DMAC2L;ATP5PO;NARS2;MRPS10;MRPS22;ATP5F1C;MRPS16;MRPS18C;MRPS28;NDUFS4;DAP3;MRPL39;SLC30A9;PRKN;TFB1M;PRDX3;MTERF3;NIF3L1
cellular response to abiotic stimulus	cellular response to abiotic stimulus;cellular response to environmental stimulus	BAX;BAD;PDE2A;BAK1;TSPO;CASP8;BCL2L1;CRY1;CASP3;EFHD1;CASP9;LETM1
NADH dehydrogenase complex assembly	NADH dehydrogenase complex assembly;mitochondrial respiratory chain complex I assembly	TIMM21;TMEM186;NDUFA10;NDUFA1;NDUFAF5;NDUFB1;NDUFS2;NUBPL;NDUFAF4;NDUFAF1;NDUFC1;LYRM2;NDUFA8;DMAC1;NDUFAB1;NDUFA5;NDUFS5;NDUFB3;NDUFB4;OXA1L;NDUFB5;NDUFB9;NDUFA12;NDUFAF6;NDUFB6;NDUFA9;NDUFS4
peptide biosynthetic process	peptide biosynthetic process;translation	TRAP1;MRPL44;GUF1;FARS2;MRPL46;PARS2;MTIF3;MRPL3;TSFM;MRPS31;MRPS30;LRPPRC;IARS2;MRPS33;TRMT10C;MRPL58;MRPL19;MRPS35;FECH;MRPL35;MRPL33;MRPL47;MRPL16;MRPL1;FASTKD2;MARS2;GFM1;MRPL15;MRPL30;NARS2;MRPS10;MRPS22;MRPS16;MRPS18C;MRPS28;DAP3;MRPL39
positive regulation of macromolecule metabolic process	positive regulation of macromolecule metabolic process;positive regulation of nitrogen compound metabolic process	SPHK2;BOK;BBC3;GFER;MAVS;BAX;BID;HTATIP2;SLC25A37;BAD;POLG2;PDE2A;MTCH1;BAK1;HSPD1;BCL2;ADCY10;TSTD1;CASP8;PMAIP1;PRELID1;CRY1;HSPE1;RCC1L;CASP3;HTRA2;FIS1;CASP9;NOCT;ANGEL2;AURKAIP1;DNA2;SEPTIN4;TAFAZZIN
sex differentiation	sex differentiation;reproductive structure development;reproductive system development;gonad development;development of primary sexual characteristics	BOK;BAX;BCL2L11;BCL2L2;BAK1;BCL2;BCL2L1;CASP3
purine ribonucleoside triphosphate binding	purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding;carbohydrate derivative binding;adenyl ribonucleotide binding	SPHK2;PC;PIF1;RAB24;SELENOO;ACSF3;RECQL4;ABCD1;NME3;CKMT1B;GUK1;ATAD3B;COASY;FASTK;NAXD;DTYMK;HSPD1;GTPBP6;ADCK2;ABCB6;GTPBP3;TK2;BCS1L;GATC;PGS1;ATAD3A;DHX30;ADCY10;CARS2;NME4;PANK2;MOCS1;FLAD1;MTG2;TRMU;RHOT2;COQ8B;PDK3;ALDH18A1;HSPE1;ARL2;RCC1L;SPG7;ABCA9;MTHFD1L;CPS1;DNA2;TRIT1;SEPTIN4;GLYCTK;THG1L;MTG1;AARS2;ABCB10;DGUOK;ACSF2;MMAB;TIMM44;FPGS;NUDT2;LONP1;ATP5F1D;PDE2A;ACADL;ACOT7;CYB5R3;DUT
structural constituent of ribosome	structural constituent of ribosome;structural molecule activity	MRPL3;MRPS31;MRPS30;MRPS33;MRPL19;MRPS35;MRPL35;MRPL33;MRPL47;MRPL16;MRPL1;MRPL15;MRPL30;MRPS22;MRPS16;MRPS18C;DAP3
transmembrane transporter complex	transmembrane transporter complex;transporter complex	NDUFB1;CCDC51;NDUFS2;NDUFAF1;NDUFC1;NDUFA8;DMAC1;NDUFA4;UQCRH;NDUFAB1;NDUFA5;UQCRB;NDUFS5;UQCRC2;UQCRC1;NDUFB3;NDUFB4;UQCRFS1;NDUFB5;MICU1;NDUFB9;NDUFV2;NDUFA12;NDUFB6;NDUFA9;MICU2;NDUFS4;TIMM8B;TIMM8A
chromatin organization	chromatin organization;protein-DNA complex organization	SPHK2;ANTKMT;GPX1;PICK1;NUDT5;METTL4;ATPSCKMT;GPX4
intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress;response to endoplasmic reticulum stress	BOK;BBC3;BAX;BCL2L11;BAK1;BCL2;PMAIP1;BCL2L1
vesicle membrane	vesicle membrane;cytoplasmic vesicle membrane	BOK;RAB24;ATAD3B;ABCB6;MGST1;PICK1;BCL2L1;STOM
regulation of localization	regulation of localization;regulation of transport	SPHK2;BOK;MAVS;BAX;SLC8B1;ANTKMT;SLC25A22;BAD;SLC25A6;BAK1;TSPO;COA8;BCL2;ADCY10;KMO;SLC25A27;BNIP3L;PRELID1;PICK1;BCL2L1;MCU;CRY1;GOLPH3;LETMD1;HTRA2;STOM;FIS1;LETM1
endoplasmic reticulum membrane	endoplasmic reticulum membrane;endoplasmic reticulum subcompartment;nuclear outer membrane-endoplasmic reticulum membrane network	BOK;BAX;NAT8L;ABCD1;CPT1C;AGPAT4;FKBP8;ABCB6;MGST1;BCL2
negative regulation of cell communication	negative regulation of cell communication;negative regulation of signaling;negative regulation of signal transduction	BOK;PYCR1;MAVS;BAX;BID;GPX1;SLC25A6;PDE2A;BCL2L2;BAK1;TSPO;MCL1;BCL2;CASP8;PRELID1;PICK1;BCL2L1;CRY1
ATP binding	ATP binding;adenyl ribonucleotide binding	SPHK2;PC;PIF1;SELENOO;ACSF3;RECQL4;ABCD1;NME3;CKMT1B;GUK1;ATAD3B;COASY;FASTK;NAXD;DTYMK;HSPD1;ADCK2;ABCB6;TK2;BCS1L;GATC;PGS1;ATAD3A;DHX30;ADCY10;CARS2;NME4;PANK2;FLAD1;TRMU;COQ8B;PDK3;ALDH18A1;HSPE1;SPG7;ABCA9;MTHFD1L;CPS1;DNA2;TRIT1;GLYCTK;THG1L;AARS2;ABCB10;DGUOK;ACSF2;MMAB;TIMM44;FPGS;PDE2A;ACADL;ACOT7;CYB5R3;LONP1;ATP5F1D
cell differentiation	cell differentiation;cellular developmental process	BOK;MGARP;ALAS2;BAX;PDP2;FASN;STYXL1;HTATIP2;SLC25A38;GPX1;FKBP8;DTYMK;BAD;PDE2A;MTCH1;BAK1;TSPO;MCL1;TAFAZZIN;BCL2;ADCY10;CYP27B1;PANK2;CASP8;PRELID1;PICK1;BCL2L1;HSPE1;CASP3;HTRA2;EFHD1;FAM210B;CASP9;NOCT;CPS1;BLOC1S1;SDHAF2;SEPTIN4;RMDN3;ABCB10;DGUOK
L-amino acid metabolic process	L-amino acid metabolic process;proteinogenic amino acid metabolic process	PYCR1;SDSL;AGXT;NAT8L;MPST;GLYAT;GLS;NAGS;OAT;KMO;ALDH18A1;AADAT;SHMT2;CPS1;GLDC;AASS;GLS2;FPGS;AMT;ARG2
regulation of leukocyte activation	regulation of leukocyte activation;regulation of cell activation	SPHK2;BID;BAD;HSPD1;BCL2;PRELID1;GPAM;CASP3
ribonucleotide metabolic process	ribonucleotide metabolic process;purine ribonucleotide metabolic process;ribose phosphate metabolic process	AK3;PDHX;HSD17B4;ACOT2;ATP5MK;ATP5MF;SDHD;ATP5F1B;NDUFAB1;NDUFA5;NDUFS5;OPA1;CLPX;ATP5PD;DNM1L;ATP5MC1;ATP5F1A;SDHA;ACAT1;COX11;ATP5PF;NDUFB3;NDUFB4;SUCLG1;NDUFB5;SUCLA2;NDUFB9;NDUFV2;PDHA1;SDHB;ATP5MC3;NDUFA12;OGDH;SDHC;ATP5PB;DLD;NDUFB6;PDHB;SUCLG2;NDUFA9;DMAC2L;ATP5PO;ATP5F1C;OXSM;NDUFS4
regulation of cellular localization	regulation of cellular localization;regulation of protein localization	MAVS;BAX;SLC8B1;SLC25A22;BAD;BAK1;BCL2;ADCY10;BNIP3L;PICK1;BCL2L1;MCU;GOLPH3;HTRA2;STOM;FIS1
