representative	grouped_terms	genes
T cell activation	T cell activation;lymphocyte activation;leukocyte activation	BID;BAX;BCL2;BAD;PRELID1;PDP2;ARG2;PHB2
cellular response to abiotic stimulus	cellular response to abiotic stimulus;cellular response to environmental stimulus	PDE2A;BAX;CRY1;BAD;EFHD1;TSPO;BCL2L1;SLC25A23;BNIP3;CASP9;CASP3;BAK1
signal transduction in absence of ligand	signal transduction in absence of ligand;extrinsic apoptotic signaling pathway in absence of ligand	BAX;BCL2;BCL2A1;HTRA2;BAD;BOK;BCL2L1;BCL2L10;BAK1
vesicle membrane	vesicle membrane;cytoplasmic vesicle membrane	RAB24;ATAD3B;STOM;BOK;STX17;BCL2L1
autophagy	autophagy;process utilizing autophagic mechanism	RAB24;BCL2;PARK7;HTRA2;BAD;FIS1;BNIP3L;FKBP8;TSPO;PHB2;BOK;STX17;ADCY10;FUNDC2;BNIP3
signaling	signaling;cell communication	MTCH1;PDE2A;SLC25A22;BID;BAX;BCL2;CRY1;PRDX4;BCL2A1;GOLPH3;DNA2;PARK7;COMT;COA8;PYCR1;AHCYL1;HTRA2;BAD;RHOT2;FIS1;BBC3;SLC8B1;LONP1;PRELID1;PDK1;BNIP3L;FKBP8;TSPO;GLS;PHB2;STYXL1;BOK;NDUFAF2;GPX1;FASTK;DELE1;ADCY10;BCL2L1;BNIP3;CASP9;CEP89;SLC25A6;FAM162A;DAP3;MCU;BCL2L10;AKAP10
regulation of intrinsic apoptotic signaling pathway	regulation of intrinsic apoptotic signaling pathway;regulation of apoptotic signaling pathway	BID;BAX;BCL2;PARK7;PYCR1;HTRA2;BAD;FIS1;BBC3;STYXL1;BOK;GPX1;ADCY10;BCL2L1;PRELID1
positive regulation of macromolecule metabolic process	positive regulation of macromolecule metabolic process;positive regulation of nitrogen compound metabolic process	RMND1;MTCH1;PDE2A;BID;BAX;BCL2;CRY1;DNA2;SLC25A37;PARK7;POLG2;RCC1L;HTRA2;BAD;FIS1;BBC3;PRELID1;PHB2;BOK;CHCHD2;ADCY10;RPUSD4;CASP9;CDK5RAP1;FAM162A;NGRN;BCL2L10;MRPL12;HSPE1;NOCT;CASP3;AURKAIP1;RPUSD3;PMAIP1;HSPD1;SEPTIN4;BAK1;HTATIP2;GFER;TSTD1;PTGES2;ANGEL2;TAFAZZIN
regulation of cellular localization	regulation of cellular localization;regulation of protein localization	SLC25A22;BAX;BCL2;GOLPH3;PARK7;STOM;HTRA2;BAD;FIS1;SLC8B1;BNIP3L;NDUFAF2;ADCY10;BCL2L1
negative regulation of response to stimulus	negative regulation of response to stimulus;negative regulation of cell communication;negative regulation of signaling	PDE2A;BID;BAX;BCL2;CRY1;PARK7;PYCR1;HTRA2;LONP1;PRELID1;PHB2;ARG2;BOK;NDUFAF2;GPX1;BCL2L1;TSPO
