representative	grouped_terms	genes
nuclear chromosome segregation	nuclear chromosome segregation;sister chromatid segregation	SKA3;CDCA5;SPDL1;SPAG5;CHMP6;NEK2;ABRAXAS1;CDC16;SMC4;IK;BAZ1B;CHAMP1;CDC23;CHMP2B;ASPM;ACTL6A;ACTR2;TEX15;CEP192;TERF1;ZW10;DPF2;WAPL;BCCIP;MEI4;MIS12;DCAF13;TOP2A;MAPK15;LSM14A;DSN1;KLHL22;ANAPC5;SMC2;KIF3B;CCNE1;TRAPPC12;DYNC1LI1;KAT2B;CCNB1;NUF2;BECN1;ANAPC1;CDC20;PBRM1;SEPTIN1;ARID1B;NCAPD2;NUP62;KIF11;RAB11A;CENPE;KAT5;BUB1B;RB1;AURKB;CDK5RAP2;NUSAP1;DYNC1H1;RIOK2;CENPF;INCENP;CLASP2;NDC80;MAP3K20;C9orf78;CLASP1;CHMP4C;SKA1;TTL;CUL3;CHMP7;MAP10;ANKRD53;CENPQ;MAP9;TPR;SGO1;WASHC5;CDK1;DUSP1;HORMAD1;RAD21;NCAPH;SMC1A;NCAPG2;CCNE2;SMARCE1;APC;PRICKLE1;STAG1;SMARCA2;ABRAXAS2;NSL1;TOP2B;RACGAP1;NDC1;SMC3;BRD7
positive regulation of leukocyte differentiation	positive regulation of leukocyte differentiation;positive regulation of hemopoiesis	TNFSF9;TESPA1;ACTL6A;TGFBR2;CD74;CD27;NFKBIZ;GATA3;HCLS1;LILRB4;SASH3;HLA-DRA;CASP8;PLA2G3;CD83;PRKDC;HLX;PBRM1;ARID1B;FADD;NCKAP1L;WNT10B;KAT5;ANXA1;RB1;BTK;ZAP70;TREM2;PTPRC;CD4;IL2RG;IL2RA;KLF10;SYK;HLA-DRB1;SPI1;IL10;TNFSF4;AP3B1;EVI2B;FOS;LEF1;SMARCE1;SMARCA2;TYROBP;ROR2;DUSP10;TRIB1;RHOH;ZMIZ1;TMEM64;EGR3;CD86;NLRP3;BRD7;IL7R;RUNX3
organelle fission	organelle fission;nuclear division	KNSTRN;MOV10L1;BMP4;CHMP4B;MUL1;ANAPC7;SMARCA5;NPR2;TRIP13;MARF1;FIGNL1;BUB1;RNF212;LRP5;DNM1L;PEX11A;ANKLE1;SKA3;CDCA5;SPDL1;MFF;SPAG5;CHMP6;NEK2;DDHD2;ABRAXAS1;CDC16;SMC4;IK;BAZ1B;CHAMP1;CDC23;CHMP2B;SPIRE2;ASPM;ACTR2;TEX15;MKI67;CEP192;TERF1;FOXJ2;RAD51AP1;ZW10;CDC25B;CEP85;WAPL;BCCIP;MEI4;MIS12;DCAF13;TOP2A;MAPK15;OPA1;OBSL1;CALR;LSM14A;TDRKH;KLHL22;ANAPC5;SMC2;HSPA2;KIF3B;CCNE1;COX10;CTDP1;DYNC1LI1;KAT2B;CCNB1;NFIA;NUF2;BECN1;SYCP3;CDC20;CYP26B1;EGF;SEPTIN1;FANCM;NCAPD2;BROX;SLC25A46;NUP62;KIF11;RAB11A;CENPE;ORC4;KAT5;BUB1B;KIF20B;RB1;AURKB;CDK5RAP2;NUSAP1;CDC14A;SPIRE1;CENPF;ERCC4;CNTD1;UBR2;INCENP;CLASP2;NME6;NDC80;C9orf78;CLASP1;ANLN;CHMP4C;SKA1;CUL3;CHMP7;MAP10;ANKRD53;MAP9;TPR;SGO1;USP16;WASHC5;UBXN2B;CDK1;DUSP1;HORMAD1;RAD21;NCAPH;VPS35;AP3B1;BCL2L11;TDRD9;SMC1A;NCAPG2;WNT5A;CCNE2;CCDC8;CD28;IL1B;APC;PRICKLE1;EREG;STAG1;ABRAXAS2;RAD50;WEE2;RALBP1;MTFR2;NSL1;TOP2B;RACGAP1;IL1A;NDC1;MSX2;SMC3
primary lysosome	primary lysosome;azurophil granule	VAMP7;STXBP2;SNAP29;ACTR2;SYNGR1;CCT2;MNDA;PSMD1;SDCBP;CMTM6;DSN1;NFAM1;GCA;RNASET2;CPPED1;PRDX6;CPNE3;FTL;DEFA4;DNAJC3;GLB1;ATP6V0C;ACP3;FAF2;FRK;DNAJC13;BPI;DPP7;DYNC1H1;CD68;ACTR10;FUCA1;PYCARD;CREG1;PRCP;SLCO4C1;C6orf120;RNASE2;IRAG2;MAPK1;STX7;GNS;ARHGAP45;AZU1;RETN;RNASE3;C3AR1;LYZ;VAMP8;CEACAM8;PRKCD;DEFA3
metaphase chromosome alignment	metaphase chromosome alignment;chromosome localization;establishment of chromosome localization	SKA3;CDCA5;SPDL1;SPAG5;CHMP6;NEK2;ABRAXAS1;CHAMP1;CDC23;CHMP2B;ZW10;MIS12;DSN1;TRAPPC12;KAT2B;CCNB1;NUF2;BECN1;SEPTIN1;NUP62;RAB11A;CENPE;KAT5;RB1;AURKB;DYNC1H1;CENPF;INCENP;NDC80;CHMP4C;SKA1;TTL;CUL3;CHMP7;ANKRD53;CENPQ;SGO1;APC;ABRAXAS2;NSL1;RACGAP1;ACTR2;TERF1;LMNA
positive regulation of T cell differentiation	positive regulation of T cell differentiation;positive regulation of lymphocyte differentiation	TNFSF9;TESPA1;ACTL6A;TGFBR2;CD74;CD27;NFKBIZ;GATA3;LILRB4;SASH3;HLA-DRA;CD83;HLX;PBRM1;ARID1B;NCKAP1L;WNT10B;KAT5;ANXA1;ZAP70;PTPRC;IL2RG;IL2RA;SYK;HLA-DRB1;TNFSF4;AP3B1;LEF1;SMARCE1;SMARCA2;DUSP10;RHOH;ZMIZ1;EGR3;CD86;NLRP3;BRD7;IL7R;RUNX3;PRKDC;BTK;SPI1;IL10
lysosomal membrane	lysosomal membrane;lytic vacuole membrane;vacuolar membrane	SLC29A3;TM9SF1;LMBRD1;AP5S1;ZFYVE26;TRIM23;TLR7;LAMP2;DPP4;AP1B1;ATP6V0D1;LAPTM4A;AP1M1;CHMP6;MYO7A;VAMP7;HLA-DPB1;RAB7A;CHMP2B;TMEM59;ATP6V1H;WDR59;SNAP29;SYNGR1;VTI1B;SLC46A3;HLA-DMB;VASN;CD74;M6PR;ATP6V1G1;LNPEP;MMD;HPS6;ATP13A2;ACP2;VLDLR;ABCD1;PIP4P2;VPS39;B2M;LRP2;PLD1;HLA-DRA;CMTM6;NFAM1;ARL8B;OSTM1;CLCN3;LAMTOR3;SPG11;CPNE3;TMEM163;NAPG;IRGM;AP3M1;SPPL2A;SLC48A1;LYN;EGF;ATP6V0C;ACP3;VPS33A;CD1B;CLCN4;STARD3NL;MITF;AP2B1;TLR8;DNAJC13;RAB2A;KICS2;AP5M1;TRAF3IP3;AP5B1;NSF;DRAM2;PLEKHF1;CD68;ANPEP;MTOR;TMEM192;RAB14;VPS11;ABCB6;MARCHF8;RRAGA;PRCP;CCZ1B;SLCO4C1;LAPTM4B;SLC49A4;CHMP4C;ATP6V1A;GNB4;MPEG1;IRAG2;MIOS;CHMP7;HLA-DRB1;STX7;ABHD6;CLTC;LRBA;HLA-DPA1;VPS35;AP2A2;HLA-DQA1;AZU1;AP3B1;SLC31A2;LAPTM5;C3AR1;MFSD1;VAMP8;TMEM106B;HLA-DQB1;SNX14;TAB2;RDH14;SLC39A8;HLA-DRB5;MCOLN1;TMEM9B;CEACAM8;GPR137B;JMY;MAP1LC3B;TMEM150B;TMEM199;ABCC11;SH3GLB1;GABARAPL2;YWHAB;THBD;MAP1LC3B2;CALCOCO2;RB1CC1
antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II;antigen processing and presentation of peptide antigen via MHC class II	HLA-DPB1;UNC93B1;HLA-DMB;CD74;CTSS;B2M;HLA-DRA;ARL8B;CTSV;IFI30;TREM2;PYCARD;MARCHF8;FCER1G;HLA-DRB1;HLA-DPA1;HLA-DQA1;CTSL;HLA-DQB1;HLA-DRB5;CTSE
lymphocyte proliferation	lymphocyte proliferation;mononuclear cell proliferation;leukocyte proliferation	TNFSF9;TGFBR2;HLA-DMB;CD74;NFKBIZ;TIRAP;LILRB4;MNDA;PLCL2;SASH3;VAV3;PIK3CG;ERBB2;MS4A1;DOCK8;FCRL3;PELI1;CD79A;LYN;FADD;CHRNB2;NCKAP1L;ARMC5;GPR183;CD180;CD300A;CARD11;ANXA1;PRNP;BTK;RAC2;ZAP70;FYN;CORO1A;PTPRC;PYCARD;VSIG4;GJA1;DOCK2;ZP3;NDFIP1;AIF1;LST1;IL2RA;SYK;HLA-DRB1;PTPN6;PTPN22;IL10;HLA-DPA1;TNFSF4;XCL1;LEF1;TNFSF8;CD6;CD28;IL1B;MEF2C;TYROBP;GLMN;FCGR3A;CD40LG;IL1A;NFATC2;CCL5;TMEM131L;IKZF3;FLT3;PRKCD;CD86;CRTAM;CD3E;CTLA4;IL7R;ST6GAL1;TBK1;JUNB;TREM2;CSF2RA;MAPK1;IL5RA;CSF1R;NPR3
leukocyte activation involved in immune response	leukocyte activation involved in immune response;cell activation involved in immune response	FOXP3;FGR;SHLD1;APBB1IP;POU2AF1;CCR6;PTAFR;VAMP7;STXBP2;UNG;EXOSC6;HLA-DMB;CD74;NFKBIZ;GATA3;PLCL2;FGL2;PIK3CG;MSH6;PTK2B;LILRA2;PRAM1;SEMA4A;HLA-DRA;PLA2G3;EOMES;NBN;ZFPM1;ITGAL;HLX;LFNG;LYN;PDPK1;CLNK;JAK1;NCKAP1L;GPR183;CD180;CD300A;DOCK11;ANXA1;IRF8;BTK;TP53BP1;RAC2;MTOR;CORO1A;PHF14;JUNB;TREM2;PTPRC;DOCK10;PYCARD;LCP1;ITGAM;FCER1G;DOCK2;NDFIP1;ITGB2;DLL1;SYK;HLA-DRB1;PTPN6;PGLYRP1;SUCNR1;SPI1;IL10;RNF8;SOCS3;MSH2;TNFSF4;CLEC4E;LEF1;CD28;VAMP8;TYROBP;FCGR3A;CD40LG;LY9;SLAMF6;EIF2AK4;CD84;CD86;CCL3;NLRP3;APP
antigen processing and presentation of exogenous antigen	antigen processing and presentation of exogenous antigen;antigen processing and presentation of exogenous peptide antigen	HLA-DPB1;UNC93B1;HLA-DMB;CD74;CTSS;LNPEP;B2M;HLA-DRA;CTSV;FCGR1A;CD1B;IFI30;MFSD6;FCER1G;MPEG1;HLA-DRB1;HLA-DPA1;HLA-DQA1;AP3B1;CTSL;HLA-DQB1;HLA-DRB5;CD1E;CTSE
vesicle localization	vesicle localization;establishment of vesicle localization	BLOC1S4;CADPS;TMED2;RAB1A;MYO7A;SYT4;KLHL12;COPS5;RAB7A;STAM;EXOC5;MLPH;ARL6;DTNBP1;SNAP29;TRAK2;SNAP25;TRAPPC11;ATP13A2;MKKS;PIK3CG;EXOC6;SDCBP;TSG101;MAPK15;TRAPPC3;TMED10;KIF3B;FYCO1;C17orf75;TRAPPC12;SPG11;SAR1B;CDH2;ITGA4;AP3M1;VPS33A;BLOC1S5;STARD3NL;RAB11A;TRAPPC10;TFG;EXOC8;FBXW11;TRAPPC13;TRAPPC6B;F8A1;PDCD6IP;TOR1A;CLASP2;CLASP1;KIFAP3;TMEM230;TRAPPC8;CUL3;IKBKG;IRAG2;KIF13A;PCLO;AP3B1;LIN7A;SYNJ1;SHROOM2;USO1;CADPS2;EXOC2;CDH3
regulation of sister chromatid segregation	regulation of sister chromatid segregation;regulation of mitotic metaphase/anaphase transition;metaphase/anaphase transition of cell cycle;regulation of metaphase/anaphase transition of cell cycle;metaphase/anaphase transition of mitotic cell cycle	GEN1;CDCA8;HECW2;ANAPC7;TRIP13;BUB1;SPDL1;CDC16;IK;CDC23;ACTL6A;ZW10;DPF2;MAPK15;KLHL22;ANAPC5;DYNC1LI1;KAT2B;CCNB1;NUF2;BECN1;ANAPC1;CDC20;PBRM1;ARID1B;CENPE;KAT5;BUB1B;RB1;AURKB;CDK5RAP2;RIOK2;CENPF;INCENP;NDC80;MAP3K20;CUL3;TPR;CDK1;DUSP1;RAD21;SMARCE1;APC;SMARCA2;BRD7
type II interferon production	type II interferon production;regulation of type II interferon production	ZFPM1;IRGM;FADD;TLR8;PRNP;IRF8;CD226;PYCARD;ZP3;HLA-DRB1;PGLYRP1;PTPN22;IL10;HLA-DPA1;TNFSF4;XCL1;WNT5A;LAPTM5;CLEC7A;IL1B;CD14;SLAMF6;NLRP6;INHBA;CRTAM;CD3E;CD96;CD2
cytokine production involved in inflammatory response	cytokine production involved in inflammatory response;regulation of cytokine production involved in inflammatory response	TLR3;SIRPA;EPHB2;CARD9;ALOX5;ZC3H12A;IL17RA;ABCD2;IL6;MACIR;HIF1A;KPNA6;LILRB4;ABCD1;GPSM3;PLA2G3;MAPK14;PPARA;EXTL3;TREM2;ADCY7;PYCARD;PDCD4;APPL2;GBP5;NLRC3;CD6;CLEC7A;MAPK9
