representative	grouped_terms	genes
proteasome complex	proteasome complex;endopeptidase complex;peptidase complex	PSMD2;PSMD5;PSMB7;PSME4;PSMD3;PSMD7;UBE3A;PSMD4;UBE3C;PSMD11;PSMD6;PSMC4;PSMF1;PSMC5;PSMA6;PSMA1;PSMA5;PSMC1;PSME3;PSMD14;USP14;PSMD1;PSMB5;PRICKLE1;PSMA2;PSMB6;UCHL5;TXNL1;PSMC2;PSMB1;PSMB2;PSMA3;PSMB4;PSMA4;GPAA1;CAPNS1;PIGK;THBD;PIGS;CRADD;PIGU;ENY2;SPCS1;SEC11C;TAF6L;TADA2B;TADA1
ncRNA 5'-end processing	ncRNA 5'-end processing;RNA 5'-end processing	NOP9;POP5;PRORP;HSD17B10;TBL3;POP1;RPP25L;SSB;RPP30;POP7;TRMT10C;POP4;ABT1
nucleoside bisphosphate metabolic process	nucleoside bisphosphate metabolic process;ribonucleoside bisphosphate metabolic process;purine nucleoside bisphosphate metabolic process	ACSBG2;HACD2;ACOT11;ACSM2A;PDK2;ACOT1;MMUT;MLYCD;ELOVL1;PPCS;ACSL3;NUDT8;DGAT1;SUCLG1;ACACB;HMGCS1;TDO2;ACSF2;TECR;GCDH;NUDT7;DLAT;PMVK;ACSM3;MPC2;HACD1;ACOT8;ACOT2;GPAT4;DLST;DLD;MCCC2;CROT;OGDH;ABCD1;HSD17B4;ELOVL3;SULT1A1;PDHA1;ACSM5;ACAT1;SUCLA2;PDHB;TPST2;NUDT19;THEM5;PANK1;SULT1A2;FITM2;ACSL6;PANK4;BPNT1;HMGCR;OXSM
peroxisomal membrane	peroxisomal membrane;microbody membrane	ACBD5;PNPLA8;PEX12;PEX10;AGPS;PEX19;ATAD1;ACSL3;GNPAT;TRIM37;ALDH3A2;PEX5;DHRS7B;PEX13;PEX14;PEX11G;TTC1;PEX2;ABCD1;HSD17B4;PEX11A;ACOX1;PLAAT3;PXMP4;SYT7;ACSL6;FNDC5;CAT;PEX11B;PEX3;HMGCR;PXMP2
acyl-CoA metabolic process	acyl-CoA metabolic process;thioester metabolic process	MVK;HMGCS2;PDHX;ACOT4;ACSBG2;HACD2;ACOT11;ACSM2A;PDK2;ACOT1;MMUT;MLYCD;ELOVL1;PPCS;ACSL3;NUDT8;DGAT1;SUCLG1;ACACB;HMGCS1;TDO2;ACSF2;TECR;GCDH;NUDT7;DLAT;PMVK;ACSM3;MPC2;HACD1;ACOT8;ACOT2;GPAT4;DLST;DLD;OGDH;ABCD1;HSD17B4;ELOVL3;PDHA1;ACSM5;ACAT1;SUCLA2;PDHB;NUDT19;THEM5;FITM2;ACSL6;OXSM
proton-transporting ATP synthase complex	proton-transporting ATP synthase complex;mitochondrial proton-transporting ATP synthase complex	ATP5MK;ATP5ME;ATP5PD;ATP5MC1;ATP5F1E;ATP5MC2;ATP5PO;DMAC2L;ATP5MJ;ATP5MF;ATP5PF;ATP5F1D;ATP5F1B;ATP5F1A;ATP5MG;PPIF;ATP5PB;ATP5MC3;ATP5F1C
proton channel activity	proton channel activity;proton-transporting ATP synthase activity, rotational mechanism	ATP5ME;ATP5PD;ATP5F1E;ATP6V0C;ATP5PO;ATP5MF;ATP5PF;ATP5F1D;ATP5F1B;ATP5F1A;ATP5MG;ATP5PB;ATP6V1A;ATP5F1C;NOX5;STING1;HVCN1
purine ribonucleoside triphosphate metabolic process	purine ribonucleoside triphosphate metabolic process;purine nucleoside triphosphate metabolic process;nucleoside triphosphate metabolic process;ATP metabolic process;ribonucleoside triphosphate metabolic process	NDUFV3;ATP5MK;PRKAA1;NUDT2;AK1;NDUFA3;ABCC6;PRXL2C;SDHA;NDUFB2;VPS9D1;PPARA;ATP5ME;NDUFS6;OLA1;OPA1;VCP;NMNAT1;HIF1A;PRKAG1;HDAC4;PKM;NDUFS2;HK1;NDUFB11;NDUFA12;NDUFB8;GPI;NDUFA13;ATP5PD;ATP5MC1;ANTKMT;NDUFA7;EP300;NDUFA9;ATP5F1E;LDHC;SDHB;ATP5MC2;NDUFB7;NDUFS4;PPP2CA;ATP6V0C;OGDHL;BEND3;ATP5PO;DMAC2L;ATP1A2;NDUFA2;PARG;SLC25A25;ATP5MJ;FIGNL1;APP;ATP5MF;MFN1;SLC4A4;AK3;ATP5PF;COX11;DNAJC30;NDUFA1;ATP5F1D;NDUFB9;MLXIPL;NDUFB5;NDUFB3;MTOR;ATP5F1B;ATP5F1A;ATP5MG;ATP5PB;PGM1;NDUFA6;NDUFS1;NDUFA8;NDUFB4;NDUFS8;STOML2;NME6;NDUFS5;ATPSCKMT;NDUFC1;JMJD8;ATP6V1A;NDUFV2;ATP5MC3;SDHC;NDUFS3;ATP1B1;ALDOC;OGDH;SDHD;NDUFB1;NDUFB6;PFKM;NDUFC2;ATP5F1C;NME7;UQCC3;NDUFB10;NDUFAB1;MYH6;NME5;PARP1;GIMAP7;CLPX;BPGM;NDUFA5;NUDT15;ENTPD3;SMPDL3A;DCTPP1
S-adenosylmethionine-dependent methyltransferase activity	S-adenosylmethionine-dependent methyltransferase activity;transferase activity, transferring one-carbon groups;methyltransferase activity	PRMT7;TRMT2A;NSUN3;SETD9;ANTKMT;TPMT;SMYD1;CARNMT1;THUMPD3;METTL14;TRMT2B;TRDMT1;DNMT3A;NSUN2;TRMT5;PCMTD2;NSD1;TGS1;MEPCE;DPH5;TFB1M;BHMT2;KMT5B;PEMT;AS3MT;GNMT;ICMT;MRM2;PRMT3;MRM3;EEF1AKMT1;SETD1B;ATPSCKMT;METTL21EP;TRMT1L;METTL13;METTL2A;FTSJ3;PCMT1;TFB2M;ARMT1;SUV39H1;FDXACB1;N6AMT1;METTL15P1;COQ3;PRMT6;TRMT10A;SETMAR;ZCCHC4;NTMT2;ETFBKMT;FAM86B2;TRMO;TRMT10C;TRMT61B;PNMT;METTL18;FAM98A;BCDIN3D;HENMT1;TRMT12;COQ5;GCSH;TYW3;MTFMT;LCMT2;FAM98B;FTCD
rRNA processing	rRNA processing;rRNA metabolic process	ERI3;GTF2H5;DIS3;NSUN3;DROSHA;DDX49;RBM34;DDX52;EIF4A3;TRMT2B;UTP11;NGDN;NOP9;MPHOSPH10;TSR2;POP5;DCAF13;SHQ1;EXOSC9;NOLC1;EXOSC4;PWP1;TFB1M;UTP15;PIN4;EXOSC2;CHD7;MRM2;RRP15;MRM3;GAR1;PIH1D2;TBL3;WDR12;NOL9;PWP2;FTSJ3;SNU13;TFB2M;RPL7L1;RRP36;IMP3;SUV39H1;FDXACB1;METTL15P1;RIOK2;ZCCHC4;RPF1;FRG1;UTP3;RPUSD2;RPP30;NOL11;C1D;POP7;KRR1;TRMT61B;YTHDF2;POP4;ABT1;METTL18;DIS3L;GTF3C3;GTF3C6;MTOR;GTF3C2;POLR1B;POLR1F;GTF3C4;MACROH2A2
perisynaptic extracellular matrix	perisynaptic extracellular matrix;synapse-associated extracellular matrix;perineuronal net	NCAN;TNC;TNR;HAPLN1;PTPRZ1;BCAN;HAPLN3;VCAN;LAMA5
intermediate filament organization	intermediate filament organization;intermediate filament cytoskeleton organization;intermediate filament-based process	KRT19;MTM1;KRT15;KRT10;KRT14;KRT77;NEFH;PKP2;KRT2;AGFG1;KRT74;KRT83;KRT5;KRT80;KRT6A;KRT31;DSP;KRT17;KRT85;KRT71;KRT25;KRT6B;KRT27;SYNC;TOR1A;FAM83H;PPL;RAF1;SOD1
oxidoreductase activity, acting on CH-OH group of donors	oxidoreductase activity, acting on CH-OH group of donors;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	ADH1B;ADH1A;GRHPR;DHRS11;AKR1A1;PHGDH;SPR;EHHADH;SORD;ALDH3A1;LDHB;IDH3A;LDHC;GPD2;ALDH3A2;ME3;DHRS7B;PTGR1;DHRS7;HSD17B10;IDH3G;MDH1;L2HGDH;MDH2;IDH1;IDH3B;GPD1L;LDHD;CBR4;RDH10;AKR1B1;ADH5;HSD17B8;MDH1B;DHRS4L1;PRXL2B;RDH12;HADH;ME1;HADHA;HSD17B4;HADHB;HIBADH;CHDH;CBR3;NSDHL;AKR1B10;G6PD;HMGCR;AKR1C3;ME2;CBR1;AKR1B15;AKR1C1;PGD;RDH14
GTPase regulator activity	GTPase regulator activity;nucleoside-triphosphatase regulator activity	MCF2;PLCE1;AGAP6;ARHGDIG;FARP1;SYNGAP1;MCF2L2;SIPA1L1;RGL3;EPS8L2;TBC1D3B;ELMO1;ARAP1;DENND3;RASA2;PSD2;IQGAP1;PREX2;SESN2;RGPD3;SBF2;ARHGAP22;MYO9B;RGS1;PLEKHG2;RAPGEF5;KNDC1;HPS1;HPS4;PLEKHG1;TBC1D22B;TBC1D26;ARHGAP6;SH2D3A;AGAP9;CDC42SE1;FLCN;FARP2;STXBP5;AKAP13;PREB;RASGRF2;ARHGEF5;GNA13;RIC1;TBCD;RIMS1;EIF2B5;ARHGEF7;PLCG1;AGAP7P;RASA3;DOCK6;PLEKHG5;ARHGAP1;ARHGEF39;CYTH2;OPHN1;DENND4B;TBC1D20;DOCK7;THY1;GDI1;ARFGAP1;HTR2B;SRGAP3;PLCB1;DOCK11;ARHGEF26;RUNDC3A;RGS11;FGD4;GRIPAP1;SBF1;FAM13A;MCF2L;ARFGEF3;ARHGAP32;RAPGEF6;ERRFI1;TIAM2;AGAP2;TBC1D8;LRRK2;RASAL3;AGAP3;AGAP5;WASL;GAPVD1;SH3BP5;GMIP;IQGAP2;EIF2B4;ASAP2;ARHGAP20;ALS2CL;TBC1D10A;RGS5;ADGRB3;RGL4;TBC1D3F;RASAL1;TBC1D2B;RABGEF1;KALRN;C9orf72;PLCD4;DOCK1;ARHGAP8;ARHGEF28;TBC1D30;SGSM3;TBC1D22A;RGS10;SIPA1L3;RALGAPA1;RAP1GDS1;ARHGAP33;DOCK2;SGSM2;SRGAP1;ARHGAP45;DOCK5;SWAP70;SERGEF;RASA4;RGS18;DENND4A;RGS14;PSD;TBC1D8B;DOCK3;NRP1;ACAP1;SLIT2;DEPDC5;RASAL2;RGPD1;ACAP2;TBCK;RIN3;CYTH1;ARHGAP29;EPS8L1;GNAQ;DENND2C;WDR41;ARHGEF16;FGD2;ASAP1;TNK2;FRMD7;ECT2L;WNT11;RGPD8;ARHGEF2;ARHGAP36;WAS;PSD4;CYTH3;ARFGEF1;TBC1D2;RAB3GAP2;ARHGAP19;GNB5
peroxisomal matrix	peroxisomal matrix;microbody lumen	ECI2;ACOXL;AMACR;ACOT4;ECH1;MLYCD;DDO;AGPS;GRHPR;EPHX2;LONP2;EHHADH;SCP2;CRAT;HACL1;GNPAT;PEX5;NUDT7;PRDX5;TYSND1;IDH1;ACOT8;ACOT2;PHYH;ACAA1;IDE;CROT;ACOX2;HSD17B4;ACOX1;NUDT12;NUDT19;GSTK1;CAT
protein methylation	protein methylation;protein alkylation	PRMT7;ANTKMT;FAM98A;GSPT1;SNRPD3;ICMT;EEF1AKMT1;ATPSCKMT;METTL21EP;PCMT1;N6AMT1;PRMT6;NTMT2;ETFBKMT;FAM86B2;FAM98B;METTL18
outer mitochondrial membrane protein complex	outer mitochondrial membrane protein complex;mitochondrial outer membrane translocase complex	HSPA9;MICOS10;TOMM20;SAMM50;MFN1;CHCHD3;TOMM40L;MICOS13;DNAJC11;IMMT;APOOL;TOMM70;APOO;MTX2;MTX1
microfilament motor activity	microfilament motor activity;myosin complex	MYO1D;MYH2;MYH1;MYO5A;MYO15A;MYH15;MYH9;MYO1E;MYO9B;MYO3B;MYH4;MYH8;MYO1B;MYH10;MYO19;MYO6;MYH3;MYO1H;MYH13;MYO5B;MYO1A;MYL6;MYO1F;MYO7A;MYH11;MYH7;MYL1;MYO18B;MYL5;MYL12A
iron-sulfur cluster binding	iron-sulfur cluster binding;metal cluster binding	NDUFV1;PPAT;POLD1;RSAD1;LIAS;NDUFS7;ABAT;RSAD2;DPH2;GLRX2;ACO1;GLRX3;BRIP1;NDUFS2;NFU1;CIAPIN1;ETFDH;SDHB;ELP3;IREB2;GLRX5;NFS1;ISCU;ACO2;UQCRFS1P1;NUBP1;CISD1;NDUFS1;UQCRFS1;NDUFS8;NDUFV2;FDX1;NUBPL;NTHL1;RFESD;EXO5;CISD2;FBXL5;FXN;FECH;ISCA1;POLR3F;GSTP1
B cell mediated immunity	B cell mediated immunity;immunoglobulin mediated immune response	IGHG4;IGHV4-31;IGHV1-3;IGHV3-13;C4BPA;IGHV2-5;IGHV1-24;IGHE;CD19;IGHV6-1;INPP5D;IGHV4-28;SLC15A4;IGHV4-4;IGHG1;SVEP1;CR2;IGHV2-70D;FCGR3B;GAPT;TGFB1;TCIRG1;IGHA2;C2;CD70;IGHV3-33;IGKC;CLU;C1S;IGHV5-51;LTA;IGHV3-72;C4A;IGHV3-30;IGHV3-66;IGHV7-4-1;IGHV1-69-2;IGHV3-21;IGHG3;IL13RA2;KMT5C;CD28;IL4R;IGHV2-26;SWAP70;C1RL;NCR3LG1;STAT6;C4B;RNF168;AICDA;PTPRC;FCGR2C;IGHG2;SERPING1;BCL6;IGHV1-18;IGLC3;C9;IGHV1-69;IGHV3-48;IGHV3-20;NOD2;CSF2RB;EXO1;CFI;C1R;ATAD5;IGHV3-7;MAD2L2;IGHV1-69D;BCL10;IGHV4-59;IGHV3-11;C3;NSD2;C5;CR1
