representative	grouped_terms	genes
mitochondrial protein-containing complex	mitochondrial protein-containing complex;protein-containing complex	MRPL33;BCKDK;DLD;MRPS26;COX6A2;MRPS15;TIMM21;ROMO1;MRPL1;MCCC1;MRPS5;ATP5PD;MRPS11;SAMM50;APOO;PHB2;NDUFV2;UQCRC2;NFS1;TIMM13;PDHA1;ATP5PB;MRPL46;MRPL16;HADHB;IMMT;MRPS7;MRPL57;ACACB;MRPL14;MRPL15;MRPL41;ATP5F1E;CHCHD1;UQCRH;MRPL58;CHCHD6;MRPL10;MICOS10;UQCRQ;HADHA;COX4I1;FXN;IDH3G;ATP5PF;SLC25A4;ATP5MK;MPC1;MRPS33;DMAC2;NDUFS2;NDUFS5;NDUFB4;AURKAIP1;UQCRFS1;MRPL52;ATP5F1A;NDUFB1;COX6C;SDHB;UQCR11;MRPL51;MRPL38;NDUFB2;TIMM17B;NDUFA9;NDUFC1;ATP5ME;COX5B;MRPL20;COX7B;ATP5MF;UQCR10;MRPS18C;NDUFA11;COX6B1;ATP5MC2;NDUFA7;MRPS16;MRPS24;TIMM44;NDUFA1;NDUFB3;NDUFAB1;UQCRB;MRPL4;MRPS17;ATP5F1C;MRPS18A;ATP5MJ;COX7C;HSD17B10;NDUFB6;MRPL28;ATP5F1D;NDUFB8;NDUFA10;MRPS34;COX7A1;NDUFS4;COX7A2;TIMM8B;SDHA;NDUFA4;ATP5F1B;SUCLG1;MRPS9;NDUFA8;DMAC1;NDUFB11;NDUFB7;NDUFB10;MRPL37;BCKDHA;MRPL21;COX5A;NDUFC2;MICOS13;MRPL27;NDUFV3;ATP5MC3;ATP5MC1;NDUFA13;ATP5MG;IDH3B;UQCRC1;FOXRED1;ATP5PO;MRPL2;NDUFB9;MRPL12;NDUFS6;NDUFV1;NDUFS7;NDUFS8;CYC1;COX8A;GLRX5;VDAC3;ETFA;FIS1;LDHB;GATB;OXA1L;GRHPR;PCCB;COQ5;FH;CLPP;COQ9;SLIRP;ABCB8;MTARC1;COQ6;COX10;DBI;BOLA3;OGDH;DECR1;PXMP2;ETFB;COQ3
transmembrane transporter activity	transmembrane transporter activity;transporter activity	ATP5PF;SLC25A4;MPC1;NDUFS2;NDUFS5;NDUFB4;UQCRFS1;ATP5F1A;NDUFB1;NDUFB2;TIMM17B;NDUFA9;NDUFC1;ATP5ME;COX5B;COX7B;ATP5MF;UQCR10;ABCB8;COX6B1;ATP5MC2;NDUFA7;NDUFA1;NDUFB3;ATP5F1C;NDUFB6;ATP5F1D;NDUFB8;NDUFA10;COX7A1;NDUFS4;SLC25A10;NDUFA4;ATP5F1B;NDUFA8;SLC25A3;NDUFB7;NDUFB10;COX5A;NDUFC2;NDUFV3;ATP5MC3;ATP5MC1;ATP5MG;UQCRC1;ATP5PO;NDUFB9;NDUFS6;NDUFV1;NDUFS7;SLC25A11;NDUFS8;CYC1;UCP1;COX8A;TIMM8B
proton transmembrane transport	proton transmembrane transport;proton transmembrane transporter activity;inorganic molecular entity transmembrane transporter activity;monoatomic cation transmembrane transporter activity;inorganic cation transmembrane transporter activity;monoatomic ion transmembrane transporter activity;inorganic ion transmembrane transport;monoatomic cation transport;monoatomic cation transmembrane transport;inorganic cation transmembrane transport;monoatomic ion transport;monoatomic ion transmembrane transport	ATP5PD;PHB2;SLC25A18;ATP5PB;ATP5F1E;UQCRH;COX4I1;ATP5PF;SLC25A4;UQCRFS1;ATP5F1A;ATP5ME;COX17;COX5B;COX7B;ATP5MF;UQCR10;COX6B1;ATP5MC2;ATP5F1C;ATP5F1D;COX7A1;NDUFA4;ATP5F1B;SLC25A3;COX5A;ATP5MC3;ATP5MC1;ATP5MG;UQCRC1;ATP5PO;NDUFS7;CYC1;UCP1;COX8A;SLC25A10;SLC25A11;VDAC3;ABCB8;FXN;NDUFA9;DMPK;NIPSNAP2
proton-transporting two-sector ATPase complex	proton-transporting two-sector ATPase complex;proton-transporting ATP synthase complex;ATPase complex;mitochondrial proton-transporting ATP synthase complex	ATP5PD;ATP5PB;ATP5F1E;ATP5PF;ATP5MK;ATP5F1A;ATP5ME;ATP5MF;ATP5MC2;ATP5F1C;ATP5MJ;ATP5F1D;ATP5F1B;ATP5MC3;ATP5MC1;ATP5MG;ATP5PO
protein dimerization activity	protein dimerization activity;protein homodimerization activity	GLUD1;MCL1;BNIP3L;STOM;MICU1;AADAT;BCL2;GLDC;MIGA1;NUDT5;KYAT3;TRNT1;SLC25A14;BAX;ALDH3A2;SLC8B1;ABCB10;LYRM4;TIMM9;MMAA;BCL2L1;BCL2L10;QTRT1;CPOX;EXD2;CLPX;BCL2L2;PDE2A;YARS2;DNM1L;SLC25A27;MFF;DARS2;GARS1;IDE;ISCU;PNPO;MTHFD1L;GRPEL2;BCL2A1;ACOT7
cellular localization	cellular localization;protein localization;cellular macromolecule localization;establishment of protein localization	GLUD1;MCL1;BNIP3L;GOLPH3;STOM;AKAP10;TOMM34;BCL2;MARCHF5;AHCYL1;SCP2;SPIRE1;COMT;BAX;BID;RHOT1;HTRA2;IMMP2L;ARMCX3;SLC8B1;MGARP;NSUN2;TIMM9;SNAP29;BCL2L1;KMO;SERAC1;TIMM10B;TOMM20;HTATIP2;SYNJ2BP;MTX3;TOMM70;RAB24;STX17;MCU;VPS13D;PREPL;DNM1L;SLC25A46;MFF;DNLZ;ARF5;FKBP8;ISCU;MTERF4
mitochondrial respiratory chain complex IV	mitochondrial respiratory chain complex IV;respiratory chain complex IV	COX6A2;UQCRC2;COX4I1;UQCRFS1;COX6C;COX5B;COX7B;COX6B1;COX7C;COX7A1;COX7A2;NDUFA4;COX5A;COX8A
gonad development	gonad development;development of primary sexual characteristics;sex differentiation;reproductive structure development;reproductive system development	BCL2;BCL2L11;CASP3;PRDX4;BAX;IMMP2L;BCL2L1;BCL2L2
proton channel activity	proton channel activity;proton-transporting ATP synthase activity, rotational mechanism;monoatomic cation channel activity;monoatomic ion channel activity	ATP5PB;ATP5F1E;ATP5PF;ATP5F1A;ATP5ME;ATP5MF;ATP5F1C;ATP5F1D;ATP5F1B;ATP5MG;ATP5PO;VDAC2;ATP5PD;VDAC3
signaling	signaling;cell communication;signal transduction	PDK3;CASP8;GLUD1;MCL1;BNIP3L;GLS;GOLPH3;NBR1;AKAP10;BCL2;BCL2L11;GPX1;CASP3;AHCYL1;COMT;PRDX4;BAX;POLB;BID;RHOT1;HTRA2;CEP89;NLN;SLC8B1;NSUN2;SNAP29;BCL2L1;CYP27B1;KMO;BCL2L10;OCIAD1;PMAIP1;SYNJ2BP;PNPLA8;BCL2L2;PDE2A;COA8;MCU;PREPL;DNM1L;CRY1;BBC3;MFF;DIABLO;IDE;FKBP8;THEM4;GFER;SEPTIN4;SLC25A6
cellular response to abiotic stimulus	cellular response to abiotic stimulus;cellular response to environmental stimulus	CASP8;MICU1;CASP3;BAX;EFHD1;BCL2L1;PDE2A;CRY1
positive regulation of cell communication	positive regulation of cell communication;positive regulation of signaling;positive regulation of signal transduction	CASP8;GLUD1;MCL1;GOLPH3;BCL2L11;GPX1;BAX;BID;HTRA2;CYP27B1;KMO;OCIAD1;PMAIP1;MCU;DNM1L;BBC3;FKBP8;SEPTIN4
regulation of biological process	regulation of biological process;regulation of cellular process;biological regulation	PDK3;CASP8;GLUD1;MCL1;BNIP3L;GLS;FAM210B;METTL8;GOLPH3;NBR1;STOM;WARS2;AKAP10;OXR1;MICU1;BCL2;LETMD1;PANK2;UNG;ANGEL2;ACADL;YME1L1;MARCHF5;SPTLC2;BCL2L11;GPX1;CASP3;POLQ;NSUN3;AHCYL1;SLC25A14;USP30;PIF1;SCP2;SPIRE1;PISD;COMT;PRDX4;BAX;POLB;BID;RHOT1;HTRA2;CEP89;NLN;ARMCX3;SLC8B1;EFHD1;MGARP;ABCB10;NSUN2;SLC25A44;METTL4;SNAP29;DUT;BCL2L1;CYP27B1;KMO;GLS2;BCL2L10;OCIAD1;PMAIP1;CDK5RAP1;HTATIP2;SYNJ2BP;PDE12;RMND1;PNPLA8;TOMM70;BCL2L2;PDE2A;COA8;ALKBH1;GRSF1;MCU;VPS13D;NGRN;MPV17;PNPT1;ADCK2;PREPL;DNM1L;DGUOK;CRY1;SLC25A27;BBC3;MFF;DIABLO;GATM;MTERF3;LACTB;TFAM;POLG2;NOCT;IDE;FKBP8;THEM4;ISCU;MTERF4;GFER;PTRH2;SEPTIN4;SLC25A6;ATPSCKMT;APEX1;MTERF1;OGG1;MUTYH;ARG2;SHMT2;ALDH2;GUF1;BCL2A1;GPX4;RCC1L;ACSM3;RFK;CPT1C;GATC;CYP11B1;DNLZ
vasculature development	vasculature development;circulatory system development;blood vessel development	CASP8;WARS2;PANK2;FKBP10;GPX1;COMT;BAX;IMMP2L;HTATIP2;SYNJ2BP;PDE2A;CASP3;TOMM70
structural constituent of ribosome	structural constituent of ribosome;structural molecule activity;organellar ribosome;ribonucleoprotein complex;mitochondrial ribosome;ribosome;ribosomal subunit	MRPL33;MRPS15;MRPL1;MRPS5;MRPS11;MRPL46;MRPL16;MRPS7;MRPL57;MRPL14;MRPL15;MRPL41;MRPL10;MRPS33;MRPL52;MRPL51;MRPL20;MRPS18C;NDUFA7;MRPS16;MRPS24;MRPL4;MRPS17;MRPS18A;MRPL28;MRPS34;MRPS9;MRPL37;MRPL21;MRPL27;MRPL2;MRPL12;MRPS26;CHCHD1;MRPL58;AURKAIP1;MRPL38;SLIRP;HSD17B10
regulation of organelle organization	regulation of organelle organization;regulation of mitochondrion organization	BNIP3L;GOLPH3;MARCHF5;BCL2L11;GPX1;USP30;PIF1;SPIRE1;PISD;BAX;BID;RHOT1;HTRA2;MGARP;BCL2L1;PMAIP1;BCL2L2;PDE2A;MCU;VPS13D;DNM1L;BBC3;MFF;FKBP8;SLC25A6
proton-transporting two-sector ATPase complex, proton-transporting domain	proton-transporting two-sector ATPase complex, proton-transporting domain;proton-transporting ATP synthase complex, coupling factor F(o)	ATP5PD;ATP5PB;ATP5PF;ATP5ME;ATP5MF;ATP5MC2;ATP5MC3;ATP5MC1;ATP5MG;ATP5PO
developmental process involved in reproduction	developmental process involved in reproduction;multicellular organismal reproductive process;multicellular organism reproduction;reproduction;reproductive process;gamete generation;sexual reproduction	CASP8;BCL2;PANK2;BCL2L11;CASP3;PRDX4;BAX;IMMP2L;NSUN2;BCL2L1;CYP27B1;BCL2L10;BCL2L2;SPIRE1
mitochondrial electron transport, ubiquinol to cytochrome c	mitochondrial electron transport, ubiquinol to cytochrome c;mitochondrial respiratory chain complex III;respiratory chain complex III	UQCRC2;UQCRH;UQCRQ;UQCRFS1;UQCR11;UQCR10;UQCRB;UQCRC1;CYC1
anatomical structure development	anatomical structure development;multicellular organism development;developmental process	CASP8;GLUD1;FAM210B;NBR1;WARS2;ALAS2;BCL2;PANK2;UNG;HSCB;FKBP10;MARCHF5;SLC25A38;SPTLC2;BCL2L11;GPX1;CASP3;POLQ;SPIRE1;COMT;PRDX4;BAX;POLB;HTRA2;IMMP2L;ALDH3A2;NLN;EFHD1;MGARP;ABCB10;NSUN2;DUT;BCL2L1;CYP27B1;CDK5RAP1;HTATIP2;SYNJ2BP;TOMM70;BCL2L2;PDE2A;ALKBH1;GRSF1;MCU;NGRN;MPV17;PNPT1;DNM1L;DGUOK;SLC25A46;SLC25A27;MFF;POLG2;NOCT;SFXN1;FKBP8;MTERF4;GFER;SEPTIN4;MCL1;RMDN3;BCL2L10;OCIAD1
cytochrome-c oxidase activity	cytochrome-c oxidase activity;oxidoreductase activity, acting on a heme group of donors	COX4I1;COX5B;COX7B;COX6B1;COX7A1;COX5A;COX8A
positive regulation of programmed cell death	positive regulation of programmed cell death;positive regulation of apoptotic process	CASP8;MCL1;BNIP3L;BCL2;BCL2L11;CASP3;BAX;BID;HTRA2;PMAIP1;HTATIP2;DNM1L;BBC3;DIABLO;PTRH2;SEPTIN4
signal transduction in absence of ligand	signal transduction in absence of ligand;extrinsic apoptotic signaling pathway in absence of ligand	MCL1;BCL2;BCL2L11;BAX;HTRA2;BCL2L1;BCL2L10;BCL2L2
apoptotic process	apoptotic process;cell death;programmed cell death	CASP8;MCL1;BNIP3L;GOLPH3;NOA1;OXR1;BCL2;UNG;YME1L1;RFK;BCL2L11;GPX1;CASP3;AHCYL1;BAX;POLB;BID;RHOT1;HTRA2;BCL2L1;RMDN3;GLS2;BCL2L10;PMAIP1;HTATIP2;TOMM70;BCL2L2;COA8;NME3;ALKBH1;DNM1L;SLC25A27;BBC3;MFF;DIABLO;FKBP8;THEM4;GFER;PTRH2;SEPTIN4;SLC25A6;APEX1;OGG1;ARG2;MUTYH
bounding membrane of organelle	bounding membrane of organelle;outer membrane;organelle outer membrane;mitochondrial outer membrane	CASP8;MCL1;BNIP3L;FAM210B;GOLPH3;NBR1;STOM;TOMM34;BCL2;LETMD1;MIGA1;MARCHF5;THG1L;BCL2L11;USP30;SPIRE1;BAX;BID;RHOT1;ALDH3A2;ARMCX3;CYB5B;MGARP;SNAP29;BCL2L1;RMDN3;CYP27B1;KMO;BCL2L10;PMAIP1;QTRT1;ARMCX6;AGPAT4;EXD2;TOMM20;SYNJ2BP;MTX3;PNPLA8;TOMM70;RAB24;BCL2L2;ARMCX2;PDE2A;STX17;NME3
protein-containing complex assembly	protein-containing complex assembly;protein-containing complex organization	DMAC2;ACAD9;NDUFS2;NDUFS5;STOML2;NDUFB4;UQCRFS1;NDUFAF3;NDUFB1;MSRB2;NDUFB2;NDUFA9;UQCC2;NDUFC1;COX17;MRPL20;NDUFA11;COX10;NDUFA1;NDUFB3;NDUFAB1;COX14;HSD17B10;NDUFB6;FMC1;ATP5F1D;NDUFB8;NDUFA10;COX7A1;NDUFS4;COX7A2;NDUFA8;DMAC1;NDUFB11;NDUFB7;NDUFB10;NDUFC2;NDUFA13;ECSIT;FOXRED1;NDUFB9;TACO1;NDUFS7;NDUFS8
autophagy	autophagy;process utilizing autophagic mechanism	MCL1;BNIP3L;NBR1;FBXL4;BCL2;SPTLC2;CASP3;USP30;HTRA2;SNAP29;RAB24;STX17;VPS13D;DNM1L
cell projection organization	cell projection organization;plasma membrane bounded cell projection organization	GOLPH3;BCL2;CASP3;CEP89;EFHD1;MGARP;SNAP29;ALKBH1;DGUOK;SLC25A46
cell differentiation	cell differentiation;cellular developmental process	CASP8;MCL1;FAM210B;NBR1;WARS2;ALAS2;BCL2;PANK2;HSCB;SLC25A38;GPX1;CASP3;BAX;HTRA2;NLN;EFHD1;MGARP;ABCB10;NSUN2;BCL2L1;RMDN3;CYP27B1;OCIAD1;CDK5RAP1;HTATIP2;TOMM70;PDE2A;ALKBH1;NGRN;DGUOK;SLC25A46
monocarboxylic acid catabolic process	monocarboxylic acid catabolic process;fatty acid catabolic process;fatty acid beta-oxidation;lipid modification;cellular lipid catabolic process;fatty acid oxidation;lipid oxidation	ACADM;PHYH;HADHB;ETFDH;AGXT;ACACB;ETFA;ACAA2;ACADVL;HADHA;HADH;PCCB;GCDH;ECHS1;CRAT;MLYCD;CPT1B;ACAA1;ACADS;HSD17B10;ECI2;DECR1;DCXR;ACAT1;LDHD;ECI1;ETFB;BCO2
erythrocyte differentiation	erythrocyte differentiation;erythrocyte homeostasis	FAM210B;ALAS2;HSCB;SLC25A38;CASP3;ABCB10
apoptotic signaling pathway	apoptotic signaling pathway;intrinsic apoptotic signaling pathway	CASP8;MCL1;BNIP3L;BCL2;BCL2L11;GPX1;CASP3;BAX;POLB;BID;RHOT1;HTRA2;BCL2L1;BCL2L10;PMAIP1;BCL2L2;COA8;DNM1L;BBC3;MFF;DIABLO
positive regulation of establishment of protein localization	positive regulation of establishment of protein localization;positive regulation of protein localization	GLUD1;GOLPH3;STOM;HTRA2;TOMM70;MCU;DNM1L;MFF
guanyl nucleotide binding	guanyl nucleotide binding;guanyl ribonucleotide binding	GLUD1;NOA1;THG1L;RHOT1;ACSM1;MMAA;RAB24;PDE2A;GTPBP10;DNM1L;GTPBP6;MOCS1;ARF5;SEPTIN4;GUF1;RCC1L;ACSM5;MFN1;OPA1;MTG2
positive regulation of apoptotic signaling pathway	positive regulation of apoptotic signaling pathway;positive regulation of intrinsic apoptotic signaling pathway	MCL1;BCL2L11;BAX;BID;HTRA2;PMAIP1;DNM1L;BBC3;SEPTIN4
