representative	grouped_terms	genes
regulation of transcription by RNA polymerase II	regulation of transcription by RNA polymerase II;transcription by RNA polymerase II	TSTD1;CHCHD2;PARK7;PDE2A;UCP1
carbohydrate derivative biosynthetic process	carbohydrate derivative biosynthetic process;purine ribonucleotide biosynthetic process;purine nucleotide biosynthetic process;purine-containing compound biosynthetic process;ribonucleotide biosynthetic process;ribose phosphate biosynthetic process;nucleotide biosynthetic process;nucleoside phosphate biosynthetic process	GOLPH3;CMPK2;NDUFB6;TAFAZZIN;ACLY;NDUFA7;ATP5MC3;NDUFV3;ACACB;NDUFB9;PDK2;NDUFV1;PANK2;NDUFB1;NDUFS4;ATP5MG;NDUFS2;MLYCD;ATP5MC1;PDK4;ATP5PO;NDUFS6;NDUFS5;BCL2;ATP5PD;NDUFS7;ATP5MK;SLC25A1;DGUOK;ATP5MJ;NDUFB10;NDUFA2;GUK1;NDUFB2;ACOT7;NDUFA12;ATP5ME;SLC25A10;ATP5F1D;NDUFS8;NDUFB4;NDUFA1;NDUFB7;ACSL1;ADCY10;ANTKMT;ATP5MF;AK2;DTYMK;NDUFB8;NDUFA11;DCXR;ATP5MC2;ATP5F1E;PDK1;NDUFB11;NDUFA13;NDUFC2;NADK2;MTHFD2L;GARS1
structural constituent of ribosome	structural constituent of ribosome;structural molecule activity;ribosomal subunit;organellar ribosome;mitochondrial ribosome;ribosome;ribonucleoprotein complex	MRPL34;MRPL18;NDUFA7;MRPS7;MRPL4;MRPL27;MRPL28;MRPL43;MRPS2;MRPS5;MRPS25;MRPL36;MRPS15;MRPS21;MRPL41;MRPL11;MRPS34;MRPL32;MRPL9;MRPL55;MRPL12;MRPL51;MRPS24;MRPL21;MRPS11;MRPS6;MRPL37;MRPL57;MRPS18C;MRPL14;MRPL17;MRPL2;MRPL52;MRPL20;MRPL54;MRPS18A;CPOX;MRPS26;MRPL48;CHCHD1;MRPL38;AURKAIP1;MTG1;GADD45GIP1;SND1;HSD17B10;SLIRP
organellar ribosome	organellar ribosome;mitochondrial ribosome	MRPS26;MRPL4;MRPL27;MRPL28;MRPL43;MRPS2;MRPS5;MRPS25;MRPL48;MRPL36;MRPS15;CHCHD1;MRPS21;MRPL41;MRPL11;MRPS34;MRPL32;MRPL9;MRPL55;MRPL12;MRPL51;MRPS24;MRPL21;MRPL38;AURKAIP1;MRPS11;MRPS6;MTG1;GADD45GIP1;MRPL37;MRPL57;MRPS18C;MRPL14;MRPL17;MRPL2;MRPL52;MRPL20;MRPL54;MRPS18A
transmembrane transporter activity	transmembrane transporter activity;transporter activity	SLC25A11;SLC25A28;SLC25A22;NDUFA7;TOMM40;ATP5MC3;NDUFV3;SLC25A37;SLC25A19;SLC25A16;LETM1;NDUFB9;NDUFV1;NDUFB1;NDUFS4;MPC1;SFXN3;ATP5MG;SLC25A20;UQCR10;NDUFS2;SFXN2;ATP5MC1;ATP5PO;NDUFS6;NDUFS5;BCL2;ATP5PD;COX5A;NDUFS7;SLC25A41;SLC25A1;NDUFB10;UCP2;COX7A1;NDUFA2;COX4I1;TOMM7;NDUFB2;SLC25A23;UQCRH;NDUFA12;ATP5ME;SLC25A10;ATP5F1D;COX7B;NDUFA4;NDUFS8;MPV17;NDUFB4;SFXN1;NDUFA1;NDUFB7;ATP5MF;SLC25A33;NDUFB8;SLC25A5;COX5B;ATP5MC2;ATP5F1E;COX6B1;SLC25A18;TIMM17B;SLC25A42;NDUFC2;COX8A;UCP1;TIMM8B;PRELID3B;TSPO;PRELID1
organellar large ribosomal subunit	organellar large ribosomal subunit;mitochondrial large ribosomal subunit;large ribosomal subunit	MRPL41;MRPL11;MRPL32;MRPL9;MRPL55;MRPL12;MRPL51;MRPL21;MRPL38;GADD45GIP1;MRPL37;MRPL57;MRPL14;MRPL17;MRPL2;MRPL52;MRPL20;MRPL54;MRPS18A
oxidoreduction-driven active transmembrane transporter activity	oxidoreduction-driven active transmembrane transporter activity;primary active transmembrane transporter activity	NDUFA7;NDUFV3;NDUFB9;NDUFV1;NDUFB1;NDUFS4;UQCR10;NDUFS2;NDUFS6;NDUFS5;COX5A;NDUFS7;NDUFB10;COX7A1;NDUFA2;COX4I1;NDUFB2;UQCRH;NDUFA12;COX7B;NDUFA4;NDUFS8;NDUFB4;NDUFA1;NDUFB7;NDUFB8;COX5B;COX6B1;NDUFC2;COX8A
regulation of cell population proliferation	regulation of cell population proliferation;cell population proliferation	COX17;BID;NDUFS4;TBRG4;PRDX4;ARG2;FTH1;BCL2;GPAM;BCL2L1;PHB2;SLC25A33;SHMT2;SLC25A5;TSPO;GPX1;FMC1;ROMO1;BOK;NDUFS2;PRDX2;PDK1
negative regulation of cell communication	negative regulation of cell communication;negative regulation of signaling	BCL2;UCP2;BCL2L1;ACAA2;CRY1;NDUFAF2;HTRA2;PHB2;PRDX2;ENDOG;PYCR1;SLC25A5;TSPO;PRELID1;GPX1;TRAP1;LONP1;NDUFA13;PARK7;PDE2A;BOK
organic cyclic compound biosynthetic process	organic cyclic compound biosynthetic process;nucleobase-containing compound biosynthetic process	GLRX2;ALDH18A1;NDUFB9;PDK2;NDUFV1;PRDX5;PANK2;GARS1;NDUFB1;MTHFD1L;GFER;NDUFS4;SOD1;CPOX;NADK2;ATP5MG;MTHFD2L;NDUFS2;MLYCD;ATP5MC1;PTGES2;PDK4;ATP5PO;NDUFS6;NDUFS5;ATP5PD;NDUFS7;ATP5MK;SLC25A1;DGUOK;ATP5MJ;NDUFB10;POLRMT;NDUFA2;GUK1;ACAA2;POLG2;MOCS1;NDUFB2;ACOT7;CRY1;NDUFA12;ATP5ME;MRPL12;ATP5F1D;FDPS;MTHFS;NDUFS8;NDUFB4;NDUFA1;NDUFB7;ACSL1;PHB2;ADCY10;ANTKMT;HINT1;ATP5MF;SLC25A33;AK2;DTYMK;NDUFB8;PYCR1;NDUFA11;TSPO;HSD17B10;ATP5MC2;LIG3;ATP5F1E;SLC25A39;PDK1;NDUFB11;NDUFA13;NDUFC2;TSTD1;CHCHD2;HMGCS2;PARK7;PDE2A;ALAS2;UCP1
cellular nitrogen compound biosynthetic process	cellular nitrogen compound biosynthetic process;organonitrogen compound biosynthetic process	MRPS26;MRPL4;GLRX2;MRPL27;NDUFB9;PDK2;NDUFV1;PRDX5;MRPL28;WARS2;DARS2;PANK2;GARS1;NDUFB1;MTHFD1L;GFER;MRPL43;MTARC2;MRPS2;MRPS5;NDUFS4;RARS2;MRPS25;CPOX;MRPL48;NADK2;ATP5MG;MRPL36;MTHFD2L;NDUFS2;MLYCD;MRPS15;ATP5MC1;PTGES2;PDK4;GATB;ARG2;ATP5PO;NDUFS6;NDUFS5;RMND1;ATP5PD;NDUFS7;ATP5MK;SLC25A1;DGUOK;ATP5MJ;NDUFB10;CHCHD1;MRPS21;POLRMT;NDUFA2;MRPL41;MRPL11;GUK1;MRPS34;POLG2;NDUFB2;MRPL32;RPUSD3;ACOT7;MRPL9;CRY1;MRPL55;NDUFA12;ATP5ME;MRPL12;ATP5F1D;MRPL51;MTHFS;COA3;NDUFS8;NDUFB4;MRPS24;MRPL21;MRPL38;NDUFA1;UQCC2;AURKAIP1;NDUFB7;ACSL1;PHB2;MRRF;ADCY10;ANTKMT;HINT1;ATP5MF;SLC25A33;MRPS11;AK2;DTYMK;NDUFB8;MRPS6;SHMT2;NDUFA11;MTG1;GADD45GIP1;MRPL37;MRPL57;MRPS18C;TSPO;NAGS;MTARC1;MRPL14;ATP5MC2;LIG3;ATP5F1E;OTC;SLC25A39;PDK1;NDUFB11;TRAP1;MRPL17;MRPL2;NDUFA13;NDUFC2;MRPL52;TSTD1;MRPL20;CHCHD2;PARK7;MRPL54;PDE2A;MRPS18A;ALAS2;UCP1;ACACB;ALDH18A1;DBI;BCL2;MOCS1;PYCR1;GLS2;CKMT1A;CKMT1B
