representative	grouped_terms	genes
ribosomal subunit	ribosomal subunit;organellar ribosome;mitochondrial ribosome;ribosome	MRPS30;MRPL47;DAP3;MRPL39;AURKAIP1;MRPS7;MRPL24;MRPL1;MRPL20;MRPS35;MRPS11;MRPL4;MRPS27;MRPL13;MRPL48;MRPL36;MRPL35;MRPL37;MRPS24;MRPL28;MRPL58;MRPL14;MRPL16;MRPL12;MRPL15;MRPL44;MRPS33;MRPL10;MRPS28;MRPL30;MRPS9;MRPL57;MRPS10;MRPS16;MRPS17
mitochondrial translation	mitochondrial translation;translation;peptide biosynthetic process;amide biosynthetic process;peptide metabolic process;mitochondrial gene expression	GFM1;MRPS34;LRPPRC;FASTKD2;MRPL33;GFM2;MRPS30;MRPL47;DAP3;MRPL39;AURKAIP1;MRPS7;MRPL24;MRPL1;MRPL20;RPUSD3;MRPS35;MRPS11;MRPL4;MRPS27;TUFM;MRPL13;MRPL48;MRPL36;MRPL35;MRPL37;MRPS24;MRPL28;MRPL58;MRPL14;MRPL16;MRPL12;MRPL15;TSFM;MRPL44;MRPS33;MRPL10;MRPS28;MRPL30;EARS2;MRPS9;TRUB2;TACO1;GATB;MRPL57;MRPS10;MTIF3;MALSU1;C1QBP;MRPS16;MRPS17;LARS2;KARS1;MTRES1;METTL5;FARS2;NARS2;PDF;ACSL6;PDHX;NAGS;PDHB;ACAT1;PDHA1;SLC25A15;ACSS1;MPC2;GSTZ1;TFB1M
NADH dehydrogenase complex assembly	NADH dehydrogenase complex assembly;mitochondrial respiratory chain complex I assembly	NDUFB7;COA1;NDUFAF6;NDUFA12;NDUFA2;TMEM126B;NDUFS5;DMAC2;NDUFB10;FOXRED1;NDUFAF3;NDUFA9;NDUFA5;NDUFA13;TIMM21;NDUFS7;NDUFB8;NDUFB9;NDUFB5;NDUFA1;NDUFS8;NDUFA11;NDUFAF1;NDUFB1;ECSIT;NDUFC1;LYRM2;NDUFAF7;NDUFB4;NDUFAB1;DMAC1;NDUFB3;NDUFS2;NDUFA8;NUBPL;NDUFB6;NDUFB2;NDUFC2
cellular nitrogen compound biosynthetic process	cellular nitrogen compound biosynthetic process;organonitrogen compound biosynthetic process	ACSL6;NDUFA9;LARS2;C3orf33;KARS1;SDHA;GFM1;PDHX;MRPS34;LRPPRC;FASTKD2;PAICS;MRPL33;NDUFA5;NDUFA13;GFM2;MTRES1;NDUFS7;NDUFB8;ATP5MK;NDUFB9;ATP5MG;MRPS30;SDHC;NDUFB5;NDUFA1;MRPL47;NDUFS8;DAP3;ATP5PO;PRDX3;NDUFA11;MRPL39;AURKAIP1;METTL5;MRPS7;MRPL24;NAGS;MRPL1;ATP5MF;MRPL20;NDUFB1;PNPO;RPUSD3;COX10;ATP5F1A;NDUFS6;MRPS35;MRPS11;NDUFC1;MRPL4;ATP5PF;ATP5PB;MRPS27;TUFM;NDUFV1;MRPL13;NDUFV2;MRPL48;MRPL36;PDHB;MRPL35;MRPL37;MRPS24;FARS2;ATP5MC1;NDUFB4;ACAT1;MRPL28;MRPL58;CHCHD2;POLDIP2;MRPL14;MRPL16;NARS2;ATP5F1B;PDF;NDUFAB1;MRPL12;MRPL15;TSFM;PDHA1;MRPL44;NDUFB3;ATP5F1C;MRPS33;ACADM;MRPL10;TFB1M;SLC25A15;NDUFS2;MRPS28;NDUFA8;HINT1;MRPL30;EARS2;ACSS1;MRPS9;TRUB2;ATP5MC3;TACO1;GATB;QDPR;TSTD1;MRPL57;PRKN;DMAC2L;MRPS10;MPC2;NDUFB6;MTIF3;PRDX5;MALSU1;DNAJC30;C1QBP;NDUFB2;MRPS16;CHDH;NDUFC2;MRPS17;NFS1;CHPT1;GOT2
proton-transporting two-sector ATPase complex	proton-transporting two-sector ATPase complex;proton-transporting ATP synthase complex;ATPase complex;mitochondrial proton-transporting ATP synthase complex	ATP5MJ;ATP5MC2;ATP5F1E;ATP5MK;ATP5MG;ATP5PO;ATP5MF;ATP5F1A;ATP5PF;ATP5PB;PPIF;ATP5MC1;ATP5F1B;ATP5F1C;ATP5MC3;DMAC2L
cell differentiation	cell differentiation;cellular developmental process	BCL2;CASP8;EFHD1;BCL2L1;CDK5RAP1;BAX;ALAS2;WARS2;DGUOK;RMDN3;SEPTIN4;FAM210B;PDE2A;CYP24A1;PANK2;BLOC1S1;TAFAZZIN;GPX1;ABCB10;PDP2;NBR1;CPT1A;ADCY10;SLC25A38;BNIP3;MCL1;BOK;CYP27B1;DHRS2;HTRA2;MGARP;CASP9;NOCT;ALDH6A1;MUL1;GLRX2;CAT;SFXN1;UCP2;SPATA20;HSCB;CPS1;HTATIP2;FKBP8;CASP3;ACADVL
protein homodimerization activity	protein homodimerization activity;protein dimerization activity	BCL2;NUDT5;BNIP3L;SLC25A27;BCL2L1;BAX;ACOT7;GLUD1;QTRT1;PDE2A;GLDC;STOM;LYRM4;SLC8B1;AADAT;ABCB10;CPOX;MTHFD1L;BNIP3;MCL1;BOK;XPNPEP3;MIGA1;TIMM9;SLC25A14;KYAT3;EXD2;MIGA2;MTPAP;TXNRD2;SUPV3L1;PEX11B;CAT;UCP2;MICU1
positive regulation of intrinsic apoptotic signaling pathway	positive regulation of intrinsic apoptotic signaling pathway;positive regulation of apoptotic signaling pathway	BBC3;BAX;PMAIP1;SEPTIN4;ADCY10;MCL1;BOK;BID;BCL2L11;HTRA2
regulation of mitochondrial membrane permeability	regulation of mitochondrial membrane permeability;regulation of membrane permeability	BCL2;BNIP3L;BCL2L1;BAX;PMAIP1;SPG7;RHOT2;BNIP3;BOK;BID;BCL2L11
positive regulation of programmed cell death	positive regulation of programmed cell death;positive regulation of apoptotic process	BCL2;CASP8;BNIP3L;BBC3;BAX;PMAIP1;SEPTIN4;AIFM2;ADCY10;BNIP3;MCL1;BOK;BID;BCL2L11;HTRA2;DIABLO;SPHK2
ribonucleotide binding	ribonucleotide binding;purine ribonucleotide binding;carbohydrate derivative binding;purine ribonucleoside triphosphate binding;adenyl ribonucleotide binding	ACSM3;TK2;ACADL;ACOT7;WARS2;MOCS1;DGUOK;ABCA9;SEPTIN4;SPG7;GLUD1;PDE2A;PC;HARS2;NME3;SELENOO;PANK2;ACSM1;GUK1;THG1L;GTPBP10;DUS2;QRSL1;ABCB10;RHOT2;ACSM5;TRMU;ADCY10;CKMT1B;GATC;MTHFD1L;RARS2;ACSF3;ARF5;MFN1;CKMT1A;PGS1;PDK3;ARL2;NAXD;PIF1;SPHK2;CMPK2;RECQL4;FPGS;MTPAP;CARS2;ACSM2A;SUPV3L1;ACLY;SCP2;RAB24;MTG1;CYB5R3;CPS1;COASY;GLYCTK;ACSS3;ACADVL;POLQ;DCAKD;ALDH18A1;AK4;MTG2;HAO2;ACACB;ADCK1;MFN2;NADK2;MMAB;DTYMK;DHX30;LIG3;NOA1;DUT
vasculature development	vasculature development;circulatory system development;blood vessel development	CASP8;COMT;BAX;WARS2;IMMP2L;FKBP10;PDE2A;PANK2;GPX1;TAFAZZIN;MTERF4
organellar large ribosomal subunit	organellar large ribosomal subunit;mitochondrial large ribosomal subunit;large ribosomal subunit	MRPL33;MRPS30;MRPL47;MRPL39;MRPL24;MRPL1;MRPL20;MRPL4;MRPL13;MRPL48;MRPL36;MRPL35;MRPL37;MRPL28;MRPL58;MRPL14;MRPL16;MRPL12;MRPL15;MRPL44;MRPL10;MRPL30;MRPL57
transmembrane transporter activity	transmembrane transporter activity;transporter activity	LETM1;NDUFB10;TIMM17B;COX5B;ATP5MC2;SLC30A9;ATP5F1E;TOMM70;COX7A1;NDUFA9;VDAC2;BAK1;TIMM23;UQCRH;NDUFA5;NDUFS7;NDUFB8;NDUFB9;COX4I1;ATP5MG;NDUFB5;NDUFA1;NDUFS8;COX6B1;GHITM;ATP5PO;VDAC3;ATP5MF;NDUFB1;ATP5F1A;NDUFS6;SLC25A48;NDUFC1;ATP5PF;ATP5PB;NDUFV1;CYC1;NDUFV2;VDAC1;ABCD2;ATP5MC1;NDUFB4;SLC25A3;UQCRC1;UQCRFS1;TIMM17A;ATP5F1B;SLC25A10;COX8A;NDUFB3;ATP5F1C;SLC25A15;NDUFS2;NDUFA8;COX5A;COX7B;ATP5MC3;TOMM40L;DMAC2L;MPC2;NDUFB6;NDUFA4;NDUFB2;ABCD3;SLC25A23;NDUFC2;TIMM8B;STAR
proton transmembrane transport	proton transmembrane transport;proton transmembrane transporter activity	LETM1;COX5B;ATP5MC2;ATP5F1E;COX7A1;UQCRH;NDUFS7;COX4I1;ATP5MG;COX6B1;GHITM;ATP5PO;ATP5MF;ATP5F1A;ATP5PF;ATP5PB;PPIF;CYC1;ATP5MC1;SLC25A3;UQCRC1;UQCRFS1;ATP5F1B;COX8A;ATP5F1C;COX5A;COX7B;ATP5MC3;DMAC2L;NDUFA4;COX17
multicellular organism development	multicellular organism development;system development;anatomical structure development	BCL2;CASP8;EFHD1;COMT;BCL2L1;CDK5RAP1;BAX;WARS2;DGUOK;IMMP2L;SEPTIN4;FAM210B;SPG7;GLUD1;FKBP10;PDE2A;POLG2;PANK2;BLOC1S1;MPV17;TAFAZZIN;MTERF4;GPX1;ABCB10;NBR1;CPT1A;ADCY10;MTHFD1L;BNIP3;BOK;BCL2L11;CYP27B1;HTRA2;SPHK2;MGARP;MIGA2;GFER;DUT;FPGS;CASP9;NOCT;MUL1;PRDX4;CAT;UCP2;HSCB;CPS1;HTATIP2;FKBP8;CASP3;POLQ;NSUN2;ACACB;MMUT;MFN2;HMGCS2;UNG;PICK1;DHX30;TSPO;ARG2;SLC25A27;ALAS2;MTX1;PDP2;SLC25A38;SPTLC2;DHRS2;MARCHF5;SFXN1;ACADVL;ADCK1;DTYMK
outer membrane	outer membrane;organelle outer membrane;mitochondrial outer membrane	BCL2;CASP8;BNIP3L;BCL2L1;BAX;AGPAT4;USP30;MTARC2;PMAIP1;MTX1;GPAT2;DELE1;RMDN3;SEPTIN4;LETMD1;FAM210B;QTRT1;PDE2A;NME3;AIFM2;TAFAZZIN;THG1L;MTX3;RHOT2;CPT1A;BNIP3;MCL1;BOK;BID;MIGA1;BCL2L11;MFN1;CYP27B1;EXD2;ARMCX1;MGARP;MIGA2;TOMM6;MGST1;MARCHF5;TOMM7
proton-transporting two-sector ATPase complex, proton-transporting domain	proton-transporting two-sector ATPase complex, proton-transporting domain;proton-transporting ATP synthase complex, coupling factor F(o)	ATP5MC2;ATP5MG;ATP5PO;ATP5MF;ATP5PF;ATP5PB;ATP5MC1;ATP5MC3;DMAC2L
cell death	cell death;programmed cell death	BCL2;CASP8;BNIP3L;SLC25A27;EXOG;BCL2L1;BBC3;MUTYH;BAX;PMAIP1;DELE1;GOLPH3;RMDN3;SEPTIN4;SPG7;NME3;AIFM2;GPX1;GLS2;AHCYL1;RHOT2;ADCY10;BNIP3;MCL1;BOK;BID;BCL2L11;DHRS2;SLC25A6;HTRA2;GPX4;DIABLO;SPHK2;GFER;OXR1;PRODH;CASP9;SUPV3L1;MUL1;GLRX2;CAT;UCP2;HTATIP2;FKBP8;CASP3
developmental process	developmental process;anatomical structure development	BCL2;CASP8;EFHD1;SLC25A27;COMT;BCL2L1;CDK5RAP1;BAX;ALAS2;WARS2;MTX1;DGUOK;IMMP2L;RMDN3;SEPTIN4;FAM210B;SPG7;GLUD1;FKBP10;PDE2A;CYP24A1;POLG2;PANK2;BLOC1S1;MPV17;TAFAZZIN;MTERF4;GPX1;ABCB10;PDP2;NBR1;CPT1A;ADCY10;MTHFD1L;SLC25A38;BNIP3;MCL1;BOK;BCL2L11;SPTLC2;CYP27B1;DHRS2;HTRA2;GPX4;SPHK2;MGARP;MIGA2;GFER;DUT;FPGS;CASP9;MARCHF5;NOCT;ALDH6A1;MUL1;GLRX2;PRDX4;CAT;SFXN1;UCP2;SPATA20;HSCB;CPS1;HTATIP2;FKBP8;CASP3;ACADVL;POLQ;NSUN2;ACACB;ADCK1;MMUT;MFN2;HMGCS2;UNG;DTYMK;PICK1;DHX30;TSPO;ARG2
regulation of intrinsic apoptotic signaling pathway	regulation of intrinsic apoptotic signaling pathway;regulation of apoptotic signaling pathway	BCL2;BCL2L1;BBC3;BAX;PMAIP1;SEPTIN4;GPX1;ADCY10;MCL1;BOK;BID;BCL2L11;HTRA2;PRODH;SLC25A6
response to radiation	response to radiation;response to light stimulus	BCL2;COMT;BCL2L1;BAX;GPX1;CRY1;CASP9;CAT;CASP3;PRIMPOL;CPT1B;OGG1
anion binding	anion binding;heterocyclic compound binding	ACSM3;ACAD11;OAT;TK2;CBR3;ACADL;ACOT7;ALAS2;MTARC2;WARS2;MOCS1;DGUOK;ABCA9;SEPTIN4;SPG7;GLUD1;PDE2A;PC;HARS2;GLDC;NME3;SELENOO;PANK2;AIFM2;ACSM1;GUK1;THG1L;GTPBP10;DUS2;AADAT;QRSL1;ABCB10;CRY1;RHOT2;ACSM5;TRMU;ADCY10;CKMT1B;GATC;MTHFD1L;RARS2;ACSF3;SPTLC2;SQOR;ARF5;MFN1;CKMT1A;PGS1;ACCS;D2HGDH;KYAT3;PDK3;ARL2;PPOX;NAXD;PIF1;SPHK2;GFER;CMPK2;PRODH;ACAD8;RECQL4;ME3;FPGS;MTPAP;CARS2;ACSM2A;MTO1;TXNRD2;ACAD9;SUPV3L1;ACLY;SCP2;RAB24;MTG1;CYB5R3;CPS1;COASY;GLYCTK;ACSS3;ACAD10;ACADVL;SHMT2;POLQ;DCAKD;ALDH18A1;AK4;MTG2;HAO2;ACACB;ADCK1;MFN2;SDSL;NADK2;MMAB;MTARC1;DTYMK;DHX30;DUT;ALDH2;CAT;MMUT
response to endoplasmic reticulum stress	response to endoplasmic reticulum stress;intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	BCL2;BCL2L1;BBC3;BAX;PMAIP1;BOK;BCL2L11
guanyl nucleotide binding	guanyl nucleotide binding;guanyl ribonucleotide binding	MOCS1;SEPTIN4;GLUD1;PDE2A;ACSM1;THG1L;GTPBP10;RHOT2;ACSM5;ARF5;MFN1;ARL2;RAB24;MTG1;AK4;MTG2;MFN2;NOA1
