representative	grouped_terms	genes
purine ribonucleotide binding	purine ribonucleotide binding;ribonucleotide binding;carbohydrate derivative binding;purine ribonucleoside triphosphate binding;ATP binding	DGUOK;ACSM3;PDE2A;SELENOO;ACOT7;ACLY;ABCB6;ACADL;GUK1;DHX30;PGS1;DTYMK;ALDH18A1;PANK2;TK2;RAB24;DCAKD;CKMT1B;MOCS1;MTHFD1L;RARS2;ATAD3B;PIF1;FPGS;GATC;SEPTIN4;TRMU;COASY;MTG2;ARF5;ABCA9;NME3;RCC1L;RECQL4;PC;CYB5R3;ARL2;THG1L;ABCB10;RHOT1;RHOT2;COQ8B;SPHK2;ATAD3A;CMPK2;MMAB;NME4;ACSF3;GLYCTK;PDK3;ABCD1;ACSM5;NAXD;DUT;ADCK2;SPG7;PARS2;TWNK;ACSM1;CARS2;FLAD1;TRNT1
protein secretion	protein secretion;establishment of protein localization to extracellular region;protein localization to extracellular region	BAD;GOLPH3;COMT;CPT1A;SLC8B1;PICK1;SLC25A22
regulation of programmed cell death	regulation of programmed cell death;regulation of apoptotic process	BCL2A1;BCL2L1;BCL2;BOK;BID;BAX;BAD;PMAIP1;BNIP3L;FKBP8;MCL1;GPX1;GOLPH3;HTATIP2;CASP8;MUTYH;BBC3;SEPTIN4;PTRH2;BCL2L11;BCL2L2;PRELID1;TSPO;GPX4;SLC25A6;GFER
cellular response to abiotic stimulus	cellular response to abiotic stimulus;cellular response to environmental stimulus	BCL2L1;BAX;BAD;EFHD1;PDE2A;CASP8
cell projection organization	cell projection organization;plasma membrane bounded cell projection organization	BCL2;EFHD1;DGUOK;GOLPH3;CEP89;MGARP;PICK1;TSPO;ABCD1;ALKBH1;BLOC1S1;SNAP29;CASP3
tube morphogenesis	tube morphogenesis;tube development	BCL2;BAX;GPX1;HTATIP2;CASP8;FKBP10;PANK2;MTHFD1L;BCL2L11;FKBP8
negative regulation of cellular process	negative regulation of cellular process;negative regulation of biological process	BCL2A1;BCL2L1;BCL2;BOK;BID;BAX;BNIP3L;USP30;FKBP8;MCL1;DGUOK;SDHAF2;PDE2A;GPX1;GOLPH3;HTATIP2;ACADL;CASP8;MUTYH;MAVS;ANGEL2;GPAT2;PIF1;PTRH2;SLC8B1;METTL4;MGARP;PICK1;BCL2L2;PRELID1;TSPO;PC;NBR1;GPX4;SLC25A6;GFER;SPHK2;ATAD3A;HTRA2;CDK5RAP1;ABCD1;CYP27B1;AIFM2;ALKBH1;NSUN2;SHMT2;PNKD;OGG1;LETM1;CRY1;PRDX4;SLC25A27;DHRS2;PDE12;COA8;CASP3;OXR1;SUPV3L1;FTH1;FASTK;PLD6;POLQ;YRDC;ARL2
structural constituent of ribosome	structural constituent of ribosome;structural molecule activity	MRPS33;MRPL13;MRPL46;MRPS30;MRPL15;MRPS16;MRPS22;MRPL30;MRPS35;MRPL37;MRPS9;MRPL35;MRPL1;DAP3
multicellular organism development	multicellular organism development;developmental process;anatomical structure development	BCL2L1;BCL2;BOK;BAX;BAD;EFHD1;FKBP8;DGUOK;PDE2A;GPX1;HTATIP2;ABCB6;DHX30;COMT;CASP8;SLC25A25;FKBP10;PANK2;MTHFD1L;FPGS;SEPTIN4;CPT1A;BCL2L11;DUT;MGARP;PICK1;BCL2L2;MTERF4;PRELID1;TSPO;NBR1;GFER;TAFAZZIN;ABCB10;COQ8B;SPHK2;HTRA2;CDK5RAP1;TXNRD1;ABCD1;CYP27B1;HSCB;ALKBH1;NSUN2;SPG7;ALAS2;MCL1;SDHAF2;SPTLC2;DTYMK;RMDN3;GPX4;MTX1;PDP2
cytoplasmic vesicle	cytoplasmic vesicle;intracellular vesicle	BCL2L1;BOK;MGST1;GOLPH3;ACLY;STOM;ABCB6;RAB24;ATAD3B;SEPTIN4;PICK1;NBR1;CYB5R3;BLOC1S1;STX17;SNAP29;PRDX4;OSBPL1A;FASN;FTH1;OCIAD2
protein localization	protein localization;cellular macromolecule localization	BCL2L1;BCL2;BID;BAX;BAD;BNIP3L;DNLZ;FKBP8;MCL1;AKAP10;GOLPH3;STOM;COMT;MAVS;RAB24;CPT1A;SLC8B1;ARF5;TIMM29;MGARP;PICK1;SLC25A22;MTERF4;TSPO;TIMM10B;ARL2;MTX1;GRPEL2;HTRA2;PMPCA;ROMO1;TOMM5;TIMM13;TOMM6;STX17;SNAP29;TOMM34;TIMM9;AHCYL1
response to nutrient levels	response to nutrient levels;response to extracellular stimulus	BCL2;BAX;PMAIP1;GPX1;COMT;DELE1;SLC25A25;CPT1A;PICK1;TSPO
generation of neurons	generation of neurons;neurogenesis	BCL2;BAX;EFHD1;FKBP8;DGUOK;SEPTIN4;MGARP;PICK1;TSPO;HTRA2;CDK5RAP1;ALKBH1;BLOC1S1;CASP3;NGRN;BOK
developmental process involved in reproduction	developmental process involved in reproduction;reproduction;reproductive process;gamete generation;sexual reproduction	BCL2L1;BCL2;BOK;BAX;CASP8;PANK2;SEPTIN4;BCL2L11;PICK1;BCL2L2;GPX4;TAFAZZIN;CYP27B1;NSUN2
ncRNA processing	ncRNA processing;RNA processing	PUSL1;MTO1;YRDC;TRMT5;GPAT2;PUS1;TRMU;TRMT1;QTRT1;NSUN3;MTERF4;PTCD1;MTFMT;METTL8;THG1L;CDK5RAP1;RPUSD4;ALKBH1;NSUN4;NSUN2;RBFA;TRNT1;ELAC2;PLD6;GTPBP3;METTL4;PDE12;AHCYL1;SUPV3L1;FASTK
regulation of cellular process	regulation of cellular process;regulation of biological process	BCL2A1;BCL2L1;BCL2;BOK;BID;BAX;BAD;PMAIP1;BNIP3L;EFHD1;USP30;FKBP8;MCL1;AKAP10;DGUOK;SDHAF2;PDE2A;GPX1;PIGBOS1;GOLPH3;HTATIP2;STOM;SPTLC2;ACADL;SLC25A37;ANTKMT;DELE1;CASP8;MUTYH;MAVS;PANK2;ANGEL2;GPAT2;BBC3;PIF1;SEPTIN4;PTRH2;CPT1A;BCL2L11;DUT;SLC8B1;MTG2;METTL4;MGARP;PICK1;SLC25A22;BCL2L2;NSUN3;MTERF4;RCC1L;SLC25A14;PISD;PRELID1;TSPO;PC;NBR1;TSTD1;GPX4;METTL8;SLC25A6;GFER;TAFAZZIN;ARL2;LETMD1;ABCB10;RHOT1;RTL10;RHOT2;SPHK2;ATAD3A;MAOA;PDK3;HTRA2;CDK5RAP1;KMO;TXNRD1;ABCD1;CYP27B1;RPUSD4;AIFM2;ALKBH1;ADCK2;NSUN2;SHMT2;PNKD;OGG1;ROMO1;POLG2;LETM1;CRY1;PRDX4;SLC25A33;SLC25A27;DHRS2;PDE12;AHCYL1;COA8;MTG1;CASP3;OXR1;PEX11B;SUPV3L1;FTH1;NGRN;PRXL2A;OCIAD2;FASTK;YRDC;CEP89;COMT;SFXN5;SLC25A44;GLS;SNAP29
