representative	grouped_terms	genes
NADH dehydrogenase complex assembly	NADH dehydrogenase complex assembly;mitochondrial respiratory chain complex I assembly	NDUFS5;TIMM21;NDUFAF4;NDUFA10;NDUFA13;NDUFAF1;NDUFB7;NDUFC1;NDUFB1;NDUFA8;NDUFA5;ECSIT;NDUFA1;NDUFB10;NDUFS2;NDUFS8;NDUFB8;NDUFAB1;NDUFB9;NDUFA9;FOXRED1;NDUFC2;DMAC1;NDUFB2;NDUFB4;NDUFS7;NDUFB5;NDUFB3;TMEM126A;NDUFB6;OXA1L;NDUFS4
RNA processing	RNA processing;ncRNA processing;tRNA processing;tRNA modification;ncRNA metabolic process;RNA modification;tRNA metabolic process	ELAC2;GPAT2;TRMU;PUSL1;TRMT5;TRIT1;CDK5RAP1;RBFA;ALKBH1;MTFMT;NSUN2;METTL8;SUPV3L1;YRDC;PUS1;MTPAP;RPUSD4;PRDX6;PTCD1;TRMT1;PDE12;TRNT1;METTL4;NSUN3;MTO1;MTERF4;QTRT1;MRM2;THG1L;GTPBP3;TDRKH;PNPT1;RARS2;HARS2;GATC;SND1
cell differentiation	cell differentiation;cellular developmental process	CYP27B1;BOK;BCL2;PDE2A;BCL2L1;BAX;MCL1;CASP8;PICK1;CPT1A;NBR1;ALAS2;PANK2;DTYMK;CDK5RAP1;DGUOK;CASP3;ALKBH1;NSUN2;SDHAF2;GPX1;SEPTIN4;PRXL2A;NGRN;NRDC;DHRS7B;NOCT;HTATIP2;EFHD1;RMDN3;PRELID1;FASN;BAD;CAT;FKBP8;ACADVL;UCP1;HSCB;TAFAZZIN;SLC25A46;MTCH1;HTRA2;TDRKH;BAK1;SND1;HSD17B4;BLOC1S1;NIF3L1;TSPO
transmembrane transporter activity	transmembrane transporter activity;transporter activity	ATP5ME;COX7A1;NDUFB1;SLC25A4;NDUFS6;SLC25A11;VDAC3;NDUFA8;NDUFA5;UQCRH;COX5B;NDUFA7;ATP5F1A;NDUFA1;ATP5MF;NDUFB10;VDAC1;NDUFS2;NDUFS8;ATP5MG;NDUFB8;VDAC2;ATP5F1B;NDUFV3;NDUFA4;ATP5PD;COX6B1;NDUFB9;NDUFA9;NDUFV1;SFXN4;ATP5PF;COX4I1;UQCRC1;MPC1;COX7B;NDUFC2;NDUFB2;ATP5MC2;COX5A;ATP5F1C;ATP5PB;NDUFB4;NDUFS7;COX8A;NDUFB5;DMAC2L;UQCRFS1;NDUFB3;NDUFV2;CYC1;NDUFB6;NDUFS4;ATP5MC3;SLC25A3;ATP5MC1;ATP5PO;SLC25A48;TIMM8B
positive regulation of programmed cell death	positive regulation of programmed cell death;positive regulation of apoptotic process	BCL2A1;BID;BOK;BCL2;BAX;MCL1;PMAIP1;CASP8;PTRH2;CASP3;DIABLO;BBC3;SEPTIN4;HTATIP2;BNIP3L;PRELID1;BAD;DNM1L;MTCH1;HTRA2;BAK1;SPHK2;AIFM2;TSPO;HSPD1;BCL2L11
proton transmembrane transport	proton transmembrane transport;proton transmembrane transporter activity;monoatomic ion transmembrane transporter activity;monoatomic ion transmembrane transport;monoatomic cation transmembrane transport;inorganic cation transmembrane transport;monoatomic cation transmembrane transporter activity;inorganic cation transmembrane transporter activity;inorganic ion transmembrane transport;inorganic molecular entity transmembrane transporter activity;monoatomic cation transport;monoatomic ion transport	ATP5ME;COX7A1;SLC25A4;UQCRH;COX5B;PPIF;ATP5F1A;ATP5MF;ATP5MG;ATP5F1B;NDUFA4;ATP5PD;COX6B1;ATP5PF;COX4I1;UQCRC1;COX7B;ATP5MC2;COX5A;ATP5F1C;ATP5PB;NDUFS7;COX8A;DMAC2L;UQCRFS1;COX17;CYC1;ATP5MC3;SLC25A3;ATP5MC1;ATP5PO;VDAC3;VDAC1;VDAC2;SFXN4;NIPSNAP2;MICU2;MAIP1;SLC25A11;NDUFA9
signal transduction	signal transduction;signaling;cell communication	CYP27B1;BCL2A1;BID;BOK;BCL2;DELE1;PDE2A;BCL2L1;BAX;MCL1;PMAIP1;CASP8;RHOT1;PICK1;NBR1;MAVS;AKAP10;PIGBOS1;TXNRD1;CASP3;RHOT2;GOLPH3;DIABLO;NSUN2;SDHAF2;GPX1;PEX11B;BBC3;BCL2L2;SEPTIN4;PDK4;BNIP3L;PDK3;PRELID1;LONP1;BAD;CAT;FKBP8;RTL10;MAOA;COA8;DNM1L;THEM4;MTCH1;HTRA2;BAK1;SPHK2;OCIAD2;SLC25A6;TIMM50;HSPD1;ACSL1;PYCR1;SLC25A33;BCL2L11;GFER;CPT1A;CEP89;SNAP29;COMT;SLC25A22;SLC8B1;GLS;TSPO;GDAP1
negative regulation of cellular process	negative regulation of cellular process;negative regulation of biological process	CYP27B1;BCL2A1;BID;POLQ;BOK;BCL2;USP30;PDE2A;BCL2L1;BAX;MCL1;GPAT2;CASP8;ANGEL2;ACACB;PICK1;PTRH2;NBR1;MAVS;UNG;ABCD1;CDK5RAP1;DGUOK;CASP3;ALKBH1;GOLPH3;NSUN2;SDHAF2;GPX1;SUPV3L1;BCL2L2;LETM1;MTPAP;DHRS7B;NOCT;PDK4;ATAD3A;HTATIP2;BNIP3L;PDE12;MUTYH;PRELID1;LONP1;METTL4;CAT;FKBP8;SLC25A27;ACADVL;ETFBKMT;SLC8B1;PIF1;COA8;APEX1;SHMT2;HTRA2;TDRKH;BAK1;SND1;PNPT1;SPHK2;PC;SLC25A6;NIF3L1;AIFM2;TSPO;HSPD1;OXR1;PYCR1;GFER;YRDC;NRDC;PGAM5
proton-transporting two-sector ATPase complex, proton-transporting domain	proton-transporting two-sector ATPase complex, proton-transporting domain;proton-transporting ATP synthase complex, coupling factor F(o)	ATP5MF;ATP5MG;ATP5PD;ATP5PF;ATP5MC2;ATP5PB;DMAC2L;ATP5MC3;ATP5MC1;ATP5PO
regulation of cellular process	regulation of cellular process;biological regulation;regulation of biological process	CYP27B1;BCL2A1;BID;POLQ;BOK;BCL2;USP30;DELE1;PDE2A;BCL2L1;BAX;MCL1;GPAT2;PMAIP1;CASP8;ANGEL2;SPTLC2;ACACB;RHOT1;PICK1;PTRH2;CPT1A;STOM;NBR1;MAVS;AKAP10;UNG;PIGBOS1;PANK2;TXNRD1;ABCD1;CDK5RAP1;DGUOK;CASP3;RHOT2;ALKBH1;GOLPH3;DIABLO;NSUN2;METTL8;SDHAF2;GPX1;PEX11B;SUPV3L1;BBC3;BCL2L2;LETM1;SEPTIN4;PRXL2A;MTPAP;NGRN;RPUSD4;PRDX6;NRDC;DHRS7B;NOCT;PDK4;PISD;SLC25A22;ATAD3A;HTATIP2;BNIP3L;PDE12;EFHD1;MUTYH;SLC25A14;PDK3;MTG2;SLC25A37;PRELID1;LONP1;ADCK2;BAD;METTL4;BCL2L13;SPIRE1;CAT;FKBP8;NSUN3;GLS2;SLC25A27;ACADVL;RTL10;MAOA;UCP1;ETFBKMT;MTERF4;LETMD1;TAFAZZIN;MPV17L2;SLC8B1;POLG2;PIF1;COA8;AK4;DNM1L;APEX1;SHMT2;THEM4;MTCH1;HTRA2;TDRKH;BAK1;SND1;PNPT1;SPHK2;OCIAD2;PC;SLC25A6;NIF3L1;TIMM50;AIFM2;TSPO;HSPD1;ABCB10;OXR1;ACSL1;PYCR1;SLC25A33;BCL2L11;SLC25A44;CEP89;SFXN5;MFN1;SNAP29;CPT1C;SPG7;DNLZ;YRDC;MTX1;COMT;GATC;ACSM3;ABCB8;CCDC51;GLS;HSD17B4;BLOC1S1;SLC25A36
regulation of cell communication	regulation of cell communication;regulation of signaling;regulation of signal transduction	CYP27B1;BID;BOK;BCL2;PDE2A;BCL2L1;BAX;MCL1;PMAIP1;CASP8;PICK1;CPT1A;NBR1;MAVS;PIGBOS1;GOLPH3;SDHAF2;GPX1;BBC3;BCL2L2;SEPTIN4;SLC25A22;PRELID1;LONP1;BAD;CAT;FKBP8;MAOA;SLC8B1;DNM1L;MTCH1;HTRA2;BAK1;SPHK2;OCIAD2;SLC25A6;TSPO;PYCR1;BCL2L11
purine ribonucleotide binding	purine ribonucleotide binding;ribonucleotide binding;purine ribonucleoside triphosphate binding;carbohydrate derivative binding;adenyl ribonucleotide binding;ATP binding;adenyl nucleotide binding	POLQ;PDE2A;TRMU;ACOT7;ACACB;RHOT1;DCAKD;SELENOO;DHX30;FPGS;COASY;MFN1;PANK2;DTYMK;TRIT1;ABCD1;PGS1;DGUOK;CYB5R3;CKMT1B;RHOT2;RARS2;MOCS1;ACLY;CMPK2;ALDH18A1;ARF5;SUPV3L1;SPG7;FLAD1;SEPTIN4;GUK1;MTPAP;RAB24;ATAD3B;PDK4;ATAD3A;TRNT1;PDK3;MTG2;MMAB;RECQL4;LONP1;ADCK2;HARS2;TWNK;HADHA;ACADVL;GATC;UCP1;COQ8A;NAXD;TK2;ACSM3;AK2;ABCB8;PIF1;AK4;DNM1L;THG1L;GTPBP3;SPHK2;PC;ABCB6;ACSM5;NME3;GARS1;MTHFD1L;HSPD1;ABCB10;ACSL1;COQ8B;GLYCTK;MTHFS;DNA2;LIG3;GRPEL2;GSR;CAT;SPR;CBR3
positive regulation of signal transduction	positive regulation of signal transduction;positive regulation of cell communication;positive regulation of signaling;positive regulation of response to stimulus	CYP27B1;BID;BOK;BAX;MCL1;PMAIP1;CASP8;MAVS;GOLPH3;GPX1;BBC3;SEPTIN4;BAD;CAT;FKBP8;MAOA;DNM1L;HTRA2;BAK1;SPHK2;OCIAD2;BCL2;PDE2A;SPIRE1
purine ribonucleotide metabolic process	purine ribonucleotide metabolic process;ribonucleotide metabolic process;purine-containing compound metabolic process;purine nucleotide metabolic process;ribose phosphate metabolic process;nucleobase-containing small molecule metabolic process;carbohydrate derivative metabolic process	PDHA1;NDUFA10;DLST;ACSS1;ACSL6;NDUFA13;OGDH;SUCLA2;MPC2;ACSF2;SDHA;NDUFB7;NDUFC1;GLYAT;ATP5ME;NDUFB1;NDUFS6;PDHX;NDUFA8;NDUFA5;NDUFA7;ATP5F1A;NDUFA1;ATP5MF;SUCLG2;NDUFB10;PDHB;NDUFS2;NDUFS8;GCDH;ATP5MG;NDUFB8;ATP5F1B;NDUFAB1;NDUFV3;ATP5PD;ATP5MK;ACAT1;ATP5MJ;NDUFB9;NDUFA9;NDUFV1;SDHC;ATP5PF;SDHD;SDHB;NDUFC2;NDUFB2;ATP5MC2;ATP5F1C;SUCLG1;ATP5PB;NDUFB4;NDUFS7;NDUFB5;DMAC2L;NDUFB3;NDUFV2;NDUFB6;NDUFS4;ATP5MC3;ATP5MC1;ATP5PO;MACROD1;DCXR;NUDT13;LDHB;IDH2;MDH2;NT5M;ALDH6A1;NAXE
regulation of apoptotic process	regulation of apoptotic process;regulation of programmed cell death;apoptotic process;cell death;programmed cell death	BCL2A1;BID;BOK;BCL2;BCL2L1;BAX;MCL1;PMAIP1;CASP8;PTRH2;UNG;CASP3;ALKBH1;GOLPH3;DIABLO;GPX1;SUPV3L1;BBC3;BCL2L2;SEPTIN4;PDK4;ATAD3A;HTATIP2;BNIP3L;PRELID1;BAD;BCL2L13;CAT;FKBP8;GLS2;SLC25A27;DNM1L;APEX1;MTCH1;HTRA2;BAK1;SPHK2;SLC25A6;AIFM2;TSPO;HSPD1;OXR1;PYCR1;BCL2L11;GFER;MUTYH;DELE1;RHOT1;RHOT2;RMDN3;RTL10;AKAP1;EXOG;COA8;THEM4;TIMM50;NME3;SPG7;PGAM5
proton channel activity	proton channel activity;proton-transporting ATP synthase activity, rotational mechanism;monoatomic cation channel activity	ATP5ME;ATP5F1A;ATP5MF;ATP5MG;ATP5F1B;ATP5PD;ATP5PF;ATP5F1C;ATP5PB;ATP5PO
multicellular organism development	multicellular organism development;developmental process;anatomical structure development	CYP27B1;POLQ;BOK;BCL2;PDE2A;BCL2L1;BAX;CASP8;ACACB;PICK1;CPT1A;HMGCS2;NBR1;SLC25A25;DHX30;FPGS;UNG;PANK2;TXNRD1;ABCD1;CDK5RAP1;DGUOK;CASP3;ALKBH1;NSUN2;GPX1;SPG7;BCL2L2;SEPTIN4;PRXL2A;FKBP10;NGRN;NRDC;COMT;NOCT;HTATIP2;EFHD1;SLC25A20;PRELID1;BAD;CAT;FKBP8;MTERF4;HSCB;TAFAZZIN;SLC25A46;POLG2;MTCH1;HTRA2;TDRKH;BAK1;PNPT1;SPHK2;HSD17B4;SLC25A34;ABCB6;BLOC1S1;NIF3L1;TSPO;MTHFD1L;HSPD1;ABCB10;BCL2L11;COQ8B;GFER;MCL1;SPTLC2;ALAS2;DTYMK;SDHAF2;MTX1;DHRS7B;RMDN3;FASN;SPIRE1;SLC25A27;ACADVL;UCP1;DNM1L;SND1
positive regulation of macromolecule metabolic process	positive regulation of macromolecule metabolic process;positive regulation of nitrogen compound metabolic process	BID;BOK;BCL2;PDE2A;BAX;PMAIP1;CASP8;ANGEL2;MAVS;CDK5RAP1;CASP3;DIABLO;METTL8;SUPV3L1;BBC3;SEPTIN4;NGRN;RPUSD4;PRDX6;NRDC;NOCT;HTATIP2;PDE12;SLC25A37;PRELID1;BAD;BCL2L13;SPIRE1;MPV17L2;POLG2;APEX1;MTCH1;HTRA2;BAK1;PNPT1;SPHK2;NIF3L1;HSPD1;ABCB10;GFER;TAFAZZIN
mitochondrial outer membrane	mitochondrial outer membrane;outer membrane;organelle outer membrane	CYP27B1;BCL2A1;BID;BOK;BCL2;USP30;DELE1;PDE2A;BCL2L1;BAX;MCL1;GPAT2;PMAIP1;CASP8;ACACB;RHOT1;PTRH2;DCAKD;CPT1A;COASY;MAVS;PIGBOS1;MFN1;CYB5R3;RHOT2;BCL2L2;SEPTIN4;TOMM34;MTX1;AGPAT4;BNIP3L;MIGA1;RMDN3;BAD;SPIRE1;MAOA;GDAP1;QTRT1;AKAP1;LETMD1;TAFAZZIN;MTX3;SLC25A46;DNM1L;THG1L;MTCH1;BAK1;MGST1;ABCB6;AIFM2;TSPO;NME3;ACSL1;BCL2L11
response to extracellular stimulus	response to extracellular stimulus;response to nutrient levels	CYP27B1;BCL2;DELE1;BAX;PMAIP1;ACACB;PICK1;CPT1A;HMGCS2;SLC25A25;GPX1;COMT;NOCT;PDK4;UCP3;CAT;UCP1;GDAP1
generation of neurons	generation of neurons;neuron differentiation;neurogenesis	BCL2;BAX;PICK1;CDK5RAP1;DGUOK;CASP3;ALKBH1;SEPTIN4;NGRN;NRDC;EFHD1;FKBP8;SLC25A46;MTCH1;HTRA2;BLOC1S1;NIF3L1;TSPO;BOK
response to endoplasmic reticulum stress	response to endoplasmic reticulum stress;intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	BOK;BCL2;BCL2L1;BAX;PMAIP1;PIGBOS1;BBC3
