representative	grouped_terms	genes
positive regulation of intrinsic apoptotic signaling pathway	positive regulation of intrinsic apoptotic signaling pathway;positive regulation of apoptotic signaling pathway	PMAIP1;BAX;BOK;BID;MCL1;BBC3;BAD;BCL2L11
positive regulation of programmed cell death	positive regulation of programmed cell death;positive regulation of apoptotic process	BCL2A1;PMAIP1;BAX;BOK;BID;PTRH2;CASP8;MCL1;BBC3;BNIP3L;BAD;BCL2L11;CASP3;PRELID1;HTATIP2;HTRA2;HSPD1;BCL2;FIS1;TSPO;MTCH1;SEPTIN4
protein localization	protein localization;cellular macromolecule localization	BAX;BCL2L1;BID;GOLPH3;MCL1;BNIP3L;BAD;SLC25A22;STOM;FKBP8;GRPEL2;AKAP10;TIMM10B;DNLZ;ARF5;TOMM6;RAB24;TOMM5;TOMM34;SLC8B1;COMT;ARL2;TIMM29;CPT1A;MTERF4;STX17;ROMO1;GDAP1;TIMM9;MTX1;NDUFAF2;HTRA2;HSPD1;BCL2;MAVS;TOMM40;FIS1;AHCYL1;TSPO;MGARP
NADH dehydrogenase activity	NADH dehydrogenase activity;NADH dehydrogenase (ubiquinone) activity;NADH dehydrogenase (quinone) activity;NAD(P)H dehydrogenase (quinone) activity;oxidoreductase activity, acting on NAD(P)H	NDUFA8;NDUFB9;NDUFV2;NDUFS7;NDUFB6;NDUFA4;NDUFA10;NDUFA5;NDUFB3;AIFM1;NDUFV1;NDUFA9;NDUFS4;NDUFB5;NDUFS2;NNT
intrinsic apoptotic signaling pathway in response to DNA damage	intrinsic apoptotic signaling pathway in response to DNA damage;signal transduction in absence of ligand;extrinsic apoptotic signaling pathway in absence of ligand	BCL2A1;BAX;BCL2L1;BOK;BID;MCL1;BAD;BCL2L11;BCL2L2;HTRA2;TRIAP1;BCL2
proton-transporting two-sector ATPase complex	proton-transporting two-sector ATPase complex;proton-transporting ATP synthase complex;ATPase complex;mitochondrial proton-transporting ATP synthase complex	ATP5PO;DMAC2L;ATP5MC1;PPIF;ATP5F1C;ATP5F1A;ATP5MC3;ATP5F1B;ATP5PB
positive regulation of cell communication	positive regulation of cell communication;positive regulation of signaling	PMAIP1;BAX;BOK;BID;CASP8;GOLPH3;MCL1;BBC3;BAD;FKBP8;GPX1;BCL2L11;CYP27B1;OCIAD2;HTRA2;MAVS;FIS1;SEPTIN4;GLUD1;MCU;ADCY10;SPHK2;HINT1
organelle inner membrane	organelle inner membrane;mitochondrial inner membrane	GRPEL1;TIMM17A;TMEM70;CPT2;MRPL13;DMAC1;SLC25A48;HADHB;MPC1;SAMM50;AFG3L2;CYC1;MRPL58;SIRT4;MRPL37;OPA1;MICU2;MRPS5;NDUFB6;HIGD1A;HSPA9;LRPPRC;COX5A;SDHA;NDUFA4;GCAT;LDHD;ATP5PO;DMAC2L;NDUFA10;COX8A;NDUFA5;COQ5;MRPL1;NDUFB3;MTX2;ETFDH;ATP5MC1;MRS2;NDUFAB1;MRPL39;CHCHD3;DNAJC11;NDUFAF1;PINK1;UQCRC1;TIMMDC1;CHDH;MRPS10;UQCC1;SLC25A4;CYCS;OXA1L;L2HGDH;PPIF;GHITM;TRAP1;COQ3;MRPS27;CKMT2;MRPL15;MRPS28;TMEM186;ATP5F1C;UQCRH;TMEM177;MRPL30;MAIP1;APOOL;APOO;TIMM21;ATP5F1A;NNT;MRPS35;HCCS;DAP3;AIFM1;MRPL44;MRPS16;MRPS33;LDHB;SDHB;NDUFV1;SDHD;NDUFA9;NDUFS4;ALAS1;IMMT;UQCRC2;MRPS30;NDUFB5;MRPS22;COQ9;ABCB7;ATP5MC3;MRPL35;ATP5F1B;SLC25A3;COQ2;NDUFS2;SDHC;ATP5PB;COX10;UQCRFS1;MRPS9;MRPL46
positive regulation of signal transduction	positive regulation of signal transduction;positive regulation of response to stimulus	PMAIP1;BAX;BOK;BID;CASP8;GOLPH3;MCL1;BBC3;BAD;FKBP8;GPX1;BCL2L11;CYP27B1;OCIAD2;HTRA2;MAVS;FIS1;PDE2A;HSPD1;BCL2
regulation of response to endoplasmic reticulum stress	regulation of response to endoplasmic reticulum stress;response to endoplasmic reticulum stress;intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	PMAIP1;BAX;BCL2L1;BOK;PIGBOS1;BCL2L11;BBC3
cell communication	cell communication;signaling;signal transduction	BCL2A1;PMAIP1;BAX;BCL2L1;BOK;BID;CASP8;GOLPH3;MCL1;BBC3;BNIP3L;BAD;PDE2A;SLC25A22;FKBP8;GPX1;CEP89;AKAP10;SDHAF2;PIGBOS1;BCL2L11;DELE1;CASP3;NSUN2;PRELID1;SLC8B1;CYP27B1;COMT;BCL2L2;SLC25A6;GFER;CPT1A;RHOT2;RTL10;OCIAD2;GLS;GDAP1;SLC25A33;NDUFAF2;HTRA2;COA8;TRIAP1;PRDX4;HSPD1;BCL2;MAVS;FIS1;AHCYL1
lipid modification	lipid modification;fatty acid catabolic process;monocarboxylic acid catabolic process;fatty acid oxidation;lipid oxidation;cellular lipid catabolic process;fatty acid beta-oxidation;lipid catabolic process	CPT1B;IVD;ABCD2;HADHA;EPHX2;HSD17B4;ETFB;MLYCD;ECHS1;CRAT;CPT2;AUH;HADHB;ACADM;SIRT4;ACAA2;ETFDH;ACAA1;EHHADH;ABCD3;ETFA;ACAT1;DECR1;HADH;PHYH;GCDH;ECI2;NUDT19;HOGA1;LDHD;PCCA;PCCB;BCO2;OXCT1
regulation of endopeptidase activity	regulation of endopeptidase activity;regulation of cysteine-type endopeptidase activity involved in apoptotic process;positive regulation of endopeptidase activity;regulation of cysteine-type endopeptidase activity;regulation of peptidase activity;regulation of hydrolase activity;positive regulation of cysteine-type endopeptidase activity involved in apoptotic process;positive regulation of peptidase activity	PMAIP1;BAX;BOK;BID;CASP8;BBC3;BAD;GPX1;PRELID1;HTRA2;TRIAP1;HSPD1;FIS1;HSPE1;MTCH1;FABP1;ARL2
vesicle membrane	vesicle membrane;cytoplasmic vesicle membrane	BCL2L1;BOK;STOM;ATAD3B;MGST1;RAB24
mitochondrial outer membrane	mitochondrial outer membrane;bounding membrane of organelle;outer membrane;organelle outer membrane	BCL2A1;PMAIP1;BAX;BCL2L1;BOK;BID;PTRH2;CASP8;MCL1;BNIP3L;BAD;PDE2A;RMDN3;TOMM6;PIGBOS1;MGST1;AGPAT4;BCL2L11;DELE1;QTRT1;TOMM5;GPAT2;TOMM34;CYP27B1;USP30;BCL2L2;THG1L;TAFAZZIN;NME3;CPT1A;DCAKD;RHOT2;LETMD1;COASY;GDAP1;MIGA1;MTX1;CYB5B;BCL2;MAVS;TOMM40;FIS1;GOLPH3;STOM;ATAD3B;RAB24;BLOC1S1;STX17
defense response to other organism	defense response to other organism;defense response to symbiont	PMAIP1;BCL2L1;CASP8;BNIP3L;ATAD3A;CYP27B1;GFER;ROMO1;SHMT2;PDE12;HSPD1;BCL2;MAVS
gonad development	gonad development;development of primary sexual characteristics;sex differentiation;reproductive structure development;reproductive system development	BAX;BCL2L1;BOK;BCL2L11;CASP3;BCL2L2;PRDX4;BCL2
biological process involved in interspecies interaction between organisms	biological process involved in interspecies interaction between organisms;response to biotic stimulus;response to external biotic stimulus;response to other organism	PMAIP1;BAX;BCL2L1;CA5B;CASP8;BNIP3L;STOM;GPX1;CASP3;ATAD3A;CYP27B1;GFER;CMPK2;OCIAD2;ROMO1;SHMT2;PDE12;HSPD1;BCL2;MAVS;C15orf48;FASN;TSPO
localization	localization;establishment of localization;transport	BCL2A1;PMAIP1;BAX;BCL2L1;BOK;BID;YRDC;SLC25A32;SLC25A25;GOLPH3;MCL1;BNIP3L;SLC25A28;BAD;SLC25A22;STOM;FKBP8;GRPEL2;MCUB;PRELID3A;AKAP10;SLC25A37;TIMM10B;DNLZ;ARF5;TOMM6;SLC25A1;MGST1;SLC25A13;BCL2L11;RAB24;NSUN2;TOMM5;PRELID1;PISD;TOMM34;SLC8B1;SFXN3;CYP27B1;SLC25A43;NME4;BLOC1S1;SLC25A39;COMT;ANTKMT;BCL2L2;SLC25A6;ARL2;SLC25A44;ABCB10;SLC25A29;SFXN5;SLC25A14;TIMM29;CPT1A;SLC25A16;RHOT2;MTERF4;RTL10;LETMD1;OCIAD2;STX17;HTATIP2;ROMO1;GDAP1;TIMM9;PRELID3B;SLC25A42;COX4I2;SLC25A33;MTX1;NDUFAF2;HTRA2;COA8;TRIAP1;HSPD1;BCL2;MAVS;TOMM40;FIS1;AHCYL1;SPG7;TSPO;MGARP;CRY1;SLC25A27;ABCA9;SLC25A18;TIMM13;SERAC1;MICU3;MTCH1;SEPTIN4;PNKD;MPV17;PICK1;UCP3;ATP5F1D;GLUD1;ATP5F1E;MRPL18;FABP1;PMPCA;SLC25A10
tRNA modification	tRNA modification;RNA modification;tRNA processing	YRDC;PUS1;PUSL1;TRMT5;METTL8;QTRT1;TRMT1;NSUN2;THG1L;NSUN3;TRMU;CDK5RAP1;GTPBP3;METTL4;NSUN4;TRNT1;PTCD1
phospholipid biosynthetic process	phospholipid biosynthetic process;phospholipid metabolic process	SPTLC2;IDI1;PGS1;AGPAT4;FDPS;GPAT2;PISD;TAFAZZIN;THEM5
regulation of mitochondrial membrane permeability	regulation of mitochondrial membrane permeability;regulation of membrane permeability	PMAIP1;BAX;BCL2L1;BOK;BID;BNIP3L;BAD;BCL2L11;BCL2L2;SLC25A6;RHOT2;RTL10;BCL2;SPG7
cellular response to abiotic stimulus	cellular response to abiotic stimulus;cellular response to environmental stimulus	BAX;BCL2L1;CASP8;BAD;PDE2A;CASP3;EFHD1;TRIAP1;TSPO;CRY1
cellular response to organic substance	cellular response to organic substance;response to organic substance	BAX;BCL2L1;BOK;CASP8;GOLPH3;BAD;PDE2A;GPX1;PIGBOS1;MGST1;BCL2L11;CASP3;CYP27B1;COMT;BCL2L2;GFER;CMPK2;ABCB10;CPT1A;GDAP1;PDE12;SLC25A33;NDUFAF2;HTRA2;HSPD1;BCL2;MAVS;AHCYL1;FASN;TSPO;MGARP;TWNK;CRY1;PMAIP1;MCL1;DTYMK;DUT;SHMT2;GPX4;HSPE1;OGG1
positive regulation of cysteine-type endopeptidase activity	positive regulation of cysteine-type endopeptidase activity;activation of cysteine-type endopeptidase activity involved in apoptotic process	PMAIP1;BAX;BOK;BID;CASP8;BBC3;BAD
purine ribonucleotide metabolic process	purine ribonucleotide metabolic process;purine nucleotide metabolic process;purine-containing compound metabolic process;ribonucleotide metabolic process;ribose phosphate metabolic process	PDK2;OPA1;ACOT2;NDUFB6;SDHA;DLAT;ATP5PO;DMAC2L;NDUFA10;NDUFA5;NDUFB3;ATP5MC1;NDUFAB1;PINK1;OGDH;SUCLG2;ACOT11;ATP5F1C;ACAT1;ATP5F1A;PDHA1;SDHB;NDUFV1;PDHB;SUCLA2;DLST;SDHD;NDUFA9;DLD;NDUFS4;GCDH;NDUFB5;PDHX;SUCLG1;ATP5MC3;ATP5F1B;NDUFS2;SDHC;ATP5PB;NNT;IDH2;LDHB;MDH2
regulation of cell communication	regulation of cell communication;regulation of signaling	PMAIP1;BAX;BCL2L1;BOK;BID;CASP8;GOLPH3;MCL1;BBC3;BAD;PDE2A;SLC25A22;FKBP8;GPX1;SDHAF2;PIGBOS1;BCL2L11;PRELID1;SLC8B1;CYP27B1;BCL2L2;SLC25A6;CPT1A;OCIAD2;NDUFAF2;HTRA2;TRIAP1;BCL2;MAVS;FIS1;TSPO;CRY1;MTCH1;SEPTIN4;PNKD;PICK1;GLUD1;MCU;ADCY10;C3orf33;SPHK2;HINT1
proton transmembrane transporter activity	proton transmembrane transporter activity;monoatomic ion transmembrane transporter activity;proton transmembrane transport	COX5A;ATP5PO;DMAC2L;COX8A;ATP5MC1;UQCRC1;SLC25A4;GHITM;ATP5F1C;UQCRH;ATP5F1A;NNT;ATP5MC3;ATP5F1B;SLC25A3;ATP5PB;UQCRFS1;MRS2;VDAC3;VDAC1;VDAC2;NDUFA4;PPIF
cellular response to organonitrogen compound	cellular response to organonitrogen compound;cellular response to nitrogen compound	BCL2L1;GOLPH3;PDE2A;CASP3;COMT;BCL2L2;GFER;SLC25A33;AHCYL1;MGARP;PDE12;MAVS
regulation of intrinsic apoptotic signaling pathway	regulation of intrinsic apoptotic signaling pathway;intrinsic apoptotic signaling pathway;regulation of apoptotic signaling pathway	PMAIP1;BAX;BCL2L1;BOK;BID;MCL1;BBC3;BAD;GPX1;BCL2L11;BCL2L2;HTRA2;TRIAP1;BCL2;FIS1;BCL2A1;CASP3;COA8;PRELID1;SLC25A6
NADH dehydrogenase complex assembly	NADH dehydrogenase complex assembly;mitochondrial respiratory chain complex I assembly	LYRM2;NDUFA8;NDUFB9;ECSIT;NDUFS7;NDUFAF4;DMAC1;NDUFB6;NUBPL;NDUFA10;NDUFA5;NDUFB3;NDUFAB1;NDUFAF1;OXA1L;TMEM186;TIMM21;NDUFA9;NDUFS4;NDUFB5;NDUFS2
organic acid transmembrane transporter activity	organic acid transmembrane transporter activity;carboxylic acid transmembrane transporter activity	SLC25A32;SLC25A22;SLC25A1;SLC25A13;SFXN3;SLC25A44;SLC25A29;SFXN5
regulation of molecular function	regulation of molecular function;regulation of catalytic activity	PMAIP1;BAX;BOK;BID;CASP8;BBC3;BAD;GPX1;PRELID1;CYP27B1;ANTKMT;ARL2;PIF1;HTRA2;CDK5RAP1;COA8;TRIAP1;HSPD1;BCL2;MAVS;FIS1;AHCYL1;POLG2;HSPE1
blood vessel development	blood vessel development;vasculature development	BAX;CASP8;PDE2A;GPX1;FKBP10;COMT;PANK2;HTATIP2
developmental process involved in reproduction	developmental process involved in reproduction;multicellular organismal reproductive process	BAX;BCL2L1;BOK;CASP8;BCL2L11;CASP3;NSUN2;CYP27B1;BCL2L2;PANK2;TAFAZZIN;PRDX4;BCL2;GPX4;SEPTIN4;PICK1;SLIRP;ADCY10
