representative	grouped_terms	genes
aerobic respiration	aerobic respiration;cellular respiration	UQCR10;TRPV4;TMEM135;SUCLG2;COA6;NDUFB5;COX6C;ATP5PO;PDHB;SNCA;UQCRB;DLAT;NDUFA10;CYC1;NDUFV3;NDUFA6;SDHC;COX5A;COX7A2;UQCRHL;NDUFB6;NDUFB3;IDH3G;NDUFS3;COX7C;IDH2;UQCRC1;DNAJC30;STOML2;NDUFA4;UQCRFS1P1;FH;IDH3B;NDUFA12;IDH1;ADSL;COX7B;PINK1;ATP7A;RHOA;SLC25A33;NDUFA8;UQCRFS1;VCP;MIR210;ATP5F1C;BNIP3;GHITM;NDUFS4;NDUFC1;ATP5F1B;NDUFS5;ACO2;DLD;ATP5PF;NDUFA9;ATP5F1A;NDUFS2;SDHA;ATP5PB;SUCLG1;IDE;SDHB;PDHA1;NDUFS1;NDUFAF1;SUCLA2;MDH1;NDUFB4;FXN;COX15;MSH2;TEFM;UQCRC2;DNAJC15;SLC25A13;SDHAF4;TRAP1;CISD1;ETFB;ETFRF1;PIK3CA;PNPT1;ETFDH;VPS54;ETFA
peroxisome	peroxisome;microbody	IDH2;HMGCR;MLYCD;HAO1;PEX19;ACOT4;PIPOX;PIK3C3;AMACR;SOD1;HAO2;IDH1;ACSL1;HSDL2;MGAT4A;DEPP1;MFF;ACSL4;CROT;PEX7;TKT;GNPAT;PEX13;NUDT7;LONP2;FABP1;MYO5A;RAB8B;FAR1;ECH1;VWA8;IDE;PEX11B;SCP2;ACAA1;FAR2;GDAP1;DHRS7B;NUDT12;ACOT2;HSD17B4;PEX3;PEX1;HACL1;MGST1;MARF1
cellular detoxification	cellular detoxification;cellular oxidant detoxification;antioxidant activity;detoxification;cellular response to toxic substance	ALB;NQO1;GSTO2;SELENOF;GPX2;PRDX3;PRDX2;MGST3;HBA2;RDH11;TXNRD3;HBB;ADH5;AKR1B10;SOD1;MB;HP;ATP7A;CP;TXNDC17;HBG1;LPO;ALDH1A1;PRDX4;PRDX6;TPO;TXN;GSR;GSTO1;SOD3;FABP1;HBA1;KDM3B;LANCL1;CD36;TXNRD1;CLIC2;AKR1A1;PRDX1;NFE2L2;EPX;GPX7;HBG2;MPO;ESD;APOA4;MGST1;OSCP1;SLC22A18;PDZK1;MT1HL1;MT1G;ABCB1;SLC15A2;PINK1;PRKN
humoral immune response mediated by circulating immunoglobulin	humoral immune response mediated by circulating immunoglobulin;complement activation, classical pathway	SUSD4;C2;C1QBP;C4BPA;C1QC;ZP3;C3;C1QB;C8B;CLU;C1QA;C1RL;IGHA1;IGHM;FCGR2B;C1S;SERPING1;C9;CFI;IGHG3;C6;IGHG2;C5;IGHG1;C8A
ribose phosphate metabolic process	ribose phosphate metabolic process;ribonucleotide metabolic process;purine ribonucleotide metabolic process	GUCY1A2;CLPX;RPE;NPPB;MPP1;NDUFB6;DPYD;NPR1;APP;UMPS;NDUFB3;CMPK1;ATP5MC3;CACNB4;NUDT10;NDUFS3;ACSM1;HMGCR;PSEN1;ACSS2;MLYCD;ACOT4;DNAJC30;STOML2;FBP1;PIPOX;ATP6V1B2;ENO4;PID1;PAPSS1;TECR;MPC2;MYH7;NDUFA12;GMPR2;ADSL;ACSL1;OPA1;PINK1;GALK1;GMPS;NCOR1;DPYS;HSPA8;ACSL4;NDUFA8;GUCY2D;VCP;GART;PGK1;CROT;ZBTB20;PDE2A;TALDO1;ATP5F1C;TKT;MTHFD1;MMUT;HK2;NDUFS4;NDUFC1;NUDT7;ATP5F1B;NDUFS5;FAR1;NUDT5;DLD;ATP5PF;ACSM3;NDUFA9;ATP5F1A;PDE4C;NDUFS2;SDHA;ATP5PB;SUCLG1;ACOT12;BPNT1;SDHB;PDHA1;FAR2;NDUFS1;SUCLA2;MAGI3;ADCY8;LIPA;PGAM1;MCEE;DMAC2L;OXSM;HMGCS1;AMPD3;NDUFB4;ALDOC;SULT2A1;EFL1;PPT1;PPCS;ACSL5;RNASEH2B;PAICS;ACOT2;ENO2;ENTPD5;HSD17B4;TDO2;NUDT9;ACOT1;PRKAA2;VNN1;HKDC1
purine ribonucleotide biosynthetic process	purine ribonucleotide biosynthetic process;ribonucleotide biosynthetic process;ribose phosphate biosynthetic process;purine-containing compound biosynthetic process;purine nucleotide biosynthetic process	NME1;PANK4;ATP5PD;GCDH;GUCY2C;ADCY3;ATP5MC1;NDUFV1;ATPSCKMT;NME9;SLC27A2;ACSBG2;ACOT7;NDUFAB1;ADCY2;ADCY7;NDUFA7;NME5;TGFB1;NDUFB10;FLCN;NDUFA1;ATP5MF;ACACB;NDUFC2;SLC25A13;ACSS1;AMPD1;NDUFB5;ALDOA;AK3;ATP5PO;PDHB;AK2;SNCA;DLAT;LDHC;PAPSS2;NDUFA10;ATP5MK;NDUFV3;ATIC;ENO1;NDUFA6;COX11;SDHC;GUCY1A2;NPPB;NDUFB6;NPR1;NDUFB3;ATP5MC3;NDUFS3;ACSS2;MLYCD;DNAJC30;STOML2;PID1;PAPSS1;TECR;MPC2;NDUFA12;ADSL;ACSL1;PINK1;GMPS;ACSL4;NDUFA8;GUCY2D;VCP;GART;ATP5F1C;MTHFD1;MMUT;NDUFS4;NDUFC1;ATP5F1B;NDUFS5;DLD;ATP5PF;NDUFA9;ATP5F1A;NDUFS2;SDHA;ATP5PB;SDHB;PDHA1;NDUFS1;ADCY8;LIPA;DMAC2L;AMPD3;NDUFB4;PPT1;PPCS;ACSL5;PAICS;UPRT;CTPS2;DCK;UMPS;CMPK1;PRPSAP2;PRPS1;NAPRT;IDO1;MTAP;NT5E;SHMT1;PRTFDC1;NMNAT3;NMRK2;PTGIS;ADA2;MTHFD2L;NUDT12;PARP9
respiratory chain complex	respiratory chain complex;mitochondrial respirasome;respirasome	NDUFA7;DMAC1;NDUFB10;NDUFA1;NDUFC2;UQCR10;COA6;NDUFB5;COX6C;UQCRB;NDUFA10;CYC1;NDUFV3;FOXRED1;NDUFA6;SDHC;COX5A;COX7A2;UQCRHL;NDUFB6;NDUFB3;NDUFS3;COX7C;UQCRC1;NDUFA4;UQCRFS1P1;NDUFA12;COX7B;NDUFA8;UQCRFS1;NDUFS4;NDUFC1;NDUFS5;NDUFA9;NDUFS2;SDHA;SDHB;NDUFS1;NDUFAF1;NDUFB4;UQCRC2;NDUFA4L2;RAB5IF;COX15
cell-cell signaling by wnt	cell-cell signaling by wnt;Wnt signaling pathway	NOTUM;IGFBP4;WNT9B;NR4A2;TLE2;AXIN2;WNT4;DVL1;SHH;WNT8B;PTPRU;SKI;NRARP;GID8;SDC1;PIN1;ZNRF3;TLE5;TCF7;SENP2;LRP5;ZNF703;ARHGEF19;FRAT2;DKK4;TMEM9;SOX7;STK11;BCL7B;MDFI;AMER1;RAC3;CITED1;PYGO2;CSNK1G2;TLE6;TPBGL;MARK2;GSKIP;WNT11;NKD1;NKD2;WNT16;KREMEN1;GLI1;ABL1;GRHL3;TLE1;WNT1;SIAH2;WNK2;TMEM198;SALL1;SNAI1;CELSR2;RNF220;BARX1;CDH3;FGF2;DKK1;NFKB1;TBL1XR1;MACF1;JADE1;BMP2;SOX10;HNF1B;COL1A1;FZD9;CSNK2A2;WNT7B;TCF7L2;PIAS4;WNT3;TBL1X;DAB2IP;LYPD6;FBXW4;AXIN1;TRABD2B;LGR5;NDRG2;NLE1;SPEF1;COL6A1;CCDC88C;CTNNBIP1;WNT9A;RNF146;TMEM132A;GRB10;LRP6;FZD8;SHISA2;CCND1;UBAC2;MAD2L2;RPS12;FRAT1;SOX17;KLF15;LDB1;RSPO3;ATP6V1C2;SOST;SFRP5;ITGA3;LBX2;EDNRA;JRK;FRMD8;C12orf43;APCDD1;CELSR1;PKD1;MDK;CTDNEP1;FZD1;PTEN;GRK6
nucleoside bisphosphate metabolic process	nucleoside bisphosphate metabolic process;ribonucleoside bisphosphate metabolic process;purine nucleoside bisphosphate metabolic process;acyl-CoA metabolic process;thioester metabolic process	ACSM1;HMGCR;ACSS2;MLYCD;ACOT4;PIPOX;PAPSS1;TECR;MPC2;ACSL1;ACSL4;CROT;MMUT;NUDT7;FAR1;DLD;ACSM3;SUCLG1;ACOT12;BPNT1;PDHA1;FAR2;SUCLA2;MCEE;OXSM;HMGCS1;SULT2A1;PPT1;PPCS;ACSL5;ACOT2;HSD17B4;TDO2;ACOT1;VNN1
COPI vesicle coat	COPI vesicle coat;COPI-coated vesicle membrane	COPZ1;COPA;TMED3;COPG1;ARCN1;COPG2;COPB2;COPB1;KDELR3
precatalytic spliceosome	precatalytic spliceosome;U2-type precatalytic spliceosome	MFAP1;SNRPF;LSM6;BUD13;MAGOHB;SNRPG;SNRPB2;SF3B3;SRRM2;WBP4;LSM5;IK;DHX16;SF3A1;SMU1;SF3B2;EFTUD2;CWC22;SNRPD3;PRPF8;SNRPA1;SNRPE;SF3A3;SF3B6;LSM3;PRPF6;SNRNP200;CWC27
DNA-binding transcription activator activity, RNA polymerase II-specific	DNA-binding transcription activator activity, RNA polymerase II-specific;DNA-binding transcription activator activity	ZFY;THAP11;NR4A2;PLAGL2;ELK1;ZNF229;PBX2;NR4A3;SREBF1;MAFB;PAX9;MAFA;ZBED1;ZNF48;FOXK2;GLIS1;CEBPA;SOX7;NKRF;NR2E3;NHLH1;ZNF814;CTCFL;RREB1;OTX1;OVOL2;ZBED4;MYCN;TBX3;ZNF71;TFDP1;E4F1;ONECUT2;IRF4;MLXIP;CEBPB;NRL;SALL2;SOX12;ZNF99;PRDM2;POU2F3;SIX4;GLI1;MSX1;KLF5;GRHL3;NR6A1;GCM1;ZNF606;NR1H2;NFKB2;ZNF585B;TCF3;CSRNP2;PAX8;ZNF721;ZNF629;ZNF175;STAT5B;RELA;YY1;ZNF544;MEF2D;ZNF319;ATMIN;NFKB1;ZNF574;ZNF212;SOX10;MTF1;HSF1;SATB2;IRX3;IKZF3;ZNF668;TFAP2A;CREB3L1;HINFP;PAX6;TFAP2C;IRF3;ZNF131;NFIC;RUNX1;FOXH1;POU3F2;FOXO4;FOXJ1;GRHL2;ZNF580;NEUROD1;SCX;FOS;ETV1;TCF21;MEF2B;SOX17;KLF15;ZNF597;ZNF836;GLIS3;FOSL2;KLF13;ETV4;SRF
peroxisomal matrix	peroxisomal matrix;microbody lumen	ATM;ABCD3;MLYCD;HAO1;ACOT4;PIPOX;AMACR;HAO2;IDH1;CROT;PEX7;GNPAT;NUDT7;LONP2;FABP1;ECH1;IDE;SCP2;ACAA1;NUDT12;ACOT2;HSD17B4;HACL1
killing of cells of another organism	killing of cells of another organism;disruption of cell in another organism	GBP7;CAMP;HMGN2;F2RL1;CFHR5;PF4;LYZ;GZMH;C8B;CFHR2;PGLYRP1;C9;GBP2;ARG1;C6;GBP3;CTSG;LTF;C5;DEFA4;DEFA3;ELANE;AZU1
fatty acid oxidation	fatty acid oxidation;lipid oxidation	SLC25A17;CNR1;FMO4;HSD17B10;ABCD3;CPT2;ADH5;FMO1;ACSM1;ACADL;MLYCD;HAO1;DECR1;AMACR;HAO2;ETFB;APPL2;CROT;FMO2;PEX7;ETFBKMT;PEX13;LONP2;FABP1;ECH1;ALOX15;ETFDH;ACADM;SCP2;ACAA1;LEP;ETFA;HSD17B4;HACL1;ACAA2;ECHDC1;HADHB;ACAT2;FABP3;HADHA;APOD
proton motive force-driven mitochondrial ATP synthesis	proton motive force-driven mitochondrial ATP synthesis;proton motive force-driven ATP synthesis	ATP5PD;NDUFV1;ATPSCKMT;NDUFAB1;NDUFA7;NDUFB10;NDUFA1;ATP5MF;NDUFC2;NDUFB5;ATP5PO;NDUFA10;NDUFV3;NDUFA6;SDHC;NDUFB6;NDUFB3;NDUFS3;DNAJC30;STOML2;NDUFA12;NDUFA8;ATP5F1C;NDUFS4;NDUFC1;ATP5F1B;NDUFS5;ATP5PF;NDUFA9;ATP5F1A;NDUFS2;SDHA;ATP5PB;SDHB;NDUFS1;NDUFB4;ATP5MC1;ATP5MK;ATP5MC3
oxidoreductase activity, acting on the aldehyde or oxo group of donors	oxidoreductase activity, acting on the aldehyde or oxo group of donors;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	GAPDH;PDHB;DLAT;BCKDHB;RDH11;ADH5;HAO1;AKR1B10;ALDH8A1;ALDH1L1;ALDH1A1;FAR1;DLD;BCKDHA;AKR1C4;PDHA1;FAR2;ALDH9A1;AKR1B1;AOX1;AKR1C3
peroxidase activity	peroxidase activity;oxidoreductase activity, acting on peroxide as acceptor	SELENOF;GPX2;PRDX3;PRDX2;MGST3;HBA2;HBB;MB;CP;TXNDC17;HBG1;LPO;PRDX4;PRDX6;TPO;HBA1;TXNRD1;CLIC2;PRDX1;EPX;GPX7;HBG2;MPO;MGST1
mitochondrial intermembrane space	mitochondrial intermembrane space;organelle envelope lumen	AGK;CLPB;STOML2;PRELID2;MIX23;ARL2BP;SOD1;COA4;OPA1;PINK1;NDUFA8;HSD3B1;SDHAF3;RNASET2;NDUFS5;PNPT1;THEM4;AIFM1;NDUFS1;CMC4;OMA1;NLN;IMMT;MICU2;HSD3B2;STAR;APP;BCHE;CCAR1
polyketide metabolic process	polyketide metabolic process;doxorubicin metabolic process;alditol:NADP+ 1-oxidoreductase activity;aminoglycoside antibiotic metabolic process	AKR7A2;AKR1B10;AKR1C2;AKR1C4;AKR1A1;AKR1B1;AKR1C3;SLC34A1
ATP biosynthetic process	ATP biosynthetic process;purine nucleoside triphosphate biosynthetic process;purine ribonucleoside triphosphate biosynthetic process;ribonucleoside triphosphate biosynthetic process	ATP5PD;ATP5MC1;NDUFV1;ATPSCKMT;NDUFAB1;NDUFA7;TGFB1;NDUFB10;FLCN;NDUFA1;ATP5MF;NDUFC2;SLC25A13;NDUFB5;ALDOA;ATP5PO;LDHC;NDUFA10;ATP5MK;NDUFV3;ENO1;NDUFA6;COX11;SDHC;NDUFB6;NDUFB3;ATP5MC3;NDUFS3;DNAJC30;STOML2;PID1;NDUFA12;PINK1;NDUFA8;VCP;ATP5F1C;NDUFS4;NDUFC1;ATP5F1B;NDUFS5;ATP5PF;NDUFA9;ATP5F1A;NDUFS2;SDHA;ATP5PB;SDHB;NDUFS1;LIPA;DMAC2L;NDUFB4;NME1;NME9;NME5;CTPS2
MHC protein complex assembly	MHC protein complex assembly;peptide antigen assembly with MHC protein complex;MHC class II protein complex;MHC protein complex	HLA-DMA;HLA-DQB1;TAPBPL;HLA-DRB1;HLA-DMB;HLA-DQA1;HLA-DPB1;HLA-DRA;HLA-DPA1;HLA-DQB2;CD74
uronic acid metabolic process	uronic acid metabolic process;glucuronate metabolic process	UGT2B28;XYLB;UGT1A4;PRKCE;UGT2A3;AKR1A1;UGT2B4;UGT1A9;UGT1A1;UGT1A6
secondary alcohol metabolic process	secondary alcohol metabolic process;cholesterol metabolic process	ERRFI1;SREBF2;APOA5;CYP39A1;CYP51A1;SC5D;EBP;HDLBP;APP;IDH3G;ACADL;CYP2R1;IDH2;HMGCR;IDH3B;SOD1;DHCR7;IDH1;NPC2;FECH;FDPS;DHCR24;UGT1A4;APOB;CYP3A4;ACO2;CYP7B1;ARV1;CYP11B2;MSMO1;LPCAT3;OSBPL1A;SQLE;CYP2C9;LEP;LIMA1;LIPA;HMGCS1;SULT2A1;CYP11A1;ACAA2;NSDHL;FDFT1;CYP11B1;APOA4;PRKAA2;STAR
protein-RNA complex assembly	protein-RNA complex assembly;protein-RNA complex organization	XAB2;CELF6;PRMT7;BUD13;USP4;DDX20;PRMT5;SNRPG;RAMAC;PRPF19;ATM;EIF3D;PIH1D2;EIF3A;SNRPB2;SF3B3;MRPL20;ZNHIT6;PTGES3;EIF3H;EIF3C;DDX46;EIF2D;GEMIN5;SHQ1;ZNHIT3;SF3A1;SF3B2;XRCC5;RPS27L;CRNKL1;MCTS1;EIF3L;DDX28;ERAL1;DDX1;EIF3M;SNRPC;SNRPD3;PRPF8;SNRPA1;SNRPE;TAF9;SF3A3;EIF3E;SF3B6;PSIP1;HTATSF1;PRPF6;SRPK2;DHX29;PUF60;SNRNP200;GEMIN4;NUDT21;ZRSR2;PRPF18;SLU7;CPSF6;FASTKD2;SCAF11;GEMIN8;CDC73;COIL;TRIM21;VCP
amino acid activation	amino acid activation;tRNA aminoacylation	AARSD1;TARS2;KARS1;YARS2;HARS2;AARS1;EPRS1;EARS2;SARS1;FARSB;RARS2;LARS2;IARS2;WARS2;HARS1;SARS2;QRSL1;LARS1;RARS1;DARS2;GATB;DARS1;FARS2;AASDH
