representative	grouped_terms	genes
RNA destabilization	RNA destabilization;mRNA destabilization;positive regulation of mRNA catabolic process	ZC3H12D;CPEB3;SYNCRIP;DCP2;METTL3;CNOT8;YTHDF3;TNRC6C;CNOT3;MOV10;YTHDF1;PUM1;CNOT6L;EXOSC8;CNOT2;EIF4ENIF1;EXOSC9;PABPC1;AGO2;EXOSC2;ZFP36L1;RC3H1;TNRC6A;CNOT6;ROCK1;PUM2;HNRNPU;CNOT10;METTL16;TNRC6B;PATL1;PARN;METTL14;DCP1A;PNPT1;ZC3H12A;YTHDF2;TUT4;PAN2;MIR210;ZFP36L2;RBM24;EXOSC5;ZC3H18;DHX36;GIGYF2;CNOT1;DIS3L2;ROCK2;DIS3;DCPS;GTPBP1;QKI
miRNA metabolic process	miRNA metabolic process;regulation of miRNA metabolic process	AGO4;RELA;DROSHA;AGO2;NR1H2;RC3H1;SND1;MRTFB;ZSWIM8;FOXA1;SMAD4;TEAD1;NFATC3;TWIST1;PARN;PNPT1;MYC;ZC3H12A;NCOR1;APLN;TUT4;EGR1;GATA3;IL10;GNL3;TENT2;EGFR;STAT3;REST;VEGFA;TP53;NOTCH2;DIS3L2;DICER1;SMAD1;AGT;SRF;FOXO3;XIST
intermediate filament cytoskeleton organization	intermediate filament cytoskeleton organization;intermediate filament-based process	EVPL;DST;MACF1;RAF1;ERBIN;KRT15;KRT80;TCHH;KRT2;KRT31;PKP2;KRT17;DSP;KRT5;KRT14;EPPK1;KRT10;KRT1;KRT77;PKP1
GTPase regulator activity	GTPase regulator activity;nucleoside-triphosphatase regulator activity	ARHGAP17;RABEP1;ARHGAP18;RGS1;AGAP7P;TBC1D14;MCF2L;RALGAPA2;RASA4;RHOU;TBC1D8B;NUCB2;SOS1;DNAJA3;IQGAP1;RALGAPA1;FGD5;DLC1;ARHGDIA;RGS4;DENND6A;TBC1D25;RANBP2;SIPA1L2;FGD2;RAPGEF2;ALS2;NF1;SH3BP5;USP6NL;TBC1D20;RGL1;CHML;FGD4;GRIPAP1;ARHGAP28;SH3BP4;C9orf72;STARD13;DENND2D;RPGR;TBXA2R;SWAP70;OCRL;RGPD4;GAPVD1;AGAP11;ARHGAP31;RGP1;TBC1D8;ARRB1;SBF1;RASAL2;ARFGEF2;ARHGEF39;DOCK7;HPS1;DENND11;RASA1;RGL3;ARHGEF11;GBF1;ACAP2;PLEKHG1;DEPDC5;KALRN;PSD;SPATA13;DENND4B;ELMOD1;AKAP13;AGAP5;AGAP6;SOS2;CHN2;ARHGAP20;HERC1;ARHGEF38;FLCN;OBSCN;ARHGEF10L;RAPGEF5;RGPD1;RP2;LARS1;ARFGEF1;ITSN2;TIAM1;DAB2IP;ARHGAP32;PREX2;RIC1;TBC1D15;EIF2B5;ARHGAP1;EIF5;ARHGAP5;ARHGAP29;RALGDS;ARHGEF12;RAB3GAP2;TRIO;ARAP2;ARHGAP12;SBF2;OPHN1;KRIT1;DOCK4;TBC1D16;RAPGEF6;ARHGEF5;PSD4;ITSN1;ARHGEF7;ERRFI1;TBC1D12;TBC1D2B;NRP1;CHM;DENND4C;DENND4A;DIS3;ASAP2;RABGAP1;ARHGEF26;FARP1;SRGAP1;RASGEF1B;RGPD2
meiotic nuclear division	meiotic nuclear division;meiotic cell cycle process;meiotic cell cycle	CATSPERZ;CDC20;PTTG1;KASH5;STAG3;TOP2A;NDC80;SPIRE2;KCTD19;BRDT;CCNE1;NCAPH;CCNB2;SPATA22;TRIP13;OOEP;ASPM;LIF;CENPS;TTK;NUF2;BRME1;ING2;ZWINT;P3H4;PLK1;TEX15;DDX4;MAJIN;CCNA1;SPIRE1;KIF18A;RAD51;SGO1;WNT4;RAD54L;KLHDC3;SEPTIN1;EME1;FBXO43;RAD51AP1;MAEL;AURKA;EREG;CKS2;SHOC1;TERB2;FZR1;WNT5A;PRDM7;FIGNL1;BCL2L11;TERB1;DNMT3L;EHMT2;FANCA;RNF212;SYCE1L;SYCP2;MSX1;MEIOB;TESMIN;CDC25C;SPATA17;PKMYT1;CDC25A;EXO1;SGO2;SMC1B;EXD1;NEK2;ANAPC15;PIWIL1;FAM9A;RPA1;H2AX;WBP2NL;PRR19
RNA exonuclease activity	RNA exonuclease activity;RNA exonuclease activity, producing 5'-phosphomonoesters;3'-5'-RNA exonuclease activity	DCP2;ANGEL2;CNOT8;XRN1;CNOT6L;CNOT2;EXOSC9;EXOSC2;CNOT6;ISG20L2;XRN2;PARN;PNPT1;ZC3H12A;PAN2;HELZ2;EXOSC10;EXOSC5;CNOT1;DIS3L2;DIS3;DCPS
RNA localization	RNA localization;establishment of RNA localization;mRNA transport;nucleic acid transport;RNA transport	XPO1;SRSF7;THOC6;DKC1;RANBP2;NAF1;NSUN2;NUP188;PUM2;HNRNPU;MVP;NUP35;SHQ1;NUP214;NOL6;XPOT;BICD2;PARN;SETD2;NUP155;PNPT1;PEG10;CHTOP;SRSF1;NCBP1;DDX19B;NOP58;SEH1L;POM121;NUP107;NUP98;POM121C;ZNHIT6;NUP50;DDX19A;QKI;NXF5;EXOSC10;NUP133;ATM;HNRNPA2B1;NCBP3;THOC3;YTHDC1;PARP11;DHX36;NUP153;PCID2;TGFBR2;TPR;THOC2;RBM33;ATR;MCM3AP;CASC3;NUP160;SMG1;ZFP36L1
dosage compensation by inactivation of X chromosome	dosage compensation by inactivation of X chromosome;sex-chromosome dosage compensation	METTL3;BRCA1;RBM15;SMCHD1;RLIM;SUZ12;HNRNPU;YTHDC1;XIST;MACROH2A2
protein-RNA complex organization	protein-RNA complex organization;protein-RNA complex assembly	TRIM21;RBM5;PRPF3;NUFIP1;SMN2;BOP1;PRKRA;MDN1;CPSF7;PUF60;TSSC4;PRPF19;PRKDC;AGO4;AGO2;KIF5B;AAR2;DHX29;PRPF39;SF3A1;SRPK3;NAF1;SF3B1;CDC73;SHQ1;SF3A3;SNRPGP15;CLP1;DHX8;XAB2;ABT1;CELF6;TFIP11;SRSF1;GEMIN4;PPAN;NCBP1;ZFAND1;CRNKL1;FASTKD2;PRMT7;BRIX1;NOP2;DDX28;DDX23;SRSF6;PRMT5;ADAR;EIF3A;EIF2S3;ZNHIT6;SF1;SLU7;KLC1;SART3;RRS1;DDX20;DDX46;PWP2;ATM;EIF2S3B;EIF3C;YTHDC1;EIF5;DDX42;SNRNP200;SETX;GEMIN8;DICER1;PRPF8;SCAF11;GEMIN5;ATR;SNIP1;TGS1;ZRSR2
nuclear chromosome segregation	nuclear chromosome segregation;chromosome segregation	TACC3;CDC20;PTTG1;KASH5;KIF4A;STAG3;BUB1;TOP2A;NDC80;NCAPG;CCNB1;CCNE1;BIRC5;KIFC1;KIF18B;UBE2C;CENPF;NCAPH;CDK1;CCNB2;SPATA22;DLGAP5;SKA1;AURKB;MYBL2;TRIP13;SPC24;ASPM;UHRF1;PRAP1;KIF23;TTK;CDCA5;NUF2;SPC25;SKA3;BUB1B;CDCA8;ZWINT;FAM83D;KIF22;P3H4;PLK1;KIF11;TEX15;BCL7C;CENPK;KIF14;KIF2C;PRC1;TPX2;SMARCD1;MAJIN;KLHDC8B;KIF18A;MAD1L1;CHMP1A;SGO1;CENPE;NEK2;KNSTRN;MAD2L1;SEPTIN1;RMI2;CHMP6;CDT1;ANAPC15;MAEL;DPF1;AURKA;MKI67;CDCA2;CENPM;HJURP;CENPS;SAC3D1;CENPU;GPSM2;DIAPH3;SGO2;OIP5;CENPO;ITGB3BP;SHOC1;RACGAP1;TERB2
regulatory RNA binding	regulatory RNA binding;miRNA binding	PRKRA;POU5F1;PUM1;SOX4;AGO4;AGO2;RC3H1;PUM2;PNPT1;ZC3H12A;ZC3H7A;TUT4;DDX21;HNRNPA2B1;DICER1;XIST
protein acetyltransferase complex	protein acetyltransferase complex;acetyltransferase complex;histone acetyltransferase complex	TAF4;SUPT7L;NAA16;ACTL6A;KANSL1L;NAA15;KAT5;ACTB;ATF2;TRRAP;TAF6;TAF9B;OGT;MBTD1;NAA10;BRD8;EP400;EPC1;BRPF1;KAT6B;PHF20L1;JADE3;CREBBP;MSL3;NAA35;NAA25;TAF2;ZZZ3;MBIP;HCFC1;EPC2;ATXN7;EP300;KAT6A;KAT7;KANSL1;MEAF6
intermediate filament	intermediate filament;intermediate filament cytoskeleton	EVPL;DST;SHANK2;MACF1;UPP2;KRTAP5-9;KRT15;KRT80;KRT2;KRT31;PKP2;KRT17;NRP1;KRTAP5-7;DSP;KRT5;KRT14;EPPK1;KRT10;KRT1;KRT77;PKP1;CASP14;SESTD1;SYNE2;PKN2;MTRR
mitotic sister chromatid segregation	mitotic sister chromatid segregation;sister chromatid segregation	CDC20;KIF4A;BUB1;NDC80;NCAPG;CCNB1;BIRC5;KIFC1;KIF18B;UBE2C;CENPF;NCAPH;CDK1;DLGAP5;SKA1;AURKB;MYBL2;TRIP13;SPC24;UHRF1;PRAP1;KIF23;TTK;CDCA5;NUF2;SPC25;SKA3;BUB1B;CDCA8;ZWINT;KIF22;PLK1;KIF11;CENPK;KIF14;KIF2C;PRC1;TPX2;KIF18A;MAD1L1;CHMP1A;CENPE;NEK2;KNSTRN;MAD2L1;CHMP6;CDT1;TACC3;TOP2A;BCL7C;SMARCD1;RMI2;ANAPC15;DPF1
epithelium migration	epithelium migration;epithelial cell migration;tissue migration	FSTL1;HDAC6;STC1;PLXND1;LOXL2;BMPR2;GPI;MYH9;CALR;CDH13;RAB25;ATP2B4;PROX1;ROCK1;EFNB2;KDR;SMAD4;NF1;MEOX2;FGFBP1;SCARB1;ITGB1;BMPER;GRN;SP100;CD40;STARD13;TBXA2R;TACR1;MAP2K5;DUSP10;ZC3H12A;CDH5;FAT2;FLT4;MAP3K3;GFUS;ROBO1;MACF1;PIK3C2A;GATA3;SP1;MIR210;IRS2;EPHA2;PFN2;VEGFA;MCC;TEK;DAAM2;PKN2;PRKD2;DAB2IP;FBXW7;PTPN11;PIK3CA;MAPRE2;ADTRP;ARHGAP5;FGFR1;PLPP3;LTB4R2;PTPN23;KRT2;AKT1;ANGPT2;NRP2;KRIT1;TGFBR2;ROCK2;BMP10;CAPN7;NRP1;RHOB;CLASP1;S100P;SASH1;AGT;SRF;EPPK1;VIL1;ENPP2;KLF4;EFNA1;FUT1;KIT;ADAM9;ARF6;MMRN2;ACTA2;PTPRG;KANK1
structural constituent of ribosome	structural constituent of ribosome;ribosomal subunit	RPS4Y1;RPL3L;MRPS6;RPLP0P6;RPS15;RPS19;RPS20;LINC01004;RPS27A;RPS27;MRPL43;MRPL11;RPL13A;MRPS21;RPL35;RPL27A;RPS17;RPL36;MRPL52;MRPL19;RPS7;RPL21;RPL18;RPL17;MRPL41;RPL35A;RPL6;RPL28;RPS28;RPS3;RPL15;MRPS33;RPL24;MRPS15;RPS5;MRPL14;MRPL28;MRPL16;RPS26;MRPS34;MRPL35;MRPL12;RPL13;RPL27;RPS14;RPS8;NDUFA7;RPS10;RPL10A;RPS2;RPL37A;RPL8;RPS16;RPS15A;RPS27L;MRPL34;MRPL42;RPSA;MRPS11;MRPL18;RPS18;MRPL51;MRPS24;RPL38;MRPS17;RPL9;UBA52;RPL37;RPL29;RPL11;RPS29;RPL34;MRPL57;MRPL27;RPL23;RPL3;MRPL22;RPLP0;MRPL20;MRPL47;RPL18A;MRPL13;MRPL49;RPLP1;RPS3A;FAU;RPL10;RPL26;RPS12;RPL7A;RPL5;MRPL23;RPL13AP3;MRPL54;RPL19;RPL26L1;RPS9;RPL4;RPL36A;RPL36AL;MRPL46;RPL39L;RPL22;MRPL33;MRPS7;RPS11;CHCHD1;GADD45GIP1;MRPL40;MRPS10;MRPS28;MRPL39;ZCCHC17;AURKAIP1;RACK1
heterochromatin formation	heterochromatin formation;heterochromatin organization	TASOR;METTL3;HAT1;DNMT1;BRCA1;SIRT1;RBM15;SIRT2;SMCHD1;CBX3;SCMH1;RLIM;PPHLN1;KMT2A;RIF1;SUZ12;TRIP12;PPM1D;HNRNPU;SIN3A;DYRK1A;MYC;BCL6;TDRD9;BAZ1A;ZNFX1;KMT2D;SMARCA5;YTHDC1;UBR2;MPHOSPH8;MORC2;TPR;RRP8;PHF2;PHF8;UBR5;KDM5A;SETDB1;BAZ2A;XIST;RB1;DNMT3A;HP1BP3;H2AC15;LOXL2;MACROH2A2;MTHFR;H2AC21;SETD7;PCID2
import into nucleus	import into nucleus;protein import into nucleus	ATF2;ZIC1;APPL1;IPO9;IL33;IPO4;SQSTM1;RANBP2;NUP188;NUP35;NF1;NUP214;MAPK14;CD36;PPP3CA;IPO8;RGPD4;RBM22;RANBP6;NUP155;BACH2;ZC3H12A;KPNA6;ABRA;PML;MED1;POM121;NUP107;NUP98;STAT3;POM121C;SPG11;STK3;GCKR;NUP50;CHP2;TXNIP;TNPO3;NUP133;RGPD1;JAK2;TP53;AKT1;NUP153;TPR;RPAIN;EP300;UBR5;RGPD2
metaphase chromosome alignment	metaphase chromosome alignment;establishment of chromosome localization;chromosome localization	NDC80;CCNB1;BIRC5;KIFC1;CENPF;SKA1;AURKB;SPC24;CDCA5;NUF2;SPC25;SKA3;CDCA8;ZWINT;FAM83D;KIF22;KIF14;KIF2C;KIF18A;MAD1L1;CHMP1A;SGO1;CENPE;NEK2;KNSTRN;SEPTIN1;CHMP6;CDT1;KASH5;MAJIN;DLGAP5
meiosis I cell cycle process	meiosis I cell cycle process;meiosis I	CDC20;PTTG1;KASH5;STAG3;TOP2A;CDC25C;NDC80;BRDT;CCNE1;CCNB2;SPATA22;TRIP13;CENPS;BRME1;ING2;ZWINT;P3H4;PLK1;TEX15;DDX4;MAJIN;CCNA1;RAD51;RAD54L;KLHDC3;EME1;RAD51AP1;MAEL;AURKA;CKS2;SHOC1;TERB2;PRDM7;BCL2L11;TERB1;DNMT3L;EHMT2;PKMYT1;RNF212;CDC25A;SYCE1L;SYCP2;MEIOB
spermatid differentiation	spermatid differentiation;spermatid development	NME5;CATSPERZ;SPINK2;SPAG6;H1-7;TNP1;BRDT;SPAG17;AKAP4;CCDC136;TCP11;TRIP13;RSPH6A;PRM2;PRM1;RIMBP3;ROPN1L;ING2;SPACA1;PFN4;DDX25;DHH;ACTL7A;GLI1;DPY19L2P2;RNF17;CCDC42;DZIP1;CFAP97D1;DRC7;CHD5;TMEM119;PYGO2;CFAP61;PIWIL1;SLC26A3;FAM9A;VDAC3;TBPL1;CCDC62;SOX30;CFTR;FANCG;ARMC3;PANK2;PRKACA;CCR6;EHMT2;PDILT;MKKS;TSSK6;AXDND1;SLC26A6;SPAG16;MNS1;SLIRP;ROPN1B;SUFU;CATSPER2;ACRBP;CFAP47
