representative	grouped_terms	genes
cell-substrate junction	cell-substrate junction;focal adhesion	ANXA6;ARHGAP24;ACTN4;RPLP2;ITGB3;SNTB1;CYFIP1;CTNNB1;PCBP2;ACTG1;GDI2;YWHAQ;FERMT1;YWHAB;FLNB;PDIA3;HSPB1;PDLIM1;P4HB;ITGA5;AMBRA1;HSPA1A;NECTIN2;PARVA;CAP1;GIT2;SRP68;SPRY4;HYOU1;SDCBP;ITGB1;MMP14;DPP4;ARL2;MAP2K1;PPIB;ENAH;YWHAE;ITGA3;HSPA1B;LAYN;NOX4;PIP5K1A;CALR;NEDD9;SDC4;YWHAZ;GNA13;ACTR2;ARPC3;ADAM10;CIB2;KIF23;MAP4K4;CPNE3;HNRNPK;AFAP1;PAK1;RAB21;TGM2;SLC9A5;HSPA5;PI4KA;ACTB;FZD2;NPM1;LAP3;APBB1IP;LPP;PVR;SYNE2;FLII;LIMK1;ANXA5;EGFR;PTK2;ADAM9;ERBIN;BCAR1;ITGA6;NCSTN;DIXDC1;JAK1;EZR;ATP6V0C;SCARB2;MAPRE1;PPFIA1;CD44;PDCD6IP;RND3;ASAP3;CLASP2;ACTR3;CNN3;MAPK1;PABPC1;TLN1;HSP90B1;CORO1C;CTNNA1;ARHGEF2;DST;DAB2;PHLDB2;MSN;SORBS1;FHL2;RHOB;MYH9;CASK;CLTC;YWHAG;PTK7;TES;RSU1;IGF2R;DOCK7;EPHA2;ITGAV;REXO2;DCTN4;LAMA3;XIRP1;FOCAD;NCKAP1;RDX;TRPV4;ARF6;CAPN2;MAPRE2;PACSIN2;HSPA8;HSPA9;FAT1;PEAK1;ITGB6;RAB10;TLN2;FAP;ITGA2;RPS4X;RRAS2;CORO1B;NRP1;SH3KBP1;LMLN;USP33;ARHGEF7;KLF11
positive regulation of translation	positive regulation of translation;positive regulation of amide metabolic process	METTL5;CNBP;HNRNPD;MPV17L2;METTL8;RPS27L;CYP1B1;UHMK1;YTHDF3;LARP4B;IL6;EIF2AK4;RPL26;EIF4G1;CTIF;DHX36;MTOR;EIF2B5;YBX1;KRT17;EIF5AL1;UQCC2;OGT;EIF6;PAIP1;CSDE1;NSUN5;UPF3B;EIF3D;SYNCRIP;PPP1R15A;NPM1;EIF4A3;EIF3E;POLR2G;KHDRBS1;TRUB2;SOX4;EIF3C;PRR16;EIF4G2;LARP4;FASTKD3;DHX9;CPEB3;PABPC1;TRMT10C;EIF4G3;PKM;DHX29;ZCCHC4;C1QBP;NAT10;AGO2;FASTKD2;SSB;RPUSD3;LARP1;PRKDC;HNRNPU;GUF1;HABP4;FXR1;ITGA2;DDX3X;RPS4X;CLU;EFNA1;ENPP7;TNFRSF1A;PICALM;SLC2A13;ROCK2;CHRNA7
RNA localization to Cajal body	RNA localization to Cajal body;telomerase RNA localization to Cajal body;telomerase RNA localization;RNA localization to nucleus;positive regulation of telomerase RNA localization to Cajal body;regulation of telomerase RNA localization to Cajal body	DKC1;NAF1;NOP10;CCT7;EXOSC10;SHQ1;RUVBL2;CCT2;RUVBL1;NHP2;CCT5;CCT8;TCP1;CCT6A;CCT3;CCT4
regulation of RNA stability	regulation of RNA stability;regulation of mRNA stability;regulation of mRNA catabolic process	HNRNPD;MOV10;TENT4B;DDX49;IGF2BP2;YTHDF3;LARP4B;ZCCHC17;PHAX;LSM1;TRAF3IP2;TNRC6B;TENT5C;MAPK14;HNRNPA0;IKBKE;DHX36;PUM1;CNOT10;YBX1;DIS3;TIRAP;METTL1;DKC1;TNFRSF1B;GIGYF2;PABPC4;PLEKHN1;PAIP1;IREB2;MLH1;FTO;UPF1;CSDE1;PDE12;DCPS;EXOSC3;NAF1;MAPKAPK2;TRAF2;ZC3H18;SYNCRIP;NPM1;SERBP1;SAMD4B;POLR2G;ZC3H14;DCP1A;FASTKD5;FASTKD3;DHX9;CPEB3;PABPC1;QKI;EXOSC9;TAF15;NOCT;ZFP36L2;CNOT1;TUT4;ROCK1;RBM47;TBRG4;AGO2;FASTKD2;LARP1;GDNF;EXOSC5;HNRNPC;PNLDC1;ROCK2;PNPT1;THRAP3;TENT5A;FASTKD1;HNRNPU;RBM24;CAPRIN1;FXR1;HNRNPAB;GTPBP1;ZC3HAV1;MAGOHB;NBAS;EIF4A3;DHX34
telomere organization	telomere organization;telomere maintenance	HNRNPD;TENT4B;FEN1;WRAP53;PCNA;ACTL6A;SLF1;MYC;H3-3B;DNA2;CCNE2;INO80;NSMCE3;HMBOX1;CTNNB1;DHX36;RPA2;XRCC6;TFIP11;USP7;H4C4;MAPK15;NABP2;HAT1;HNRNPA1;DKC1;GNL3;UCHL5;PARP1;H4C14;H4C12;RIF1;UPF1;SP100;GNL3L;H3C2;TEP1;NAF1;PINX1;TERF2;H4C5;NOP10;SMG6;SMARCAL1;CTC1;HNRNPA2B1;NSMCE1;CCNE1;ATM;TP53;ACTR8;CCT7;POT1;TERF2IP;MAPK1;EXOSC10;H4C2;SLX4;RUVBL2;CCT2;EXO1;RUVBL1;NHP2;NAT10;YLPM1;NBN;H4C3;CCT5;CCT8;RAD51C;PTGES3;TCP1;PRKDC;HNRNPC;H4C8;RAD50;CCT6A;CCT3;CCT4;HNRNPU;HSP90AB1;HSP90AA1;PKIB
nucleoid	nucleoid;mitochondrial nucleoid	SHMT2;DNA2;TUFM;DDX28;HADHA;HADHB;TEFM;ELAC2;UQCC2;SLC25A5;SOD2;VDAC1;TWNK;FASTKD5;SSBP1;TRMT10C;CLPX;SUPV3L1;GRSF1;MTERF1;ATP5F1B;FASTKD2;PRORP;VDAC2;HSPA9;LONP1;LRPPRC
telomere maintenance via telomerase	telomere maintenance via telomerase;RNA-templated DNA biosynthetic process;telomere maintenance via telomere lengthening;regulation of telomere maintenance via telomere lengthening;regulation of telomere maintenance via telomerase	HMBOX1;CTNNB1;MAPK15;HNRNPA1;DKC1;GNL3L;NAF1;PINX1;TERF2;NOP10;SMG6;CTC1;ATM;TP53;CCT7;POT1;TERF2IP;MAPK1;EXOSC10;CCT2;NHP2;NAT10;CCT5;CCT8;PTGES3;TCP1;HNRNPC;RAD50;CCT6A;CCT3;CCT4;HNRNPU;HSP90AB1;HSP90AA1;PKIB;TEP1;POLQ;DHX36;PARP1;HNRNPA2B1;SLX4
organellar ribosome	organellar ribosome;mitochondrial ribosome	MRPS25;MRPL16;MRPL42;MRPS5;MRPL30;MRPL19;MRPS18B;MRPL17;NDUFA7;MRPL50;MRPL38;MRPL13;MRPS18C;MRPS31;MRPS18A;MRPL46;MRPL2;MRPL58;MRPL24;MRPL15;DAP3;MRPS16;MRPL44;MRPL3;MRPL21;MRPL47;MRPS23;NSUN4;MRPL18;MRPL39;MRPS22;MRPS35;MRPL35;MRPL9;MRPL1;PTCD3;MRPS9;MRPS30
regulation of viral process	regulation of viral process;regulation of viral life cycle	TOP2A;HMGA2;APOBEC3B;PROX1;TRIM27;SRPK2;LARP7;KPNA6;DYNLT1;CD209;P4HB;NECTIN2;RFPL2;EIF2AK2;FKBP6;ZC3HAV1;TRIM5;LGALS9;TRIM62;PDE12;RAD23A;TRIM38;STOM;TRIM21;ATG12;TRIM58;ISG20;APOBEC3F;TRIM31;RSF1;NR5A2;TMPRSS2;LTF;MPHOSPH8;OAS1;KPNA2;DHX9;RAB7A;PABPC1;TRIM25;BST2;ZNFX1;TRIM26;TRIM6;SRPK1;LARP1;TRIM32;PPID;MID2;SNX3;IFIT5;IFIH1;OAS3;MX1;IFIT1;OAS2;DDX3X;OASL;RSAD2;PTX3;LAMP3;ISG15
regulation of chromosome segregation	regulation of chromosome segregation;regulation of sister chromatid segregation;regulation of metaphase/anaphase transition of cell cycle;metaphase/anaphase transition of mitotic cell cycle;regulation of mitotic metaphase/anaphase transition;metaphase/anaphase transition of cell cycle	ACTL6A;NCAPH;NDC80;ZNF207;CDCA8;CENPE;ARID2;ANAPC7;DPF3;UBE2C;CDC23;CSNK2A2;PUM1;CDCA2;DYNC1LI1;SMARCC1;KAT5;CDC27;INCENP;MAPK15;SPDL1;CDC20;PBRM1;SPC24;BECN1;SMARCB1;CCNB1;BUB1B;SMC2;MAD2L1BP;TPR;CSNK2A1;TTK;ZWINT;ACTB;BUB3;MAD2L1;CDK1;IK;CDC6;ATM;CDK5RAP2;TRIP13;NCAPG;ZW10;RB1;BRD7;ANAPC1;LCMT1;CUL3;SMC4;SMARCA4;RIOK2;ESPL1;HNRNPU;MAP3K20
GTP binding	GTP binding;guanyl nucleotide binding;guanyl ribonucleotide binding	GCH1;ARHGAP35;RAB22A;CDC42;EEFSEC;NOLC1;ARL8A;CIITA;ARL4D;KRAS;GBP6;NRAS;SRPRA;CPLANE2;TUBB;SUCLG2;ATL1;BMS1;ARF4;CGAS;GNAI3;IFT22;ARL4C;SEPTIN7;GLUD2;ARF1;RAP2B;RNGTT;RALB;ARL5A;ERAL1;GIMAP8;RAB42;SRP54;ATL2;RRAGC;GNA11;RALA;RIT1;SAR1A;RHOU;GSPT2;RAB20;GNA15;RRAS2;RASEF;RABL3;TUFM;SRPRB;EEF1A1P5;ANXA6;NKIRAS2;TUBA3D;ARL13B;RAB6A;RHOQ;DRG2;DNAJC27;GTPBP10;ATL3;RAB3C;GPN3;GTPBP8;RRAD;GTPBP4;ARL9;RAP1B;GSPT1;GTPBP1;ARL2;RAB18;RAB29;GNL3;RTCB;ARL11;RAB31;ARL6;RAB1A;URGCP;TUBA1B;EHD4;RHOC;DNM3;EIF5B;GBP3;GNA13;RHOBTB2;GNL3L;GFM1;EFTUD2;GBP4;AGAP1;EIF5;RASL11A;SEPTIN11;RAB5C;GTPBP3;ARL8B;RAB21;TGM2;RAB30;DRG1;RP2;TUBB4B;GNL2;GNAZ;TUBA1C;GBP2;RAN;MFN2;TUBG1;GNAQ;MMAA;RND3;RAB8A;RRAGA;DAP3;RAB7A;TSR1;ADSS2;GTPBP2;ARHGEF5;ACSM1;MFN1;NME1;SPAG1;TUBA4A;RAB8B;RAB32;OLA1;RHOB;RHEB;RAB11A;NOA1;OPA1;TUBA4B;RAB9A;ARL3;RAP1BL;GPN1;EIF2B2;GBP1;NKIRAS1;MTIF2;EFL1;NIN;RAB3B;UPRT;ARF6;NPR2;DNM1L;GFM2;GUF1;FKBP4;RRAGD;RAB10;SEPTIN6;HSP90AA1;TUBB3;MX1;EIF2S3;CNGA4;PDE2A;DYNC1LI1;NME2;PDE10A
organellar large ribosomal subunit	organellar large ribosomal subunit;mitochondrial large ribosomal subunit	MRPL33;MPV17L2;MRPL36;MRPL45;MRPL10;MRPL22;MRPL16;MRPL42;MRPL30;MRPL19;MRPL17;MRPL50;MRPL38;MRPL13;MRPS18A;MRPL46;MRPL2;MRPL58;MRPL24;MRPL15;MRPL44;MRPL3;MRPL21;MRPL47;NSUN4;MRPL18;MRPL39;MRPL35;MRPL9;MRPL1;MRPS30
DNA conformation change	DNA conformation change;DNA geometric change;DNA duplex unwinding	G3BP1;DHX30;RFC5;WRNIP1;HELQ;FANCM;ASCC2;MCM9;ASCC3;TOP2A;CHD1L;HMGB2;DNA2;CHD8;ABL1;DHX36;XRCC6;RECQL;GINS1;HMGB3;IGHMBP2;UPF1;CDC45;DDX1;TOP1;SETX;MCM6;POLQ;PURA;RFC4;FBH1;TWNK;RFC3;HNRNPA2B1;SSBP1;MCM4;TOP3B;DHX9;POT1;MCMDC2;NAV2;SUPV3L1;RUVBL2;MCM2;HELB;MTERF1;RUVBL1;NBN;DSCC1;DTD1;GINS4;RAD50;DDX3X
kinetochore	kinetochore;condensed chromosome, centromeric region	CHMP1B;CHMP4A;CHAMP1;SEPTIN7;CHMP2B;CENPN;NDEL1;SGO1;ACTL6A;ORC2;KIF18A;PLK3;NDC80;SPAG5;CDT1;ZNF207;SEH1L;AHCTF1;SEC13;CENPE;ARID2;CENPW;FBXW11;NDE1;DYNC1LI1;SMARCC1;SKA3;KAT5;SKA1;INCENP;NUP133;CFDP1;PLK2;SPDL1;NUP98;CDC20;PBRM1;CHMP2A;SPC24;SMARCB1;CCNB1;MTCL1;CENPM;CSNK1A1;BUB1B;PINX1;NUP160;TPR;CHMP5;TTK;ZWINT;ACTB;BUB3;MAD2L1;SGO2;GPATCH11;CLASP2;MIS12;ZW10;PSEN1;PAFAH1B1;PHF6;DCTN2;CHMP4B;BRD7;CENPP;PSEN2;DCTN4;NUP37;CLIP1;SMARCA4;ERCC6L;TP53BP1;MEAF6;SUGT1;HNRNPU;SEPTIN6;XPO1;SMC1A;DCTN6;MTBP;CENPA;NCAPD3;NCAPG
