representative	grouped_terms	genes
NADH dehydrogenase (quinone) activity	NADH dehydrogenase (quinone) activity;NADH dehydrogenase (ubiquinone) activity;NADH dehydrogenase activity;NAD(P)H dehydrogenase (quinone) activity	NDUFC1;NDUFS6;NDUFS5;NDUFB10;NDUFA1;NDUFB8;NDUFB4;NDUFV3;NDUFA12;NDUFA8;NDUFB2;NDUFB9;NDUFV2;NDUFS3;NDUFB3;NDUFA5;NDUFA4;NDUFS7;NDUFC2;NDUFB6;NDUFA6;NDUFS1;NDUFA10;NDUFA9;NDUFB5;NDUFV1;NDUFS4;NDUFS2;AIFM1;CBR4
nucleoid	nucleoid;mitochondrial nucleoid	SOD2;HADHA;POLG;ACADVL;ELAC2;MTERF2;HADHB;LONP1;PRORP;MTERF1;SUPV3L1;SSBP1;FASTKD5;HSD17B10;DBT;TFB2M;TRMT10C;LRPPRC;POLDIP2;HSPA9;CLPX;TFB1M;DDX28;TUFM;VDAC1;GRSF1;FASTKD2;VDAC2;ATP5F1B;TEFM
peroxisomal matrix	peroxisomal matrix;microbody lumen	ECH1;CRYM;NUDT12;HACL1;AGPS;MLYCD;AMACR;DHRS4;ACOX1;CAT;ACOX2;ACOT2;IDE;HSD17B4;SCP2;PEX5;ACOT4;EHHADH;IDH1;NUDT19;DDO;EPHX2;PRDX5;HMGCL;LONP2;GSTK1;PEX7;NUDT7;ACAA1;PHYH;CRAT;GNPAT;GRHPR;ECI2;ACOT8;ABCD3
organic acid catabolic process	organic acid catabolic process;carboxylic acid catabolic process	HACL1;MPST;PLA2G15;PPARA;DCXR;ACADS;RIDA;ALDH4A1;CARNS1;IRS1;MLYCD;HADHA;ETFBKMT;MCEE;AMACR;ABAT;ATP2B4;MTLN;ACOX1;AMT;ACADVL;ABCD1;ARG2;ALDH1L1;HOGA1;ACAD10;PEX13;AIG1;HADHB;GNPDA1;ILVBL;ETFB;KYAT1;CPT2;ACOX2;AASS;GPT2;GLUD1;ACADM;ACAA2;SCLY;PEX2;QPRT;HSD17B4;ABHD2;MCCC2;SCP2;TST;ETFDH;PPM1K;IVD;PEX5;AUH;GCSH;ACOT4;ECHS1;LPIN1;SLC16A1;BCKDK;EHHADH;HSD17B10;NUDT19;MCAT;DBT;DDO;HMGCL;LONP2;LDHD;ALDH5A1;ALDH6A1;AASDHPPT;GPT;ACADSB;BCAT2;ACAT1;BCKDHB;SORD;GOT2;ETFA;BCKDHA;ACAD8;PEX7;ECHDC1;NUDT7;DECR1;PCCA;PCCB;ACAA1;HADH;AKT2;PHYH;CRAT;MCCC1;QDPR;GOT1;ADHFE1;GCAT;GSTZ1;DLD;HIBADH;ECI2;GCDH;ACOT8;DLST;ABCD3;HIBCH
peroxisome	peroxisome;microbody	TTC1;ECH1;DHRS7B;CRYM;DHRS4L1;TRIM37;NUDT12;HACL1;PEX11A;PMVK;RIDA;AGPS;MLYCD;HSDL2;AMACR;DHRS4;ACOX1;CAT;MPV17;ABCD1;ACSL1;PEX1;NBR1;ACSL3;PEX13;ACBD5;ACOX2;VWA8;SOD1;PEX3;DNM1L;ACOT2;PEX2;IDE;HSD17B4;ACSL4;SCP2;ISOC1;PEX5;PEX12;ACOT4;PECR;EHHADH;IDH1;NUDT19;DDO;EPHX2;PRDX5;HMGCL;LONP2;PNPLA8;PXMP2;GSTK1;PEX14;PEX11B;ATAD1;PEX10;PEX7;NUDT7;FNDC5;ACAA1;PHYH;CRAT;GNPAT;GRHPR;MFF;ALDH3A2;MUL1;IDH2;PEX19;SYT7;NUDT17;ECI2;ACOT8;ABCD3
purine ribonucleotide biosynthetic process	purine ribonucleotide biosynthetic process;ribonucleotide biosynthetic process;ribose phosphate biosynthetic process;purine nucleotide biosynthetic process;purine-containing compound biosynthetic process;nucleotide biosynthetic process;nucleoside phosphate biosynthetic process	AMPD3;ATP5F1E;ATP6V0C;NDUFS8;NUDT2;AK4;PANK1;NME7;ATPSCKMT;HSD17B12;PPARA;ATP5MK;ADCY5;AK2;NDUFB11;NME5;NDUFC1;ATP5MG;NDUFS6;MLYCD;NDUFS5;NDUFA13;ADSS1;HACD1;TECR;NDUFB10;NDUFA1;PPARGC1A;NDUFB8;MPC2;NDUFB4;ACSL1;ACSL3;NPR2;ATP5PD;AK1;NDUFV3;NDUFA12;ATP5MJ;PDK2;ATP5MF;ADCY9;COX11;GART;DLAT;NDUFA8;AK3;ATP5MC2;MTHFD1;PDK1;ATIC;NDUFB2;ACSL4;NDUFB9;ATP5PF;MMUT;SDHA;PRKAG2;DNAJC30;NDUFV2;ACSS1;NDUFS3;VCP;NDUFB3;NDUFA5;NDUFS7;NDUFC2;NDUFAB1;NDUFB6;NDUFA6;NDUFS1;ACAT1;PINK1;STOML2;ATP5F1A;ATP5F1C;ATP5PO;PDHA1;ALDOA;ACSS2;ADK;NDUFA10;NME6;SDHB;ATP5MC1;PDHB;ADSL;DMAC2L;PARP1;NDUFA9;DLD;NDUFB5;SDHD;PDHX;ATP5F1B;ATP5MC3;NDUFV1;ADCY6;PANK4;GCDH;ATP5PB;NDUFS4;SDHC;NDUFS2;PPCS;DHODH;UPRT;RFK;PRPS1;NUDT12;NAMPT;NMNAT3;QPRT;NMNAT1;NADK2;ADA2;ADAL;AK6;FLAD1;KARS1;ME1;RRM1
tRNA aminoacylation	tRNA aminoacylation;amino acid activation;aminoacyl-tRNA ligase activity;tRNA aminoacylation for protein translation;ligase activity, forming carbon-oxygen bonds	FARSB;DARS1;SARS1;AARS2;TARS3;FARSA;KARS1;AARSD1;TARS1;PARS2;IARS1;QARS1;LRRC47;SARS2;WARS2;DARS2;QRSL1;RARS1;GATB;IARS2;EPRS1;HARS2;MARS2;NARS1;LARS2;NARS2;YARS2;EARS2;FARS2;TARS2
translation factor activity, RNA binding	translation factor activity, RNA binding;translation regulator activity, nucleic acid binding;translation regulator activity	MTRF1;EIF1AX;EIF5A;EIF2B5;EEFSEC;EIF2B2;EIF1;EIF3A;EIF5AL1;EIF2S3B;ETF1;EIF2S2;EEF1G;DHX29;EEF1D;MCTS1;EIF4G1;EIF1AY;EIF1B;MTRFR;ABCF1;EIF2S3;EIF2S1;EIF4H;EIF4G2;EIF3E;EIF2A;EIF3M;EIF4E;MTRF1L;EEF1A2;EIF5;MTIF2;TSFM;GSPT1;EIF3F;EIF4B;GFM1;EFL1;EIF3J;MTIF3;HBS1L;EIF4A2;EEF2;EIF3K;DENR;COPS5;EIF2B3;EIF4E3;MRPL58;TUFM;EIF3H;GSPT2;EIF3L;DHFR;LARP1;PAIP2B;PAIP2;IGF2BP2;PAIP1;NHLRC3;SERBP1;SAMD4A;CNBP;FXR2;NHLRC1;FXR1
fatty acid catabolic process	fatty acid catabolic process;monocarboxylic acid catabolic process	CPT1B;HACL1;PLA2G15;PPARA;ACADS;IRS1;MLYCD;HADHA;ETFBKMT;MCEE;AMACR;MTLN;ACOX1;ACADVL;ABCD1;ACAD10;PEX13;AIG1;HADHB;ILVBL;ETFB;CPT2;ACOX2;ACADM;ACAA2;PEX2;HSD17B4;ABHD2;SCP2;ETFDH;IVD;PEX5;AUH;ECHS1;LPIN1;EHHADH;HSD17B10;NUDT19;MCAT;LONP2;ACAT1;ETFA;PEX7;ECHDC1;NUDT7;DECR1;PCCA;PCCB;ACAA1;HADH;AKT2;PHYH;CRAT;ECI2;GCDH;ACOT8;ABCD3;DCXR;HOGA1;SLC16A1;LDHD;SORD
ATP metabolic process	ATP metabolic process;purine ribonucleoside triphosphate metabolic process;purine nucleoside triphosphate metabolic process;ribonucleoside triphosphate metabolic process;nucleoside triphosphate metabolic process	ATP6V0C;NDUFS8;NUDT2;ATP6V1B2;AK4;ATPSCKMT;ALDOC;PPARA;ATP5MK;STAT3;AK2;NDUFB11;PARG;MYH6;HIF1A;MYH7;NDUFC1;ATP5MG;NDUFS6;NDUFS5;NDUFA13;KAT2B;NDUFB10;NDUFA1;PPARGC1A;NDUFB8;PRKAA2;NDUFB4;MTOR;ATP1B1;ATP5IF1;ATP5PD;AK1;NDUFV3;GPD1;NDUFA12;PFKFB2;ATP5MJ;ATP5MF;SLC4A4;COX11;BPGM;DNM1L;HK1;NDUFA8;ATP5MC2;NDUFB2;NDUFB9;LDHA;ATP5PF;DHTKD1;SDHA;PFKP;PGAM1;PRKAG2;DNAJC30;NDUFV2;GPI;NDUFS3;PGM1;ENO3;HSPA8;VCP;NDUFB3;NDUFA5;PGK1;NDUFS7;PPP2CA;NDUFC2;NDUFAB1;OGDH;NDUFB6;NDUFA6;NDUFS1;NMNAT1;PINK1;STOML2;GAPDH;ATP5F1A;PRKAG1;ATP5F1C;ATP5PO;PKM;PFKM;PRKACA;CLPX;ALDOA;NDUFA10;SDHB;OLA1;ATP5MC1;DMAC2L;PARP1;NDUFA9;NDUFB5;SDHD;ATP5F1B;ATP5MC3;NDUFV1;TPI1;ATP5PB;NDUFS4;SDHC;NDUFS2;NME7;NME5;MFN1;AK3;EFL1;OPA1;NME6;RHOQ;NUDT15;NUDT16;ADK;DCTPP1;SMPDL3A
mitochondrial intermembrane space	mitochondrial intermembrane space;organelle envelope lumen	TIMM29;NDUFB7;FBXL4;TIMM13;UQCC2;STAR;CHCHD10;HSD3B2;TIMM10;CMC4;TRIAP1;HTRA2;CHCHD5;THEM4;AK2;CHCHD4;NDUFS5;PNPT1;NBR1;TIMM8B;AGK;COA4;COA7;SOD1;COX17;NDUFA8;NLN;PARK7;REXO2;MIX23;SIRT5;CLPB;OMA1;TIMM23;OPA1;HAX1;NDUFS1;PINK1;STOML2;COA6;CYCS;STMP1;AIFM1;SDHAF3;MICU2;CHCHD2;CHCHD7;CIAPIN1;IMMT;TRAP1;TIMM8A;SUOX;MICU1;IGF2R;TUBB;PLAAT1
fatty acid oxidation	fatty acid oxidation;lipid oxidation;lipid modification	CPT1B;ADIPOR1;HACL1;PPARA;ACADS;IRS1;MLYCD;HADHA;ETFBKMT;AMACR;MTLN;ACOX1;PPARGC1A;ACADVL;ABCD1;ACAD10;PEX13;HADHB;ILVBL;ETFB;CPT2;ACOX2;ACADM;ACAA2;PEX2;FABP3;HSD17B4;SCP2;ETFDH;IVD;PEX5;PRKAG2;AUH;ECHS1;EHHADH;HSD17B10;MCAT;LONP2;SIRT4;ACAT1;ADH5;FMO4;ETFA;PEX7;ECHDC1;DECR1;ACAA1;HADH;AKT2;PHYH;CRAT;ECI2;GCDH;ACOT8;ABCD3;MBOAT2;INPPL1;DGKD;ST3GAL4;MTMR1;INPP5J;AGK;MTMR9;INPP4B;INPP5A;EPHX2;GBA2;LPCAT3
sarcomere	sarcomere;myofibril;contractile fiber	FHL2;JUP;SYNC;MYL2;MTM1;STUB1;RTN2;OBSL1;BAG3;JPH2;NOS1AP;CACNA1C;MYOM2;PSMA6;ASB2;ABRA;FBXO22;SLC2A1;FHOD3;PARVA;TCAP;MYL12A;PYROXD1;CAPZB;MYZAP;PALLD;HABP4;CAV3;DES;CASQ1;XIRP2;MYH6;NEXN;MYH7;ANK1;MYOM3;KRT8;KAT2B;CRYAB;ACTC1;ATP2B4;DST;MYOM1;SYNPO;KLHL40;SYNPO2L;DNAJB6;OBSCN;SLC8A1;TRIM63;FLNC;NBR1;TPM1;ADPRHL1;SYNPO2;MYL4;LRRC10;TTN;GGPS1;LDB3;LRRC39;TPM2;PDE4B;PPP3CB;STYXL2;CASQ2;MYL9;PDLIM3;TRIM32;TRIM54;RYR2;MYOZ2;CAVIN4;TNNC1;POLR2M;PPP1R12B;TNNT2;TMOD1;CAB39;CMYA5;MYBPC3;LMOD3;SORBS2;UNC45B;CFL2;NEBL;MYL3;GLRX3;PGM5;SMPX;SQSTM1;CALM2;ITGB1BP2;MYO18B;ANK2;ANK3;ANKRD1;NRAP;ACTN2;HRC;CSRP3;DCTN4;CSRP2;ALDOA;PPP2R5A;MYPN;KLHL41;HOMER1;PDLIM5;KCNN2;JPH1;CALM3;DAG1;TWF2;SVIL;PDE4DIP;SYNM;SCO1;KCNJ8;VCL;FXR1
I band	I band;Z disc	FHL2;JUP;SYNC;MTM1;STUB1;RTN2;OBSL1;BAG3;JPH2;NOS1AP;CACNA1C;ASB2;FBXO22;SLC2A1;FHOD3;PARVA;TCAP;MYL12A;MYZAP;PALLD;CAV3;DES;CASQ1;XIRP2;MYH6;NEXN;MYH7;ANK1;KRT8;KAT2B;CRYAB;ACTC1;ATP2B4;DST;SYNPO;KLHL40;SYNPO2L;DNAJB6;OBSCN;SLC8A1;TRIM63;FLNC;SYNPO2;TTN;GGPS1;LDB3;PDE4B;PPP3CB;CASQ2;MYL9;PDLIM3;TRIM54;RYR2;MYOZ2;CAVIN4;POLR2M;PPP1R12B;CAB39;SORBS2;UNC45B;CFL2;NEBL;MYL3;GLRX3;PGM5;ITGB1BP2;MYO18B;ANK2;ANK3;ANKRD1;NRAP;ACTN2;HRC;CSRP3;CSRP2;ALDOA;PPP2R5A;MYPN;HOMER1;PDLIM5;KCNN2;JPH1
purine ribonucleotide metabolic process	purine ribonucleotide metabolic process;ribonucleotide metabolic process;purine nucleotide metabolic process;ribose phosphate metabolic process	NUDT3;ATP6V0C;NDUFS8;NUDT2;PDE7A;DLG1;ATP6V1B2;AK4;PANK1;NME7;ATPSCKMT;HSD17B12;ALDOC;PMVK;PPARA;ATP5MK;NUDT4B;ADCY5;STAT3;AK2;NDUFB11;PARG;MYH6;NME5;HIF1A;MYH7;NDUFC1;ATP5MG;NDUFS6;DLG2;MLYCD;NDUFS5;NDUFA13;KAT2B;ADSS1;HMGCS1;HACD1;MCEE;TECR;NDUFB10;NDUFA1;PPARGC1A;NUDT9;NDUFB8;GDA;MPC2;ABCD1;PRKAA2;NDUFB4;ACSL1;MTOR;ACSL3;ACOT9;NPR2;ATP1B1;ATP5IF1;ATP5PD;NT5C1A;MFN1;AK1;NDUFV3;GPD1;NDUFA12;ACOT1;PFKFB2;PDE4B;ATP5MJ;FITM2;PDK2;ATP5MF;SLC4A4;ADCY9;COX11;AASS;BPGM;GART;DNM1L;HK1;DLAT;NDUFA8;ACOT2;AK3;ATP5MC2;MTHFD1;PDK1;ATIC;NDUFB2;HSD17B4;HINT1;PDE4D;ACSL4;NDUFB9;LDHA;MCCC2;BPNT1;ATP5PF;MMUT;DHTKD1;SDHA;PFKP;PGAM1;PRKAG2;DNAJC30;NDUFV2;GPI;ACOT4;ACSS1;NDUFS3;PGM1;ENO3;HSPA8;VCP;NUDT19;NDUFB3;NDUFA5;PGK1;NDUFS7;PPP2CA;MPP1;NDUFC2;NDUFAB1;OGDH;EFL1;NDUFB6;OPA1;NDUFA6;NDUFS1;NMNAT1;ACAT1;PINK1;STOML2;ACOT11;NUDT4;GAPDH;ATP5F1A;ACSF2;PRKAG1;ATP5F1C;ATP5PO;PKM;PFKM;PDHA1;PRKACA;OXSM;NUDT7;CLPX;ALDOA;ACSS2;ADK;SUCLG2;NDUFA10;NME6;SDHB;OLA1;ATP5MC1;PDHB;ADSL;SUCLA2;DMAC2L;PARP1;NDUFA9;DLD;SUCLG1;NDUFB5;SDHD;RHOQ;PDHX;ATP5F1B;ATP5MC3;NDUFV1;ADCY6;TPI1;PANK4;GCDH;ACOT8;ATP5PB;NDUFS4;DLST;SDHC;NDUFS2;PPCS;RNASEH2B;DHODH;ENTPD5;UPRT;PC;NUDT12;DCXR;GMPR;NAMPT;ALDH1L1;MDH1B;NUDT15;NUDT16;NMNAT3;ME1;ME2;QPRT;IDH1;FHIT;MDH1;NNT;NADK2;LDHB;NUDT13;IDH2;MDH2;NUDT17
